energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 16437.6
42, 16312.8
44, 16154.3
46, 15937.2
48, 15983.2
50, 16242.9
52, 16576.5
54, 17064.2
56, 17497.7
58, 18001.2
60, 18734.6
62, 19326.4
64, 20114.2
66, 20942.8
68, 21682.1
70, 22458.6
72, 22970.2
74, 23543.2
76, 24088.3
78, 24331.3
80, 24646.1
82, 24821
84, 25030
86, 25071.3
88, 25000.3
90, 24916.6
92, 24643.6
94, 24423.2
96, 24069.8
98, 23701.2
100, 23235.9
102, 22804
104, 22297.5
106, 21834.5
108, 21222
110, 20900.2
112, 20178.4
114, 19697.7
116, 19014.1
118, 18426.4
120, 17997.7
122, 17250.6
124, 16821.2
126, 16217.1
128, 15628.8
130, 15223.7
132, 14597.1
134, 14111.9
136, 13518
138, 13130.4
140, 12663.9
142, 12210
144, 11687.5
146, 11205.8
148, 10791.5
150, 10427.2
152, 10042.3
154, 9628.53
156, 9226.46
158, 8939.87
160, 8577.38
162, 8256.21
164, 7973.03
166, 7684.48
168, 7361.13
170, 7012.7
172, 6822.04
174, 6490.98
176, 6239.24
178, 6065.97
180, 5842.98
182, 5687.32
184, 5404.87
186, 5194.6
188, 5030.05
190, 4861.37
192, 4672.23
194, 4504.31
196, 4325.9
198, 4210.05
200, 4066.34
202, 3856.21
204, 3724.32
206, 3626.89
208, 3486.09
210, 3362.4
212, 3279.4
214, 3154.01
216, 3059.25
218, 2912.74
220, 2873.56
222, 2788.25
224, 2688.62
226, 2548.33
228, 2513.18
230, 2439.02
232, 2360.03
234, 2253.89
236, 2178.6
238, 2161.7
240, 2128.57
242, 2057.76
244, 1918.75
246, 1865.61
248, 1811.28
250, 1769.88
252, 1761.35
254, 1668.49
256, 1623.95
258, 1588.19
260, 1532.59
262, 1491.95
264, 1423.42
266, 1365.33
268, 1331.66
270, 1318.75
272, 1284.26
274, 1238.7
276, 1221.81
278, 1182.67
280, 1161.37
282, 1114.19
284, 1095.21
286, 1065.3
288, 1044.11
290, 1008.04
292, 983.713
294, 1121.11
296, 957.6
298, 895.748
300, 891.525
302, 863.29
304, 834.545
306, 834.729
308, 797.522
310, 813.813
312, 801.192
314, 756.408
316, 737.638
318, 733.173
320, 698.647
322, 682.671
324, 666.786
326, 649.449
328, 643.119
330, 623.183
332, 624.143
334, 608.579
336, 588.671
338, 565.691
340, 575.991
342, 548.996
344, 552.932
346, 522.983
348, 513.066
350, 691.729
352, 668.495
354, 499.824
356, 501.014
358, 464.251
360, 460.573
362, 459.356
364, 439.363
366, 432.127
368, 421.777
370, 420.459
372, 407.779
374, 402.453
376, 401.491
378, 405.781
380, 383.59
382, 374.661
384, 373.58
386, 363.694
388, 351.656
390, 339.832
392, 341.7
394, 337.906
396, 328.85
398, 323.767
400, 321.384
402, 310.882
404, 316.444
406, 309.03
408, 305.149
410, 292.508
412, 285.887
414, 288.472
416, 286.326
418, 273.728
420, 270.161
422, 272.946
424, 265.254
426, 259.166
428, 257.18
430, 251.145
432, 243.232
434, 242.685
436, 241.979
438, 236.191
440, 236.471
442, 227.678
444, 224.74
446, 220.86
448, 225.26
450, 218.52
452, 211.322
454, 208.948
456, 205.332
458, 204.909
460, 206.949
462, 199.679
464, 197.206
466, 196.843
468, 193.275
470, 192.365
472, 188.985
474, 189.3
476, 186.254
478, 184.475
480, 187.238
482, 183.178
484, 179.36
486, 178.99
488, 176.979
490, 174.519
492, 170.72
494, 171.461
496, 170.12
498, 168.365
500, 169.389
502, 168.09
504, 163.736
506, 165.802
508, 168.245
510, 189.657
512, 162.476
514, 158.124
516, 158.59
518, 159.165
520, 156.596
522, 156.872
524, 155.37
526, 154.998
528, 154.984
530, 154.662
532, 155.668
534, 153.211
536, 153.264
538, 152.71
540, 152.242
542, 152.011
544, 151.763
546, 153.03
548, 151.866
550, 152.083
552, 151.159
554, 152.311
556, 151.212
558, 151.621
560, 151.083
562, 151.453
564, 151.435
566, 151.323
568, 151.186
570, 151.012
572, 151.186
574, 150.754
576, 151.143
578, 150.417
580, 151.519
582, 150.538
584, 149.768
586, 149.987
588, 149.798
590, 149.548
592, 149.086
594, 149.769
596, 150.309
598, 149.843
