energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 3211.78
42, 3345.46
44, 3562.94
46, 3833.89
48, 4206.14
50, 4743.69
52, 5325.49
54, 6022.27
56, 6873.12
58, 7698.12
60, 8700.13
62, 9732.01
64, 10748.6
66, 11949.5
68, 13021.4
70, 14123.4
72, 15033.3
74, 15920.4
76, 16815.7
78, 17435.9
80, 18074.8
82, 18649.3
84, 19139.2
86, 19382.4
88, 19743.9
90, 19927.6
92, 19973.7
94, 19991.6
96, 19939.4
98, 19726.4
100, 19463.8
102, 19271
104, 19036.7
106, 18766.5
108, 18333.2
110, 18143
112, 17611.9
114, 17247.8
116, 16664.1
118, 16283.8
120, 15920.9
122, 15331.8
124, 14984.3
126, 14511.8
128, 13993
130, 13644.3
132, 13147
134, 12695.5
136, 12222.3
138, 11906.8
140, 11460.1
142, 11045
144, 10596.5
146, 10229
148, 9806.45
150, 9505.88
152, 9161.34
154, 8810
156, 8449.1
158, 8162.17
160, 7843.99
162, 7548.44
164, 7299.27
166, 7028.23
168, 6750.05
170, 6429.93
172, 6254.77
174, 5959.55
176, 5745.62
178, 5569.26
180, 5389.01
182, 5239.5
184, 4991.1
186, 4793.95
188, 4631.62
190, 4486.11
192, 4313.03
194, 4133.15
196, 3986.62
198, 3880.32
200, 3761.56
202, 3581.84
204, 3425.81
206, 3334.22
208, 3211.67
210, 3100.74
212, 3031.31
214, 2912.52
216, 2822.99
218, 2697.87
220, 2657.43
222, 2580.74
224, 2475.91
226, 2357.78
228, 2321.65
230, 2268.86
232, 2189.16
234, 2083.21
236, 2012.69
238, 1998.84
240, 1980.39
242, 1907.95
244, 1778.27
246, 1729.15
248, 1678.7
250, 1643.09
252, 1633.71
254, 1550.4
256, 1502.57
258, 1473.11
260, 1424.69
262, 1385.97
264, 1323.09
266, 1274.15
268, 1237.77
270, 1228.75
272, 1198.31
274, 1150.85
276, 1131.88
278, 1101.02
280, 1080.39
282, 1037.6
284, 1020.25
286, 988.07
288, 973.132
290, 932.681
292, 914.374
294, 1046.41
296, 897.634
298, 824.137
300, 828.125
302, 804.824
304, 778.102
306, 774.249
308, 744.632
310, 759.469
312, 744.788
314, 711.707
316, 689.52
318, 689.797
320, 648.849
322, 638.426
324, 622.025
326, 609.685
328, 604.123
330, 579.233
332, 584.689
334, 564.091
336, 549.258
338, 529.834
340, 533.859
342, 512.951
344, 517.085
346, 488.56
348, 476.239
350, 651.144
352, 632.024
354, 470.503
356, 469.202
358, 435.361
360, 432.029
362, 430.361
364, 411.277
366, 404.272
368, 393.835
370, 396.236
372, 380.224
374, 375.912
376, 376.534
378, 377.384
380, 360.722
382, 354.642
384, 353.02
386, 341.589
388, 327.889
390, 317.612
392, 320.727
394, 316.802
396, 308.326
398, 302.919
400, 300.096
402, 290.678
404, 296.467
406, 290.341
408, 285.023
410, 272.689
412, 267.157
414, 270.735
416, 269.669
418, 255.557
420, 253.117
422, 256.045
424, 247.699
426, 241.624
428, 240.419
430, 233.574
432, 227.674
434, 226.934
436, 226.932
438, 222.451
440, 220.077
442, 211.785
444, 210.591
446, 206.188
448, 209.393
450, 203.123
452, 195.656
454, 195.411
456, 190.146
458, 192.49
460, 193.111
462, 186.047
464, 182.738
466, 183.755
468, 179.361
470, 177.523
472, 176.06
474, 175.61
476, 173.55
478, 171.991
480, 174.483
482, 170.481
484, 166.371
486, 165.969
488, 164.086
490, 162.21
492, 158.615
494, 159.654
496, 158.11
498, 156.304
500, 158.048
502, 157.577
504, 152.13
506, 153.653
508, 156.959
510, 181.256
512, 151.583
514, 146.776
516, 147.525
518, 147.673
520, 145.602
522, 145.954
524, 143.93
526, 143.964
528, 143.967
530, 143.527
532, 144.981
534, 142.377
536, 142.469
538, 141.8
540, 141.525
542, 140.806
544, 141.146
546, 142.309
548, 141.309
550, 141.283
552, 140.253
554, 141.036
556, 140.618
558, 141.064
560, 140.755
562, 140.888
564, 140.703
566, 140.892
568, 141.006
570, 140.832
572, 141.015
574, 140.172
576, 140.748
578, 140.278
580, 141.121
582, 140.566
584, 139.579
586, 139.766
588, 139.293
590, 139.186
592, 139.132
594, 139.435
596, 139.695
598, 139.787
