energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 5341.95
42, 6057.73
44, 6877.16
46, 7865.28
48, 8901.01
50, 10108.9
52, 11379.7
54, 12756.6
56, 14058.5
58, 15430
60, 16872
62, 18214.9
64, 19601.3
66, 20974.9
68, 22223.2
70, 23402.9
72, 24259.7
74, 24997.3
76, 25754.1
78, 26266.2
80, 26649.7
82, 26956.5
84, 27167.6
86, 27186.8
88, 27188.4
90, 27047.4
92, 26778.2
94, 26522.9
96, 26104.3
98, 25637.7
100, 25083.5
102, 24508
104, 24010.7
106, 23430.5
108, 22819.8
110, 22338.8
112, 21607.9
114, 20996.9
116, 20214.5
118, 19595.6
120, 19113.9
122, 18329.4
124, 17777.6
126, 17125.9
128, 16509.3
130, 16003.5
132, 15351.2
134, 14826.6
136, 14201.4
138, 13792.5
140, 13263.3
142, 12764.6
144, 12209.7
146, 11747.7
148, 11269
150, 10855.8
152, 10466.2
154, 10036.8
156, 9560.86
158, 9281.19
160, 8899.63
162, 8558.61
164, 8264.06
166, 7934.31
168, 7637.63
170, 7231.9
172, 7058.25
174, 6685.63
176, 6454.98
178, 6235.48
180, 6041.34
182, 5848.32
184, 5569.83
186, 5351.82
188, 5173.95
190, 5008.08
192, 4810.02
194, 4605.79
196, 4454.28
198, 4313.53
200, 4160.66
202, 3974.61
204, 3829.52
206, 3690.93
208, 3576.04
210, 3452.06
212, 3356.54
214, 3210.66
216, 3134.26
218, 2984.16
220, 2953.59
222, 2856.62
224, 2740.19
226, 2614.19
228, 2563.09
230, 2491.28
232, 2415.38
234, 2310.45
236, 2232.08
238, 2195.05
240, 2180.07
242, 2096.97
244, 1953.48
246, 1895.45
248, 1846.07
250, 1806.06
252, 1784.61
254, 1697.21
256, 1645.48
258, 1614.48
260, 1562.85
262, 1517.98
264, 1450.22
266, 1392.97
268, 1361.5
270, 1337.04
272, 1302.82
274, 1251.26
276, 1240.46
278, 1202.25
280, 1182.32
282, 1132.42
284, 1109.43
286, 1076.34
288, 1060.73
290, 1019.96
292, 1000.53
294, 1146.66
296, 971.089
298, 901.934
300, 902.248
302, 877.035
304, 845.792
306, 845.749
308, 809.824
310, 822.182
312, 818.61
314, 767.995
316, 749.999
318, 745.238
320, 704.976
322, 696.257
324, 673.596
326, 657.733
328, 649.606
330, 633.853
332, 633.794
334, 611.067
336, 591.624
338, 571.661
340, 579.972
342, 556.731
344, 560.263
346, 528.328
348, 517.807
350, 711.163
352, 688.715
354, 502.677
356, 502.182
358, 469.527
360, 461.195
362, 463.034
364, 442.871
366, 434.704
368, 421.398
370, 424.548
372, 409.229
374, 404.497
376, 403.869
378, 406.042
380, 384.386
382, 375.512
384, 374.351
386, 363.864
388, 351.828
390, 341.185
392, 343.03
394, 339.168
396, 329.873
398, 322.607
400, 321.545
402, 309.924
404, 315.203
406, 308.801
408, 303.535
410, 291.415
412, 287.015
414, 288.07
416, 284.022
418, 271.559
420, 270.434
422, 272.229
424, 264.622
426, 257.515
428, 257.143
430, 249.917
432, 241.255
434, 240.872
436, 239.076
438, 235.133
440, 235.036
442, 226.405
444, 223.211
446, 219.205
448, 222.733
450, 215.417
452, 208.128
454, 206.775
456, 202.045
458, 203.091
460, 202.999
462, 196.971
464, 194.666
466, 194.36
468, 190.5
470, 189.057
472, 186.604
474, 186.551
476, 184.029
478, 182.27
480, 185.208
482, 179.407
484, 177.646
486, 176.114
488, 173.739
490, 172.842
492, 167.91
494, 168.11
496, 167.831
498, 165.892
500, 167.795
502, 166.443
504, 161.126
506, 163.034
508, 166.898
510, 191.258
512, 160.946
514, 156.162
516, 157.23
518, 157.049
520, 154.862
522, 155.953
524, 153.619
526, 153.76
528, 153.817
530, 153.889
532, 155.252
534, 152.264
536, 152.542
538, 152.031
540, 151.409
542, 151.389
544, 151.153
546, 152.725
548, 151.665
550, 151.248
552, 150.82
554, 151.707
556, 151.162
558, 151.408
560, 151.074
562, 150.914
564, 150.644
566, 150.566
568, 150.642
570, 150.239
572, 150.508
574, 149.517
576, 150.173
578, 149.582
580, 150.445
582, 149.564
584, 148.702
586, 149.229
588, 148.189
590, 148.252
592, 148.192
594, 148.787
596, 148.905
598, 149.082
