energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 3801.94
42, 4117.46
44, 4560.64
46, 5113.68
48, 5726.93
50, 6578.85
52, 7490.63
54, 8484.38
56, 9549.58
58, 10662.5
60, 11901.8
62, 13090.8
64, 14270.4
66, 15643
68, 16858.7
70, 18028
72, 18921
74, 19799.7
76, 20660.1
78, 21280.9
80, 21859.9
82, 22329.2
84, 22707.7
86, 22886.3
88, 23121.4
90, 23149
92, 23061.3
94, 22981.2
96, 22733.6
98, 22432.3
100, 22058
102, 21718.5
104, 21332.8
106, 20935.1
108, 20422.4
110, 20098.7
112, 19503.5
114, 19012.7
116, 18303
118, 17841.5
120, 17422.9
122, 16753.1
124, 16294.8
126, 15743
128, 15157
130, 14773.9
132, 14163
134, 13709.1
136, 13163.9
138, 12808.2
140, 12309.8
142, 11870.1
144, 11363.1
146, 10973
148, 10519.6
150, 10152.1
152, 9792.55
154, 9403.2
156, 8963.42
158, 8694.16
160, 8352.39
162, 8033.48
164, 7774.56
166, 7472.91
168, 7175.94
170, 6817.03
172, 6643.82
174, 6314.49
176, 6081.67
178, 5884.53
180, 5700.23
182, 5536.94
184, 5269.8
186, 5058.99
188, 4890.77
190, 4730.08
192, 4543.5
194, 4361.39
196, 4232.22
198, 4094.63
200, 3951.88
202, 3777.35
204, 3620.25
206, 3510.22
208, 3388.08
210, 3273.06
212, 3188.43
214, 3060.98
216, 2973.25
218, 2839.79
220, 2792.61
222, 2718.41
224, 2607.02
226, 2481.66
228, 2438.98
230, 2383.22
232, 2305.16
234, 2192.08
236, 2119.21
238, 2095.45
240, 2078.6
242, 2003.24
244, 1859.02
246, 1812.58
248, 1760.93
250, 1721.26
252, 1706.21
254, 1624.81
256, 1572.29
258, 1544.63
260, 1492.85
262, 1444.82
264, 1382.63
266, 1330.02
268, 1298.39
270, 1282.32
272, 1246.12
274, 1197.17
276, 1188.53
278, 1154.57
280, 1127.9
282, 1085.92
284, 1068.52
286, 1030.55
288, 1013.69
290, 977.818
292, 954.482
294, 1100.38
296, 932.292
298, 865.323
300, 867.045
302, 838.265
304, 812.576
306, 810.138
308, 776.726
310, 790.544
312, 780.164
314, 738.024
316, 719.31
318, 717.112
320, 677.16
322, 665.87
324, 647.219
326, 631.702
328, 626.899
330, 607.372
332, 607.515
334, 587.142
336, 571.241
338, 552.549
340, 558.613
342, 533.146
344, 537.189
346, 507.639
348, 497.177
350, 681.501
352, 659.767
354, 487.849
356, 486.38
358, 452.387
360, 445.582
362, 448.01
364, 428.552
366, 419.397
368, 409.586
370, 408.273
372, 394.871
374, 392.597
376, 391.174
378, 392.115
380, 372.481
382, 364.568
384, 362.981
386, 353.93
388, 339.317
390, 330.212
392, 331.192
394, 329.216
396, 319.291
398, 312.331
400, 311.491
402, 300.647
404, 306.662
406, 299.572
408, 295.46
410, 282.435
412, 278.059
414, 278.835
416, 276.563
418, 264.279
420, 261.462
422, 264.655
424, 256.389
426, 250.624
428, 248.107
430, 242.037
432, 234.774
434, 233.796
436, 232.777
438, 228.372
440, 228.364
442, 219.979
444, 216.602
446, 212.637
448, 217.456
450, 210.059
452, 203.143
454, 200.556
456, 197.08
458, 197.592
460, 198.75
462, 191.925
464, 188.845
466, 189.163
468, 185.732
470, 184.966
472, 181.818
474, 181.655
476, 179.215
478, 177.766
480, 180.146
482, 175.298
484, 172.041
486, 171.527
488, 169.475
490, 167.414
492, 163.803
494, 164.041
496, 162.911
498, 161.025
500, 163.25
502, 162.173
504, 156.709
506, 158.263
508, 161.903
510, 186.241
512, 156.086
514, 150.963
516, 151.79
518, 152.216
520, 149.914
522, 150.275
524, 148.304
526, 148.475
528, 148.397
530, 148.066
532, 149.344
534, 146.747
536, 146.754
538, 146.382
540, 145.664
542, 145.166
544, 145.519
546, 146.548
548, 145.793
550, 145.544
552, 144.758
554, 145.725
556, 145.258
558, 145.402
560, 145.114
562, 145.329
564, 145.174
566, 145.066
568, 145.297
570, 145.185
572, 145.261
574, 144.571
576, 145.188
578, 144.578
580, 145.629
582, 144.821
584, 143.97
586, 144.412
588, 143.797
590, 143.641
592, 143.4
594, 143.817
596, 144.25
598, 144.054
