energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 14005.6
42, 13918
44, 13953.6
46, 14042.4
48, 14294.9
50, 14596.4
52, 15022.5
54, 15624.6
56, 16146.5
58, 16789.2
60, 17581.5
62, 18311.7
64, 19097
66, 20081.5
68, 20810.6
70, 21765.3
72, 22310.8
74, 22851.9
76, 23495.3
78, 23756.8
80, 24105.4
82, 24399.9
84, 24616.5
86, 24575.6
88, 24628.3
90, 24583.3
92, 24318
94, 24160.9
96, 23819.1
98, 23443.4
100, 22951.6
102, 22578.3
104, 22076.7
106, 21632.5
108, 21064.6
110, 20736.4
112, 20011.5
114, 19520.9
116, 18872.3
118, 18303.9
120, 17886.5
122, 17153.3
124, 16703.1
126, 16117
128, 15527.2
130, 15115.1
132, 14487.3
134, 14031.5
136, 13457
138, 13071.7
140, 12578.2
142, 12121.2
144, 11606.2
146, 11176
148, 10733.8
150, 10371.6
152, 10000.7
154, 9596.61
156, 9174.8
158, 8892.79
160, 8514.94
162, 8217.53
164, 7934.97
166, 7637.64
168, 7324.84
170, 6985.97
172, 6783.15
174, 6446.69
176, 6201.64
178, 6028.33
180, 5815.26
182, 5668.37
184, 5384.53
186, 5177.17
188, 4993.61
190, 4849.12
192, 4648.92
194, 4470
196, 4303.7
198, 4181.12
200, 4033.79
202, 3855.91
204, 3709.09
206, 3593.72
208, 3471.73
210, 3359.17
212, 3261.8
214, 3131.2
216, 3044.4
218, 2902.93
220, 2852.12
222, 2786.38
224, 2669.37
226, 2534.46
228, 2493.17
230, 2435.32
232, 2351.8
234, 2247.73
236, 2178.32
238, 2140.85
240, 2116.34
242, 2049.72
244, 1911.14
246, 1849.92
248, 1810.83
250, 1763.67
252, 1751.54
254, 1665.19
256, 1615.87
258, 1577.6
260, 1520.34
262, 1483.28
264, 1413.86
266, 1357.95
268, 1328.9
270, 1319.5
272, 1274.32
274, 1229.52
276, 1213.61
278, 1176.77
280, 1159.39
282, 1103.14
284, 1094.95
286, 1059.13
288, 1040.43
290, 1000.69
292, 981.349
294, 1120.15
296, 954.989
298, 885.348
300, 887.547
302, 859.838
304, 828.16
306, 828.056
308, 798.506
310, 808.998
312, 797.736
314, 753.689
316, 731.811
318, 733.368
320, 694.716
322, 681.748
324, 660.254
326, 645.475
328, 642.124
330, 620.983
332, 623.583
334, 602.674
336, 586.817
338, 563.246
340, 572.294
342, 545.248
344, 549.427
346, 521.89
348, 511.556
350, 687.883
352, 668.182
354, 500.091
356, 497.299
358, 460.876
360, 457.468
362, 459.359
364, 436.294
366, 428.616
368, 421.057
370, 418.124
372, 404.415
374, 400.408
376, 403.222
378, 401.583
380, 382.244
382, 374.841
384, 372.354
386, 361.89
388, 349.25
390, 336.427
392, 340.364
394, 336.171
396, 329.308
398, 320.155
400, 320.508
402, 309.463
404, 312.626
406, 307.692
408, 303.915
410, 290.484
412, 284.54
414, 287.823
416, 286.066
418, 271.638
420, 268.26
422, 272.752
424, 263.847
426, 256.208
428, 256.337
430, 248.475
432, 241.827
434, 241.135
436, 239.844
438, 235.405
440, 234.972
442, 226.805
444, 223.044
446, 219.99
448, 223.402
450, 217.876
452, 209.915
454, 207.597
456, 203.045
458, 203.841
460, 205.884
462, 198.075
464, 195.901
466, 195.253
468, 191.448
470, 191.474
472, 188.267
474, 187.347
476, 185.213
478, 183.088
480, 186.109
482, 181.779
484, 178.162
486, 178.175
488, 175.757
490, 173.156
492, 169.62
494, 170.157
496, 168.794
498, 166.783
500, 168.329
502, 166.836
504, 162.391
506, 164.455
508, 166.997
510, 189.253
512, 161.398
514, 156.775
516, 157.563
518, 157.691
520, 155.779
522, 155.99
524, 154.096
526, 153.921
528, 153.759
530, 153.455
532, 154.617
534, 152.373
536, 152.131
538, 151.743
540, 150.951
542, 150.774
544, 150.653
546, 151.975
548, 151.148
550, 150.816
552, 150.195
554, 150.737
556, 150.2
558, 150.549
560, 150.306
562, 150.303
564, 150.094
566, 150.33
568, 150.189
570, 150.06
572, 150.171
574, 149.579
576, 149.828
578, 149.672
580, 150.117
582, 149.685
584, 148.676
586, 149.207
588, 148.814
590, 148.365
592, 148.277
594, 148.664
596, 148.952
598, 148.899
