energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 4639.97
42, 5186.01
44, 5864.68
46, 6686.84
48, 7576.58
50, 8686.83
52, 9794.82
54, 11044.6
56, 12289.4
58, 13531.9
60, 14927.2
62, 16214.5
64, 17575.8
66, 18968
68, 20206.3
70, 21427
72, 22272.4
74, 23095.4
76, 23897.4
78, 24438.1
80, 24905.6
82, 25259.1
84, 25532.5
86, 25643.1
88, 25732.2
90, 25663.1
92, 25446.9
94, 25256.2
96, 24894
98, 24480.5
100, 23987.4
102, 23540
104, 23060.5
106, 22564.1
108, 21985.9
110, 21547.9
112, 20869.7
114, 20289.1
116, 19542.4
118, 18992.9
120, 18521.5
122, 17787.1
124, 17256.9
126, 16633.9
128, 16028
130, 15597.9
132, 14947.9
134, 14453.7
136, 13849.9
138, 13445
140, 12926.3
142, 12444.2
144, 11921.3
146, 11488.1
148, 11000.4
150, 10614
152, 10237.6
154, 9812.64
156, 9357.74
158, 9081.66
160, 8703.37
162, 8386.17
164, 8107.53
166, 7779.63
168, 7475.74
170, 7099.19
172, 6912.8
174, 6562.1
176, 6330.76
178, 6110.15
180, 5917.31
182, 5743.86
184, 5459.72
186, 5246.45
188, 5078.81
190, 4915.98
192, 4718.18
194, 4527.02
196, 4378.01
198, 4239.14
200, 4095.07
202, 3909.46
204, 3757.81
206, 3633.05
208, 3515.53
210, 3395.8
212, 3300.71
214, 3165.83
216, 3085.45
218, 2937.55
220, 2901.48
222, 2810.35
224, 2690.72
226, 2569.91
228, 2522.1
230, 2452.33
232, 2378.7
234, 2269.06
236, 2198.24
238, 2161.05
240, 2142.83
242, 2064.54
244, 1923.69
246, 1866.2
248, 1817.63
250, 1779.85
252, 1756.95
254, 1672.4
256, 1619.79
258, 1590.9
260, 1539.43
262, 1494.05
264, 1428.59
266, 1371.27
268, 1336.8
270, 1318.6
272, 1283.08
274, 1233.84
276, 1219.9
278, 1188.28
280, 1165.01
282, 1117.93
284, 1097.32
286, 1063.84
288, 1045.69
290, 1006.04
292, 982.884
294, 1129.29
296, 958.365
298, 890.09
300, 893.515
302, 863.322
304, 833.516
306, 835.355
308, 799.833
310, 811.353
312, 805.525
314, 757.424
316, 740.809
318, 735.656
320, 696.858
322, 684.977
324, 664.453
326, 649.627
328, 642.821
330, 623.995
332, 625.12
334, 603.864
336, 584.493
338, 564.71
340, 572.413
342, 548.251
344, 552.35
346, 520.742
348, 510.209
350, 700.397
352, 677.527
354, 496.994
356, 495.713
358, 464.021
360, 455.495
362, 458.338
364, 437.048
366, 430.843
368, 417.472
370, 419.198
372, 404.865
374, 401.016
376, 399.635
378, 401.275
380, 381.519
382, 371.291
384, 371.225
386, 360.252
388, 347.075
390, 337.651
392, 338.083
394, 334.879
396, 325.681
398, 319.111
400, 317.92
402, 306.185
404, 311.775
406, 305.737
408, 301.305
410, 288.304
412, 284.342
414, 284.999
416, 281.86
418, 269.757
420, 267.106
422, 269.308
424, 261.986
426, 255.552
428, 254.226
430, 247.47
432, 239.31
434, 238.065
436, 237.126
438, 233.526
440, 233.2
442, 224.939
444, 220.684
446, 216.859
448, 220.983
450, 213.749
452, 206.693
454, 204.52
456, 200.346
458, 201.213
460, 201.497
462, 195.682
464, 192.855
466, 192.466
468, 189.385
470, 188.171
472, 185.153
474, 185.34
476, 182.348
478, 180.493
480, 183.632
482, 178.157
484, 175.938
486, 175.281
488, 172.236
490, 171.016
492, 166.539
494, 166.897
496, 165.743
498, 164.202
500, 166.046
502, 165.244
504, 159.517
506, 161.193
508, 165.145
510, 189.467
512, 159.062
514, 154.276
516, 154.84
518, 154.973
520, 152.559
522, 153.434
524, 151.226
526, 151.333
528, 151.403
530, 151.135
532, 152.296
534, 149.73
536, 149.603
538, 149.032
540, 148.633
542, 148.322
544, 148.298
546, 149.889
548, 148.686
550, 148.429
552, 147.763
554, 148.544
556, 148.276
558, 148.329
560, 148.148
562, 148.351
564, 148.115
566, 148.037
568, 148.431
570, 148.129
572, 148.457
574, 147.687
576, 148.354
578, 147.98
580, 148.751
582, 147.926
584, 147.324
586, 147.75
588, 146.991
590, 146.678
592, 146.801
594, 147.268
596, 147.418
598, 147.601
