energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 9356.88
42, 9534.47
44, 9599.52
46, 10010
48, 10331.9
50, 10994.5
52, 11556.4
54, 12253.3
56, 12962.7
58, 13763.5
60, 14740.5
62, 15716.6
64, 16613.2
66, 17735.1
68, 18752.4
70, 19641.2
72, 20393.8
74, 21090.1
76, 21773.8
78, 22237
80, 22674.6
82, 23129.6
84, 23384.7
86, 23414.4
88, 23586.5
90, 23595.7
92, 23453.1
94, 23244.4
96, 23007.7
98, 22668.5
100, 22301.2
102, 21893.9
104, 21485.9
106, 21065
108, 20584.1
110, 20192.7
112, 19615.4
114, 19104.4
116, 18419.4
118, 17939.1
120, 17506.8
122, 16818.9
124, 16380.4
126, 15802
128, 15254.2
130, 14865.1
132, 14234.7
134, 13749.8
136, 13226.3
138, 12848.1
140, 12356.2
142, 11925.7
144, 11434.3
146, 11004.1
148, 10580.7
150, 10183.5
152, 9847.48
154, 9444.21
156, 9013.78
158, 8734.72
160, 8414.11
162, 8094.92
164, 7814.22
166, 7523.97
168, 7220.65
170, 6863.21
172, 6679.17
174, 6341.5
176, 6134.46
178, 5928.54
180, 5732.56
182, 5568.39
184, 5313.52
186, 5094.74
188, 4934.37
190, 4755.34
192, 4580.72
194, 4401.63
196, 4236.57
198, 4112.78
200, 3991.76
202, 3804.24
204, 3653.41
206, 3547.06
208, 3411.12
210, 3302.65
212, 3212.88
214, 3089.31
216, 2996.06
218, 2869.16
220, 2823.88
222, 2738.16
224, 2632.53
226, 2496.24
228, 2460.82
230, 2399.02
232, 2317.13
234, 2212.54
236, 2144.99
238, 2109.64
240, 2089.54
242, 2017.91
244, 1884.6
246, 1829.14
248, 1781.04
250, 1735.12
252, 1724.39
254, 1634.3
256, 1586.66
258, 1556.97
260, 1501.95
262, 1454.94
264, 1397.39
266, 1336.3
268, 1309.79
270, 1294.79
272, 1257.87
274, 1212.59
276, 1196.44
278, 1161.26
280, 1139.42
282, 1088
284, 1081.15
286, 1043.55
288, 1023.85
290, 985.761
292, 965.217
294, 1106.55
296, 938.462
298, 874.381
300, 874.492
302, 848.741
304, 818.146
306, 814.896
308, 785.422
310, 794.52
312, 784.689
314, 742.53
316, 722.402
318, 722.044
320, 681.847
322, 670.861
324, 651.193
326, 639.164
328, 632.463
330, 612.271
332, 614.678
334, 593.824
336, 575.604
338, 555.964
340, 564.166
342, 535.71
344, 542.808
346, 512.381
348, 503.696
350, 679.515
352, 660.696
354, 494.825
356, 490.553
358, 454.155
360, 452.739
362, 451.912
364, 429.689
366, 425.19
368, 413.154
370, 412.712
372, 398.726
374, 394.728
376, 394.984
378, 394.355
380, 375.522
382, 367.689
384, 366.953
386, 355.043
388, 342.803
390, 333.131
392, 335.551
394, 331.38
396, 321.162
398, 315.549
400, 315.672
402, 304.699
404, 308.665
406, 302.559
408, 298.35
410, 285.676
412, 280.445
414, 281.951
416, 280.191
418, 266.05
420, 263.922
422, 267.286
424, 257.69
426, 251.935
428, 250.929
430, 243.691
432, 237.683
434, 237.906
436, 236.15
438, 231.541
440, 230.551
442, 221.853
444, 219.04
446, 216.163
448, 219.84
450, 212.443
452, 205.599
454, 203.187
456, 199.416
458, 200.057
460, 202.254
462, 194.11
464, 191.718
466, 191.838
468, 187.837
470, 186.846
472, 183.601
474, 183.756
476, 180.938
478, 179.443
480, 182.701
482, 177.917
484, 174.313
486, 173.864
488, 171.78
490, 169.626
492, 165.833
494, 166.309
496, 164.982
498, 163.542
500, 164.619
502, 163.666
504, 158.992
506, 160.89
508, 164.108
510, 186.604
512, 157.697
514, 153.441
516, 154.285
518, 154.43
520, 152.124
522, 152.802
524, 150.79
526, 150.729
528, 150.496
530, 150.161
532, 151.616
534, 148.779
536, 149.095
538, 148.326
540, 147.955
542, 147.526
544, 147.523
546, 148.94
548, 147.974
550, 147.783
552, 146.925
554, 147.83
556, 147.379
558, 147.256
560, 147.261
562, 147.374
564, 147.344
566, 147.303
568, 147.339
570, 147.031
572, 147.464
574, 146.389
576, 147.244
578, 146.682
580, 147.622
582, 146.492
584, 146.13
586, 146.364
588, 145.91
590, 145.573
592, 145.372
594, 145.912
596, 146.073
598, 146.503
