energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 3360.74
42, 3578.13
44, 3829.33
46, 4170.8
48, 4610.16
50, 5244.31
52, 5922.89
54, 6719.7
56, 7613.53
58, 8552
60, 9645.63
62, 10719.8
64, 11763.3
66, 13083.8
68, 14158.8
70, 15296.5
72, 16200.6
74, 17104.2
76, 17971.8
78, 18617.9
80, 19238.7
82, 19800.7
84, 20235.8
86, 20479.5
88, 20804.5
90, 20951.3
92, 20937.5
94, 20930.6
96, 20791.4
98, 20601.4
100, 20297.1
102, 20059.7
104, 19768.6
106, 19429.6
108, 18997.5
110, 18775.7
112, 18217.2
114, 17813.9
116, 17182.6
118, 16781.2
120, 16420.2
122, 15781
124, 15413.2
126, 14904.7
128, 14362.7
130, 14010.6
132, 13475.9
134, 13026.1
136, 12509.4
138, 12197.7
140, 11733
142, 11319.1
144, 10836.9
146, 10465.9
148, 10052.5
150, 9713.05
152, 9372.17
154, 9000.91
156, 8610.68
158, 8327.7
160, 8007.81
162, 7706.23
164, 7453.69
166, 7168.91
168, 6886.49
170, 6562.78
172, 6380.14
174, 6082.02
176, 5855.5
178, 5668.54
180, 5482.8
182, 5343.63
184, 5075.76
186, 4882.53
188, 4718.21
190, 4563.84
192, 4386.11
194, 4204.56
196, 4064.4
198, 3947.52
200, 3828.21
202, 3640.15
204, 3490.76
206, 3391.45
208, 3268.79
210, 3151.22
212, 3083.64
214, 2962.49
216, 2870.62
218, 2745.27
220, 2701.97
222, 2622.42
224, 2520.55
226, 2400.39
228, 2356.49
230, 2306.78
232, 2221.07
234, 2117.58
236, 2046.78
238, 2028.31
240, 2009.55
242, 1936.96
244, 1804.86
246, 1756.52
248, 1703.48
250, 1667.89
252, 1661.52
254, 1572.42
256, 1523.98
258, 1493.3
260, 1449.24
262, 1402.72
264, 1344
266, 1290.36
268, 1261.23
270, 1248
272, 1213.03
274, 1168.16
276, 1149.82
278, 1116.96
280, 1097.11
282, 1054.33
284, 1039.63
286, 1006.08
288, 986.84
290, 948.033
292, 929.862
294, 1063.9
296, 909.172
298, 841.305
300, 842.187
302, 817.346
304, 789.93
306, 787.085
308, 753.72
310, 767.491
312, 754.957
314, 720.529
316, 701.9
318, 699.462
320, 658.414
322, 648.922
324, 632.073
326, 616.555
328, 611.908
330, 586.55
332, 592.637
334, 572.489
336, 558.159
338, 536.557
340, 544.119
342, 520.206
344, 525.085
346, 496.258
348, 481.481
350, 659.891
352, 640.179
354, 476.031
356, 473.992
358, 440.726
360, 436.539
362, 436.535
364, 416.804
366, 410.455
368, 398.483
370, 399.907
372, 386.419
374, 381.146
376, 381.22
378, 380.819
380, 364.62
382, 357.821
384, 355.484
386, 345.405
388, 331.581
390, 320.761
392, 323.796
394, 320.603
396, 311.957
398, 305.169
400, 304.385
402, 293.971
404, 299.03
406, 292.934
408, 287.222
410, 275.49
412, 269.986
414, 273.227
416, 271.991
418, 258.658
420, 255.339
422, 258.558
424, 250.095
426, 243.897
428, 241.809
430, 236.832
432, 230.063
434, 229.337
436, 228.725
438, 224.024
440, 222.729
442, 214.832
444, 212.839
446, 208.412
448, 212.14
450, 205.222
452, 197.758
454, 197.222
456, 192.352
458, 193.881
460, 195.232
462, 187.873
464, 184.869
466, 185.787
468, 181.683
470, 180.092
472, 177.22
474, 177.016
476, 175.424
478, 173.424
480, 175.752
482, 172.139
484, 168.316
486, 167.728
488, 166.153
490, 164.007
492, 160.051
494, 161.276
496, 159.508
498, 157.833
500, 159.351
502, 158.926
504, 153.666
506, 155.342
508, 158.527
510, 183.028
512, 153.119
514, 148.163
516, 149.008
518, 149.192
520, 147.065
522, 147.319
524, 145.564
526, 145.658
528, 145.479
530, 144.982
532, 146.651
534, 143.703
536, 143.845
538, 143.302
540, 142.923
542, 142.328
544, 142.432
546, 143.681
548, 142.847
550, 142.6
552, 141.706
554, 142.44
556, 142.155
558, 142.6
560, 142.252
562, 142.247
564, 142.195
566, 142.174
568, 142.436
570, 142.447
572, 142.378
574, 141.601
576, 142.224
578, 141.822
580, 142.609
582, 141.822
584, 140.859
586, 141.247
588, 140.764
590, 140.713
592, 140.717
594, 140.934
596, 141.166
598, 141.305
