energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 10886.1
42, 10902.4
44, 11016
46, 11238.2
48, 11560.7
50, 12060.8
52, 12677.6
54, 13334.9
56, 14003.9
58, 14770.5
60, 15657.3
62, 16577.6
64, 17395.2
66, 18495.4
68, 19410.2
70, 20320.5
72, 20986.3
74, 21661.5
76, 22381.9
78, 22717.1
80, 23175.6
82, 23527.2
84, 23751.8
86, 23767.8
88, 23942.5
90, 23922.2
92, 23716.8
94, 23594.6
96, 23244.5
98, 22918.6
100, 22533
102, 22103.5
104, 21697.8
106, 21253.8
108, 20737.4
110, 20363.8
112, 19740.8
114, 19261.5
116, 18578
118, 18057.2
120, 17640.9
122, 16938.3
124, 16477.2
126, 15892.8
128, 15341.3
130, 14930.2
132, 14334.7
134, 13853.3
136, 13294.6
138, 12940.3
140, 12430.5
142, 11973.8
144, 11496.2
146, 11069.9
148, 10631.2
150, 10262.3
152, 9888.28
154, 9492.27
156, 9061.69
158, 8787.25
160, 8458.52
162, 8127.4
164, 7842.42
166, 7570.17
168, 7248.76
170, 6891.25
172, 6705.52
174, 6382.58
176, 6154.19
178, 5971.49
180, 5775.28
182, 5608.06
184, 5331.86
186, 5127.76
188, 4964.55
190, 4780.78
192, 4601.3
194, 4411.57
196, 4262.14
198, 4129.39
200, 4006.83
202, 3814.14
204, 3683.34
206, 3567.3
208, 3432.29
210, 3310.38
212, 3232.68
214, 3099.39
216, 3019.56
218, 2880.51
220, 2839.08
222, 2756.89
224, 2643.17
226, 2512.15
228, 2473.65
230, 2413.51
232, 2331.69
234, 2219.53
236, 2146.95
238, 2127.28
240, 2096.21
242, 2032.46
244, 1892.37
246, 1838
248, 1787.07
250, 1744.31
252, 1733.46
254, 1648.82
256, 1591.39
258, 1563.62
260, 1511.89
262, 1470.59
264, 1405.51
266, 1340.93
268, 1315.63
270, 1303.23
272, 1263.58
274, 1217.61
276, 1202.41
278, 1164.29
280, 1144.92
282, 1096.84
284, 1083.1
286, 1050.82
288, 1027.17
290, 994.002
292, 969.317
294, 1106.44
296, 945.965
298, 878.345
300, 879.768
302, 850.061
304, 824.218
306, 822.678
308, 790.786
310, 797.063
312, 786.898
314, 750.252
316, 724.599
318, 726.305
320, 686.439
322, 675.054
324, 654.233
326, 642.772
328, 633.28
330, 615.77
332, 615.063
334, 596.324
336, 577.443
338, 560.083
340, 565.041
342, 544.935
344, 542.431
346, 515.91
348, 503.296
350, 685.449
352, 662.878
354, 494.862
356, 492.546
358, 458.158
360, 452.145
362, 454.877
364, 432.627
366, 426.326
368, 415.221
370, 414.637
372, 402.619
374, 395.957
376, 397.023
378, 398.421
380, 378.098
382, 369.586
384, 366.437
386, 358.951
388, 342.947
390, 333.756
392, 337.675
394, 332.611
396, 324.518
398, 317.12
400, 316.296
402, 306.054
404, 309.684
406, 304.951
408, 300.98
410, 287.085
412, 282.411
414, 283.743
416, 282.081
418, 267.614
420, 265.243
422, 268.961
424, 260.316
426, 254.042
428, 252.117
430, 245.556
432, 238.207
434, 238.049
436, 238.028
438, 232.055
440, 231.968
442, 224.33
444, 220.705
446, 216.668
448, 220.664
450, 214.468
452, 206.782
454, 204.341
456, 201.065
458, 201.186
460, 202.578
462, 196.345
464, 192.953
466, 192.521
468, 189.158
470, 188.393
472, 185.137
474, 185.196
476, 182.132
478, 180.487
480, 183.79
482, 179.545
484, 175.417
486, 174.995
488, 172.996
490, 171.164
492, 166.714
494, 167.307
496, 166.218
498, 164.591
500, 165.94
502, 164.691
504, 160.396
506, 161.958
508, 164.774
510, 187.677
512, 159.018
514, 154.332
516, 155.299
518, 155.507
520, 153.352
522, 153.735
524, 151.479
526, 151.854
528, 151.26
530, 151.075
532, 152.55
534, 149.882
536, 150.092
538, 149.256
540, 148.998
542, 148.396
544, 148.4
546, 149.831
548, 148.639
550, 148.698
552, 147.879
554, 148.876
556, 148.146
558, 148.465
560, 148.289
562, 148.136
564, 148.113
566, 148.287
568, 148.293
570, 148.076
572, 147.967
574, 147.389
576, 148.326
578, 147.751
580, 148.619
582, 147.764
584, 146.781
586, 147.234
588, 146.661
590, 146.365
592, 146.172
594, 146.641
596, 146.863
598, 147.178
