energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 8052.25
42, 8245.56
44, 8445.72
46, 8758.1
48, 9188.77
50, 9845.62
52, 10456.3
54, 11164.4
56, 11985.7
58, 12861.6
60, 13890.6
62, 14920.1
64, 15848.6
66, 16996.3
68, 18029.6
70, 19021.6
72, 19779.1
74, 20558.3
76, 21268.7
78, 21767.9
80, 22231.5
82, 22603.6
84, 22958.5
86, 23055.3
88, 23264.4
90, 23265.5
92, 23113
94, 23005.3
96, 22751.3
98, 22433.2
100, 22039.2
102, 21679.5
104, 21305
106, 20906.6
108, 20388.6
110, 20070.9
112, 19453
114, 18949.4
116, 18279.2
118, 17811.8
120, 17388
122, 16719.1
124, 16274.9
126, 15711.6
128, 15143.7
130, 14768.6
132, 14156.7
134, 13655.1
136, 13149.2
138, 12786.7
140, 12289.4
142, 11853.7
144, 11363.1
146, 10934.5
148, 10515.5
150, 10166.7
152, 9804.52
154, 9389.47
156, 8969.76
158, 8692.08
160, 8356.79
162, 8041.65
164, 7775.56
166, 7487.52
168, 7168.09
170, 6822.12
172, 6638
174, 6321.28
176, 6091.73
178, 5906.71
180, 5709.66
182, 5554.28
184, 5267.83
186, 5068.28
188, 4903.25
190, 4736.44
192, 4550.22
194, 4382.39
196, 4221.93
198, 4093.29
200, 3966.56
202, 3781.76
204, 3638.96
206, 3530.42
208, 3403.84
210, 3284.03
212, 3195.98
214, 3073.01
216, 2977.61
218, 2850.77
220, 2813.13
222, 2723.97
224, 2621.03
226, 2489.15
228, 2444.74
230, 2382.53
232, 2306.97
234, 2199.03
236, 2131.32
238, 2101.79
240, 2083.78
242, 2008.13
244, 1872.42
246, 1815.34
248, 1768.94
250, 1727.1
252, 1714.17
254, 1625.93
256, 1577.25
258, 1550.34
260, 1495.27
262, 1458.54
264, 1389.44
266, 1333.49
268, 1300.5
270, 1285.75
272, 1253.42
274, 1202.87
276, 1190.44
278, 1154.55
280, 1133.33
282, 1086.28
284, 1073.93
286, 1038.97
288, 1019.56
290, 983.107
292, 956.886
294, 1098.36
296, 936.117
298, 871.69
300, 869.437
302, 842.936
304, 812.267
306, 811.46
308, 781.731
310, 791.862
312, 777.927
314, 740.651
316, 719.575
318, 720.327
320, 677.728
322, 669.975
324, 651.885
326, 635.968
328, 628.853
330, 608.915
332, 609.227
334, 591.103
336, 571.42
338, 553.806
340, 558.959
342, 535.572
344, 540.361
346, 511.301
348, 500.984
350, 680.327
352, 659.748
354, 489.511
356, 489.428
358, 453.761
360, 447.137
362, 450.947
364, 428.347
366, 422.077
368, 411.043
370, 409.434
372, 397.761
374, 391.028
376, 392.549
378, 393.541
380, 373.988
382, 366.889
384, 364.537
386, 355.556
388, 340.245
390, 330.76
392, 332.924
394, 329.768
396, 320.609
398, 314.414
400, 312.881
402, 301.485
404, 307.493
406, 302.031
408, 296.195
410, 283.745
412, 278.438
414, 280.108
416, 278.902
418, 264.2
420, 262.528
422, 266.419
424, 256.608
426, 251.186
428, 249.358
430, 243.176
432, 236.472
434, 235.844
436, 234.636
438, 230.06
440, 229.475
442, 220.289
444, 218.012
446, 214.707
448, 218.507
450, 211.186
452, 204.158
454, 201.714
456, 198.906
458, 199.424
460, 199.914
462, 193.52
464, 190.268
466, 190.454
468, 186.555
470, 185.874
472, 182.687
474, 182.858
476, 179.835
478, 178.451
480, 181.547
482, 176.518
484, 173.329
486, 172.678
488, 170.717
490, 168.682
492, 164.728
494, 165.564
496, 164.089
498, 162.607
500, 163.704
502, 162.909
504, 158.084
506, 159.794
508, 162.978
510, 185.999
512, 156.936
514, 152.445
516, 153.377
518, 153.498
520, 151.433
522, 151.652
524, 149.635
526, 149.621
528, 149.486
530, 149.007
532, 150.707
534, 147.943
536, 148.072
538, 147.612
540, 146.914
542, 146.552
544, 146.679
546, 148.05
548, 146.884
550, 146.634
552, 146.082
554, 146.826
556, 146.317
558, 146.615
560, 146.232
562, 146.465
564, 146.473
566, 146.266
568, 146.503
570, 146.181
572, 146.606
574, 145.693
576, 146.476
578, 145.932
580, 146.772
582, 145.897
584, 145.045
586, 145.509
588, 144.982
590, 144.646
592, 144.721
594, 145.152
596, 145.439
598, 145.446
