energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 3096.93
42, 3196.49
44, 3355.73
46, 3561.65
48, 3883.36
50, 4332.41
52, 4851.82
54, 5446.37
56, 6240.42
58, 6967.91
60, 7922.77
62, 8865.97
64, 9850.18
66, 10961.5
68, 12019.7
70, 13053.8
72, 13966.9
74, 14823.4
76, 15714.3
78, 16357.1
80, 17007.1
82, 17590.2
84, 18110.2
86, 18377.1
88, 18741.3
90, 18977.1
92, 19052.8
94, 19117.1
96, 19104.1
98, 18923
100, 18698.6
102, 18521
104, 18343.8
106, 18102.8
108, 17724.3
110, 17538.9
112, 17055.5
114, 16688.1
116, 16147.6
118, 15807.8
120, 15420.3
122, 14910.5
124, 14580.3
126, 14106.5
128, 13615.5
130, 13288.8
132, 12817.2
134, 12389.3
136, 11917.5
138, 11615
140, 11201.1
142, 10804.1
144, 10369.8
146, 9989.4
148, 9584.96
150, 9304.97
152, 8963.9
154, 8608.55
156, 8257.6
158, 7977.54
160, 7689.52
162, 7395.25
164, 7156.61
166, 6894.4
168, 6617.81
170, 6309.83
172, 6131.43
174, 5841.06
176, 5635.84
178, 5471.37
180, 5280.75
182, 5145.22
184, 4897.61
186, 4706.57
188, 4548.63
190, 4403.69
192, 4237.23
194, 4052.94
196, 3923.07
198, 3805.96
200, 3687.97
202, 3515.71
204, 3364.92
206, 3285.81
208, 3157.94
210, 3050.3
212, 2982.37
214, 2864.32
216, 2772.28
218, 2651.42
220, 2609.62
222, 2530.18
224, 2440.54
226, 2316.82
228, 2284.29
230, 2227.29
232, 2151.06
234, 2047.27
236, 1974.48
238, 1964.43
240, 1951.64
242, 1869.16
244, 1750.05
246, 1696.55
248, 1648.67
250, 1617.36
252, 1606.3
254, 1531.09
256, 1478.89
258, 1445.27
260, 1401.6
262, 1362.11
264, 1301.94
266, 1252.26
268, 1219.53
270, 1212.42
272, 1179.15
274, 1129.24
276, 1110.72
278, 1083.87
280, 1063.72
282, 1019.09
284, 1006.43
286, 975.064
288, 962.132
290, 919.744
292, 901.153
294, 1030.4
296, 881.648
298, 812.41
300, 819.744
302, 794.143
304, 767.187
306, 763.372
308, 734.224
310, 750.609
312, 735.808
314, 703.039
316, 679.487
318, 679.604
320, 639.352
322, 630.61
324, 611.484
326, 603.791
328, 596.902
330, 574.62
332, 575.758
334, 555.712
336, 540.979
338, 520.492
340, 527.155
342, 504.804
344, 510.98
346, 483.106
348, 470.805
350, 642.523
352, 623.009
354, 463.321
356, 463.37
358, 431.362
360, 426.241
362, 423.732
364, 406.059
366, 401.073
368, 387.625
370, 392.089
372, 376.59
374, 372.621
376, 372.281
378, 372.456
380, 356.289
382, 349.554
384, 348.299
386, 336.217
388, 324.284
390, 313.575
392, 315.646
394, 312.844
396, 303.508
398, 298.251
400, 296.546
402, 286.924
404, 293.121
406, 286.542
408, 280.755
410, 269.134
412, 263.899
414, 267.629
416, 265.19
418, 252.515
420, 250.555
422, 253.584
424, 244.686
426, 239.449
428, 236.845
430, 230.553
432, 224.761
434, 222.984
436, 224.004
438, 219.301
440, 216.969
442, 209.654
444, 207.696
446, 203.648
448, 207.071
450, 200.568
452, 192.951
454, 193.691
456, 188.215
458, 190.748
460, 191.421
462, 184.012
464, 181.207
466, 181.931
468, 176.584
470, 176.107
472, 173.783
474, 173.138
476, 172.274
478, 170.477
480, 172.028
482, 168.682
484, 165.065
486, 164.638
488, 162.479
490, 160.453
492, 157.302
494, 158.454
496, 156.932
498, 154.899
500, 156.655
502, 155.99
504, 150.608
506, 152.085
508, 155.646
510, 179.235
512, 149.952
514, 145.294
516, 145.979
518, 146.069
520, 144.024
522, 144.563
524, 142.515
526, 142.568
528, 142.46
530, 142.177
532, 143.547
534, 140.761
536, 140.841
538, 140.441
540, 140.147
542, 139.52
544, 139.754
546, 140.891
548, 140.123
550, 140.021
552, 138.764
554, 139.635
556, 139.17
558, 139.68
560, 139.373
562, 139.476
564, 139.298
566, 139.545
568, 139.448
570, 139.316
572, 139.364
574, 138.624
576, 139.316
578, 138.811
580, 139.467
582, 139.135
584, 138.137
586, 138.347
588, 137.795
590, 137.74
592, 137.814
594, 137.802
596, 138.138
598, 138.425
