energy, counts
0, 0
2, 0
4, 0
6, 0
8, 0
10, 0
12, 0
14, 0
16, 0
18, 0
20, 0
22, 0
24, 0
26, 0
28, 0
30, 0
32, 0
34, 0
36, 0
38, 0
40, 4154.34
42, 4575.49
44, 5121.78
46, 5779.72
48, 6557.25
50, 7518.57
52, 8520.17
54, 9652.47
56, 10804.3
58, 11966.4
60, 13313.4
62, 14547.5
64, 15809.9
66, 17200.5
68, 18441.6
70, 19589.2
72, 20503.1
74, 21362.8
76, 22203.8
78, 22796
80, 23303.8
82, 23727.2
84, 24053.7
86, 24216.5
88, 24385
90, 24363.2
92, 24210.2
94, 24067.4
96, 23793.2
98, 23446.3
100, 22978.4
102, 22607.6
104, 22159.1
106, 21733.7
108, 21176.4
110, 20812.6
112, 20169.6
114, 19636.2
116, 18899.7
118, 18405.1
120, 17957.1
122, 17263
124, 16766.2
126, 16196.2
128, 15601.9
130, 15181.6
132, 14551.5
134, 14080.8
136, 13496.2
138, 13125
140, 12626.6
142, 12156.2
144, 11644.6
146, 11214
148, 10750.8
150, 10377.3
152, 10014.1
154, 9604.84
156, 9158
158, 8880.31
160, 8527.4
162, 8205.16
164, 7941.11
166, 7621.89
168, 7331.18
170, 6968.16
172, 6780.56
174, 6432.1
176, 6199.07
178, 5994.02
180, 5809.06
182, 5642.02
184, 5362.14
186, 5150.21
188, 4982.69
190, 4820.58
192, 4630.81
194, 4441.75
196, 4309.16
198, 4171.78
200, 4018.2
202, 3840.48
204, 3690.72
206, 3570.81
208, 3451.59
210, 3336.17
212, 3241.5
214, 3111.73
216, 3034.26
218, 2887.57
220, 2843.54
222, 2766.86
224, 2648.65
226, 2528.86
228, 2477.2
230, 2416.09
232, 2342.85
234, 2229.88
236, 2157.45
238, 2124.84
240, 2110.12
242, 2035.95
244, 1894.3
246, 1842.47
248, 1787.59
250, 1750.44
252, 1732.21
254, 1648.14
256, 1596.17
258, 1567.47
260, 1514.92
262, 1468.21
264, 1407.52
266, 1351.44
268, 1316.19
270, 1300.98
272, 1263.01
274, 1213.61
276, 1200.04
278, 1171.83
280, 1146.14
282, 1102.21
284, 1082
286, 1046.77
288, 1029.24
290, 992.726
292, 967.599
294, 1114.67
296, 947.481
298, 878.813
300, 881.055
302, 850.18
304, 821.404
306, 822.363
308, 786.993
310, 799.77
312, 790.886
314, 747.712
316, 730.375
318, 728.83
320, 685.399
322, 674.017
324, 656.129
326, 643.614
328, 634.03
330, 614.855
332, 615.392
334, 595.121
336, 577.942
338, 558.45
340, 563.701
342, 541.769
344, 544.54
346, 512.128
348, 503.082
350, 688.681
352, 666.744
354, 492.3
356, 490.71
358, 457.278
360, 450.939
362, 453.412
364, 431.512
366, 425.347
368, 412.882
370, 413.548
372, 399.224
374, 397.398
376, 395.795
378, 396.34
380, 377.012
382, 367.643
384, 367.385
386, 356.501
388, 341.942
390, 333.28
392, 333.598
394, 332.334
396, 322.184
398, 315.264
400, 313.813
402, 303.506
404, 309.482
406, 303.226
408, 298.018
410, 285.558
412, 281.44
414, 281.747
416, 279.628
418, 267.083
420, 264.547
422, 267.15
424, 260.053
426, 252.328
428, 251.372
430, 243.619
432, 237.874
434, 235.627
436, 235.578
438, 231.541
440, 231.277
442, 222.729
444, 218.929
446, 214.866
448, 219.563
450, 212.214
452, 205.206
454, 203.166
456, 198.886
458, 199.386
460, 200.668
462, 194.09
464, 191.638
466, 190.534
468, 187.506
470, 186.49
472, 183.458
474, 183.905
476, 181.111
478, 179.123
480, 182.198
482, 176.81
484, 173.97
486, 173.376
488, 170.889
490, 169.465
492, 165.062
494, 165.235
496, 164.353
498, 162.745
500, 164.631
502, 163.549
504, 158.121
506, 159.666
508, 163.409
510, 187.623
512, 157.42
514, 152.486
516, 153.272
518, 153.654
520, 151.366
522, 151.939
524, 149.883
526, 149.913
528, 149.851
530, 149.439
532, 150.743
534, 148.262
536, 148.216
538, 147.595
540, 147.13
542, 146.81
544, 146.948
546, 148.476
548, 147.113
550, 147.042
552, 146.352
554, 147.055
556, 146.651
558, 147.062
560, 146.672
562, 146.821
564, 146.613
566, 146.518
568, 146.826
570, 146.607
572, 146.696
574, 146.202
576, 146.674
578, 146.099
580, 147.207
582, 146.347
584, 145.558
586, 145.781
588, 145.346
590, 145.043
592, 145.253
594, 145.36
596, 145.585
598, 145.728
