xunit, xunit_low, fitted_data, total_model, Nnbb_invcoax, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_holders, K40_mini_shrouds, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, alpha_high_energy_invcoax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
48.5, 48, 1442, 19.2163, 2.05444, 0.0521215, 0.251226, 0.0309426, 0.0231842, 0.188803, 0.0147687, 0.0251494, 0.127287, 0.262569, 0.113939, 1.78735, 0.485769, 0.260428, 0.0477067, 8.6092, 0.895246, 0.00103189, 1.09054, 0.322232, 1.19482, 1.00129, 0.047607, 0.13532, 0.0248054, 0.158842, 0.0096674, 23.5, 14.5, 28.5, 10.5, 33.5, 7.5, 3.39139
49.5, 49, 1480, 19.3359, 2.07978, 0.0523629, 0.255226, 0.0301865, 0.0229784, 0.190653, 0.0150402, 0.0255791, 0.127221, 0.265221, 0.112852, 1.6916, 0.473921, 0.246477, 0.04759, 8.68092, 0.917575, 0.00106809, 1.16778, 0.372062, 1.18735, 0.995968, 0.0479033, 0.13455, 0.0248122, 0.15959, 0.00966956, 23.5, 14.5, 28.5, 10.5, 33.5, 7.5, 3.39237
50.5, 50, 1552, 19.4335, 2.11935, 0.0519242, 0.251278, 0.0303965, 0.0233301, 0.188785, 0.0151134, 0.0247591, 0.128274, 0.267873, 0.118288, 1.87398, 0.467541, 0.273051, 0.0480274, 8.61249, 0.920894, 0.00112844, 1.13067, 0.345486, 1.17865, 0.984106, 0.0485599, 0.137437, 0.0249318, 0.157543, 0.0096649, 23.5, 14.5, 28.5, 10.5, 33.5, 7.5, 3.39317
51.5, 51, 1590, 19.9408, 2.21928, 0.0519577, 0.251174, 0.0322027, 0.0239433, 0.194335, 0.0149428, 0.0251509, 0.127353, 0.282019, 0.116549, 1.92414, 0.503996, 0.280359, 0.0468707, 8.66118, 0.957705, 0.00100775, 1.27835, 0.382028, 1.19385, 0.996377, 0.0485873, 0.135285, 0.0249762, 0.157523, 0.00966814, 24.5, 15.5, 29.5, 11.5, 34.5, 7.5, 3.39724
52.5, 52, 1583, 19.6851, 2.22469, 0.0522378, 0.253082, 0.0315936, 0.0236905, 0.18918, 0.0148974, 0.0247862, 0.129064, 0.264337, 0.115027, 1.79647, 0.503085, 0.261757, 0.0468513, 8.51641, 0.981542, 0.00108016, 1.25639, 0.355452, 1.20076, 1.05978, 0.0513732, 0.139012, 0.0246858, 0.158153, 0.00966809, 23.5, 14.5, 28.5, 10.5, 34.5, 7.5, 3.3952
53.5, 53, 1569, 20.133, 2.25146, 0.0519735, 0.25302, 0.0309776, 0.0237709, 0.197192, 0.0153197, 0.0252031, 0.127912, 0.276714, 0.1122, 1.84662, 0.505819, 0.269065, 0.047104, 8.74212, 1.00749, 0.00100775, 1.36014, 0.342164, 1.16082, 1.09475, 0.0521438, 0.143912, 0.0248088, 0.15963, 0.00966523, 24.5, 15.5, 29.5, 11.5, 34.5, 7.5, 3.39875
54.5, 54, 1721, 20.155, 2.35509, 0.0530217, 0.252937, 0.0312156, 0.0242827, 0.195899, 0.0151126, 0.0251471, 0.124357, 0.281135, 0.122637, 1.89222, 0.515844, 0.275708, 0.0461611, 8.63815, 1.05034, 0.00105602, 1.32758, 0.342164, 1.18224, 1.01908, 0.0495357, 0.136545, 0.0251471, 0.162701, 0.00966553, 24.5, 15.5, 29.5, 11.5, 34.5, 7.5, 3.39892
55.5, 55, 1708, 20.4129, 2.33345, 0.0527557, 0.253411, 0.0311386, 0.0238448, 0.19522, 0.0153214, 0.0257265, 0.126168, 0.287323, 0.122202, 1.86942, 0.498528, 0.272386, 0.0482413, 8.79674, 1.07719, 0.00108016, 1.37756, 0.375384, 1.2255, 1.02439, 0.0487697, 0.136632, 0.0247473, 0.160142, 0.00965398, 24.5, 15.5, 29.5, 11.5, 34.5, 7.5, 3.40092
56.5, 56, 1796, 20.9113, 2.44192, 0.053899, 0.259452, 0.0313836, 0.0245563, 0.198414, 0.0155011, 0.0253659, 0.126925, 0.273178, 0.13177, 2.01989, 0.524958, 0.29431, 0.048912, 8.94348, 1.0953, 0.00109223, 1.36999, 0.388672, 1.24678, 1.01683, 0.0491846, 0.137245, 0.0246311, 0.158055, 0.00966111, 25.5, 15.5, 30.5, 11.5, 35.5, 8.5, 3.4047
57.5, 57, 1969, 20.9854, 2.43481, 0.0571334, 0.275266, 0.0334418, 0.0243597, 0.201509, 0.0160634, 0.0256353, 0.128571, 0.266105, 0.131335, 2.08828, 0.524958, 0.304276, 0.0471526, 8.79674, 1.16922, 0.00116464, 1.44118, 0.372062, 1.23296, 1.03135, 0.0502105, 0.138172, 0.0252359, 0.158586, 0.00965604, 25.5, 15.5, 30.5, 11.5, 35.5, 8.5, 3.40525
