date, exposure_kgyr, bkg_idx, bkg_idx_err, T0nu_sensitivity, T0nu_val, T0nu_val_err_up, T0nu_val_err_low, T0nu_68_limit, T0nu_90_limit, mbb_68_limit_up, mbb_68_limit_low, mbb_90_limit_up, mbb_90_limit_low, mbb_68_limit_today_up, mbb_68_limit_today_low, mbb_90_limit_today_up, mbb_90_limit_today_low, label
1987-06-01, 0.0128, 5.5, nan, nan, nan, nan, nan, 7.3e22, nan, 1.8, 4.7, nan, nan, 4.0646482485521895, 8.621554935510353, nan, nan, unat
