date, exposure_kgyr, bkg_idx, bkg_idx_err, T0nu_sensitivity, T0nu_val, T0nu_val_err_up, T0nu_val_err_low, T0nu_68_limit, T0nu_90_limit, mbb_68_limit_up, mbb_68_limit_low, mbb_90_limit_up, mbb_90_limit_low, mbb_68_limit_today_up, mbb_68_limit_today_low, mbb_90_limit_today_up, mbb_90_limit_today_low, label
2018-03-26, 9.95, 0.0067, 0.0014, nan, nan, nan, nan, nan, 1.9e25, nan, nan, 0.24, 0.52, nan, nan, 0.2519460753776137, 0.5344046512334851, uenr
2019-08-23, 26, 0.0061, 0.0008, nan, nan, nan, nan, nan, 2.7e25, nan, nan, 0.2, 0.43, nan, nan, 0.2113501284130253, 0.4482962931390468, uenr
