date, exposure_kgyr, bkg_idx, bkg_idx_err, T0nu_sensitivity, T0nu_val, T0nu_val_err_up, T0nu_val_err_low, T0nu_68_limit, T0nu_90_limit, mbb_68_limit_up, mbb_68_limit_low, mbb_90_limit_up, mbb_90_limit_low, mbb_68_limit_today_up, mbb_68_limit_today_low, mbb_90_limit_today_up, mbb_90_limit_today_low, label
2013-09-20, 21.6, 0.012, 0.003, 2.0e25, nan, nan, nan, nan, 2.1e25, nan, nan, 0.2, 0.4, nan, nan, 0.23964851971818485, 0.5083202165648696, uenr
2017-04-06, 34.4, 0.002, 0.0015, 4.0e25, nan, nan, nan, nan, 5.3e25, nan, nan, 0.15, 0.33, nan, nan, 0.1508503990317148, 0.31996987753093836, uenr
2018-03-26, 46.7, 0.001, 0.0005, 5.8e25, nan, nan, nan, nan, 8.0e25, nan, nan, 0.12, 0.26, nan, nan, 0.1227833291343669, 0.260436611624107, uenr
2019-09-27, 82.4, 0.0005, 0.0003, 1.1e26, nan, nan, nan, nan, 9.0e25, nan, nan, 0.07, 0.16, nan, nan, 0.1157612328634275, 0.24554199219820436, uenr
2021-01-01, 127.2, 0.00052, 0.00015, 1.8e26, nan, nan, nan, nan, 1.8e26, nan, nan, 0.08, 0.182, nan, nan, 0.0818555527562446, 0.17362440774940466, uenr
