xunit, xunit_low, fitted_data, total_model, Nnbb_invcoax, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_holders, K40_mini_shrouds, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, alpha_high_energy_invcoax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
1022, 1015, 19.5714, 21.7499, 16.0937, 0.00526424, 0.0190157, 0.00269135, 0.00254161, 0.0220148, 0.00157073, 0.00300317, 0.10631, 0.124158, 0.0515172, 0.953158, 0.214694, 0.126492, 0.0176647, 2.38286, 0.266562, 0.000793878, 0.462186, 0.112317, 0.508935, 0.131317, 0.00599661, 0.0166546, 0.00342549, 0.104888, 0.0101467, 23.0357, 20.4643, 24.25, 19.25, 25.4643, 18.0357, -1.74776
1036, 1029, 20.8571, 21.1588, 15.5799, 0.0069616, 0.0251161, 0.00354825, 0.00245361, 0.0203429, 0.00149414, 0.0029104, 0.104131, 0.140873, 0.0506571, 0.973635, 0.22075, 0.12921, 0.0178998, 2.3037, 0.264095, 0.00076312, 0.455369, 0.112091, 0.491221, 0.127532, 0.00586792, 0.0162228, 0.00335003, 0.0885759, 0.0101579, 22.3929, 19.8929, 23.6786, 18.6786, 24.8214, 17.4643, -0.245358
1050, 1043, 19.7143, 20.6113, 15.0614, 0.00401948, 0.0150138, 0.00207781, 0.00243744, 0.0211919, 0.00147808, 0.00292478, 0.102008, 0.136815, 0.0544626, 0.96769, 0.229053, 0.128421, 0.0176513, 2.29125, 0.268528, 0.000812166, 0.456878, 0.113676, 0.48965, 0.132908, 0.00629788, 0.0171587, 0.00343672, 0.0738994, 0.0101698, 21.8929, 19.3929, 23.0357, 18.1786, 24.25, 16.9643, -0.739277
1064, 1057, 18.6429, 20.244, 14.5523, 0.00758469, 0.0284106, 0.00350717, 0.00237333, 0.0205378, 0.00142601, 0.00284138, 0.101074, 0.138122, 0.0550751, 1.05752, 0.231862, 0.140342, 0.0177809, 2.30071, 0.272518, 0.00080219, 0.464589, 0.119564, 0.489583, 0.132864, 0.00627496, 0.0169977, 0.0033966, 0.0657689, 0.0101783, 21.4643, 19.0357, 22.6786, 17.8214, 23.8214, 16.6071, -1.3315
1078, 1071, 19.0714, 19.7769, 14.0936, 0.0038433, 0.0145428, 0.00194381, 0.00553191, 0.0424135, 0.00328387, 0.00397321, 0.101663, 0.140185, 0.0568214, 1.03275, 0.235733, 0.137055, 0.018067, 2.31489, 0.275583, 0.000826298, 0.473586, 0.117526, 0.491834, 0.118576, 0.00550999, 0.0154828, 0.00306205, 0.0584758, 0.0101944, 20.9643, 18.5357, 22.1786, 17.3929, 23.3214, 16.1786, -0.593577
1092, 1085, 16.7143, 19.4203, 13.6185, 0.00525094, 0.0198286, 0.00266516, 0.00573581, 0.046536, 0.00284536, 0.00305529, 0.100964, 0.149609, 0.0590761, 1.09583, 0.245721, 0.145426, 0.0181158, 2.33443, 0.28337, 0.000789721, 0.469171, 0.122281, 0.488611, 0.118149, 0.0054612, 0.0149961, 0.00308235, 0.0506061, 0.0102048, 20.6071, 18.1786, 21.8214, 17.0357, 22.9643, 15.8929, -2.29756
1105.5, 1099, 19.6154, 18.9387, 13.1131, 0.0082029, 0.0302541, 0.00412363, 0.00236353, 0.0197762, 0.00143492, 0.00272623, 0.101216, 0.149265, 0.062666, 1.12393, 0.251311, 0.149155, 0.0184638, 2.32549, 0.285614, 0.000844202, 0.472644, 0.117055, 0.49764, 0.124192, 0.00585308, 0.0158244, 0.00315178, 0.0421552, 0.0102158, 20.1923, 17.7308, 21.4231, 16.5, 22.5769, 15.3462, 0.560646
1121, 1112, 26.6667, 26.5875, 12.5902, 0.00555814, 0.0207894, 0.00263196, 0.00223477, 0.0191507, 0.00135638, 0.00267836, 0.0880021, 0.158199, 0.0654504, 1.17161, 0.268758, 0.155483, 0.018514, 2.37437, 0.293885, 0.000856686, 0.479826, 0.117475, 0.500234, 0.710975, 0.0360057, 0.0971671, 0.0137298, 7.38207, 0.0102291, 27.8056, 25.3611, 29.0278, 24.1389, 30.1944, 22.9722, 0.0651583
1137, 1130, 16.7143, 17.994, 11.998, 0.00345129, 0.0130114, 0.0018247, 0.00223085, 0.0187374, 0.00134336, 0.00263698, 0.0745091, 0.165567, 0.0688243, 1.23554, 0.281119, 0.163966, 0.0188523, 2.38478, 0.298153, 0.000836273, 0.479006, 0.122281, 0.497321, 0.120064, 0.0057962, 0.015328, 0.00277048, 0.00774001, 0.010243, 19.1786, 16.8214, 20.3214, 15.6786, 21.3929, 14.6071, -1.12876
1151, 1144, 17.1429, 17.7311, 11.4717, 0.00507644, 0.0188593, 0.00264976, 0.00216392, 0.0191474, 0.00135107, 0.00263975, 0.0702244, 0.170864, 0.0726037, 1.29466, 0.2863, 0.171812, 0.0194039, 2.43129, 0.303935, 0.000838767, 0.496553, 0.129754, 0.510094, 0.192137, 0.00959615, 0.0258965, 0.00406952, 0.00718453, 0.0102557, 18.8929, 16.6071, 20.0357, 15.4643, 21.1071, 14.3214, -0.522669
