xunit, xunit_low, fitted_data, total_model, Nnbb_bege, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_holders, K40_mini_shrouds, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, alpha_high_energy_bege, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
1022, 1015, 49.5, 51.3655, 36.4839, 0.00394637, 0.0545157, 0.00522251, 0.00312468, 0.0705049, 0.0036644, 0.0116755, 0.346592, 0.499109, 0.064276, 2.34888, 0.694213, 0.311716, 0.0819163, 6.59927, 0.95469, 0.0319496, 0.0739856, 0.24343, 1.84364, 0.470018, 0.00659981, 0.0388985, 0.0148599, 0.0164302, 0.0884547, 53.3214, 49.3929, 55.25, 47.5357, 57.1071, 45.6786, -0.973916
1036, 1029, 50.6429, 49.9127, 35.2399, 0.00469618, 0.0660127, 0.00614513, 0.00312416, 0.0691629, 0.00365691, 0.0116055, 0.341691, 0.502411, 0.0661918, 2.32312, 0.72524, 0.308297, 0.0830508, 6.47341, 0.943685, 0.0315032, 0.0702975, 0.232108, 1.78791, 0.457939, 0.00632375, 0.0376818, 0.0143637, 0.0146073, 0.0885524, 51.8214, 47.9643, 53.75, 46.1071, 55.5357, 44.25, 0.386706
1050, 1043, 47.9286, 48.9325, 34.1387, 0.00319916, 0.0450403, 0.00416127, 0.00305376, 0.0689407, 0.00361558, 0.0115146, 0.332464, 0.507295, 0.065097, 2.43739, 0.734542, 0.323462, 0.0830791, 6.44473, 0.953842, 0.0314841, 0.0713033, 0.235278, 1.79885, 0.472802, 0.00654774, 0.0391156, 0.0147818, 0.0135894, 0.0886556, 50.8214, 47.0357, 52.6786, 45.1786, 54.5357, 43.3214, -0.536984
1064, 1057, 49.2143, 47.8114, 32.8794, 0.00411907, 0.0722585, 0.00551311, 0.00301456, 0.0680565, 0.00368638, 0.0113454, 0.327609, 0.528549, 0.0668695, 2.46546, 0.759764, 0.327188, 0.0847751, 6.47524, 0.957254, 0.0311699, 0.0715268, 0.228032, 1.81299, 0.466424, 0.00645572, 0.0383082, 0.0144363, 0.0131918, 0.0887304, 49.6786, 45.9643, 51.5357, 44.1071, 53.3214, 42.3214, 0.759152
1078, 1071, 48.5, 46.9537, 31.8605, 0.00313044, 0.0425165, 0.00400262, 0.00478508, 0.117013, 0.00615472, 0.0155636, 0.327414, 0.534809, 0.0667652, 2.56355, 0.765632, 0.340205, 0.0860802, 6.47854, 0.974119, 0.0312813, 0.0698504, 0.256338, 1.81861, 0.429304, 0.00613546, 0.0355316, 0.0132965, 0.0136416, 0.0888702, 48.8214, 45.1071, 50.6786, 43.25, 52.3929, 41.4643, 0.844361
1092, 1085, 46.5, 45.9513, 30.7294, 0.00373132, 0.0520301, 0.0046978, 0.00368984, 0.122322, 0.00492146, 0.012074, 0.331011, 0.547465, 0.0689286, 2.60219, 0.799906, 0.345333, 0.0871042, 6.50271, 0.978012, 0.0312613, 0.0709121, 0.233014, 1.83026, 0.429142, 0.00602347, 0.0358548, 0.013201, 0.0171549, 0.0889612, 47.8214, 44.1071, 49.6071, 42.3214, 51.3929, 40.5357, 0.302849
1105.5, 1099, 43.8462, 45.0039, 29.5936, 0.00486351, 0.0728476, 0.00640938, 0.00301126, 0.066704, 0.00359428, 0.0109523, 0.334389, 0.564688, 0.0688554, 2.69281, 0.81498, 0.357359, 0.0891594, 6.52677, 0.998197, 0.0311943, 0.0735385, 0.240939, 1.83338, 0.45097, 0.00623642, 0.0377998, 0.0136715, 0.0179492, 0.0890568, 46.8846, 43.1154, 48.7308, 41.2692, 50.5769, 39.4231, -0.622264
1121, 1112, 47.2778, 45.993, 28.4205, 0.00341569, 0.0534864, 0.00446687, 0.00293762, 0.0642682, 0.00348877, 0.0107997, 0.283718, 0.587697, 0.0710355, 2.74267, 0.840554, 0.363975, 0.0918323, 6.57509, 1.0063, 0.0312797, 0.0728866, 0.256086, 1.85821, 1.87947, 0.0233851, 0.157012, 0.0517656, 0.447454, 0.0891726, 47.6389, 44.3611, 49.1944, 42.75, 50.75, 41.1944, 0.803746
1137, 1130, 45.5714, 42.8005, 26.9981, 0.00284615, 0.0382064, 0.00354825, 0.00292383, 0.064436, 0.00349167, 0.0105877, 0.240569, 0.596097, 0.0739852, 2.89316, 0.881313, 0.383947, 0.09427, 6.65528, 1.04326, 0.0314949, 0.074265, 0.261999, 1.87491, 0.429672, 0.00577655, 0.0349501, 0.0120801, 0, 0.0892941, 44.6071, 41.0357, 46.3214, 39.25, 48.0357, 37.6071, 1.58479
1151, 1144, 43.0714, 42.1497, 25.8709, 0.00369773, 0.0493713, 0.00468393, 0.00289908, 0.0640659, 0.00342692, 0.0105467, 0.229118, 0.634411, 0.0751451, 2.95789, 0.920644, 0.392538, 0.0970643, 6.74769, 1.05106, 0.0317368, 0.0778972, 0.252714, 1.9008, 0.607212, 0.00791362, 0.0500635, 0.0168474, 0, 0.0894049, 43.8929, 40.3929, 45.6786, 38.6786, 47.3214, 36.9643, 0.5312
1164, 1158, 40.9167, 41.247, 24.86, 0.00293142, 0.0438657, 0.00382036, 0.00287221, 0.06413, 0.00342144, 0.0105232, 0.229858, 0.663587, 0.0762506, 3.09639, 0.945605, 0.410917, 0.100355, 6.8424, 1.06326, 0.0315816, 0.0779717, 0.25362, 1.93847, 0.388603, 0.00524818, 0.0311459, 0.010759, 0, 0.08949, 43.125, 39.375, 44.9583, 37.5417, 46.7917, 35.7083, -0.178195
1174.5, 1170, 43.8889, 45.6108, 23.9033, 0.00296723, 0.0395436, 0.00377923, 0.00287961, 0.0643825, 0.00349576, 0.0104769, 5.19125, 0.688866, 0.0767929, 3.22483, 0.970247, 0.427962, 0.103118, 6.93625, 1.09555, 0.0314303, 0.0792756, 0.257143, 1.97483, 0.385813, 0.00511536, 0.0311949, 0.0107032, 0, 0.0895651, 47.9444, 43.2778, 50.1667, 41.0556, 52.3889, 38.8333, -0.764884
1186.5, 1179, 42, 39.9291, 22.9502, 0.0026857, 0.0352169, 0.00338645, 0.00284379, 0.0639909, 0.00351386, 0.0104399, 0.149333, 0.718205, 0.081034, 3.30569, 1.01047, 0.438693, 0.107048, 7.04242, 1.10853, 0.0319075, 0.0766157, 0.264188, 2.00383, 0.38233, 0.00528631, 0.0310769, 0.0105, 0, 0.0896499, 41.5667, 38.2333, 43.2333, 36.6333, 44.8333, 35.0333, 1.26926
1201.5, 1194, 39.4, 39.4497, 21.8107, 0.0027549, 0.0350553, 0.00345977, 0.00281414, 0.0640638, 0.00346283, 0.0102829, 0.13296, 0.755891, 0.0856075, 3.56431, 1.07317, 0.473014, 0.112533, 7.1988, 1.14768, 0.0321527, 0.0800579, 0.289972, 2.05344, 0.380584, 0.00514908, 0.0312516, 0.0108464, 0, 0.0897735, 41.1, 37.7667, 42.7, 36.1667, 44.3, 34.6333, -0.0306711
1216.5, 1209, 37.3333, 38.7941, 20.5621, 0.0027866, 0.0360703, 0.00357909, 0.00286999, 0.0633119, 0.0034719, 0.0103092, 0.115952, 0.808021, 0.088843, 3.70981, 1.11693, 0.492323, 0.118676, 7.45808, 1.18409, 0.0325996, 0.0867859, 0.273487, 2.12633, 0.363551, 0.0049715, 0.0295453, 0.00977637, 0, 0.0898897, 40.4333, 37.1667, 42.0333, 35.5667, 43.6333, 33.9667, -0.908352
1231.5, 1224, 40.2667, 39.2639, 19.6311, 0.00299649, 0.0377986, 0.00383402, 0.00285806, 0.0639713, 0.00345386, 0.0102399, 0.10222, 0.828822, 0.0919812, 3.96627, 1.20223, 0.526358, 0.12269, 7.73472, 1.22782, 0.0329301, 0.0842303, 0.298004, 2.20295, 0.886138, 0.0113697, 0.0744239, 0.0244771, 0, 0.0899945, 40.9, 37.6333, 42.5, 36.0333, 44.1, 34.4333, 0.619826
1246.5, 1239, 37.6, 36.599, 18.4114, 0.00704879, 0.0881846, 0.00963704, 0.00288803, 0.0639807, 0.00355504, 0.0101435, 0.0895535, 0.648548, 0.0754022, 3.10718, 0.937346, 0.412348, 0.097095, 8.02572, 1.27294, 0.033093, 0.0889764, 0.30371, 2.27943, 0.482099, 0.00638875, 0.0395501, 0.0127087, 0, 0.0901057, 38.1667, 35.0333, 39.7667, 33.4333, 41.3, 31.9, 0.640848
1261.5, 1254, 32, 34.7658, 17.3103, 0.00271921, 0.0347162, 0.00340083, 0.00289344, 0.0644845, 0.00350155, 0.0100711, 0.0843628, 0.523679, 0.0632873, 2.4318, 0.760446, 0.32272, 0.0773145, 8.43089, 1.3322, 0.0337812, 0.093879, 0.318505, 2.38128, 0.347507, 0.00475083, 0.0280241, 0.0090235, 0, 0.0902378, 36.3, 33.2333, 37.8333, 31.7, 39.3, 30.2333, -1.81674
1276.5, 1269, 34.4, 34.1168, 16.2339, 0.00277081, 0.0352997, 0.0035949, 0.0028797, 0.0658272, 0.00355658, 0.0102031, 0.0812174, 0.480216, 0.0572055, 2.26565, 0.699965, 0.300671, 0.0709582, 8.78628, 1.39834, 0.0344345, 0.0981035, 0.331608, 2.5052, 0.499037, 0.00642756, 0.0399764, 0.0131678, 0, 0.0903455, 35.6333, 32.5667, 37.1667, 31.1, 38.6333, 29.6333, 0.187754
1291.5, 1284, 33.3333, 33.3, 15.3361, 0.00469907, 0.0581731, 0.00624244, 0.00285682, 0.0653901, 0.0035104, 0.0100634, 0.0796972, 0.453188, 0.0555147, 2.09488, 0.655099, 0.278008, 0.0652484, 9.15787, 1.43734, 0.0349481, 0.099616, 0.345557, 2.60442, 0.321977, 0.00446995, 0.0263516, 0.00834663, 0, 0.0904763, 34.8333, 31.7667, 36.3, 30.3, 37.7667, 28.8333, 0.0223745
1306.5, 1299, 30, 29.804, 14.2315, 0.00268956, 0.0344528, 0.00355129, 0.00284304, 0.0651551, 0.00347994, 0.00991258, 0.0791516, 0.415695, 0.0506128, 1.92164, 0.602484, 0.255018, 0.0594427, 7.73068, 1.25196, 0.0326562, 0.0890807, 0.295467, 2.21223, 0.324699, 0.00447026, 0.0261559, 0.00842865, 0, 0.0905852, 31.2333, 28.3667, 32.6333, 26.9667, 34.0333, 25.5667, 0.139037
1321.5, 1314, 26.7333, 25.8336, 13.2745, 0.00276032, 0.035357, 0.00358771, 0.00284223, 0.0652836, 0.00351347, 0.00991171, 0.0845043, 0.369278, 0.0458325, 1.6923, 0.52796, 0.224583, 0.0532669, 5.92742, 1.01269, 0.0295132, 0.0708786, 0.227835, 1.71158, 0.328851, 0.00438285, 0.0260173, 0.00833772, 0, 0.0906916, 27.1667, 24.5, 28.5, 23.1667, 29.7667, 21.9, 0.685571
1333.5, 1329, 26.8889, 28.6784, 12.5752, 0.00270583, 0.034428, 0.00345817, 0.0028777, 0.0649597, 0.00347608, 0.00995967, 4.58817, 0.333947, 0.0395926, 1.50119, 0.461671, 0.19922, 0.0479874, 5.49111, 0.958078, 0.0287265, 0.0629337, 0.218043, 1.58772, 0.332036, 0.00459526, 0.0269864, 0.00861519, 0, 0.0907659, 30.5, 26.8333, 32.2778, 25.0556, 34.0556, 23.2778, -1.00251
1343.5, 1338, 23.3636, 22.7165, 11.8965, 0.00284299, 0.0371456, 0.0037671, 0.00284974, 0.0673182, 0.00359398, 0.00990973, 0.0360102, 0.278657, 0.0361923, 1.30517, 0.416267, 0.173206, 0.0429414, 5.21586, 0.925278, 0.0286231, 0.0645773, 0.218459, 1.50074, 0.321533, 0.00434283, 0.0256962, 0.00809124, 0, 0.0908588, 24.2273, 21.2273, 25.5909, 19.7727, 27.0455, 18.4091, 0.450339
1354.5, 1349, 22.5455, 21.4232, 11.3394, 0.00310454, 0.0393246, 0.00412519, 0.00286687, 0.0654896, 0.00356931, 0.00995245, 0.034264, 0.251518, 0.0315646, 1.15847, 0.3589, 0.153738, 0.0387207, 4.89426, 0.882349, 0.02769, 0.0563985, 0.199726, 1.41867, 0.319883, 0.00426531, 0.0259043, 0.00806632, 0, 0.0909393, 22.8636, 19.9545, 24.2273, 18.5909, 25.5909, 17.2273, 0.804192
1365.5, 1360, 23.3636, 20.0767, 10.6632, 0.00264079, 0.0342188, 0.00336654, 0.00284262, 0.0663243, 0.00356461, 0.00990522, 0.0330158, 0.221665, 0.0268539, 1.04203, 0.320841, 0.138286, 0.0350056, 4.5815, 0.832478, 0.0273757, 0.054336, 0.186757, 1.34007, 0.320971, 0.00438285, 0.0259043, 0.00815962, 0, 0.0910205, 21.5, 18.6818, 22.7727, 17.3182, 24.1364, 16.0455, 2.433
1376.5, 1371, 20.7273, 19.9956, 10.1507, 0.00266775, 0.0458138, 0.00366778, 0.00288069, 0.0672486, 0.0036133, 0.00990725, 0.0321225, 0.194088, 0.0244654, 0.91845, 0.276346, 0.121886, 0.0316421, 4.27017, 0.780841, 0.0266828, 0.0555451, 0.183875, 1.23872, 1.31817, 0.0171238, 0.10187, 0.025972, 0, 0.0911057, 21.4091, 18.5909, 22.7727, 17.2273, 24.0455, 15.9545, 0.542673
1387.5, 1382, 15.6364, 17.6708, 9.50646, 0.00228291, 0.0287133, 0.00287711, 0.00287544, 0.0663539, 0.00361491, 0.00994171, 0.033408, 0.177017, 0.0220438, 0.864646, 0.254893, 0.114746, 0.0299531, 3.88562, 0.727879, 0.0257284, 0.0488597, 0.164277, 1.14058, 0.41615, 0.00547147, 0.0342267, 0.0109751, 0, 0.0911985, 18.9545, 16.3182, 20.2273, 15.1364, 21.5, 13.8636, -1.60513
1398.5, 1393, 14.6364, 16.4609, 8.89518, 0.00229968, 0.0289529, 0.00286208, 0.00283334, 0.0646922, 0.00348297, 0.00977117, 0.0341457, 0.169488, 0.0217452, 0.794869, 0.251158, 0.105486, 0.0288463, 3.51406, 0.662725, 0.0250111, 0.0442369, 0.135456, 1.01797, 0.493857, 0.00643173, 0.0408735, 0.0132259, 0, 0.091273, 17.7727, 15.2273, 18.9545, 13.9545, 20.1364, 12.7727, -1.49152
1409.5, 1404, 13.0909, 15.652, 8.47408, 0.00212953, 0.0265129, 0.00264514, 0.00276095, 0.0610499, 0.00330411, 0.00941697, 0.0322688, 0.163798, 0.0210818, 0.757038, 0.238128, 0.100465, 0.0278928, 3.19075, 0.595927, 0.0239637, 0.0398274, 0.135168, 0.915488, 0.657258, 0.00833683, 0.0538859, 0.0174805, 0, 0.0913574, 16.8636, 14.4091, 18.0455, 13.2273, 19.2273, 12.0455, -2.14703
1420.5, 1415, 14.1818, 14.132, 7.83469, 0.0019727, 0.0244643, 0.00248047, 0.00264861, 0.0603109, 0.00327203, 0.00939096, 0.031528, 0.157232, 0.0202027, 0.713322, 0.240829, 0.0946639, 0.0277936, 2.9053, 0.551698, 0.0234622, 0.0333555, 0.110959, 0.828022, 0.325245, 0.00424447, 0.0258264, 0.00765542, 0, 0.0914261, 15.3182, 12.9545, 16.4091, 11.8636, 17.5, 10.6818, 0.0439574
1431.5, 1426, 12.2727, 13.2007, 7.31825, 0.00203616, 0.0299263, 0.00268892, 0.00261494, 0.0600163, 0.00330727, 0.00921257, 0.0303172, 0.170889, 0.0190582, 0.730977, 0.230977, 0.0970068, 0.0270951, 2.61872, 0.492137, 0.0225661, 0.0331421, 0.1075, 0.742303, 0.32099, 0.00426281, 0.0255596, 0.00765663, 0, 0.0915223, 14.3182, 12.0455, 15.4091, 10.9545, 16.5, 9.86364, -0.847121
1442.5, 1437, 12.1818, 12.4594, 6.85769, 0.00164704, 0.0208916, 0.00207338, 0.00265316, 0.0600546, 0.00326786, 0.00919733, 0.0296417, 0.168437, 0.0214632, 0.807899, 0.233201, 0.107215, 0.0274565, 2.38622, 0.457353, 0.0220498, 0.0278792, 0.0864614, 0.677416, 0.319752, 0.00424364, 0.0259186, 0.00767669, 0, 0.0916276, 13.5909, 11.3182, 14.5909, 10.3182, 15.6818, 9.22727, -0.260814
1452, 1448, 10, 12.0086, 6.48598, 0.00172264, 0.0219781, 0.0021339, 0.00260207, 0.0586231, 0.00329059, 0.00922256, 0.0291931, 0.191035, 0.0237419, 0.840371, 0.258597, 0.111524, 0.0295997, 2.26115, 0.435149, 0.0217529, 0.0282615, 0.0903522, 0.646354, 0.326084, 0.00430892, 0.026123, 0.00779404, 0, 0.0916841, 13.3125, 10.6875, 14.5625, 9.5625, 15.6875, 8.3125, -1.63945
1461, 1456, 108.7, 116.428, 6.14841, 0.00581896, 0.0713919, 0.00714619, 0.00256405, 0.059224, 0.0031533, 0.00910465, 0.02898, 13.7344, 1.58651, 60.952, 20.2979, 8.08884, 1.58085, 2.20571, 0.42022, 0.0214826, 0.0236262, 0.0919373, 0.634104, 0.325043, 0.00429666, 0.0260558, 0.00781519, 0, 0.0917521, 119.85, 112.95, 123.25, 109.55, 126.65, 106.25, -2.26493
1475, 1466, 9.55556, 9.39541, 5.54638, 0.00134689, 0.0186394, 0.00168436, 0.00253439, 0.0575634, 0.00314686, 0.00899616, 0.0284774, 0, 0, 0, 4.85561e-05, 0, 5.50781e-07, 2.11325, 0.406617, 0.021209, 0.0230786, 0.0813698, 0.609207, 0.340078, 0.00447657, 0.0272455, 0.00820083, 0, 0.0918641, 10.1389, 8.63889, 10.8611, 7.91667, 11.5833, 7.25, 0.221665
1493, 1484, 7.77778, 8.82126, 4.909, 0.00430297, 0.0512463, 0.00523398, 0.00252218, 0.0569412, 0.00306822, 0.00888585, 0.0262842, 0, 0, 0, 0, 0, 0, 2.13888, 0.398687, 0.020918, 0.0253386, 0.0882387, 0.600682, 0.348304, 0.00456597, 0.02779, 0.0083548, 0, 0.0920157, 9.52778, 8.08333, 10.25, 7.41667, 10.9167, 6.69444, -1.49058
1511, 1502, 7.61111, 8.52609, 4.29721, 0.00148, 0.0177534, 0.00183371, 0.00359617, 0.0898589, 0.00448153, 0.010497, 0.0254054, 0, 0, 0, 0, 0, 0, 2.20641, 0.416212, 0.0208236, 0.0262948, 0.0928179, 0.620467, 0.53523, 0.00682973, 0.0431089, 0.0136178, 0, 0.0921565, 9.25, 7.80556, 9.91667, 7.13889, 10.5833, 6.47222, -1.32945
1525, 1520, 176.6, 174.209, 3.8603, 0.000837428, 0.00991633, 0.0009373, 0.00241517, 0.0532753, 0.00296293, 0.00863324, 0.0251178, 0, 0, 0, 0, 0, 0, 106.803, 21.5784, 0.247735, 1.80146, 5.78159, 33.5473, 0.351748, 0.00446628, 0.0282676, 0.0082197, 0, 0.0922584, 178.45, 169.95, 182.55, 165.85, 186.65, 161.75, 0.572941
1545, 1530, 4.1, 4.15317, 3.302, 0.00125864, 0.0154222, 0.00154276, 0.00235821, 0.0529058, 0.0029562, 0.00856396, 0.0258688, 0, 0, 0, 0, 0, 0, 0.0430606, 0.161544, 0.0201582, 0.00083448, 0.00285323, 0.0132695, 0.364733, 0.00463866, 0.028476, 0.00830083, 0, 0.0924257, 4.55, 3.75, 4.91667, 3.38333, 5.28333, 3.01667, -0.14291
1575, 1560, 3.16667, 3.40814, 2.55793, 0.00802425, 0.098218, 0.00961691, 0.00240292, 0.0536694, 0.00297026, 0.00859859, 0.0231844, 0, 0, 0, 0, 0, 0, 0.0408753, 0.150156, 0.0183353, 0.000704092, 0.00179648, 0.013313, 0.291463, 0.0038466, 0.0234398, 0.00695122, 0, 0.0926469, 3.75, 3.05, 4.08333, 2.71667, 4.41667, 2.38333, -0.716424
1605, 1590, 2.93333, 2.70034, 1.94487, 0.000665277, 0.00800066, 0.000794022, 0.0044612, 0.10549, 0.00591195, 0.0144598, 0.0206382, 0, 0, 0, 0, 0, 0, 0.039918, 0.144994, 0.017696, 0.000599782, 0.00105675, 0.0125796, 0.255471, 0.00339777, 0.0204384, 0.00603041, 0, 0.0928628, 3.01667, 2.38333, 3.31667, 2.08333, 3.61667, 1.78333, 0.776613
1635, 1620, 2.46667, 2.19035, 1.42506, 0.00538267, 0.0648388, 0.00651174, 0.00501975, 0.123776, 0.00616883, 0.0127966, 0.0187425, 0, 0, 0, 0, 0, 0, 0.0392728, 0.140838, 0.0168615, 0.000808402, 0.00221918, 0.0122813, 0.194066, 0.00264499, 0.0154796, 0.00449671, 0, 0.0930912, 2.48333, 1.91667, 2.75, 1.65, 3.01667, 1.38333, 1.0226
1665, 1650, 1.73333, 1.68645, 1.04037, 0.000548098, 0.00726359, 0.00069986, 0.00253614, 0.0578199, 0.00318174, 0.00898268, 0.0173398, 0, 0, 0, 0, 0, 0, 0.0395225, 0.132203, 0.0163091, 0.000651937, 0.0016908, 0.0118835, 0.225686, 0.00306677, 0.0180356, 0.00534352, 0, 0.0933162, 1.95, 1.41667, 2.18333, 1.18333, 2.41667, 0.95, 0.19774
