xunit, xunit_low, fitted_data, total_model, Nnbb_semicoax, Ac228_cables, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_cables, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_cables, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_far, K40_holders, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, alpha_high_energy_coax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
677, 672, 36.3, 40.8536, 32.3389, 0.015207, 0.0164071, 0.181312, 0.0239442, 1.27237e-05, 0.00395844, 0.0754352, 0.00531011, 0.014742, 0.00258647, 0.122514, 0.132525, 0.0354202, 1.27083, 6.14436e-05, 0.261609, 0.0612579, 4.07075, 0.368495, 7.98449e-07, 0.0389043, 1.28048, 0.233016, 0.221539, 0.00475462, 0.0291529, 0.0139841, 0.0212357, 0.00927278, 42.95, 38.75, 44.95, 36.75, 46.95, 34.85, -2.2529
687, 682, 39.8, 40.6865, 32.3542, 0.0144807, 0.0155633, 0.174101, 0.0227103, 1.25351e-05, 0.00391162, 0.0760931, 0.00522517, 0.0145225, 0.00259791, 0.121258, 0.125039, 0.0347849, 1.22305, 6.02534e-05, 0.276253, 0.0600713, 3.99191, 0.362934, 7.63097e-07, 0.036315, 1.23959, 0.229762, 0.222924, 0.00487151, 0.0296209, 0.013954, 0.0213057, 0.00938067, 42.75, 38.65, 44.75, 36.65, 46.75, 34.65, -0.439517
697, 692, 41.7, 40.4183, 32.1653, 0.014699, 0.0157751, 0.175974, 0.0228868, 1.23216e-05, 0.00382763, 0.0731617, 0.00511578, 0.0139645, 0.00259362, 0.120077, 0.126791, 0.0349774, 1.25968, 5.96101e-05, 0.258716, 0.0594299, 3.8911, 0.362251, 7.62235e-07, 0.0374801, 1.24156, 0.227909, 0.224932, 0.00483631, 0.0302199, 0.0142946, 0.0212143, 0.0094679, 42.45, 38.35, 44.45, 36.35, 46.45, 34.45, 0.63753
707, 702, 43.3, 40.424, 32.2015, 0.0147753, 0.0156563, 0.17578, 0.0230953, 1.20173e-05, 0.00371062, 0.0711208, 0.00505647, 0.0139023, 0.00258373, 0.122188, 0.125756, 0.0326867, 1.29472, 5.90861e-05, 0.256637, 0.0589075, 3.83359, 0.354845, 7.55337e-07, 0.0392279, 1.23016, 0.22139, 0.242761, 0.00509356, 0.0328446, 0.0150052, 0.0213213, 0.00957688, 42.45, 38.35, 44.45, 36.35, 46.45, 34.45, 1.43045
717, 712, 37.8, 40.2958, 32.1055, 0.0125988, 0.0137552, 0.150793, 0.0195395, 1.24562e-05, 0.0037825, 0.0720626, 0.0049992, 0.0137469, 0.0025792, 0.122695, 0.122012, 0.0334374, 1.29259, 5.79279e-05, 0.259891, 0.0577528, 3.80155, 0.351685, 7.56199e-07, 0.0381922, 1.27969, 0.220112, 0.23465, 0.00498614, 0.0319348, 0.0144235, 0.0210899, 0.00965861, 42.35, 38.25, 44.35, 36.25, 46.35, 34.25, -1.24332
727, 722, 42.4, 40.9856, 32.0468, 0.0139811, 0.0150592, 0.167372, 0.0219793, 0.000138823, 0.041189, 0.864206, 0.0588343, 0.0693381, 0.0025966, 0.121462, 0.126711, 0.0333412, 1.27401, 5.73167e-05, 0.263417, 0.0571435, 3.68722, 0.346731, 7.29469e-07, 0.0371565, 1.22465, 0.215382, 0.218587, 0.00468963, 0.0290132, 0.0132471, 0.0215274, 0.00975569, 43.05, 38.95, 45.05, 36.85, 47.05, 34.95, 0.698666
737.5, 732, 38.2727, 39.8511, 31.9095, 0.0118599, 0.0129666, 0.142761, 0.018474, 9.93186e-06, 0.00292757, 0.0579979, 0.00401312, 0.011193, 0.00257462, 0.122218, 0.12598, 0.0327952, 1.26774, 5.71265e-05, 0.254016, 0.0569538, 3.68449, 0.350759, 7.04699e-07, 0.0390161, 1.23055, 0.212191, 0.221276, 0.0046543, 0.0292285, 0.0131669, 0.0218156, 0.0098622, 41.7727, 37.8636, 43.6818, 36.0455, 45.5, 34.1364, -0.829237
748.5, 743, 38.9091, 39.6919, 31.8482, 0.0121371, 0.0131154, 0.145672, 0.0188969, 9.14568e-06, 0.00275227, 0.0542681, 0.00377854, 0.0108671, 0.00261546, 0.12336, 0.123012, 0.0341252, 1.22769, 5.62665e-05, 0.259686, 0.0560964, 3.62489, 0.346531, 6.92941e-07, 0.0384864, 1.24413, 0.2092, 0.214176, 0.00462763, 0.0289681, 0.0129344, 0.021614, 0.00997305, 41.5909, 37.7727, 43.5, 35.8636, 45.4091, 34.0455, -0.412074
759.5, 754, 35, 39.4659, 31.6739, 0.0131542, 0.0141771, 0.157234, 0.0206565, 1.27205e-05, 0.0036908, 0.0735818, 0.0054736, 0.0140148, 0.00262337, 0.122688, 0.122288, 0.0329002, 1.23637, 5.57442e-05, 0.257221, 0.0555757, 3.564, 0.346255, 6.95292e-07, 0.0357206, 1.21411, 0.206673, 0.215709, 0.00456937, 0.0285903, 0.0128042, 0.0217696, 0.0100834, 41.4091, 37.5, 43.3182, 35.6818, 45.1364, 33.7727, -2.35775
770.5, 765, 42.1818, 39.5238, 31.3673, 0.0147389, 0.0158018, 0.174528, 0.0233235, 9.23978e-06, 0.00276435, 0.0543849, 0.003847, 0.0107634, 0.002642, 0.124304, 0.121636, 0.0331627, 1.25761, 5.49009e-05, 0.255495, 0.054735, 3.50433, 0.337684, 7.28215e-07, 0.0367798, 1.19981, 0.202687, 0.57366, 0.0109567, 0.0804478, 0.0280744, 0.022079, 0.0101674, 41.5, 37.5909, 43.3182, 35.6818, 45.2273, 33.8636, 1.40225
781.5, 776, 41.1818, 39.0464, 31.2412, 0.0116731, 0.0128576, 0.13859, 0.0181322, 1.85302e-05, 0.00535007, 0.110139, 0.00792303, 0.0167801, 0.00264243, 0.125215, 0.124677, 0.0327077, 1.21466, 5.43411e-05, 0.264288, 0.0541769, 3.4404, 0.340901, 7.56434e-07, 0.0377803, 1.2016, 0.201053, 0.342783, 0.00706228, 0.0461979, 0.0153261, 0.021904, 0.0102905, 40.9545, 37.1364, 42.8636, 35.2273, 44.6818, 33.4091, 1.13342
792.5, 787, 40.2727, 38.7103, 31.0028, 0.0209413, 0.0219832, 0.247742, 0.0341009, 9.85031e-06, 0.00283373, 0.0578685, 0.00404521, 0.0104771, 0.00262965, 0.12565, 0.119826, 0.0334952, 1.21562, 5.38522e-05, 0.264452, 0.0536894, 3.39322, 0.338304, 6.73344e-07, 0.0363679, 1.20303, 0.199198, 0.239602, 0.00492017, 0.0324338, 0.0124839, 0.0221073, 0.0103993, 40.5909, 36.7727, 42.5, 34.9545, 44.3182, 33.1364, 0.832882
803.5, 798, 37.9091, 38.1678, 30.6699, 0.00809584, 0.00911039, 0.0961085, 0.0125656, 7.62655e-06, 0.0023735, 0.0454363, 0.00311773, 0.00916763, 0.00269389, 0.12731, 0.121853, 0.0323227, 1.19101, 5.34321e-05, 0.255824, 0.0532706, 3.31494, 0.344923, 7.32918e-07, 0.0337786, 1.2352, 0.196113, 0.303814, 0.00608703, 0.0428005, 0.0168005, 0.0225156, 0.0105566, 40.0455, 36.2273, 41.9545, 34.4091, 43.7727, 32.5909, -0.138867
814.5, 809, 37.4545, 37.8077, 30.4929, 0.00747964, 0.00859689, 0.0903578, 0.0114915, 7.71418e-06, 0.00234457, 0.045528, 0.0031269, 0.00909496, 0.00274351, 0.130667, 0.119826, 0.0319902, 1.19004, 5.31538e-05, 0.259522, 0.0529931, 3.3018, 0.338212, 6.87453e-07, 0.0372506, 1.19588, 0.193636, 0.204849, 0.00425304, 0.0278124, 0.0115951, 0.0230354, 0.0106192, 39.6818, 35.9545, 41.5909, 34.0455, 43.3182, 32.2273, -0.190485
825.5, 820, 32.4545, 37.4325, 30.143, 0.00863021, 0.0096103, 0.104254, 0.0135053, 7.69669e-06, 0.0022403, 0.0456195, 0.00307192, 0.00893534, 0.00280212, 0.135598, 0.126053, 0.0316227, 1.18715, 5.2595e-05, 0.250318, 0.0524361, 3.27374, 0.332491, 7.26647e-07, 0.0364268, 1.1823, 0.19203, 0.211127, 0.00444752, 0.0287284, 0.0118404, 0.023709, 0.0107192, 39.3182, 35.5, 41.1364, 33.6818, 42.9545, 31.9545, -2.69849
836.5, 831, 39.1818, 37.2418, 29.7981, 0.0157825, 0.0170759, 0.187896, 0.0250767, 7.6048e-06, 0.00223205, 0.0440729, 0.00305266, 0.0088043, 0.00278782, 0.133062, 0.117799, 0.0317277, 1.18908, 5.23167e-05, 0.249742, 0.0521586, 3.20973, 0.337615, 7.06266e-07, 0.0367798, 1.21232, 0.188846, 0.285835, 0.00582444, 0.0384173, 0.0131065, 0.0240219, 0.0108397, 39.1364, 35.3182, 40.9545, 33.5, 42.7727, 31.7727, 1.05433
847.5, 842, 38.5455, 36.7185, 29.6256, 0.00633082, 0.00723738, 0.0758712, 0.0096818, 7.41832e-06, 0.00223798, 0.0426148, 0.00296726, 0.0085329, 0.00284513, 0.136653, 0.117871, 0.0322527, 1.18136, 5.15276e-05, 0.248674, 0.0513718, 3.17875, 0.332927, 6.75695e-07, 0.0334844, 1.15442, 0.18761, 0.2016, 0.00400933, 0.0270043, 0.0109928, 0.0246583, 0.0109408, 38.5909, 34.8636, 40.4091, 33.0455, 42.2273, 31.2273, 0.999935
858.5, 853, 35.7273, 36.753, 29.2392, 0.00543243, 0.0063716, 0.0659971, 0.00834262, 5.85237e-05, 0.0163043, 0.348765, 0.0249411, 0.0399221, 0.00287655, 0.138976, 0.124025, 0.0317627, 1.22479, 5.17256e-05, 0.253687, 0.0515693, 3.16142, 0.333594, 6.70992e-07, 0.032484, 1.18373, 0.185969, 0.19543, 0.0040241, 0.0258311, 0.0109446, 0.0254857, 0.0110454, 38.5909, 34.8636, 40.4091, 33.0455, 42.2273, 31.3182, -0.561161
869.5, 864, 36.7273, 36.0062, 28.9363, 0.0059176, 0.00681158, 0.0715553, 0.00915869, 7.74598e-06, 0.00219099, 0.0440487, 0.00309871, 0.00826393, 0.00293462, 0.141092, 0.122939, 0.0312027, 1.19391, 5.16485e-05, 0.254591, 0.0514924, 3.11006, 0.33364, 6.63937e-07, 0.0307185, 1.18623, 0.184692, 0.195905, 0.0040401, 0.0266424, 0.0111607, 0.026336, 0.0111695, 37.8636, 34.1364, 39.6818, 32.3182, 41.4091, 30.5909, 0.398568
880.5, 875, 35, 35.4191, 28.4249, 0.00563321, 0.0064602, 0.0675895, 0.00848529, 6.40172e-06, 0.00190832, 0.0374503, 0.00257104, 0.00739456, 0.00298337, 0.14418, 0.125039, 0.0325152, 1.18377, 5.08886e-05, 0.247441, 0.0507347, 3.08491, 0.33403, 6.66289e-07, 0.0329547, 1.15907, 0.181138, 0.197256, 0.00406759, 0.0267455, 0.0110921, 0.0275134, 0.0112823, 37.2273, 33.5909, 39.0455, 31.7727, 40.7727, 30.0455, -0.233585
891.5, 886, 34.4545, 35.2388, 28.1491, 0.00512398, 0.00597614, 0.0623441, 0.00777575, 9.86484e-06, 0.00299718, 0.0596857, 0.00418548, 0.00992989, 0.00308781, 0.147252, 0.12236, 0.0313602, 1.25085, 5.10074e-05, 0.254427, 0.0508532, 3.0582, 0.3321, 6.75695e-07, 0.0336021, 1.18695, 0.180178, 0.197967, 0.00410657, 0.0273472, 0.0110836, 0.0285264, 0.0113818, 37.0455, 33.4091, 38.8636, 31.5909, 40.5909, 29.8636, -0.438184
902.5, 897, 31.3636, 34.9426, 27.6017, 0.0117154, 0.0115088, 0.128799, 0.0172851, 6.16189e-06, 0.00184373, 0.0358238, 0.00247982, 0.00710875, 0.00319365, 0.151967, 0.12084, 0.0328652, 1.24458, 5.10314e-05, 0.257714, 0.0508771, 3.13272, 0.353425, 6.78831e-07, 0.0351321, 1.26665, 0.187525, 0.204849, 0.0041, 0.0276949, 0.0113158, 0.027425, 0.0114978, 36.7727, 33.1364, 38.5, 31.3182, 40.3182, 29.5909, -2.00808
911.5, 908, 33.2857, 37.3119, 27.3957, 0.187208, 0.203979, 2.27986, 0.297349, 5.99317e-06, 0.00176575, 0.0348912, 0.00241446, 0.00692237, 0.00322849, 0.155068, 0.124811, 0.0308827, 1.2232, 5.06996e-05, 0.268608, 0.0505463, 2.98186, 0.329293, 5.77712e-07, 0.0390245, 1.2474, 0.177623, 0.194525, 0.0039458, 0.0263493, 0.0106596, 0.0230581, 0.0115837, 39.6429, 34.9286, 41.9286, 32.6429, 44.2143, 30.3571, -1.74388
921, 915, 35.5, 33.8821, 26.893, 0.00550437, 0.00502901, 0.0596674, 0.00780783, 6.05178e-06, 0.00178777, 0.0356949, 0.00242561, 0.00707822, 0.00334024, 0.16036, 0.12099, 0.0327412, 1.26384, 5.0494e-05, 0.266822, 0.0503414, 2.9823, 0.330482, 6.22262e-07, 0.0343082, 1.18403, 0.177416, 0.18567, 0.00386064, 0.0246288, 0.0102181, 0.0210137, 0.0116685, 35.625, 32.125, 37.2917, 30.4583, 38.875, 28.875, 0.962834
933, 927, 34.5833, 33.5723, 26.4057, 0.0031211, 0.00338804, 0.0386119, 0.00471562, 5.6861e-06, 0.00175101, 0.0349464, 0.00239416, 0.00699726, 0.00342296, 0.167724, 0.126101, 0.0332225, 1.26207, 5.11132e-05, 0.258988, 0.0509587, 2.9276, 0.332167, 6.35195e-07, 0.0323123, 1.19025, 0.175237, 0.397441, 0.0075934, 0.0545213, 0.0197375, 0.0195228, 0.0117894, 35.2917, 31.875, 36.9583, 30.2083, 38.5417, 28.5417, 0.60446
945, 939, 31.4167, 33.1018, 25.8899, 0.0047307, 0.00503675, 0.0574481, 0.00734341, 5.94274e-06, 0.0018359, 0.0347485, 0.00240555, 0.00703649, 0.00357401, 0.173142, 0.141963, 0.0356769, 1.45008, 5.58442e-05, 0.300118, 0.0556754, 2.94284, 0.332862, 6.49566e-07, 0.0367357, 1.19746, 0.175046, 0.178341, 0.00370681, 0.0239827, 0.00963264, 0.0185164, 0.0119028, 34.7917, 31.375, 36.4583, 29.7083, 38.0417, 28.125, -1.0146
956.5, 951, 32.8182, 32.4126, 25.3819, 0.005157, 0.00521389, 0.0599602, 0.00772756, 6.66892e-06, 0.00201838, 0.0397362, 0.00280739, 0.00753848, 0.00360403, 0.175334, 0.128731, 0.0343002, 1.37825, 5.22667e-05, 0.273492, 0.0521087, 2.87882, 0.330216, 6.52179e-07, 0.0334255, 1.19624, 0.172295, 0.17736, 0.0037012, 0.0236768, 0.00939639, 0.0175073, 0.0120341, 34.1364, 30.6818, 35.8636, 28.9545, 37.5909, 27.3182, 0.236278
967.5, 962, 31.8182, 33.2329, 24.9254, 0.0938268, 0.101362, 1.13179, 0.148378, 5.36537e-06, 0.00163782, 0.0319178, 0.00214108, 0.00644606, 0.00319831, 0.15565, 0.132569, 0.0305727, 1.25085, 5.05456e-05, 0.270698, 0.0503928, 2.89261, 0.334628, 6.26312e-07, 0.0336021, 1.19946, 0.171244, 0.195083, 0.00401097, 0.0263233, 0.0102154, 0.0166675, 0.0121452, 35.0455, 31.4091, 36.7727, 29.6818, 38.4091, 28.0455, -0.813894
980, 973, 31.6429, 31.2502, 24.3308, 0.00330686, 0.00286882, 0.0374816, 0.00479923, 5.59307e-06, 0.00174082, 0.0327598, 0.00230301, 0.00677566, 0.00297959, 0.142289, 0.132434, 0.0330689, 1.31307, 5.06873e-05, 0.271062, 0.0505341, 2.85036, 0.332651, 6.62706e-07, 0.0343082, 1.26032, 0.170737, 0.170791, 0.00353542, 0.0228018, 0.00891007, 0.0151322, 0.0122696, 32.75, 29.75, 34.25, 28.25, 35.75, 26.75, 0.262835
994, 987, 29.5, 30.4765, 23.5979, 0.00225138, 0.00227193, 0.0284861, 0.00352233, 5.20053e-06, 0.00162683, 0.0291092, 0.00209287, 0.00634506, 0.00292409, 0.140822, 0.131467, 0.0326564, 1.33051, 5.08437e-05, 0.275517, 0.0506901, 2.83841, 0.335865, 6.25752e-07, 0.0335684, 1.23364, 0.169593, 0.167334, 0.00339745, 0.0221407, 0.00876529, 0.0131737, 0.0124099, 31.9643, 28.9643, 33.4643, 27.4643, 34.8929, 26.0357, -0.661859
1008, 1001, 31.1429, 30.4083, 22.9996, 0.00186235, 0.00177572, 0.0235123, 0.00284676, 5.09579e-06, 0.00160271, 0.0295558, 0.00205044, 0.00627761, 0.00283965, 0.138655, 0.13488, 0.0321339, 1.32975, 5.14056e-05, 0.273903, 0.0512502, 3.05258, 0.393877, 7.60633e-07, 0.0389782, 1.47851, 0.190216, 0.164065, 0.00333781, 0.0217229, 0.00858498, 0.0112596, 0.0125592, 31.8929, 28.8929, 33.3929, 27.4643, 34.8214, 25.9643, 0.498416
1022, 1015, 29.8571, 29.5137, 22.3811, 0.00206299, 0.00203652, 0.0258706, 0.00326675, 5.07606e-06, 0.00159472, 0.0299892, 0.00205199, 0.00614354, 0.00280433, 0.134513, 0.138123, 0.0338802, 1.34113, 5.17193e-05, 0.285203, 0.051563, 2.94, 0.366, 6.74408e-07, 0.0364814, 1.33389, 0.17863, 0.161354, 0.00329654, 0.0212863, 0.00852153, 0.010147, 0.0127, 30.9643, 28.0357, 32.4643, 26.6071, 33.8929, 25.1786, 0.236563
1036, 1029, 27.0714, 28.6328, 21.6721, 0.00263175, 0.00257292, 0.0326259, 0.00399861, 4.9428e-06, 0.00155891, 0.0290774, 0.00198595, 0.00610929, 0.00272806, 0.132077, 0.132491, 0.0331927, 1.40104, 5.20305e-05, 0.28404, 0.0518733, 2.79292, 0.346446, 6.60858e-07, 0.0339846, 1.28784, 0.170647, 0.156923, 0.00327366, 0.020705, 0.00821839, 0.00883849, 0.0128457, 30.1071, 27.1786, 31.5357, 25.75, 32.8929, 24.3214, -1.09177
1050, 1043, 28.7857, 27.9938, 21.0135, 0.00165141, 0.0016225, 0.0206656, 0.00251495, 4.97534e-06, 0.00153068, 0.0284314, 0.00200642, 0.00604237, 0.00268014, 0.130584, 0.145973, 0.0332752, 1.40028, 5.28602e-05, 0.298052, 0.0527005, 2.79181, 0.352079, 6.58394e-07, 0.0362502, 1.2825, 0.171071, 0.163362, 0.00340422, 0.0219985, 0.00860215, 0.00816619, 0.0129798, 29.4643, 26.5357, 30.8214, 25.1071, 32.25, 23.75, 0.560054
1064, 1057, 28.2143, 27.3164, 20.2316, 0.00275804, 0.00240357, 0.0357191, 0.00412865, 4.87474e-06, 0.00157124, 0.0276119, 0.00198604, 0.00598212, 0.00263468, 0.127339, 0.145462, 0.0351864, 1.47801, 5.33885e-05, 0.297665, 0.0532272, 2.79058, 0.362262, 6.82414e-07, 0.0325975, 1.29486, 0.170439, 0.158873, 0.0032959, 0.0215382, 0.00820646, 0.00737443, 0.0131118, 28.75, 25.8929, 30.1071, 24.4643, 31.4643, 23.1071, 0.642764
1078, 1071, 27, 26.7412, 19.6114, 0.00159306, 0.00160839, 0.0200177, 0.00240734, 9.13258e-06, 0.00280995, 0.0527705, 0.00391959, 0.00922122, 0.00266005, 0.128726, 0.146656, 0.0351727, 1.48028, 5.47474e-05, 0.304896, 0.0545819, 2.81586, 0.365241, 6.67633e-07, 0.0346781, 1.29177, 0.171641, 0.151846, 0.00312182, 0.0199454, 0.00764, 0.00741194, 0.0132761, 28.1786, 25.3214, 29.5357, 23.9643, 30.8929, 22.6071, 0.18724
1092, 1085, 26.2857, 26.2227, 18.965, 0.00199751, 0.00201351, 0.0252685, 0.00306398, 9.43636e-06, 0.00221736, 0.0599162, 0.00369747, 0.00666529, 0.00263502, 0.12886, 0.149614, 0.0348702, 1.52654, 5.53674e-05, 0.316519, 0.0552, 2.7889, 0.370694, 7.01507e-07, 0.0336609, 1.37405, 0.171484, 0.146511, 0.00305154, 0.019404, 0.00739528, 0.0100192, 0.0134153, 27.6071, 24.8214, 28.9643, 23.4643, 30.3214, 22.1071, 0.0460334
1105.5, 1099, 26.6923, 25.6149, 18.2209, 0.00276881, 0.0027195, 0.0353572, 0.00426059, 4.8037e-06, 0.0015311, 0.0279447, 0.00197876, 0.00582863, 0.00268444, 0.130834, 0.156467, 0.0362346, 1.58558, 5.60964e-05, 0.320631, 0.0559269, 2.82641, 0.376343, 6.79193e-07, 0.0354037, 1.39114, 0.17331, 0.153425, 0.0031547, 0.0206575, 0.00771038, 0.0220928, 0.013551, 27.0385, 24.1923, 28.4231, 22.8077, 29.8077, 21.4231, 0.767516
1121, 1112, 24, 26.1201, 17.5072, 0.00224763, 0.0020031, 0.0287794, 0.00328789, 4.57311e-06, 0.00147053, 0.026141, 0.00182741, 0.0056625, 0.00227476, 0.111864, 0.164064, 0.0363827, 1.62319, 5.79449e-05, 0.337332, 0.0577697, 2.8226, 0.377547, 6.90284e-07, 0.0370414, 1.44482, 0.175289, 0.801083, 0.0149494, 0.111633, 0.0383068, 0.371562, 0.0136964, 27.3611, 24.9167, 28.5278, 23.6944, 29.75, 22.5278, -1.75995
1137, 1130, 22.7143, 24.2245, 16.697, 0.00142097, 0.00142848, 0.0177795, 0.00212386, 4.51812e-06, 0.00143391, 0.0261643, 0.00183316, 0.00563945, 0.00193754, 0.0942007, 0.169582, 0.0386652, 1.69944, 5.94315e-05, 0.350289, 0.0592519, 2.82742, 0.392884, 7.47699e-07, 0.0380997, 1.42825, 0.178762, 0.147113, 0.00295806, 0.0199104, 0.00695666, 0, 0.0138778, 25.6071, 22.8929, 26.8929, 21.5357, 28.1786, 20.25, -1.14808
1151, 1144, 23.0714, 23.8722, 15.9818, 0.0019492, 0.00201505, 0.0244504, 0.00301117, 4.432e-06, 0.00145384, 0.0257347, 0.00183388, 0.00553071, 0.00182849, 0.0884685, 0.175953, 0.040219, 1.8022, 6.17413e-05, 0.370176, 0.0615547, 2.86922, 0.402977, 7.36613e-07, 0.0355567, 1.51165, 0.180699, 0.224484, 0.00433973, 0.0305105, 0.0104227, 0, 0.0140167, 25.1786, 22.5357, 26.5357, 21.25, 27.75, 19.9643, -0.613197
1164, 1158, 23, 23.4968, 15.3558, 0.00165309, 0.00154217, 0.0212637, 0.00246563, 4.52568e-06, 0.00141316, 0.0257477, 0.00184556, 0.00550513, 0.00366816, 0.152629, 0.183643, 0.0401685, 1.91412, 6.40038e-05, 0.386975, 0.0638103, 2.90806, 0.407515, 7.53756e-07, 0.0378685, 1.6142, 0.184164, 0.14103, 0.00278989, 0.0184425, 0.00630572, 0, 0.0141344, 24.9583, 22.0417, 26.2917, 20.625, 27.7083, 19.2917, -0.355059
1174.5, 1170, 23.4444, 25.3257, 14.72, 0.00156204, 0.00160923, 0.0197906, 0.00236139, 4.45904e-06, 0.00140163, 0.0260866, 0.00183962, 0.00548015, 0.0528125, 2.59715, 0.191585, 0.0408958, 1.89451, 6.57901e-05, 0.390415, 0.0655912, 2.92389, 0.419803, 8.22018e-07, 0.0331574, 1.58045, 0.184524, 0.130417, 0.00270088, 0.0172827, 0.00606057, 0, 0.0142454, 27.0556, 23.6111, 28.7222, 21.9444, 30.3889, 20.2778, -1.12148
1186.5, 1179, 23.4667, 22.5086, 14.1844, 0.00130473, 0.00132384, 0.0162095, 0.00197669, 4.49783e-06, 0.00146617, 0.0257329, 0.00184964, 0.00548134, 0.00139143, 0.0650454, 0.197354, 0.0415674, 2.01825, 6.84246e-05, 0.422275, 0.0682178, 2.96885, 0.433205, 7.84653e-07, 0.0392279, 1.65358, 0.190241, 0.129448, 0.00263809, 0.0172268, 0.00587314, 0, 0.0143685, 23.7667, 21.2333, 24.9667, 20.0333, 26.1667, 18.8333, 0.782095
1201.5, 1194, 21.3333, 22.1272, 13.5012, 0.00131117, 0.00132771, 0.016133, 0.00198227, 4.38753e-06, 0.00141657, 0.025988, 0.00183014, 0.00539118, 0.00107785, 0.054932, 0.212274, 0.0440186, 2.15804, 7.20833e-05, 0.436798, 0.0718654, 3.01479, 0.449484, 7.93276e-07, 0.040091, 1.71779, 0.194313, 0.133772, 0.00267661, 0.0178019, 0.00622464, 0, 0.014538, 23.3667, 20.9, 24.5667, 19.7, 25.7667, 18.5, -0.653595
1216.5, 1209, 23.1333, 21.706, 12.753, 0.00133952, 0.00137332, 0.0166647, 0.00207527, 4.49295e-06, 0.00144458, 0.0254805, 0.00183346, 0.00543826, 0.000949388, 0.0478564, 0.22507, 0.0468933, 2.25253, 7.59086e-05, 0.465605, 0.0756792, 3.11409, 0.464634, 8.16269e-07, 0.0385374, 1.79904, 0.199881, 0.126651, 0.00261553, 0.0168449, 0.00569794, 0, 0.0147008, 22.9667, 20.5, 24.1667, 19.3, 25.3, 18.1, 1.1865
1231.5, 1224, 20.7333, 21.7181, 12.1942, 0.00143033, 0.00146286, 0.0175225, 0.00217292, 4.3943e-06, 0.00142933, 0.026126, 0.00180057, 0.00540323, 0.00083427, 0.041537, 0.232397, 0.0501273, 2.35657, 7.91789e-05, 0.481997, 0.0789396, 3.20927, 0.484872, 8.85825e-07, 0.042033, 1.87059, 0.208536, 0.326184, 0.00649174, 0.045538, 0.0156774, 0, 0.0148383, 22.9667, 20.5, 24.1667, 19.3, 25.3, 18.1, -0.818408
1246.5, 1239, 19.0667, 20.507, 11.3976, 0.00422716, 0.00425189, 0.0502355, 0.00685726, 4.5296e-06, 0.00139078, 0.0261038, 0.00180852, 0.00538525, 0.000715895, 0.0374288, 0.186842, 0.0415802, 1.95632, 6.4821e-05, 0.410824, 0.0646251, 3.28882, 0.503443, 9.09393e-07, 0.0436297, 1.97596, 0.21658, 0.223386, 0.00427276, 0.0297862, 0.00984829, 0, 0.0149962, 21.7, 19.3, 22.9, 18.1667, 24.0333, 17.0333, -1.23181
1261.5, 1254, 19.8667, 19.5418, 10.7762, 0.00127753, 0.00133922, 0.0159006, 0.00190787, 4.5137e-06, 0.00147054, 0.0258242, 0.00182364, 0.0053157, 0.000665764, 0.0343713, 0.157958, 0.0357539, 1.61835, 5.36088e-05, 0.333866, 0.0534467, 3.39004, 0.543027, 9.15141e-07, 0.0458738, 2.10963, 0.226054, 0.122354, 0.00252557, 0.0164433, 0.00518994, 0, 0.0151655, 20.7, 18.3667, 21.8333, 17.2333, 22.9667, 16.1, 0.284598
1276.5, 1269, 19.2667, 19.1267, 10.0986, 0.00142105, 0.00140995, 0.0171159, 0.00213944, 4.53986e-06, 0.00143424, 0.0265937, 0.00188269, 0.00536602, 0.000628265, 0.0327249, 0.147551, 0.0324813, 1.50475, 5.00609e-05, 0.307229, 0.0499096, 3.55253, 0.566299, 1.01746e-06, 0.0463916, 2.2509, 0.237906, 0.188343, 0.00376338, 0.0255462, 0.00837305, 0, 0.0153403, 20.3, 17.9667, 21.4333, 16.8333, 22.5, 15.7667, 0.123925
