xunit, xunit_low, fitted_data, total_model, Nnbb_invcoax, Ac228_cables, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_cables, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_cables, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_far, K40_holders, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, alpha_high_energy_invcoax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
697, 692, 29.9, 29.924, 22.9187, 0.0123538, 0.0333576, 0.146017, 0.0197383, 9.94647e-06, 0.00680011, 0.0560868, 0.0039809, 0.00626133, 0.002108, 0.0876305, 0.102739, 0.0456997, 0.978336, 2.65961e-05, 0.199777, 0.0265157, 3.93127, 0.267006, 6.56177e-07, 0.37519, 0.177309, 0.117501, 0.181765, 0.00794543, 0.0231439, 0.00587191, 0.180904, 0.009977, 31.75, 28.15, 33.45, 26.45, 35.15, 24.75, -0.0138969
707, 702, 30.9, 29.9056, 22.9579, 0.012342, 0.0333557, 0.146068, 0.0197543, 9.70495e-06, 0.00644949, 0.055167, 0.00387376, 0.00614909, 0.00210156, 0.0889824, 0.101544, 0.0463927, 0.96825, 2.61477e-05, 0.205472, 0.0260687, 3.87993, 0.26195, 6.22549e-07, 0.3715, 0.163549, 0.114337, 0.199935, 0.00907146, 0.0265806, 0.00621751, 0.182569, 0.00998552, 31.65, 28.15, 33.45, 26.45, 35.05, 24.75, 0.575051
717, 712, 32.2, 29.7282, 22.8791, 0.0106461, 0.0281788, 0.124991, 0.0165954, 9.64308e-06, 0.0065509, 0.0548154, 0.00385371, 0.00596994, 0.00208309, 0.0887845, 0.0997922, 0.046335, 0.988422, 2.56845e-05, 0.198783, 0.0256068, 3.79819, 0.257982, 6.18238e-07, 0.38367, 0.172985, 0.113443, 0.187748, 0.00852131, 0.0249548, 0.00596775, 0.184272, 0.00999368, 31.45, 27.95, 33.25, 26.25, 34.85, 24.55, 1.43358
727, 722, 31.6, 30.6058, 22.8435, 0.0118005, 0.0320386, 0.1407, 0.0189871, 0.000127322, 0.110295, 0.837771, 0.0557068, 0.0222588, 0.00210407, 0.0879504, 0.107119, 0.0470665, 0.986299, 2.52315e-05, 0.207371, 0.0251553, 3.75427, 0.257148, 6.1134e-07, 0.375578, 0.166301, 0.110899, 0.171244, 0.00769269, 0.0225763, 0.00547622, 0.188374, 0.00999985, 32.45, 28.85, 34.15, 27.05, 35.85, 25.35, 0.568291
737.5, 732, 26.2727, 29.4141, 22.7434, 0.0100344, 0.0266611, 0.11949, 0.0157468, 7.24572e-06, 0.00500384, 0.0405724, 0.00290579, 0.00493155, 0.00210606, 0.0882576, 0.0981052, 0.0470578, 0.986878, 2.4884e-05, 0.19912, 0.0248088, 3.69273, 0.255027, 5.92605e-07, 0.376096, 0.157259, 0.109103, 0.172615, 0.00778111, 0.0225211, 0.00546226, 0.1904, 0.0100109, 31.1364, 27.7727, 32.6818, 26.1364, 34.3182, 24.5, -1.92105
748.5, 743, 28.2727, 29.3136, 22.7194, 0.010058, 0.0267757, 0.119625, 0.0156891, 6.96457e-06, 0.00488047, 0.03934, 0.00284948, 0.00489311, 0.00208353, 0.0885573, 0.105635, 0.0459202, 0.96661, 2.49903e-05, 0.203147, 0.0249148, 3.63412, 0.250844, 6.02796e-07, 0.375684, 0.15154, 0.108207, 0.172761, 0.00782788, 0.0221591, 0.00546317, 0.194521, 0.0100199, 30.9545, 27.6818, 32.5909, 26.0455, 34.2273, 24.4091, -0.637608
759.5, 754, 27.0909, 29.11, 22.552, 0.0116854, 0.0315227, 0.13741, 0.0183789, 1.06989e-05, 0.00773845, 0.0575445, 0.00448682, 0.00604857, 0.00211884, 0.0897353, 0.105635, 0.0459377, 0.969022, 2.44743e-05, 0.204051, 0.0244003, 3.54326, 0.251718, 5.79279e-07, 0.373154, 0.159403, 0.105554, 0.165989, 0.00738928, 0.0213669, 0.00513198, 0.199303, 0.0100281, 30.7727, 27.4091, 32.4091, 25.8636, 33.9545, 24.2273, -1.24118
770.5, 765, 28.5455, 29.282, 22.3708, 0.0128349, 0.0350949, 0.149653, 0.0206185, 6.85267e-06, 0.00468266, 0.0378396, 0.00267552, 0.00460864, 0.00206836, 0.0909372, 0.105563, 0.0449052, 0.965644, 2.38822e-05, 0.195422, 0.02381, 3.5196, 0.243077, 6.21608e-07, 0.380922, 0.156544, 0.104544, 0.491651, 0.025405, 0.0692841, 0.0100011, 0.203719, 0.0100365, 30.9545, 27.5909, 32.5909, 25.9545, 34.1364, 24.4091, -0.451417
781.5, 776, 29.2727, 28.9101, 22.2664, 0.010163, 0.0274394, 0.121974, 0.01597, 1.66054e-05, 0.0129665, 0.0953129, 0.00719842, 0.00682443, 0.00210454, 0.0898312, 0.0969468, 0.0449927, 0.962266, 2.40177e-05, 0.200106, 0.0239451, 3.46355, 0.247742, 5.87118e-07, 0.372094, 0.145464, 0.10283, 0.310239, 0.0163483, 0.0426338, 0.00614709, 0.208528, 0.0100457, 30.5909, 27.2273, 32.2273, 25.5909, 33.7727, 24.0455, 0.223672
792.5, 787, 28.1818, 28.5829, 22.0917, 0.0186694, 0.0530443, 0.21729, 0.0307111, 6.31206e-06, 0.00438159, 0.0358643, 0.00256593, 0.00435204, 0.00213629, 0.0919504, 0.0960779, 0.0466903, 0.953097, 2.35351e-05, 0.202982, 0.0234639, 3.4156, 0.243928, 5.84767e-07, 0.367975, 0.150826, 0.100761, 0.169731, 0.0080363, 0.0223274, 0.00489794, 0.213771, 0.0100546, 30.2273, 26.9545, 31.8636, 25.3182, 33.4091, 23.7727, -0.248827
803.5, 798, 25.9091, 28.1833, 21.8167, 0.0067119, 0.017251, 0.0797731, 0.0102778, 5.8157e-06, 0.00401772, 0.0330457, 0.00235992, 0.00422229, 0.00213087, 0.0921632, 0.100494, 0.0449752, 0.954545, 2.31952e-05, 0.200353, 0.0231251, 3.3798, 0.244939, 6.21608e-07, 0.378156, 0.151898, 0.101181, 0.251575, 0.0124092, 0.0345087, 0.00632831, 0.220259, 0.0100704, 29.8636, 26.5, 31.4091, 24.9545, 32.9545, 23.4091, -1.4208
814.5, 809, 31.9091, 27.9283, 21.7761, 0.00664272, 0.0170789, 0.0787619, 0.0101206, 5.81271e-06, 0.00399198, 0.03228, 0.0023211, 0.00414375, 0.002204, 0.0936169, 0.100422, 0.0449577, 0.941515, 2.30055e-05, 0.19534, 0.022936, 3.30954, 0.238527, 6.02012e-07, 0.371035, 0.149038, 0.0987212, 0.158159, 0.00722681, 0.020643, 0.00459013, 0.228264, 0.010074, 29.5909, 26.3182, 31.1364, 24.6818, 32.6818, 23.1364, 2.49831
825.5, 820, 30.4545, 27.6709, 21.4946, 0.00781491, 0.0205549, 0.0916811, 0.0121725, 5.83771e-06, 0.00398528, 0.0325122, 0.00231239, 0.00420174, 0.00227561, 0.0979361, 0.0952091, 0.0472678, 0.947789, 2.23123e-05, 0.197148, 0.0222448, 3.29206, 0.243813, 5.84767e-07, 0.370564, 0.137601, 0.097735, 0.169731, 0.00808759, 0.0225306, 0.00474039, 0.234157, 0.0100818, 29.3182, 26.0455, 30.8636, 24.5, 32.4091, 22.9545, 1.75512
836.5, 831, 27.2727, 27.5941, 21.2287, 0.0142791, 0.0402748, 0.17166, 0.0230495, 5.76005e-06, 0.00391081, 0.0323495, 0.0022655, 0.00408266, 0.00223119, 0.0963325, 0.10006, 0.0455002, 0.943446, 2.23863e-05, 0.197805, 0.0223186, 3.27416, 0.237976, 6.17689e-07, 0.364503, 0.145464, 0.0968251, 0.244146, 0.0120813, 0.0321543, 0.00506763, 0.243367, 0.0100919, 29.2273, 25.9545, 30.7727, 24.4091, 32.3182, 22.8636, -0.202909
847.5, 842, 28.1818, 27.1642, 21.092, 0.00536224, 0.0133367, 0.0627701, 0.00799514, 5.54573e-06, 0.00379179, 0.0315657, 0.00219374, 0.00398638, 0.00225058, 0.0973486, 0.0940507, 0.0453777, 0.952615, 2.22852e-05, 0.199695, 0.0222178, 3.22671, 0.239676, 5.76928e-07, 0.370152, 0.147609, 0.0945152, 0.154125, 0.00718496, 0.0200159, 0.00443592, 0.253027, 0.0101005, 28.7727, 25.5909, 30.3182, 23.9545, 31.8636, 22.5, 0.64759
858.5, 853, 27.7273, 27.2452, 20.8559, 0.00486986, 0.0119514, 0.0569062, 0.00727229, 5.22735e-05, 0.0429547, 0.312339, 0.0226877, 0.0140022, 0.00230237, 0.0998934, 0.10006, 0.0455352, 0.972401, 2.20225e-05, 0.201339, 0.0219559, 3.17442, 0.233679, 5.69873e-07, 0.363444, 0.15297, 0.0937345, 0.151898, 0.00706351, 0.0199413, 0.00437339, 0.261126, 0.0101095, 28.8636, 25.5909, 30.4091, 24.0455, 31.9545, 22.5, 0.306331
869.5, 864, 26.8182, 26.6436, 20.647, 0.00539796, 0.0134174, 0.0632252, 0.00818093, 4.7771e-06, 0.00332205, 0.0264251, 0.001885, 0.00348769, 0.00233162, 0.102336, 0.0966571, 0.0463752, 0.944411, 2.21132e-05, 0.201668, 0.0220463, 3.13805, 0.239561, 5.83983e-07, 0.363679, 0.150826, 0.0936758, 0.155512, 0.00728384, 0.020462, 0.00435548, 0.271851, 0.0101195, 28.2273, 25.0455, 29.7727, 23.5, 31.3182, 21.9545, 0.1122
880.5, 875, 26.6364, 26.2321, 20.2634, 0.00491461, 0.0120228, 0.0580921, 0.00734014, 4.71738e-06, 0.00323147, 0.0264786, 0.00182344, 0.00347286, 0.00239304, 0.10489, 0.101363, 0.0464102, 0.971918, 2.16795e-05, 0.200188, 0.021614, 3.09372, 0.238389, 5.39302e-07, 0.361973, 0.138316, 0.0926016, 0.154946, 0.00729902, 0.0202699, 0.00428293, 0.280585, 0.0101293, 27.8636, 24.6818, 29.3182, 23.1364, 30.8636, 21.5909, 0.261778
891.5, 886, 24.9091, 26.1095, 20.0814, 0.00457151, 0.01087, 0.0534092, 0.00677454, 7.88702e-06, 0.00592196, 0.0460426, 0.00334003, 0.00424819, 0.00243313, 0.107525, 0.0954987, 0.0484578, 0.986878, 2.14919e-05, 0.207667, 0.0214269, 3.07475, 0.236367, 5.27544e-07, 0.374389, 0.155829, 0.0919559, 0.156315, 0.00731912, 0.0211129, 0.00432634, 0.29058, 0.0101368, 27.6818, 24.5, 29.2273, 22.9545, 30.6818, 21.5, -0.779191
902.5, 897, 30.3636, 25.8776, 19.6546, 0.0065976, 0.017094, 0.0773206, 0.0101637, 4.49345e-06, 0.00309165, 0.026289, 0.00182668, 0.00329238, 0.00251525, 0.111268, 0.102956, 0.0455702, 1.01921, 2.11427e-05, 0.201092, 0.0210788, 3.20603, 0.252223, 6.16905e-07, 0.378685, 0.146179, 0.0942628, 0.160896, 0.00756529, 0.0212145, 0.00441255, 0.291956, 0.0101476, 27.5, 24.3182, 28.9545, 22.7727, 30.5, 21.3182, 2.92484
911.5, 908, 26.4286, 28.7428, 19.536, 0.183955, 0.55783, 2.36991, 0.301742, 4.46887e-06, 0.00308084, 0.0263072, 0.00176798, 0.00324959, 0.00258242, 0.113505, 0.101487, 0.0479328, 0.960819, 2.13381e-05, 0.204556, 0.0212736, 3.01669, 0.23313, 5.34599e-07, 0.36019, 0.138163, 0.0897038, 0.150957, 0.00701475, 0.0203819, 0.00415582, 0.276192, 0.0101542, 30.7857, 26.6429, 32.9286, 24.6429, 34.7857, 22.6429, -1.14206
921, 915, 26.6667, 24.9846, 19.1531, 0.0028005, 0.00727225, 0.0337036, 0.00419482, 4.45571e-06, 0.00298593, 0.024975, 0.00178136, 0.0032166, 0.00261052, 0.117655, 0.0960357, 0.0476921, 0.978071, 2.11457e-05, 0.199627, 0.0210818, 3.02326, 0.236386, 5.46814e-07, 0.364498, 0.144809, 0.089047, 0.147154, 0.00680059, 0.0191745, 0.00404595, 0.24246, 0.0101628, 26.4583, 23.5417, 27.875, 22.0417, 29.2917, 20.625, 1.16573
933, 927, 21, 24.8375, 18.8218, 0.00264379, 0.00670054, 0.0321482, 0.00376761, 4.40399e-06, 0.00307151, 0.0248779, 0.00176503, 0.00326838, 0.00270447, 0.122597, 0.101212, 0.0484782, 0.985591, 2.09546e-05, 0.208892, 0.0208913, 2.97299, 0.23843, 5.43221e-07, 0.376851, 0.136291, 0.0882909, 0.331267, 0.0166728, 0.0456296, 0.00723345, 0.223208, 0.0101722, 26.2917, 23.375, 27.7083, 21.9583, 29.125, 20.5417, -2.66736
945, 939, 23.1667, 24.5457, 18.4853, 0.00411443, 0.0109896, 0.0497802, 0.00645353, 4.31724e-06, 0.00284272, 0.024262, 0.00169693, 0.00312223, 0.00286614, 0.127076, 0.117805, 0.0585203, 1.18466, 2.23736e-05, 0.241887, 0.022306, 2.97878, 0.234154, 5.71963e-07, 0.361801, 0.14743, 0.0877932, 0.140361, 0.00645232, 0.0182155, 0.00372205, 0.213083, 0.0101803, 26.0417, 23.0417, 27.4583, 21.625, 28.7917, 20.2917, -0.964196
956.5, 951, 23.0909, 23.9081, 18.0661, 0.00345146, 0.00921846, 0.0417996, 0.0053022, 5.40033e-06, 0.0037951, 0.0305992, 0.0022291, 0.00352714, 0.00288998, 0.129507, 0.106287, 0.0501203, 1.0583, 2.08758e-05, 0.2112, 0.0208127, 2.95882, 0.238367, 5.58115e-07, 0.366386, 0.136529, 0.0863733, 0.134558, 0.00641813, 0.0178314, 0.003718, 0.203739, 0.0101925, 25.4091, 22.4091, 26.8636, 20.9545, 28.3182, 19.5, -0.554327
967.5, 962, 24.8182, 25.1229, 17.7932, 0.0892076, 0.268129, 1.13989, 0.14549, 4.04189e-06, 0.00266061, 0.0216851, 0.00159715, 0.00306363, 0.00253832, 0.113693, 0.10187, 0.0504178, 1.01245, 2.10541e-05, 0.210214, 0.0209904, 2.91825, 0.236413, 5.6125e-07, 0.363326, 0.144392, 0.0861385, 0.160221, 0.00763299, 0.0212605, 0.00405465, 0.193867, 0.0102023, 26.6818, 23.5909, 28.2273, 22.0455, 29.6818, 20.5909, -0.201613
980, 973, 22.5, 23.0526, 17.3728, 0.00182276, 0.00526491, 0.0235161, 0.0027785, 4.23992e-06, 0.00283681, 0.0235264, 0.00167936, 0.0031573, 0.00239932, 0.105192, 0.101772, 0.0521128, 1.02717, 2.0605e-05, 0.215662, 0.0205427, 2.90679, 0.242086, 5.51844e-07, 0.371518, 0.13704, 0.0863922, 0.130907, 0.00620012, 0.0172985, 0.00361249, 0.178252, 0.0102119, 24.3929, 21.75, 25.6786, 20.4643, 26.8929, 19.1786, -0.430623
994, 987, 23.6429, 22.5258, 16.8545, 0.00191976, 0.00552546, 0.0245793, 0.00311529, 3.86216e-06, 0.00254955, 0.0211325, 0.00152802, 0.00298269, 0.00231897, 0.104817, 0.107233, 0.0530615, 1.03703, 2.06861e-05, 0.219342, 0.0206236, 2.89663, 0.24019, 5.51844e-07, 0.380489, 0.139006, 0.0849693, 0.131108, 0.0062214, 0.0173733, 0.00361321, 0.153664, 0.0102245, 23.8214, 21.25, 25.1071, 19.9643, 26.3214, 18.75, 0.880668
1008, 1001, 20.7143, 22.5152, 16.3831, 0.00144732, 0.0041417, 0.0187818, 0.00224592, 3.73659e-06, 0.00252379, 0.0211958, 0.00145605, 0.00288991, 0.00231496, 0.103265, 0.106209, 0.0529653, 1.07533, 2.06066e-05, 0.224959, 0.0205444, 3.24348, 0.289156, 6.79335e-07, 0.407584, 0.167649, 0.0947819, 0.129688, 0.00601637, 0.0170141, 0.00345245, 0.122712, 0.010236, 23.8214, 21.1786, 25.1071, 19.9643, 26.3214, 18.75, -1.42011
1022, 1015, 19.6429, 21.7398, 15.9738, 0.00166731, 0.00483346, 0.0208453, 0.0026116, 3.83899e-06, 0.00251649, 0.0213274, 0.00153961, 0.00293541, 0.00228611, 0.102373, 0.102682, 0.054354, 1.09429, 2.04314e-05, 0.222054, 0.0203696, 2.98231, 0.249705, 5.88182e-07, 0.382431, 0.139286, 0.0881241, 0.127853, 0.00590322, 0.0166473, 0.00342145, 0.103341, 0.0102488, 23.0357, 20.4643, 24.25, 19.25, 25.4643, 18.0357, -1.68277
1036, 1029, 20.7143, 21.1476, 15.4638, 0.00217693, 0.00639192, 0.0275327, 0.00344311, 3.7857e-06, 0.00242937, 0.0197076, 0.00146454, 0.00284474, 0.00223282, 0.100274, 0.116506, 0.0534465, 1.1178, 2.07033e-05, 0.228317, 0.0206407, 2.88323, 0.247394, 5.65394e-07, 0.37679, 0.139006, 0.085057, 0.124167, 0.00577653, 0.0162157, 0.00334608, 0.0872695, 0.0102602, 22.3929, 19.8929, 23.6071, 18.6786, 24.8214, 17.4643, -0.352534
1050, 1043, 19.7143, 20.6014, 14.9492, 0.00125858, 0.00369056, 0.0164584, 0.00201625, 3.70208e-06, 0.00241335, 0.0205301, 0.0014488, 0.00285879, 0.00219137, 0.0982303, 0.113149, 0.0574616, 1.11097, 2.04158e-05, 0.236905, 0.0203541, 2.86766, 0.251547, 6.01732e-07, 0.378038, 0.140971, 0.0847848, 0.129402, 0.0061998, 0.0171513, 0.00343266, 0.0728095, 0.0102721, 21.8214, 19.3214, 23.0357, 18.1786, 24.25, 16.9643, -0.731331
1064, 1057, 18.7857, 20.2437, 14.4439, 0.00230057, 0.00696402, 0.0311441, 0.00340326, 3.67063e-06, 0.00234988, 0.0198964, 0.00139776, 0.00277727, 0.00217954, 0.0973306, 0.11423, 0.0581078, 1.2141, 2.05657e-05, 0.23981, 0.0205035, 2.87949, 0.255284, 5.94341e-07, 0.384419, 0.148273, 0.0847733, 0.129359, 0.00617723, 0.0169904, 0.00339259, 0.0647989, 0.0102808, 21.4643, 19.0357, 22.6786, 17.8214, 23.8214, 16.6071, -1.21244
1078, 1071, 19, 19.7766, 13.9886, 0.00123534, 0.0035288, 0.015942, 0.00188621, 7.46656e-06, 0.00547724, 0.041089, 0.00321881, 0.00388357, 0.00214455, 0.0978982, 0.115937, 0.0599503, 1.18567, 2.08966e-05, 0.243814, 0.0208334, 2.89724, 0.258155, 6.12202e-07, 0.391863, 0.145745, 0.085163, 0.115448, 0.00542418, 0.0154761, 0.00305843, 0.0576134, 0.010297, 20.9643, 18.5357, 22.1786, 17.3929, 23.3214, 16.1786, -0.653428
1092, 1085, 16.7857, 19.4332, 13.5171, 0.00165796, 0.00482125, 0.0217364, 0.0025862, 7.23177e-06, 0.00567913, 0.0450828, 0.00278899, 0.00298635, 0.00214208, 0.0972247, 0.12373, 0.0623291, 1.25809, 2.09531e-05, 0.254145, 0.0208898, 2.92169, 0.26545, 5.85102e-07, 0.38821, 0.151642, 0.084605, 0.115032, 0.00537615, 0.0149896, 0.0030787, 0.0498597, 0.0103075, 20.6786, 18.25, 21.8214, 17.0357, 22.9643, 15.8929, -2.24714
1105.5, 1099, 19.4615, 18.9471, 13.0155, 0.00253533, 0.00753165, 0.033165, 0.00400145, 3.64444e-06, 0.00234018, 0.0191586, 0.00140649, 0.00266472, 0.00220199, 0.0974676, 0.123446, 0.0661167, 1.29035, 2.13556e-05, 0.259926, 0.021291, 2.9105, 0.267552, 6.25467e-07, 0.391084, 0.145162, 0.0861683, 0.120915, 0.00576192, 0.0158175, 0.00314806, 0.0415335, 0.0103186, 20.1923, 17.7308, 21.4231, 16.5, 22.5769, 15.3462, 0.426161
1121, 1112, 26.6667, 26.4826, 12.4965, 0.00171435, 0.00510331, 0.0227896, 0.00255398, 3.38376e-06, 0.00221269, 0.0185527, 0.0013295, 0.00261793, 0.00189818, 0.084743, 0.130835, 0.0690544, 1.34509, 2.14136e-05, 0.277971, 0.0213489, 2.97169, 0.2753, 6.34716e-07, 0.397026, 0.145683, 0.0866174, 0.692217, 0.0354449, 0.097125, 0.0137136, 7.27319, 0.010332, 27.6944, 25.25, 28.9167, 24.0278, 30.0833, 22.8611, 0.151717
1137, 1130, 16.9286, 18.0239, 11.9087, 0.0011183, 0.00316886, 0.0142634, 0.00177063, 3.43649e-06, 0.0022088, 0.0181522, 0.00131675, 0.00257749, 0.00160233, 0.0717498, 0.136928, 0.0726141, 1.41848, 2.18049e-05, 0.290756, 0.021739, 2.98471, 0.279298, 6.19593e-07, 0.396348, 0.151642, 0.0861132, 0.116896, 0.00570593, 0.0153214, 0.00276721, 0.00762585, 0.0103461, 19.1786, 16.8214, 20.3214, 15.75, 21.3929, 14.6071, -0.965364
1151, 1144, 17, 17.7639, 11.3863, 0.0016259, 0.00466102, 0.0206738, 0.00257125, 3.40224e-06, 0.00214254, 0.0185495, 0.0013243, 0.00258019, 0.00150248, 0.0676237, 0.141309, 0.0766017, 1.48635, 2.2443e-05, 0.296115, 0.0223751, 3.04293, 0.284715, 6.2144e-07, 0.410867, 0.160909, 0.0883247, 0.187068, 0.0094467, 0.0258853, 0.00406471, 0.00707857, 0.0103589, 18.8929, 16.6071, 20.0357, 15.4643, 21.1071, 14.3929, -0.678198
1164, 1158, 18.75, 17.3319, 10.9513, 0.00134605, 0.00390745, 0.0175994, 0.00198087, 3.44632e-06, 0.0021842, 0.0182911, 0.00134045, 0.00259106, 0.00146063, 0.0649008, 0.144286, 0.0787008, 1.50979, 2.29766e-05, 0.308631, 0.0229071, 3.08981, 0.300423, 6.69686e-07, 0.41472, 0.163811, 0.0895043, 0.104204, 0.00506339, 0.013809, 0.00240086, 0.00655189, 0.0103688, 18.5417, 16.125, 19.7917, 14.875, 20.9583, 13.7083, 1.17999
1174.5, 1170, 18.1111, 19.4568, 10.5387, 0.00121852, 0.0034319, 0.01556, 0.00188322, 3.34929e-06, 0.00217085, 0.0182028, 0.00132126, 0.00251858, 0.0495222, 2.3631, 0.156453, 0.0829893, 1.60549, 2.32304e-05, 0.324726, 0.0231602, 3.13088, 0.302094, 6.33279e-07, 0.423423, 0.180848, 0.0903285, 0.101393, 0.00496247, 0.013435, 0.00240234, 0.0061192, 0.0103775, 20.9444, 17.9444, 22.5, 16.5, 23.8333, 15.0556, -0.91521
1186.5, 1179, 16.9333, 16.8404, 10.1258, 0.0010188, 0.00283385, 0.0129675, 0.00162934, 3.40032e-06, 0.00213901, 0.0180336, 0.00132926, 0.00249873, 0.00099944, 0.0468541, 0.157268, 0.0878831, 1.65869, 2.38792e-05, 0.342062, 0.023807, 3.21406, 0.311604, 6.96703e-07, 0.423437, 0.175081, 0.0926151, 0.101567, 0.00494823, 0.0132615, 0.00229957, 0.00526096, 0.0103873, 17.9, 15.7667, 18.9667, 14.7, 20.0333, 13.6333, 0.0877423
1201.5, 1194, 17.6, 16.6397, 9.62697, 0.00102587, 0.00288067, 0.0130748, 0.00158098, 3.31489e-06, 0.00220756, 0.0179542, 0.00131874, 0.00245886, 0.000897271, 0.042913, 0.168364, 0.0932347, 1.81901, 2.46811e-05, 0.366048, 0.0246065, 3.28147, 0.322726, 6.97853e-07, 0.427666, 0.185828, 0.0943951, 0.106212, 0.00509205, 0.0140962, 0.00253709, 0.00468145, 0.0104016, 17.7, 15.5667, 18.7667, 14.5, 19.7667, 13.5, 0.911775
1216.5, 1209, 15.5333, 16.3695, 9.08953, 0.00105501, 0.00292528, 0.013207, 0.00166235, 3.29442e-06, 0.00217121, 0.0177207, 0.0012917, 0.00247498, 0.00078398, 0.0376728, 0.183178, 0.10096, 1.90217, 2.56902e-05, 0.404256, 0.0256125, 3.39207, 0.330629, 7.82354e-07, 0.436643, 0.197098, 0.0962354, 0.0958382, 0.00471415, 0.0129099, 0.00223056, 0.00403193, 0.0104151, 17.4333, 15.3, 18.5, 14.2333, 19.5, 13.2333, -0.800443
1231.5, 1224, 16.7333, 16.5993, 8.68243, 0.00115028, 0.00318407, 0.0143783, 0.00180092, 3.31579e-06, 0.00215718, 0.0181046, 0.00134752, 0.00249222, 0.000705646, 0.0334766, 0.196452, 0.107518, 2.08372, 2.69469e-05, 0.417875, 0.0268655, 3.51877, 0.358047, 8.53059e-07, 0.452006, 0.188186, 0.100615, 0.309627, 0.0157329, 0.0425192, 0.00647752, 0.00322295, 0.0104273, 17.7, 15.5, 18.7, 14.5, 19.7667, 13.4333, 0.127396
1246.5, 1239, 15.0667, 15.5892, 8.13192, 0.00361131, 0.0102793, 0.0432707, 0.00592309, 3.33667e-06, 0.00221674, 0.0181235, 0.00132496, 0.00247698, 0.000601094, 0.0293926, 0.155728, 0.0878446, 1.70293, 2.32172e-05, 0.345497, 0.023147, 3.6799, 0.373769, 8.68005e-07, 0.474058, 0.201553, 0.102596, 0.148763, 0.00767328, 0.0204714, 0.00315929, 0.00250991, 0.0104401, 16.6333, 14.5667, 17.6333, 13.5, 18.6333, 12.5, -0.51258
1261.5, 1254, 13.5333, 14.7848, 7.67792, 0.00102008, 0.00281249, 0.0126426, 0.00158609, 3.39966e-06, 0.0021822, 0.0183527, 0.00130019, 0.00241135, 0.000565502, 0.0267417, 0.132047, 0.0708789, 1.37912, 1.99323e-05, 0.283365, 0.0198721, 3.83077, 0.396603, 9.07094e-07, 0.477899, 0.212037, 0.107972, 0.0951689, 0.00469971, 0.0123883, 0.00198546, 0.00197837, 0.0104554, 15.8333, 13.7667, 16.7667, 12.7667, 17.7667, 11.8333, -1.26055
1276.5, 1269, 13.7333, 14.5335, 7.19641, 0.00104191, 0.00291997, 0.0129384, 0.00168467, 3.51052e-06, 0.00230539, 0.0189988, 0.00138578, 0.00245736, 0.000509254, 0.0256823, 0.126844, 0.0664899, 1.29454, 1.89974e-05, 0.267274, 0.01894, 4.01426, 0.422336, 9.60554e-07, 0.494427, 0.247683, 0.112025, 0.157624, 0.00796303, 0.0215518, 0.0033002, 0.00146109, 0.0104679, 15.5667, 13.5, 16.5, 12.5667, 17.5, 11.5667, -0.812947
1291.5, 1284, 13.8, 14.1843, 6.78791, 0.00220391, 0.00619381, 0.0263967, 0.00354279, 3.39655e-06, 0.00222211, 0.0184456, 0.00136878, 0.00237553, 0.000495668, 0.0247239, 0.118137, 0.0647702, 1.22872, 1.79899e-05, 0.24811, 0.0179355, 4.19169, 0.449046, 1.01286e-06, 0.517429, 0.238247, 0.117499, 0.0875393, 0.00440635, 0.0115, 0.00189375, 0.000986592, 0.0104831, 15.1667, 13.1667, 16.1667, 12.2333, 17.1, 11.2333, -0.395191
1306.5, 1299, 13.8667, 12.8591, 6.29907, 0.00104228, 0.00288942, 0.0130125, 0.00168467, 3.39117e-06, 0.00226762, 0.0181933, 0.00133486, 0.00240149, 0.000457216, 0.0236447, 0.110332, 0.059008, 1.09848, 1.69349e-05, 0.231296, 0.0168837, 3.65808, 0.394986, 8.94447e-07, 0.479754, 0.221473, 0.104089, 0.0891054, 0.00456973, 0.0119669, 0.001908, 0.000643035, 0.0104957, 13.8333, 11.9, 14.7667, 10.9667, 15.6333, 10.1, 1.08823
1321.5, 1314, 10.8667, 11.4951, 5.90102, 0.0010773, 0.00308567, 0.013552, 0.0016777, 3.46382e-06, 0.00222459, 0.0181587, 0.00130415, 0.00234418, 0.000440135, 0.0221544, 0.105394, 0.0533356, 1.04044, 1.55696e-05, 0.215326, 0.0155225, 2.9616, 0.324141, 7.38091e-07, 0.425206, 0.181372, 0.0857081, 0.0908053, 0.0045243, 0.0119704, 0.00192781, 0.00025151, 0.010508, 12.4333, 10.5667, 13.3, 9.7, 14.1, 8.83333, -0.717873
