energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 576, 667.224, 640.5, 693.5, 615.5, 719.5, 590.5, 744.5
44, 553, 637.976, 612.5, 663.5, 587.5, 688.5, 562.5, 713.5
48, 608, 645.757, 619.5, 671.5, 594.5, 696.5, 569.5, 721.5
52, 691, 694.605, 667.5, 721.5, 641.5, 747.5, 615.5, 773.5
56, 762, 737.358, 709.5, 764.5, 682.5, 792.5, 656.5, 818.5
60, 862, 819.837, 790.5, 848.5, 762.5, 877.5, 734.5, 905.5
64, 981, 944.986, 913.5, 976.5, 883.5, 1006.5, 853.5, 1036.5
68, 1101, 1045.7, 1012.5, 1078.5, 980.5, 1110.5, 949.5, 1142.5
72, 1207, 1117.87, 1083.5, 1151.5, 1050.5, 1185.5, 1018.5, 1217.5
76, 1400, 1222.51, 1187.5, 1257.5, 1152.5, 1292.5, 1118.5, 1326.5
80, 1278, 1291.08, 1254.5, 1327.5, 1218.5, 1363.5, 1183.5, 1398.5
84, 1426, 1342.66, 1305.5, 1379.5, 1269.5, 1416.5, 1233.5, 1451.5
88, 1359, 1364.98, 1327.5, 1402.5, 1290.5, 1439.5, 1254.5, 1475.5
92, 1413, 1372.09, 1334.5, 1409.5, 1297.5, 1446.5, 1261.5, 1482.5
96, 1395, 1364.98, 1327.5, 1402.5, 1290.5, 1439.5, 1254.5, 1475.5
100, 1385, 1293.47, 1257.5, 1329.5, 1221.5, 1365.5, 1186.5, 1400.5
104, 1333, 1261.62, 1225.5, 1297.5, 1190.5, 1332.5, 1155.5, 1367.5
108, 1271, 1235.74, 1200.5, 1271.5, 1165.5, 1306.5, 1130.5, 1340.5
112, 1187, 1184.95, 1150.5, 1219.5, 1115.5, 1254.5, 1082.5, 1287.5
116, 1176, 1138.64, 1104.5, 1172.5, 1070.5, 1206.5, 1037.5, 1239.5
120, 1076, 1074.24, 1041.5, 1107.5, 1008.5, 1140.5, 976.5, 1172.5
124, 961, 1003.91, 971.5, 1036.5, 940.5, 1067.5, 909.5, 1098.5
128, 948, 934.469, 903.5, 965.5, 872.5, 995.5, 843.5, 1025.5
132, 850, 865.52, 835.5, 895.5, 806.5, 924.5, 777.5, 953.5
136, 809, 829.112, 799.5, 858.5, 771.5, 887.5, 743.5, 915.5
140, 769, 767.906, 739.5, 796.5, 712.5, 823.5, 685.5, 850.5
144, 723, 708.639, 681.5, 735.5, 655.5, 762.5, 629.5, 788.5
148, 633, 663.978, 637.5, 690.5, 612.5, 715.5, 587.5, 740.5
152, 608, 598.056, 573.5, 622.5, 548.5, 647.5, 524.5, 671.5
156, 591, 552.424, 528.5, 576.5, 505.5, 599.5, 482.5, 622.5
160, 518, 511.367, 488.5, 534.5, 465.5, 556.5, 443.5, 578.5
164, 509, 492.081, 469.5, 514.5, 447.5, 536.5, 425.5, 558.5
168, 449, 438.313, 416.5, 459.5, 396.5, 480.5, 375.5, 500.5
172, 424, 410.39, 389.5, 431.5, 369.5, 451.5, 349.5, 471.5
176, 369, 384.608, 364.5, 404.5, 344.5, 424.5, 325.5, 443.5
180, 396, 355.914, 336.5, 375.5, 317.5, 394.5, 299.5, 412.5
184, 315, 327.209, 308.5, 345.5, 290.5, 363.5, 273.5, 381.5
188, 323, 312.584, 294.5, 330.5, 276.5, 348.5, 259.5, 365.5
192, 284, 296.622, 278.5, 314.5, 261.5, 331.5, 245.5, 348.5
196, 276, 263.226, 246.5, 279.5, 230.5, 296.5, 214.5, 311.5
200, 281, 240.91, 224.5, 256.5, 209.5, 272.5, 194.5, 287.5
204, 220, 223.647, 208.5, 239.5, 193.5, 253.5, 178.5, 268.5
208, 233, 217.379, 202.5, 232.5, 187.5, 247.5, 173.5, 261.5
212, 198, 199.313, 184.5, 213.5, 170.5, 227.5, 156.5, 241.5
216, 183, 181.037, 167.5, 194.5, 153.5, 208.5, 140.5, 221.5
220, 167, 173.458, 159.5, 187.5, 146.5, 200.5, 133.5, 213.5
224, 167, 156.889, 143.5, 169.5, 131.5, 182.5, 119.5, 194.5
228, 162, 152.384, 139.5, 165.5, 127.5, 177.5, 115.5, 189.5
232, 126, 142.988, 130.5, 155.5, 118.5, 167.5, 107.5, 178.5
236, 165, 129.182, 117.5, 141.5, 106.5, 152.5, 94.5, 163.5
240, 122, 132.723, 120.5, 144.5, 109.5, 156.5, 98.5, 167.5
244, 100, 115.018, 103.5, 126.5, 93.5, 136.5, 82.5, 147.5
248, 104, 111.929, 100.5, 122.5, 90.5, 133.5, 80.5, 143.5
