energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 396, 394.992, 374.5, 415.5, 354.5, 435.5, 335.5, 454.5
44, 374, 391.52, 371.5, 411.5, 351.5, 431.5, 332.5, 450.5
48, 394, 404.568, 383.5, 425.5, 363.5, 445.5, 344.5, 464.5
52, 442, 450.546, 428.5, 472.5, 407.5, 493.5, 387.5, 514.5
56, 485, 484.604, 462.5, 507.5, 440.5, 529.5, 418.5, 550.5
60, 533, 569.919, 545.5, 594.5, 521.5, 618.5, 498.5, 641.5
64, 668, 617.939, 592.5, 643.5, 567.5, 668.5, 543.5, 692.5
68, 721, 721.833, 694.5, 749.5, 667.5, 775.5, 641.5, 802.5
72, 774, 761.081, 733.5, 789.5, 705.5, 816.5, 678.5, 843.5
76, 812, 824.223, 795.5, 853.5, 766.5, 882.5, 738.5, 909.5
80, 863, 867.851, 837.5, 897.5, 808.5, 927.5, 779.5, 955.5
84, 852, 904.386, 873.5, 934.5, 843.5, 964.5, 814.5, 994.5
88, 879, 910.704, 880.5, 941.5, 849.5, 971.5, 820.5, 1000.5
92, 908, 921.158, 890.5, 951.5, 860.5, 982.5, 830.5, 1011.5
96, 897, 908.727, 878.5, 939.5, 848.5, 969.5, 818.5, 998.5
100, 877, 874.257, 844.5, 904.5, 814.5, 933.5, 786.5, 962.5
104, 823, 848.287, 818.5, 877.5, 789.5, 906.5, 761.5, 935.5
108, 814, 829.992, 800.5, 859.5, 772.5, 887.5, 743.5, 915.5
112, 751, 811.343, 782.5, 840.5, 754.5, 868.5, 726.5, 896.5
116, 701, 737.857, 710.5, 765.5, 683.5, 792.5, 656.5, 818.5
120, 722, 707.519, 680.5, 734.5, 653.5, 761.5, 628.5, 786.5
124, 643, 690.71, 663.5, 717.5, 637.5, 743.5, 612.5, 769.5
128, 619, 627.124, 601.5, 652.5, 576.5, 677.5, 552.5, 701.5
132, 569, 572.04, 547.5, 596.5, 523.5, 620.5, 500.5, 643.5
136, 529, 552.21, 528.5, 576.5, 504.5, 599.5, 481.5, 622.5
140, 441, 508.965, 485.5, 531.5, 463.5, 554.5, 441.5, 576.5
144, 476, 469.288, 447.5, 491.5, 425.5, 513.5, 404.5, 534.5
148, 441, 427.669, 406.5, 448.5, 385.5, 469.5, 365.5, 489.5
152, 411, 408.598, 387.5, 429.5, 367.5, 449.5, 348.5, 469.5
156, 369, 355.486, 336.5, 374.5, 317.5, 393.5, 299.5, 411.5
160, 358, 344.056, 325.5, 363.5, 306.5, 381.5, 288.5, 399.5
164, 303, 325.565, 307.5, 344.5, 289.5, 362.5, 271.5, 379.5
168, 278, 293.016, 275.5, 310.5, 258.5, 327.5, 241.5, 344.5
172, 294, 272.862, 255.5, 289.5, 239.5, 306.5, 223.5, 322.5
176, 266, 255.802, 239.5, 272.5, 223.5, 288.5, 207.5, 303.5
180, 235, 243.992, 227.5, 260.5, 212.5, 275.5, 197.5, 290.5
184, 205, 218.332, 203.5, 233.5, 188.5, 248.5, 173.5, 262.5
188, 189, 213.718, 198.5, 228.5, 184.5, 243.5, 169.5, 257.5
192, 179, 181.495, 167.5, 195.5, 154.5, 208.5, 141.5, 221.5
196, 168, 187.811, 173.5, 201.5, 159.5, 215.5, 146.5, 228.5
200, 173, 169.751, 156.5, 183.5, 143.5, 196.5, 130.5, 208.5
204, 153, 159.827, 146.5, 172.5, 134.5, 185.5, 121.5, 197.5
208, 142, 150.719, 137.5, 163.5, 125.5, 175.5, 113.5, 187.5
212, 120, 146.568, 133.5, 159.5, 121.5, 171.5, 110.5, 182.5
216, 115, 124.65, 113.5, 136.5, 101.5, 147.5, 91.5, 158.5
220, 107, 118.817, 107.5, 130.5, 96.5, 141.5, 85.5, 151.5
224, 111, 110.129, 99.5, 121.5, 88.5, 131.5, 78.5, 141.5
228, 95, 111.712, 100.5, 122.5, 90.5, 133.5, 79.5, 143.5
232, 92, 102.959, 92.5, 113.5, 82.5, 123.5, 72.5, 133.5
236, 94, 96.8584, 86.5, 107.5, 76.5, 116.5, 67.5, 126.5
240, 74, 90.7817, 80.5, 100.5, 71.5, 110.5, 62.5, 119.5
244, 79, 83.0044, 73.5, 92.5, 64.5, 101.5, 55.5, 110.5
248, 76, 81.6384, 72.5, 91.5, 63.5, 100.5, 54.5, 108.5
