energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 625, 679.394, 652.5, 705.5, 626.5, 731.5, 601.5, 757.5
44, 634, 670.523, 644.5, 696.5, 618.5, 722.5, 593.5, 747.5
48, 600, 698.646, 671.5, 725.5, 645.5, 751.5, 619.5, 777.5
52, 728, 776.914, 748.5, 805.5, 720.5, 833.5, 693.5, 860.5
56, 800, 829.195, 799.5, 858.5, 771.5, 887.5, 743.5, 915.5
60, 983, 971.177, 939.5, 1002.5, 908.5, 1033.5, 878.5, 1064.5
64, 1151, 1106.98, 1073.5, 1140.5, 1040.5, 1173.5, 1007.5, 1206.5
68, 1345, 1251.57, 1215.5, 1287.5, 1180.5, 1322.5, 1146.5, 1357.5
72, 1427, 1424.55, 1386.5, 1462.5, 1348.5, 1500.5, 1312.5, 1537.5
76, 1554, 1537.69, 1498.5, 1577.5, 1458.5, 1616.5, 1420.5, 1654.5
80, 1707, 1631.71, 1590.5, 1672.5, 1550.5, 1712.5, 1511.5, 1752.5
84, 1752, 1744.96, 1702.5, 1787.5, 1661.5, 1828.5, 1620.5, 1869.5
88, 1753, 1802.47, 1759.5, 1845.5, 1717.5, 1887.5, 1675.5, 1928.5
92, 1822, 1811.53, 1768.5, 1854.5, 1726.5, 1896.5, 1684.5, 1938.5
96, 1824, 1781.56, 1738.5, 1824.5, 1696.5, 1866.5, 1655.5, 1907.5
100, 1678, 1755.66, 1713.5, 1798.5, 1671.5, 1839.5, 1630.5, 1880.5
104, 1779, 1738.48, 1696.5, 1780.5, 1654.5, 1822.5, 1614.5, 1862.5
108, 1639, 1665.62, 1624.5, 1706.5, 1583.5, 1747.5, 1544.5, 1787.5
112, 1592, 1617.43, 1576.5, 1658.5, 1536.5, 1698.5, 1497.5, 1737.5
116, 1497, 1498.09, 1458.5, 1537.5, 1420.5, 1575.5, 1382.5, 1613.5
120, 1414, 1447.85, 1409.5, 1486.5, 1371.5, 1524.5, 1334.5, 1561.5
124, 1329, 1352.72, 1315.5, 1389.5, 1278.5, 1426.5, 1243.5, 1462.5
128, 1281, 1279.65, 1243.5, 1315.5, 1207.5, 1351.5, 1172.5, 1386.5
132, 1227, 1182.5, 1147.5, 1217.5, 1113.5, 1251.5, 1079.5, 1285.5
136, 1118, 1097.92, 1064.5, 1131.5, 1031.5, 1164.5, 999.5, 1196.5
140, 1030, 1039.7, 1007.5, 1072.5, 974.5, 1104.5, 943.5, 1135.5
144, 991, 957.892, 926.5, 989.5, 895.5, 1020.5, 865.5, 1050.5
148, 894, 888.068, 857.5, 918.5, 828.5, 948.5, 799.5, 977.5
152, 840, 831.937, 802.5, 861.5, 773.5, 889.5, 745.5, 918.5
156, 760, 779.297, 750.5, 807.5, 723.5, 835.5, 695.5, 862.5
160, 717, 736.161, 708.5, 763.5, 681.5, 790.5, 655.5, 817.5
164, 621, 653.582, 627.5, 679.5, 602.5, 705.5, 577.5, 729.5
168, 593, 612.059, 586.5, 637.5, 562.5, 661.5, 538.5, 685.5
172, 573, 570.994, 546.5, 595.5, 522.5, 619.5, 499.5, 642.5
176, 548, 538.577, 514.5, 562.5, 491.5, 585.5, 469.5, 607.5
180, 479, 475.368, 453.5, 497.5, 431.5, 519.5, 410.5, 540.5
184, 439, 467.026, 444.5, 489.5, 423.5, 510.5, 402.5, 531.5
188, 402, 408.537, 387.5, 429.5, 367.5, 449.5, 348.5, 469.5
192, 393, 376.871, 356.5, 396.5, 337.5, 416.5, 318.5, 434.5
196, 329, 359.466, 340.5, 378.5, 321.5, 397.5, 302.5, 416.5
200, 355, 332.292, 313.5, 350.5, 295.5, 369.5, 277.5, 386.5
204, 300, 312.51, 294.5, 330.5, 276.5, 348.5, 259.5, 365.5
208, 257, 287.262, 269.5, 304.5, 252.5, 321.5, 236.5, 338.5
212, 263, 276.446, 259.5, 293.5, 242.5, 310.5, 226.5, 326.5
216, 249, 252.979, 236.5, 269.5, 220.5, 285.5, 205.5, 300.5
220, 221, 244.139, 228.5, 260.5, 212.5, 275.5, 197.5, 291.5
224, 191, 216.073, 200.5, 231.5, 186.5, 245.5, 171.5, 260.5
228, 210, 202.084, 187.5, 216.5, 173.5, 230.5, 159.5, 244.5
232, 209, 196.203, 181.5, 210.5, 167.5, 224.5, 154.5, 238.5
236, 170, 181.316, 167.5, 195.5, 153.5, 208.5, 140.5, 221.5
240, 180, 184.462, 170.5, 198.5, 156.5, 212.5, 143.5, 225.5
244, 163, 155.73, 142.5, 168.5, 130.5, 181.5, 118.5, 193.5
248, 160, 151.157, 138.5, 163.5, 126.5, 176.5, 114.5, 188.5
