energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 538, 525.76, 502.5, 549.5, 479.5, 572.5, 457.5, 594.5
44, 481, 540.792, 517.5, 564.5, 493.5, 587.5, 471.5, 610.5
48, 535, 531.905, 508.5, 555.5, 485.5, 578.5, 462.5, 600.5
52, 529, 566.236, 541.5, 590.5, 518.5, 614.5, 495.5, 637.5
56, 574, 619.315, 593.5, 644.5, 569.5, 669.5, 544.5, 693.5
60, 681, 700.872, 673.5, 727.5, 647.5, 754.5, 621.5, 779.5
64, 762, 813.413, 784.5, 842.5, 756.5, 870.5, 728.5, 898.5
68, 972, 936.911, 905.5, 967.5, 875.5, 998.5, 845.5, 1028.5
72, 996, 1049.62, 1016.5, 1082.5, 984.5, 1114.5, 952.5, 1146.5
76, 1161, 1118.91, 1085.5, 1152.5, 1051.5, 1186.5, 1019.5, 1218.5
80, 1197, 1196.22, 1161.5, 1231.5, 1126.5, 1265.5, 1093.5, 1299.5
84, 1273, 1213.93, 1178.5, 1249.5, 1143.5, 1283.5, 1110.5, 1317.5
88, 1260, 1293.87, 1257.5, 1330.5, 1221.5, 1366.5, 1186.5, 1401.5
92, 1314, 1310.22, 1273.5, 1346.5, 1237.5, 1382.5, 1202.5, 1418.5
96, 1286, 1249.7, 1213.5, 1285.5, 1178.5, 1320.5, 1144.5, 1355.5
100, 1242, 1264.65, 1228.5, 1300.5, 1193.5, 1336.5, 1158.5, 1370.5
104, 1222, 1259.02, 1223.5, 1294.5, 1187.5, 1330.5, 1153.5, 1364.5
108, 1206, 1211.46, 1176.5, 1246.5, 1141.5, 1281.5, 1107.5, 1315.5
112, 1182, 1161.24, 1126.5, 1195.5, 1092.5, 1229.5, 1059.5, 1262.5
116, 1069, 1110.16, 1076.5, 1143.5, 1043.5, 1177.5, 1010.5, 1209.5
120, 1016, 1055.51, 1022.5, 1088.5, 990.5, 1120.5, 958.5, 1152.5
124, 991, 983.096, 951.5, 1014.5, 920.5, 1046.5, 889.5, 1076.5
128, 916, 922.621, 891.5, 953.5, 861.5, 983.5, 831.5, 1013.5
132, 841, 860.577, 830.5, 890.5, 801.5, 919.5, 773.5, 948.5
136, 850, 808.929, 780.5, 837.5, 751.5, 866.5, 724.5, 893.5
140, 785, 762.049, 733.5, 790.5, 706.5, 817.5, 679.5, 844.5
144, 728, 714.419, 687.5, 741.5, 660.5, 768.5, 634.5, 794.5
148, 625, 660.603, 634.5, 686.5, 608.5, 712.5, 583.5, 737.5
152, 632, 617.817, 592.5, 643.5, 567.5, 667.5, 543.5, 692.5
156, 539, 575.769, 551.5, 600.5, 527.5, 624.5, 504.5, 647.5
160, 555, 529.883, 506.5, 553.5, 483.5, 576.5, 461.5, 598.5
164, 521, 492.913, 470.5, 515.5, 448.5, 537.5, 426.5, 559.5
168, 475, 469.408, 447.5, 491.5, 425.5, 513.5, 404.5, 534.5
172, 434, 414.062, 393.5, 434.5, 372.5, 455.5, 353.5, 474.5
176, 371, 379.453, 359.5, 399.5, 340.5, 418.5, 321.5, 437.5
180, 380, 363.913, 344.5, 383.5, 325.5, 402.5, 306.5, 421.5
184, 355, 345.013, 325.5, 364.5, 307.5, 382.5, 289.5, 400.5
188, 329, 305.007, 287.5, 322.5, 269.5, 340.5, 252.5, 357.5
192, 279, 293.132, 275.5, 310.5, 258.5, 327.5, 241.5, 344.5
196, 262, 282.341, 265.5, 299.5, 248.5, 316.5, 231.5, 332.5
200, 254, 266.303, 249.5, 283.5, 233.5, 299.5, 217.5, 315.5
204, 210, 235.323, 219.5, 251.5, 204.5, 266.5, 189.5, 281.5
208, 218, 220.101, 204.5, 235.5, 189.5, 250.5, 175.5, 264.5
212, 205, 201.203, 186.5, 215.5, 172.5, 230.5, 158.5, 243.5
216, 188, 200.166, 185.5, 214.5, 171.5, 228.5, 157.5, 242.5
220, 156, 182.881, 168.5, 196.5, 155.5, 210.5, 142.5, 223.5
224, 186, 181.889, 167.5, 195.5, 154.5, 209.5, 141.5, 222.5
228, 142, 167.268, 153.5, 180.5, 140.5, 193.5, 128.5, 206.5
232, 133, 142.207, 129.5, 154.5, 117.5, 166.5, 106.5, 178.5
236, 149, 147.264, 134.5, 159.5, 122.5, 171.5, 110.5, 183.5
240, 143, 136.443, 124.5, 148.5, 112.5, 160.5, 101.5, 171.5
244, 137, 124.961, 113.5, 136.5, 102.5, 147.5, 91.5, 158.5
248, 132, 111.271, 100.5, 122.5, 89.5, 132.5, 79.5, 143.5
