energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 539, 492.323, 469.5, 514.5, 447.5, 537.5, 425.5, 558.5
44, 488, 488.667, 466.5, 511.5, 444.5, 533.5, 422.5, 554.5
48, 489, 509.01, 485.5, 532.5, 463.5, 554.5, 441.5, 576.5
52, 481, 512.819, 489.5, 535.5, 467.5, 558.5, 445.5, 580.5
56, 522, 590.118, 565.5, 614.5, 541.5, 639.5, 517.5, 662.5
60, 627, 625.228, 599.5, 650.5, 574.5, 675.5, 550.5, 699.5
64, 706, 719.234, 691.5, 746.5, 665.5, 773.5, 639.5, 799.5
68, 789, 796.708, 768.5, 825.5, 739.5, 853.5, 712.5, 880.5
72, 893, 878.121, 848.5, 908.5, 818.5, 937.5, 789.5, 966.5
76, 958, 996.496, 964.5, 1028.5, 933.5, 1059.5, 902.5, 1090.5
80, 1044, 1022.44, 990.5, 1054.5, 958.5, 1086.5, 927.5, 1117.5
84, 1083, 1067.62, 1034.5, 1100.5, 1001.5, 1133.5, 970.5, 1165.5
88, 1128, 1086.09, 1052.5, 1119.5, 1019.5, 1152.5, 987.5, 1184.5
92, 1132, 1128.12, 1094.5, 1162.5, 1060.5, 1195.5, 1027.5, 1228.5
96, 1133, 1121.76, 1087.5, 1155.5, 1054.5, 1189.5, 1021.5, 1221.5
100, 1152, 1088.09, 1054.5, 1121.5, 1021.5, 1154.5, 989.5, 1186.5
104, 1160, 1078.02, 1044.5, 1111.5, 1012.5, 1144.5, 980.5, 1175.5
108, 1055, 1037.17, 1004.5, 1069.5, 972.5, 1101.5, 941.5, 1133.5
112, 1101, 995.847, 963.5, 1027.5, 932.5, 1059.5, 901.5, 1090.5
116, 943, 961.197, 929.5, 992.5, 898.5, 1023.5, 868.5, 1053.5
120, 930, 912.444, 881.5, 943.5, 851.5, 973.5, 822.5, 1002.5
124, 892, 870.492, 840.5, 900.5, 811.5, 929.5, 782.5, 958.5
128, 822, 811.615, 782.5, 840.5, 754.5, 868.5, 726.5, 896.5
132, 763, 757.277, 729.5, 785.5, 701.5, 812.5, 675.5, 839.5
136, 737, 706.609, 679.5, 733.5, 653.5, 760.5, 627.5, 785.5
140, 663, 676.934, 650.5, 703.5, 624.5, 729.5, 599.5, 754.5
144, 616, 619.259, 593.5, 644.5, 569.5, 669.5, 544.5, 693.5
148, 591, 569.227, 544.5, 593.5, 521.5, 617.5, 497.5, 640.5
152, 512, 531.877, 508.5, 555.5, 485.5, 578.5, 462.5, 600.5
156, 467, 475.22, 452.5, 497.5, 431.5, 519.5, 410.5, 540.5
160, 518, 459.553, 437.5, 481.5, 416.5, 502.5, 395.5, 523.5
164, 447, 432.943, 411.5, 454.5, 390.5, 474.5, 370.5, 495.5
168, 415, 397.257, 376.5, 417.5, 356.5, 437.5, 337.5, 456.5
172, 379, 370.246, 350.5, 389.5, 331.5, 409.5, 312.5, 427.5
176, 323, 339.492, 320.5, 358.5, 302.5, 376.5, 284.5, 394.5
180, 302, 326.91, 308.5, 345.5, 290.5, 363.5, 272.5, 381.5
184, 295, 294.306, 276.5, 311.5, 259.5, 329.5, 242.5, 345.5
188, 290, 287.176, 269.5, 304.5, 252.5, 321.5, 236.5, 337.5
192, 281, 253.785, 237.5, 270.5, 221.5, 286.5, 206.5, 301.5
196, 243, 242.672, 226.5, 258.5, 211.5, 274.5, 195.5, 289.5
200, 215, 214.391, 199.5, 229.5, 184.5, 244.5, 170.5, 258.5
204, 211, 198.644, 184.5, 213.5, 170.5, 227.5, 156.5, 240.5
208, 170, 198.622, 184.5, 213.5, 169.5, 227.5, 156.5, 240.5
212, 190, 187.212, 173.5, 201.5, 159.5, 215.5, 146.5, 228.5
216, 167, 162.727, 149.5, 175.5, 136.5, 188.5, 124.5, 201.5
220, 168, 168.379, 154.5, 181.5, 141.5, 194.5, 129.5, 207.5
224, 140, 138.087, 125.5, 150.5, 114.5, 162.5, 102.5, 173.5
228, 128, 142.069, 129.5, 154.5, 117.5, 166.5, 106.5, 177.5
232, 121, 131.212, 119.5, 143.5, 107.5, 154.5, 96.5, 165.5
236, 149, 118.845, 107.5, 130.5, 96.5, 141.5, 85.5, 151.5
240, 108, 118.93, 107.5, 130.5, 96.5, 141.5, 86.5, 151.5
244, 98, 111.093, 100.5, 122.5, 89.5, 132.5, 79.5, 142.5
248, 103, 105.294, 94.5, 116.5, 84.5, 126.5, 74.5, 136.5
