energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 1198, 1171.01, 1136.5, 1205.5, 1102.5, 1239.5, 1068.5, 1273.5
44, 1207, 1181.64, 1146.5, 1216.5, 1112.5, 1250.5, 1079.5, 1284.5
48, 1182, 1203.08, 1167.5, 1238.5, 1133.5, 1272.5, 1099.5, 1306.5
52, 1305, 1316.75, 1280.5, 1353.5, 1243.5, 1389.5, 1208.5, 1424.5
56, 1469, 1417.62, 1379.5, 1455.5, 1341.5, 1493.5, 1305.5, 1529.5
60, 1654, 1574.32, 1534.5, 1614.5, 1494.5, 1653.5, 1456.5, 1692.5
64, 1756, 1761.39, 1718.5, 1803.5, 1677.5, 1845.5, 1636.5, 1886.5
68, 1805, 1890.3, 1846.5, 1934.5, 1803.5, 1977.5, 1760.5, 2019.5
72, 2073, 2011.74, 1966.5, 2057.5, 1921.5, 2101.5, 1878.5, 2145.5
76, 2109, 2092.8, 2046.5, 2138.5, 2001.5, 2184.5, 1956.5, 2229.5
80, 2234, 2125.55, 2079.5, 2172.5, 2033.5, 2218.5, 1988.5, 2262.5
84, 2212, 2223.43, 2175.5, 2271.5, 2128.5, 2318.5, 2082.5, 2363.5
88, 2145, 2231.24, 2183.5, 2278.5, 2136.5, 2325.5, 2090.5, 2371.5
92, 2254, 2227.15, 2179.5, 2274.5, 2132.5, 2321.5, 2086.5, 2367.5
96, 2020, 2145.54, 2098.5, 2192.5, 2052.5, 2238.5, 2007.5, 2283.5
100, 2110, 2088.12, 2041.5, 2134.5, 1996.5, 2179.5, 1952.5, 2224.5
104, 1970, 1998.18, 1953.5, 2043.5, 1908.5, 2087.5, 1865.5, 2131.5
108, 1929, 1926.51, 1882.5, 1970.5, 1838.5, 2014.5, 1795.5, 2057.5
112, 1797, 1821.39, 1778.5, 1864.5, 1735.5, 1907.5, 1694.5, 1948.5
116, 1784, 1746.24, 1704.5, 1788.5, 1662.5, 1830.5, 1621.5, 1870.5
120, 1611, 1603.8, 1563.5, 1644.5, 1523.5, 1684.5, 1484.5, 1723.5
124, 1540, 1536.76, 1497.5, 1576.5, 1458.5, 1615.5, 1419.5, 1653.5
128, 1357, 1442.68, 1404.5, 1481.5, 1366.5, 1518.5, 1329.5, 1555.5
132, 1396, 1387.46, 1349.5, 1425.5, 1312.5, 1462.5, 1276.5, 1498.5
136, 1196, 1262.92, 1226.5, 1298.5, 1191.5, 1334.5, 1156.5, 1368.5
140, 1203, 1189.84, 1154.5, 1224.5, 1120.5, 1259.5, 1086.5, 1292.5
144, 1153, 1104.64, 1070.5, 1138.5, 1037.5, 1171.5, 1005.5, 1203.5
148, 987, 1021.69, 989.5, 1054.5, 957.5, 1085.5, 926.5, 1117.5
152, 979, 972.548, 940.5, 1004.5, 909.5, 1035.5, 879.5, 1065.5
156, 913, 894.887, 864.5, 925.5, 834.5, 955.5, 805.5, 984.5
160, 849, 834.259, 804.5, 863.5, 776.5, 892.5, 748.5, 920.5
164, 830, 767.123, 738.5, 795.5, 711.5, 822.5, 684.5, 849.5
168, 723, 722.451, 695.5, 749.5, 668.5, 776.5, 642.5, 802.5
172, 669, 683.158, 656.5, 709.5, 630.5, 735.5, 605.5, 761.5
176, 634, 621.771, 596.5, 647.5, 571.5, 672.5, 547.5, 696.5
180, 594, 570.783, 546.5, 595.5, 522.5, 618.5, 499.5, 642.5
184, 553, 544.333, 520.5, 568.5, 497.5, 591.5, 474.5, 614.5
188, 504, 496.233, 473.5, 518.5, 451.5, 541.5, 429.5, 562.5
192, 450, 485.914, 463.5, 508.5, 441.5, 530.5, 419.5, 551.5
196, 482, 450.112, 428.5, 471.5, 407.5, 492.5, 386.5, 513.5
200, 410, 415.129, 394.5, 435.5, 373.5, 456.5, 354.5, 476.5
204, 414, 392.172, 371.5, 412.5, 352.5, 432.5, 332.5, 451.5
208, 403, 357.179, 337.5, 376.5, 318.5, 395.5, 300.5, 413.5
212, 352, 349.227, 330.5, 368.5, 311.5, 387.5, 293.5, 405.5
216, 353, 309.355, 291.5, 327.5, 273.5, 344.5, 256.5, 362.5
220, 325, 305.085, 287.5, 323.5, 269.5, 340.5, 252.5, 357.5
224, 302, 269.529, 252.5, 286.5, 236.5, 302.5, 220.5, 318.5
228, 258, 241.048, 225.5, 257.5, 209.5, 272.5, 194.5, 287.5
232, 271, 244.911, 228.5, 261.5, 213.5, 276.5, 197.5, 291.5
236, 298, 231.71, 216.5, 247.5, 200.5, 262.5, 186.5, 277.5
240, 220, 220.7, 205.5, 236.5, 190.5, 250.5, 176.5, 265.5
244, 225, 196.186, 181.5, 210.5, 167.5, 224.5, 154.5, 238.5
248, 194, 183.228, 169.5, 197.5, 155.5, 210.5, 142.5, 223.5
