energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 605, 538.45, 514.5, 562.5, 491.5, 585.5, 469.5, 607.5
44, 534, 506.455, 483.5, 529.5, 461.5, 551.5, 439.5, 573.5
48, 539, 514.054, 490.5, 537.5, 468.5, 559.5, 446.5, 581.5
52, 509, 541.486, 517.5, 565.5, 494.5, 588.5, 471.5, 611.5
56, 540, 582.609, 558.5, 607.5, 533.5, 631.5, 510.5, 654.5
60, 633, 654.53, 628.5, 680.5, 602.5, 706.5, 578.5, 730.5
64, 769, 719.161, 691.5, 746.5, 665.5, 773.5, 639.5, 799.5
68, 831, 855.739, 826.5, 885.5, 796.5, 914.5, 768.5, 943.5
72, 872, 952.06, 920.5, 983.5, 889.5, 1014.5, 859.5, 1044.5
76, 1005, 1032.76, 1000.5, 1065.5, 968.5, 1097.5, 936.5, 1128.5
80, 1112, 1100.83, 1067.5, 1134.5, 1034.5, 1167.5, 1001.5, 1199.5
84, 1132, 1178.99, 1144.5, 1213.5, 1109.5, 1248.5, 1076.5, 1281.5
88, 1166, 1208.24, 1173.5, 1243.5, 1138.5, 1278.5, 1104.5, 1311.5
92, 1177, 1227.98, 1192.5, 1263.5, 1157.5, 1298.5, 1123.5, 1332.5
96, 1208, 1211.73, 1176.5, 1246.5, 1141.5, 1281.5, 1107.5, 1315.5
100, 1283, 1199.45, 1164.5, 1234.5, 1129.5, 1269.5, 1096.5, 1302.5
104, 1150, 1214.24, 1178.5, 1249.5, 1144.5, 1284.5, 1110.5, 1318.5
108, 1223, 1169.79, 1135.5, 1204.5, 1101.5, 1238.5, 1067.5, 1271.5
112, 1077, 1115.57, 1081.5, 1149.5, 1048.5, 1182.5, 1015.5, 1215.5
116, 1069, 1073.31, 1040.5, 1106.5, 1007.5, 1139.5, 975.5, 1171.5
120, 955, 1030.03, 997.5, 1062.5, 965.5, 1094.5, 934.5, 1125.5
124, 979, 972.779, 941.5, 1004.5, 910.5, 1035.5, 879.5, 1065.5
128, 937, 894.189, 863.5, 924.5, 834.5, 954.5, 804.5, 983.5
132, 850, 872.796, 842.5, 902.5, 813.5, 932.5, 784.5, 960.5
136, 817, 789.276, 760.5, 817.5, 732.5, 845.5, 705.5, 873.5
140, 730, 749.209, 721.5, 777.5, 694.5, 804.5, 667.5, 830.5
144, 686, 713.216, 686.5, 740.5, 659.5, 767.5, 633.5, 792.5
148, 683, 634.472, 608.5, 660.5, 583.5, 685.5, 559.5, 709.5
152, 597, 600.105, 575.5, 625.5, 550.5, 649.5, 526.5, 673.5
156, 550, 573.561, 549.5, 597.5, 525.5, 621.5, 501.5, 645.5
160, 516, 517.205, 493.5, 540.5, 471.5, 563.5, 449.5, 585.5
164, 470, 476.57, 454.5, 498.5, 432.5, 520.5, 411.5, 541.5
168, 424, 459.244, 437.5, 481.5, 415.5, 502.5, 395.5, 523.5
172, 417, 418.873, 397.5, 439.5, 377.5, 460.5, 357.5, 480.5
176, 432, 394.42, 374.5, 414.5, 354.5, 434.5, 334.5, 453.5
180, 399, 353.996, 334.5, 373.5, 315.5, 392.5, 297.5, 410.5
184, 348, 326.309, 307.5, 344.5, 289.5, 362.5, 272.5, 380.5
188, 293, 312.477, 294.5, 330.5, 276.5, 348.5, 259.5, 365.5
192, 284, 299.177, 281.5, 316.5, 264.5, 334.5, 247.5, 351.5
196, 265, 271.692, 254.5, 288.5, 238.5, 305.5, 222.5, 321.5
200, 261, 266.662, 249.5, 283.5, 233.5, 299.5, 217.5, 315.5
204, 254, 234.629, 218.5, 250.5, 203.5, 265.5, 188.5, 280.5
208, 235, 226.2, 210.5, 241.5, 195.5, 256.5, 181.5, 271.5
212, 220, 202.766, 188.5, 217.5, 173.5, 231.5, 160.5, 245.5
216, 188, 185.363, 171.5, 199.5, 157.5, 213.5, 144.5, 226.5
220, 216, 180.485, 166.5, 194.5, 153.5, 207.5, 140.5, 220.5
224, 145, 165.049, 151.5, 178.5, 138.5, 191.5, 126.5, 203.5
228, 175, 153.001, 140.5, 165.5, 127.5, 178.5, 115.5, 190.5
232, 153, 139.083, 126.5, 151.5, 115.5, 163.5, 103.5, 174.5
236, 164, 140.226, 127.5, 152.5, 116.5, 164.5, 104.5, 175.5
240, 138, 135.465, 123.5, 147.5, 111.5, 159.5, 100.5, 170.5
244, 150, 126.001, 114.5, 137.5, 103.5, 148.5, 92.5, 159.5
248, 122, 117.581, 106.5, 128.5, 95.5, 139.5, 84.5, 150.5
