energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 1215, 1272.25, 1236.5, 1308.5, 1200.5, 1343.5, 1165.5, 1378.5
44, 1145, 1254.44, 1218.5, 1290.5, 1183.5, 1325.5, 1148.5, 1360.5
48, 1091, 1285.64, 1249.5, 1321.5, 1213.5, 1357.5, 1178.5, 1392.5
52, 1148, 1265.86, 1229.5, 1301.5, 1194.5, 1337.5, 1159.5, 1371.5
56, 1337, 1313.48, 1276.5, 1350.5, 1240.5, 1386.5, 1205.5, 1421.5
60, 1420, 1429.82, 1391.5, 1468.5, 1353.5, 1505.5, 1317.5, 1542.5
64, 1673, 1603.24, 1562.5, 1643.5, 1522.5, 1683.5, 1483.5, 1722.5
68, 1864, 1836.12, 1792.5, 1879.5, 1750.5, 1922.5, 1708.5, 1963.5
72, 2137, 2044.49, 1998.5, 2090.5, 1953.5, 2135.5, 1909.5, 2179.5
76, 2424, 2203.26, 2155.5, 2250.5, 2109.5, 2297.5, 2063.5, 2343.5
80, 2528, 2408.18, 2358.5, 2457.5, 2309.5, 2506.5, 2262.5, 2554.5
84, 2603, 2589.49, 2538.5, 2640.5, 2487.5, 2691.5, 2437.5, 2741.5
88, 2769, 2733.92, 2681.5, 2786.5, 2629.5, 2838.5, 2578.5, 2889.5
92, 2796, 2816.74, 2763.5, 2870.5, 2710.5, 2923.5, 2658.5, 2974.5
96, 2807, 2819.48, 2765.5, 2873.5, 2713.5, 2925.5, 2661.5, 2977.5
100, 2908, 2815.77, 2762.5, 2869.5, 2709.5, 2922.5, 2657.5, 2973.5
104, 2755, 2819.91, 2766.5, 2873.5, 2713.5, 2926.5, 2661.5, 2978.5
108, 2781, 2833.82, 2780.5, 2887.5, 2727.5, 2940.5, 2675.5, 2992.5
112, 2623, 2706.25, 2653.5, 2758.5, 2601.5, 2810.5, 2551.5, 2861.5
116, 2624, 2663.13, 2611.5, 2715.5, 2559.5, 2766.5, 2509.5, 2816.5
120, 2482, 2522.82, 2472.5, 2573.5, 2422.5, 2623.5, 2373.5, 2672.5
124, 2359, 2455.88, 2405.5, 2505.5, 2356.5, 2555.5, 2308.5, 2603.5
128, 2350, 2337.85, 2289.5, 2386.5, 2240.5, 2434.5, 2193.5, 2481.5
132, 2156, 2261.93, 2213.5, 2309.5, 2166.5, 2357.5, 2120.5, 2403.5
136, 2049, 2134.34, 2087.5, 2180.5, 2041.5, 2227.5, 1996.5, 2271.5
140, 1976, 2040, 1994.5, 2085.5, 1949.5, 2130.5, 1905.5, 2174.5
144, 1852, 1920.01, 1875.5, 1964.5, 1832.5, 2007.5, 1789.5, 2050.5
148, 1757, 1796.38, 1753.5, 1839.5, 1711.5, 1881.5, 1670.5, 1922.5
152, 1586, 1693.72, 1652.5, 1735.5, 1611.5, 1776.5, 1571.5, 1816.5
156, 1529, 1608.38, 1567.5, 1648.5, 1527.5, 1688.5, 1488.5, 1727.5
160, 1474, 1533.12, 1493.5, 1572.5, 1454.5, 1611.5, 1416.5, 1649.5
164, 1356, 1451.12, 1412.5, 1489.5, 1374.5, 1527.5, 1337.5, 1564.5
168, 1315, 1383.29, 1345.5, 1420.5, 1308.5, 1458.5, 1272.5, 1494.5
172, 1263, 1289.88, 1253.5, 1326.5, 1217.5, 1362.5, 1182.5, 1396.5
176, 1134, 1206.83, 1171.5, 1242.5, 1137.5, 1276.5, 1103.5, 1310.5
180, 1088, 1155.83, 1121.5, 1190.5, 1087.5, 1224.5, 1054.5, 1257.5
184, 1049, 1102.65, 1068.5, 1136.5, 1035.5, 1169.5, 1003.5, 1201.5
188, 973, 1055.77, 1022.5, 1088.5, 990.5, 1121.5, 958.5, 1152.5
192, 897, 985.615, 953.5, 1017.5, 922.5, 1048.5, 891.5, 1079.5
196, 862, 926.408, 895.5, 957.5, 865.5, 987.5, 835.5, 1017.5
200, 837, 869.256, 839.5, 899.5, 809.5, 928.5, 781.5, 957.5
204, 794, 856.029, 826.5, 885.5, 797.5, 914.5, 768.5, 943.5
208, 787, 797.997, 769.5, 826.5, 741.5, 854.5, 713.5, 882.5
212, 734, 772.498, 744.5, 800.5, 716.5, 828.5, 689.5, 855.5
216, 648, 724.011, 696.5, 751.5, 669.5, 778.5, 643.5, 804.5
220, 672, 695.681, 668.5, 722.5, 642.5, 748.5, 616.5, 774.5
224, 619, 684.694, 658.5, 711.5, 631.5, 737.5, 606.5, 762.5
228, 584, 634.018, 608.5, 659.5, 583.5, 684.5, 558.5, 709.5
232, 564, 610.07, 584.5, 635.5, 560.5, 659.5, 536.5, 683.5
236, 561, 588.218, 563.5, 612.5, 539.5, 637.5, 515.5, 660.5
240, 499, 576.091, 551.5, 600.5, 527.5, 624.5, 504.5, 647.5
244, 473, 534.537, 510.5, 558.5, 487.5, 581.5, 465.5, 603.5
248, 443, 515.01, 491.5, 538.5, 469.5, 560.5, 447.5, 582.5
