energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 681, 673.46, 647.5, 699.5, 621.5, 725.5, 595.5, 750.5
44, 653, 664.093, 637.5, 690.5, 612.5, 716.5, 587.5, 741.5
48, 601, 680.009, 653.5, 706.5, 627.5, 732.5, 602.5, 757.5
52, 659, 692.39, 665.5, 719.5, 639.5, 745.5, 613.5, 770.5
56, 692, 788.76, 760.5, 817.5, 732.5, 845.5, 704.5, 872.5
60, 784, 875.062, 845.5, 905.5, 815.5, 934.5, 786.5, 963.5
64, 958, 965.24, 933.5, 996.5, 902.5, 1027.5, 872.5, 1057.5
68, 1033, 1075.26, 1042.5, 1108.5, 1009.5, 1141.5, 977.5, 1173.5
72, 1146, 1174.89, 1140.5, 1209.5, 1105.5, 1243.5, 1072.5, 1277.5
76, 1166, 1280.64, 1244.5, 1316.5, 1208.5, 1352.5, 1173.5, 1387.5
80, 1370, 1359.14, 1321.5, 1396.5, 1285.5, 1433.5, 1249.5, 1469.5
84, 1341, 1380.59, 1342.5, 1418.5, 1305.5, 1455.5, 1269.5, 1491.5
88, 1331, 1408.5, 1370.5, 1446.5, 1333.5, 1483.5, 1296.5, 1520.5
92, 1454, 1446.06, 1407.5, 1484.5, 1369.5, 1522.5, 1332.5, 1559.5
96, 1340, 1412.04, 1374.5, 1450.5, 1336.5, 1487.5, 1300.5, 1524.5
100, 1370, 1377.69, 1340.5, 1415.5, 1303.5, 1452.5, 1267.5, 1488.5
104, 1351, 1313.97, 1277.5, 1350.5, 1241.5, 1386.5, 1205.5, 1422.5
108, 1300, 1297.18, 1260.5, 1333.5, 1224.5, 1369.5, 1189.5, 1404.5
112, 1249, 1251.03, 1215.5, 1286.5, 1179.5, 1322.5, 1145.5, 1356.5
116, 1235, 1172.15, 1137.5, 1206.5, 1103.5, 1240.5, 1070.5, 1274.5
120, 1119, 1113.42, 1079.5, 1147.5, 1046.5, 1180.5, 1013.5, 1212.5
124, 1014, 1054.56, 1021.5, 1087.5, 989.5, 1119.5, 957.5, 1151.5
128, 1050, 993.989, 962.5, 1025.5, 930.5, 1057.5, 899.5, 1088.5
132, 921, 931.807, 900.5, 962.5, 870.5, 993.5, 840.5, 1022.5
136, 917, 883.375, 853.5, 913.5, 823.5, 943.5, 794.5, 972.5
140, 839, 839.824, 810.5, 869.5, 781.5, 898.5, 753.5, 926.5
144, 771, 779.24, 750.5, 807.5, 723.5, 835.5, 695.5, 862.5
148, 743, 723.916, 696.5, 751.5, 669.5, 778.5, 643.5, 804.5
152, 668, 664.392, 638.5, 690.5, 612.5, 716.5, 587.5, 741.5
156, 627, 615.907, 590.5, 641.5, 565.5, 665.5, 541.5, 690.5
160, 561, 567.675, 543.5, 591.5, 519.5, 615.5, 496.5, 638.5
164, 521, 538.833, 515.5, 562.5, 492.5, 585.5, 469.5, 608.5
168, 543, 503.587, 480.5, 526.5, 458.5, 548.5, 436.5, 570.5
172, 462, 461.337, 439.5, 483.5, 417.5, 504.5, 397.5, 525.5
176, 429, 428.256, 407.5, 449.5, 386.5, 470.5, 366.5, 490.5
180, 436, 416.206, 395.5, 437.5, 374.5, 457.5, 355.5, 477.5
184, 396, 372.385, 352.5, 392.5, 333.5, 411.5, 314.5, 430.5
188, 339, 350.411, 331.5, 369.5, 312.5, 388.5, 294.5, 406.5
192, 327, 320.039, 301.5, 338.5, 283.5, 356.5, 266.5, 373.5
196, 309, 302.024, 284.5, 319.5, 266.5, 337.5, 249.5, 354.5
200, 301, 281.891, 264.5, 299.5, 247.5, 315.5, 231.5, 332.5
204, 224, 263.481, 246.5, 280.5, 230.5, 296.5, 214.5, 312.5
208, 261, 235.781, 219.5, 251.5, 204.5, 266.5, 189.5, 281.5
212, 188, 219.584, 204.5, 234.5, 189.5, 249.5, 175.5, 264.5
216, 217, 212.799, 197.5, 227.5, 183.5, 242.5, 169.5, 256.5
220, 210, 204.906, 190.5, 219.5, 175.5, 233.5, 161.5, 247.5
224, 167, 184.974, 170.5, 199.5, 157.5, 212.5, 144.5, 225.5
228, 168, 181.343, 167.5, 195.5, 153.5, 208.5, 140.5, 221.5
232, 183, 167.655, 154.5, 181.5, 141.5, 193.5, 128.5, 206.5
236, 169, 155.024, 142.5, 167.5, 129.5, 180.5, 117.5, 192.5
240, 128, 145.435, 132.5, 157.5, 120.5, 169.5, 109.5, 181.5
244, 139, 135.707, 123.5, 147.5, 111.5, 159.5, 100.5, 170.5
248, 138, 118.972, 107.5, 130.5, 96.5, 141.5, 86.5, 151.5
