energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 578, 582.412, 557.5, 607.5, 533.5, 631.5, 510.5, 654.5
44, 546, 591.52, 566.5, 616.5, 542.5, 640.5, 518.5, 664.5
48, 524, 585.464, 560.5, 610.5, 536.5, 634.5, 513.5, 657.5
52, 522, 636.413, 610.5, 662.5, 585.5, 687.5, 561.5, 711.5
56, 689, 709.869, 682.5, 736.5, 656.5, 763.5, 630.5, 789.5
60, 729, 787.948, 759.5, 816.5, 731.5, 844.5, 704.5, 871.5
64, 876, 921.126, 890.5, 951.5, 860.5, 982.5, 830.5, 1011.5
68, 1088, 1070.85, 1037.5, 1104.5, 1005.5, 1136.5, 973.5, 1168.5
72, 1177, 1152.08, 1117.5, 1186.5, 1083.5, 1220.5, 1050.5, 1253.5
76, 1304, 1270.48, 1234.5, 1306.5, 1198.5, 1342.5, 1164.5, 1376.5
80, 1339, 1381.82, 1344.5, 1419.5, 1307.5, 1456.5, 1270.5, 1492.5
84, 1386, 1460, 1421.5, 1498.5, 1383.5, 1536.5, 1346.5, 1573.5
88, 1490, 1478.92, 1440.5, 1517.5, 1401.5, 1556.5, 1364.5, 1593.5
92, 1472, 1469.58, 1430.5, 1508.5, 1392.5, 1546.5, 1355.5, 1583.5
96, 1508, 1489.31, 1450.5, 1528.5, 1411.5, 1566.5, 1374.5, 1604.5
100, 1456, 1458.61, 1419.5, 1497.5, 1381.5, 1535.5, 1344.5, 1572.5
104, 1413, 1396.8, 1358.5, 1434.5, 1321.5, 1471.5, 1285.5, 1508.5
108, 1377, 1384.45, 1346.5, 1422.5, 1309.5, 1459.5, 1273.5, 1495.5
112, 1242, 1287.95, 1251.5, 1324.5, 1215.5, 1360.5, 1180.5, 1394.5
116, 1203, 1231.35, 1195.5, 1266.5, 1160.5, 1301.5, 1126.5, 1335.5
120, 1189, 1168.26, 1133.5, 1202.5, 1099.5, 1236.5, 1066.5, 1270.5
124, 1102, 1079.37, 1046.5, 1112.5, 1013.5, 1145.5, 981.5, 1177.5
128, 1042, 1038.11, 1005.5, 1070.5, 973.5, 1102.5, 941.5, 1134.5
132, 957, 968.73, 937.5, 1000.5, 906.5, 1031.5, 875.5, 1061.5
136, 912, 882.493, 852.5, 912.5, 822.5, 942.5, 793.5, 971.5
140, 867, 831.177, 801.5, 860.5, 773.5, 889.5, 745.5, 917.5
144, 780, 767.495, 739.5, 795.5, 711.5, 823.5, 684.5, 850.5
148, 758, 727.46, 700.5, 754.5, 673.5, 781.5, 646.5, 808.5
152, 693, 671.284, 644.5, 697.5, 619.5, 723.5, 593.5, 748.5
156, 600, 620.6, 595.5, 645.5, 570.5, 670.5, 546.5, 695.5
160, 558, 576.188, 551.5, 600.5, 527.5, 624.5, 504.5, 647.5
164, 568, 538.083, 514.5, 561.5, 491.5, 584.5, 468.5, 607.5
168, 473, 484.668, 462.5, 507.5, 440.5, 529.5, 418.5, 550.5
172, 468, 456.827, 434.5, 478.5, 413.5, 499.5, 392.5, 520.5
176, 384, 420.811, 399.5, 441.5, 379.5, 462.5, 359.5, 482.5
180, 424, 402.43, 381.5, 422.5, 361.5, 442.5, 342.5, 462.5
184, 347, 354.03, 334.5, 373.5, 315.5, 392.5, 297.5, 410.5
188, 352, 330.96, 312.5, 349.5, 294.5, 367.5, 276.5, 385.5
192, 280, 311.795, 293.5, 329.5, 276.5, 347.5, 258.5, 364.5
196, 283, 291.488, 273.5, 309.5, 256.5, 326.5, 240.5, 342.5
200, 262, 271.514, 254.5, 288.5, 238.5, 304.5, 222.5, 320.5
204, 244, 247.922, 231.5, 264.5, 216.5, 279.5, 200.5, 295.5
208, 203, 235.89, 220.5, 251.5, 204.5, 267.5, 189.5, 281.5
212, 216, 217.765, 202.5, 233.5, 187.5, 247.5, 173.5, 262.5
216, 193, 205.229, 190.5, 220.5, 176.5, 234.5, 162.5, 248.5
220, 167, 185.604, 171.5, 199.5, 157.5, 213.5, 144.5, 226.5
224, 160, 177.899, 164.5, 191.5, 150.5, 205.5, 137.5, 217.5
228, 171, 161.541, 148.5, 174.5, 135.5, 187.5, 123.5, 199.5
232, 112, 154.899, 141.5, 167.5, 129.5, 180.5, 117.5, 192.5
236, 136, 136.952, 124.5, 149.5, 113.5, 160.5, 101.5, 172.5
240, 153, 134.56, 122.5, 146.5, 110.5, 158.5, 99.5, 169.5
244, 121, 137.355, 125.5, 149.5, 113.5, 161.5, 102.5, 172.5
248, 139, 115.315, 104.5, 126.5, 93.5, 137.5, 82.5, 147.5
