energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 2069, 1385.13, 1347.5, 1422.5, 1310.5, 1459.5, 1274.5, 1496.5
44, 1680, 1352.99, 1315.5, 1390.5, 1279.5, 1426.5, 1243.5, 1462.5
48, 1571, 1359.88, 1322.5, 1397.5, 1285.5, 1433.5, 1249.5, 1469.5
52, 1400, 1370.98, 1333.5, 1408.5, 1296.5, 1445.5, 1260.5, 1481.5
56, 1486, 1422.51, 1384.5, 1460.5, 1346.5, 1498.5, 1310.5, 1534.5
60, 1448, 1527.01, 1487.5, 1566.5, 1448.5, 1605.5, 1410.5, 1643.5
64, 1657, 1669.38, 1628.5, 1710.5, 1587.5, 1751.5, 1547.5, 1791.5
68, 1803, 1774.6, 1732.5, 1817.5, 1690.5, 1859.5, 1649.5, 1900.5
72, 2025, 1966.92, 1922.5, 2011.5, 1877.5, 2055.5, 1834.5, 2099.5
76, 2088, 2133.13, 2086.5, 2179.5, 2040.5, 2225.5, 1995.5, 2270.5
80, 2261, 2277.66, 2229.5, 2325.5, 2181.5, 2373.5, 2135.5, 2419.5
84, 2407, 2427.18, 2377.5, 2476.5, 2328.5, 2525.5, 2280.5, 2573.5
88, 2514, 2506.18, 2455.5, 2556.5, 2405.5, 2606.5, 2357.5, 2655.5
92, 2522, 2539.6, 2488.5, 2590.5, 2438.5, 2640.5, 2389.5, 2689.5
96, 2526, 2563.45, 2512.5, 2614.5, 2461.5, 2664.5, 2412.5, 2714.5
100, 2577, 2560.17, 2509.5, 2611.5, 2458.5, 2661.5, 2409.5, 2710.5
104, 2628, 2545.19, 2494.5, 2596.5, 2444.5, 2646.5, 2394.5, 2695.5
108, 2554, 2521.38, 2470.5, 2572.5, 2420.5, 2622.5, 2371.5, 2670.5
112, 2379, 2435.6, 2385.5, 2485.5, 2336.5, 2534.5, 2288.5, 2582.5
116, 2215, 2358.24, 2309.5, 2407.5, 2260.5, 2455.5, 2213.5, 2502.5
120, 2212, 2261.16, 2213.5, 2309.5, 2165.5, 2356.5, 2119.5, 2402.5
124, 2123, 2198.6, 2151.5, 2245.5, 2104.5, 2292.5, 2058.5, 2338.5
128, 2128, 2090.76, 2044.5, 2136.5, 1999.5, 2182.5, 1954.5, 2226.5
132, 1991, 2010.55, 1965.5, 2055.5, 1920.5, 2100.5, 1876.5, 2144.5
136, 1804, 1912.74, 1868.5, 1956.5, 1824.5, 2000.5, 1782.5, 2043.5
140, 1758, 1792.22, 1749.5, 1834.5, 1707.5, 1877.5, 1666.5, 1918.5
144, 1656, 1722.61, 1680.5, 1764.5, 1639.5, 1805.5, 1598.5, 1846.5
148, 1547, 1587.25, 1546.5, 1627.5, 1507.5, 1667.5, 1468.5, 1705.5
152, 1514, 1519.06, 1479.5, 1558.5, 1440.5, 1597.5, 1402.5, 1635.5
156, 1436, 1453.9, 1415.5, 1492.5, 1377.5, 1530.5, 1340.5, 1567.5
160, 1327, 1343.01, 1305.5, 1380.5, 1269.5, 1416.5, 1233.5, 1452.5
164, 1204, 1316.7, 1279.5, 1353.5, 1243.5, 1389.5, 1208.5, 1424.5
168, 1199, 1219.82, 1184.5, 1255.5, 1149.5, 1290.5, 1115.5, 1323.5
172, 1107, 1154.76, 1120.5, 1189.5, 1086.5, 1223.5, 1053.5, 1256.5
176, 1061, 1080.4, 1047.5, 1113.5, 1014.5, 1146.5, 982.5, 1178.5
180, 998, 1021.36, 988.5, 1053.5, 957.5, 1085.5, 926.5, 1116.5
184, 926, 976.712, 945.5, 1008.5, 913.5, 1039.5, 883.5, 1069.5
188, 920, 939.822, 908.5, 970.5, 878.5, 1001.5, 848.5, 1031.5
192, 817, 884.92, 854.5, 915.5, 825.5, 944.5, 796.5, 973.5
196, 846, 838.405, 808.5, 867.5, 780.5, 896.5, 751.5, 924.5
200, 731, 784.458, 755.5, 812.5, 728.5, 840.5, 700.5, 868.5
204, 727, 755.137, 727.5, 783.5, 699.5, 810.5, 673.5, 837.5
208, 683, 720.416, 693.5, 747.5, 666.5, 774.5, 640.5, 800.5
212, 635, 671.511, 645.5, 697.5, 619.5, 723.5, 594.5, 748.5
216, 590, 659.681, 633.5, 685.5, 607.5, 711.5, 582.5, 736.5
220, 592, 654.266, 628.5, 680.5, 602.5, 705.5, 577.5, 730.5
224, 588, 615.149, 589.5, 640.5, 565.5, 665.5, 541.5, 689.5
228, 556, 581.923, 557.5, 606.5, 533.5, 630.5, 509.5, 654.5
232, 493, 576.291, 551.5, 600.5, 527.5, 624.5, 504.5, 648.5
236, 516, 543.778, 519.5, 567.5, 496.5, 590.5, 474.5, 613.5
240, 477, 509.778, 486.5, 532.5, 464.5, 555.5, 442.5, 577.5
244, 401, 494.927, 472.5, 517.5, 450.5, 539.5, 428.5, 561.5
248, 418, 477.198, 454.5, 499.5, 433.5, 521.5, 411.5, 542.5
