energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 512, 540.654, 516.5, 564.5, 493.5, 587.5, 471.5, 610.5
44, 465, 519.279, 496.5, 542.5, 473.5, 565.5, 451.5, 587.5
48, 454, 521.806, 498.5, 545.5, 475.5, 567.5, 453.5, 590.5
52, 496, 563.324, 539.5, 587.5, 515.5, 611.5, 492.5, 634.5
56, 546, 591.357, 566.5, 616.5, 542.5, 640.5, 518.5, 664.5
60, 657, 678.958, 652.5, 705.5, 626.5, 731.5, 601.5, 756.5
64, 705, 766.814, 738.5, 794.5, 711.5, 822.5, 684.5, 849.5
68, 871, 865.968, 836.5, 895.5, 806.5, 925.5, 778.5, 953.5
72, 968, 940.663, 909.5, 971.5, 878.5, 1002.5, 849.5, 1032.5
76, 1056, 1026.29, 993.5, 1058.5, 961.5, 1090.5, 930.5, 1121.5
80, 1119, 1121.62, 1087.5, 1155.5, 1054.5, 1188.5, 1021.5, 1221.5
84, 1107, 1140.6, 1106.5, 1174.5, 1072.5, 1208.5, 1039.5, 1241.5
88, 1154, 1186.38, 1151.5, 1221.5, 1117.5, 1255.5, 1083.5, 1289.5
92, 1220, 1218.24, 1182.5, 1253.5, 1148.5, 1288.5, 1114.5, 1322.5
96, 1250, 1212.58, 1177.5, 1247.5, 1142.5, 1282.5, 1108.5, 1316.5
100, 1199, 1182.75, 1147.5, 1217.5, 1113.5, 1251.5, 1080.5, 1285.5
104, 1143, 1169.34, 1134.5, 1203.5, 1100.5, 1238.5, 1067.5, 1271.5
108, 1100, 1148.87, 1114.5, 1183.5, 1080.5, 1217.5, 1047.5, 1249.5
112, 1051, 1053.83, 1020.5, 1086.5, 988.5, 1119.5, 956.5, 1150.5
116, 1041, 1002.56, 970.5, 1034.5, 938.5, 1066.5, 908.5, 1097.5
120, 967, 947.45, 916.5, 978.5, 885.5, 1009.5, 855.5, 1039.5
124, 892, 937.335, 906.5, 968.5, 875.5, 998.5, 845.5, 1028.5
128, 845, 856.246, 826.5, 885.5, 797.5, 915.5, 768.5, 943.5
132, 804, 798.987, 770.5, 827.5, 742.5, 855.5, 714.5, 883.5
136, 803, 747.853, 720.5, 775.5, 692.5, 802.5, 666.5, 829.5
140, 721, 705.018, 678.5, 732.5, 651.5, 758.5, 625.5, 784.5
144, 636, 658.167, 632.5, 684.5, 606.5, 709.5, 581.5, 734.5
148, 621, 602.396, 577.5, 627.5, 552.5, 651.5, 529.5, 675.5
152, 575, 555.98, 531.5, 580.5, 508.5, 603.5, 485.5, 626.5
156, 511, 522.289, 498.5, 545.5, 476.5, 568.5, 453.5, 590.5
160, 453, 488.33, 465.5, 510.5, 443.5, 532.5, 422.5, 554.5
164, 468, 439.842, 418.5, 461.5, 397.5, 482.5, 377.5, 502.5
168, 447, 413.512, 392.5, 434.5, 372.5, 454.5, 352.5, 474.5
172, 419, 375.962, 356.5, 395.5, 336.5, 415.5, 317.5, 434.5
176, 370, 362.306, 342.5, 381.5, 323.5, 400.5, 305.5, 419.5
180, 333, 330.773, 312.5, 349.5, 293.5, 367.5, 276.5, 385.5
184, 345, 314.71, 296.5, 332.5, 278.5, 350.5, 261.5, 367.5
188, 286, 288.201, 270.5, 305.5, 253.5, 322.5, 237.5, 339.5
192, 251, 262.968, 246.5, 279.5, 230.5, 295.5, 214.5, 311.5
196, 261, 265.786, 249.5, 282.5, 232.5, 298.5, 216.5, 314.5
200, 222, 229.483, 213.5, 245.5, 198.5, 260.5, 184.5, 274.5
204, 225, 208.016, 193.5, 222.5, 178.5, 237.5, 164.5, 251.5
208, 197, 196.425, 181.5, 210.5, 167.5, 224.5, 154.5, 238.5
212, 195, 190.478, 176.5, 204.5, 162.5, 218.5, 149.5, 231.5
216, 172, 167.7, 154.5, 181.5, 141.5, 194.5, 128.5, 206.5
220, 174, 176.781, 163.5, 190.5, 149.5, 203.5, 136.5, 216.5
224, 149, 147.123, 134.5, 159.5, 122.5, 171.5, 110.5, 183.5
228, 149, 148.284, 135.5, 160.5, 123.5, 173.5, 111.5, 184.5
232, 104, 135.663, 123.5, 147.5, 111.5, 159.5, 100.5, 170.5
236, 147, 129.449, 117.5, 141.5, 106.5, 152.5, 95.5, 163.5
240, 90, 124.182, 112.5, 135.5, 101.5, 146.5, 90.5, 157.5
244, 104, 117.242, 105.5, 128.5, 95.5, 139.5, 84.5, 149.5
248, 97, 107.542, 96.5, 118.5, 86.5, 128.5, 76.5, 138.5
