energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 480, 405.518, 384.5, 426.5, 364.5, 446.5, 345.5, 465.5
44, 445, 415.935, 395.5, 436.5, 374.5, 457.5, 354.5, 476.5
48, 407, 422.738, 401.5, 443.5, 381.5, 464.5, 361.5, 484.5
52, 423, 443.662, 422.5, 465.5, 401.5, 486.5, 380.5, 506.5
56, 512, 463.661, 441.5, 485.5, 420.5, 507.5, 399.5, 528.5
60, 508, 506.708, 483.5, 529.5, 461.5, 552.5, 439.5, 574.5
64, 560, 592.915, 568.5, 617.5, 543.5, 642.5, 520.5, 665.5
68, 661, 647.985, 622.5, 673.5, 596.5, 699.5, 571.5, 724.5
72, 777, 707.423, 680.5, 734.5, 653.5, 760.5, 627.5, 786.5
76, 787, 798.452, 769.5, 827.5, 741.5, 855.5, 714.5, 882.5
80, 807, 841.329, 811.5, 870.5, 782.5, 899.5, 754.5, 927.5
84, 854, 885.829, 855.5, 916.5, 825.5, 945.5, 797.5, 974.5
88, 952, 928.644, 897.5, 959.5, 867.5, 989.5, 837.5, 1019.5
92, 953, 920.92, 890.5, 951.5, 859.5, 981.5, 830.5, 1011.5
96, 907, 928.615, 897.5, 959.5, 867.5, 989.5, 837.5, 1019.5
100, 926, 885.976, 855.5, 916.5, 826.5, 945.5, 797.5, 974.5
104, 884, 892.59, 862.5, 922.5, 832.5, 952.5, 803.5, 981.5
108, 860, 860.873, 831.5, 890.5, 801.5, 919.5, 773.5, 948.5
112, 832, 844.369, 814.5, 873.5, 785.5, 902.5, 757.5, 931.5
116, 732, 808.024, 779.5, 836.5, 750.5, 865.5, 723.5, 892.5
120, 739, 771.873, 743.5, 800.5, 715.5, 827.5, 688.5, 854.5
124, 727, 721.618, 694.5, 748.5, 667.5, 775.5, 641.5, 801.5
128, 673, 685.4, 658.5, 712.5, 632.5, 738.5, 607.5, 763.5
132, 644, 650.528, 624.5, 676.5, 599.5, 701.5, 574.5, 726.5
136, 563, 587.983, 563.5, 612.5, 539.5, 636.5, 515.5, 660.5
140, 564, 556.171, 532.5, 580.5, 508.5, 603.5, 485.5, 626.5
144, 502, 509.301, 486.5, 532.5, 463.5, 554.5, 441.5, 576.5
148, 469, 483.805, 461.5, 506.5, 439.5, 528.5, 418.5, 549.5
152, 451, 467.742, 445.5, 489.5, 424.5, 511.5, 403.5, 532.5
156, 410, 428.303, 407.5, 449.5, 386.5, 470.5, 366.5, 490.5
160, 370, 383.876, 363.5, 403.5, 344.5, 423.5, 325.5, 442.5
164, 312, 356.036, 336.5, 375.5, 317.5, 394.5, 299.5, 412.5
168, 317, 325.504, 306.5, 344.5, 289.5, 362.5, 271.5, 379.5
172, 276, 317.82, 299.5, 336.5, 281.5, 353.5, 264.5, 371.5
176, 290, 289.703, 272.5, 307.5, 255.5, 324.5, 238.5, 340.5
180, 259, 268.717, 251.5, 285.5, 235.5, 301.5, 219.5, 317.5
184, 214, 260.381, 243.5, 276.5, 227.5, 293.5, 211.5, 308.5
188, 237, 237.828, 221.5, 253.5, 206.5, 269.5, 191.5, 284.5
192, 228, 219.734, 204.5, 235.5, 189.5, 249.5, 175.5, 264.5
196, 210, 215.414, 200.5, 230.5, 185.5, 245.5, 171.5, 259.5
200, 207, 193.671, 179.5, 208.5, 165.5, 221.5, 151.5, 235.5
204, 163, 166.729, 153.5, 180.5, 140.5, 192.5, 127.5, 205.5
208, 144, 163.791, 150.5, 177.5, 137.5, 189.5, 125.5, 202.5
212, 140, 159.635, 146.5, 172.5, 133.5, 185.5, 121.5, 197.5
216, 143, 138.061, 125.5, 150.5, 114.5, 162.5, 102.5, 173.5
220, 134, 139.211, 126.5, 151.5, 115.5, 163.5, 103.5, 174.5
224, 130, 127.306, 115.5, 139.5, 104.5, 150.5, 93.5, 161.5
228, 117, 124.344, 112.5, 135.5, 101.5, 147.5, 90.5, 157.5
232, 84, 114.032, 102.5, 125.5, 92.5, 135.5, 81.5, 146.5
236, 114, 107.963, 97.5, 118.5, 86.5, 129.5, 76.5, 139.5
240, 87, 111.373, 100.5, 122.5, 89.5, 132.5, 79.5, 143.5
244, 78, 91.4001, 81.5, 101.5, 71.5, 110.5, 62.5, 120.5
248, 84, 87.216, 77.5, 97.5, 68.5, 106.5, 59.5, 115.5
