energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 477, 503.394, 480.5, 526.5, 458.5, 548.5, 436.5, 570.5
44, 448, 507.714, 484.5, 530.5, 462.5, 553.5, 440.5, 575.5
48, 460, 516.862, 493.5, 540.5, 470.5, 562.5, 448.5, 584.5
52, 501, 560.051, 535.5, 584.5, 512.5, 607.5, 489.5, 630.5
56, 563, 624.079, 598.5, 649.5, 573.5, 674.5, 549.5, 698.5
60, 726, 695.377, 668.5, 722.5, 642.5, 748.5, 616.5, 774.5
64, 775, 795.515, 766.5, 824.5, 738.5, 852.5, 711.5, 879.5
68, 925, 877.68, 847.5, 907.5, 818.5, 937.5, 789.5, 966.5
72, 1056, 971.647, 940.5, 1003.5, 908.5, 1034.5, 878.5, 1064.5
76, 1183, 1024.12, 991.5, 1056.5, 959.5, 1088.5, 928.5, 1119.5
80, 1151, 1138.83, 1104.5, 1173.5, 1070.5, 1206.5, 1038.5, 1239.5
84, 1212, 1187.43, 1152.5, 1222.5, 1118.5, 1256.5, 1084.5, 1290.5
88, 1195, 1169.65, 1134.5, 1204.5, 1100.5, 1238.5, 1067.5, 1271.5
92, 1200, 1233.82, 1198.5, 1269.5, 1163.5, 1304.5, 1129.5, 1338.5
96, 1243, 1219.31, 1183.5, 1254.5, 1149.5, 1289.5, 1115.5, 1323.5
100, 1173, 1179.95, 1145.5, 1214.5, 1110.5, 1248.5, 1077.5, 1282.5
104, 1249, 1174.39, 1139.5, 1209.5, 1105.5, 1243.5, 1072.5, 1276.5
108, 1177, 1101.39, 1067.5, 1135.5, 1034.5, 1168.5, 1002.5, 1200.5
112, 1085, 1053.77, 1020.5, 1086.5, 988.5, 1119.5, 956.5, 1150.5
116, 1010, 1003.88, 971.5, 1036.5, 940.5, 1067.5, 909.5, 1098.5
120, 997, 958.004, 926.5, 989.5, 895.5, 1020.5, 865.5, 1050.5
124, 936, 904.721, 874.5, 935.5, 844.5, 965.5, 814.5, 994.5
128, 846, 862.897, 833.5, 892.5, 803.5, 922.5, 775.5, 950.5
132, 825, 798.883, 770.5, 827.5, 741.5, 855.5, 714.5, 883.5
136, 759, 764.581, 736.5, 792.5, 708.5, 820.5, 682.5, 847.5
140, 729, 699.75, 672.5, 726.5, 646.5, 753.5, 620.5, 778.5
144, 666, 641.583, 615.5, 667.5, 590.5, 692.5, 565.5, 717.5
148, 601, 611.492, 586.5, 636.5, 561.5, 661.5, 537.5, 685.5
152, 544, 538.719, 515.5, 562.5, 491.5, 585.5, 469.5, 608.5
156, 503, 503.65, 480.5, 526.5, 458.5, 548.5, 436.5, 570.5
160, 500, 491.969, 469.5, 514.5, 447.5, 536.5, 425.5, 558.5
164, 426, 449.079, 427.5, 470.5, 406.5, 491.5, 385.5, 512.5
168, 416, 391.632, 371.5, 411.5, 351.5, 431.5, 332.5, 450.5
172, 372, 394.268, 373.5, 414.5, 354.5, 434.5, 334.5, 453.5
176, 355, 347.808, 328.5, 366.5, 310.5, 385.5, 291.5, 403.5
180, 329, 325.172, 306.5, 343.5, 288.5, 361.5, 271.5, 379.5
184, 326, 300.162, 282.5, 317.5, 265.5, 335.5, 248.5, 352.5
188, 270, 294.218, 276.5, 311.5, 259.5, 328.5, 242.5, 345.5
192, 289, 254.411, 237.5, 270.5, 222.5, 286.5, 206.5, 302.5
196, 228, 242.939, 226.5, 259.5, 211.5, 274.5, 196.5, 289.5
200, 231, 231.086, 215.5, 246.5, 200.5, 261.5, 185.5, 276.5
204, 204, 212.715, 197.5, 227.5, 183.5, 242.5, 168.5, 256.5
208, 179, 188.36, 174.5, 202.5, 160.5, 216.5, 147.5, 229.5
212, 183, 187.57, 173.5, 201.5, 159.5, 215.5, 146.5, 228.5
216, 186, 176.544, 162.5, 190.5, 149.5, 203.5, 136.5, 216.5
220, 192, 159.164, 146.5, 172.5, 133.5, 184.5, 121.5, 197.5
224, 151, 153.612, 140.5, 166.5, 128.5, 178.5, 116.5, 190.5
228, 128, 142.771, 130.5, 155.5, 118.5, 167.5, 106.5, 178.5
232, 131, 132.729, 120.5, 144.5, 109.5, 156.5, 98.5, 167.5
236, 131, 124.645, 112.5, 136.5, 101.5, 147.5, 91.5, 158.5
240, 122, 122.959, 111.5, 134.5, 100.5, 145.5, 89.5, 156.5
244, 115, 106.556, 95.5, 117.5, 85.5, 127.5, 75.5, 137.5
248, 90, 104.498, 93.5, 115.5, 83.5, 125.5, 73.5, 135.5
