energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 476, 533.218, 509.5, 556.5, 486.5, 579.5, 464.5, 602.5
44, 481, 548.376, 524.5, 572.5, 501.5, 595.5, 478.5, 618.5
48, 579, 573.481, 549.5, 597.5, 525.5, 621.5, 501.5, 645.5
52, 611, 630.471, 604.5, 656.5, 579.5, 681.5, 555.5, 705.5
56, 699, 687.25, 660.5, 713.5, 634.5, 740.5, 608.5, 765.5
60, 825, 783.776, 755.5, 812.5, 727.5, 840.5, 700.5, 867.5
64, 978, 895.521, 865.5, 925.5, 835.5, 955.5, 806.5, 984.5
68, 1096, 1027.92, 995.5, 1060.5, 963.5, 1092.5, 932.5, 1123.5
72, 1207, 1133.51, 1099.5, 1167.5, 1065.5, 1201.5, 1033.5, 1233.5
76, 1313, 1213.59, 1178.5, 1248.5, 1143.5, 1283.5, 1109.5, 1317.5
80, 1343, 1300.76, 1264.5, 1337.5, 1228.5, 1373.5, 1193.5, 1408.5
84, 1395, 1327.89, 1291.5, 1364.5, 1254.5, 1401.5, 1219.5, 1436.5
88, 1397, 1377.06, 1339.5, 1414.5, 1302.5, 1451.5, 1266.5, 1487.5
92, 1333, 1377.23, 1339.5, 1414.5, 1302.5, 1451.5, 1266.5, 1487.5
96, 1360, 1358.39, 1321.5, 1395.5, 1284.5, 1432.5, 1248.5, 1468.5
100, 1322, 1351.48, 1314.5, 1388.5, 1277.5, 1425.5, 1241.5, 1461.5
104, 1285, 1291.99, 1255.5, 1328.5, 1219.5, 1364.5, 1184.5, 1399.5
108, 1195, 1270.47, 1234.5, 1306.5, 1198.5, 1342.5, 1164.5, 1376.5
112, 1111, 1184.3, 1149.5, 1219.5, 1115.5, 1253.5, 1081.5, 1286.5
116, 1026, 1141.56, 1107.5, 1175.5, 1073.5, 1209.5, 1040.5, 1242.5
120, 1061, 1064.22, 1031.5, 1097.5, 998.5, 1129.5, 966.5, 1161.5
124, 1009, 1008.59, 976.5, 1040.5, 944.5, 1072.5, 913.5, 1103.5
128, 911, 960.463, 929.5, 991.5, 898.5, 1022.5, 867.5, 1052.5
132, 882, 874.13, 844.5, 904.5, 814.5, 933.5, 785.5, 962.5
136, 821, 823.625, 794.5, 852.5, 765.5, 881.5, 737.5, 909.5
140, 732, 768.125, 739.5, 796.5, 712.5, 823.5, 685.5, 850.5
144, 669, 706.829, 679.5, 733.5, 653.5, 760.5, 627.5, 786.5
148, 686, 661.128, 634.5, 687.5, 609.5, 712.5, 584.5, 737.5
152, 576, 638.382, 612.5, 664.5, 587.5, 689.5, 562.5, 713.5
156, 549, 605.6, 580.5, 630.5, 555.5, 655.5, 532.5, 679.5
160, 537, 540.173, 516.5, 563.5, 493.5, 587.5, 470.5, 609.5
164, 475, 501.304, 478.5, 524.5, 456.5, 546.5, 434.5, 568.5
168, 447, 469.807, 447.5, 491.5, 426.5, 513.5, 404.5, 534.5
172, 421, 416.563, 395.5, 437.5, 375.5, 457.5, 355.5, 477.5
176, 352, 390.603, 370.5, 410.5, 350.5, 430.5, 331.5, 449.5
180, 342, 368.855, 349.5, 388.5, 330.5, 407.5, 311.5, 426.5
184, 279, 352.858, 333.5, 372.5, 314.5, 390.5, 296.5, 409.5
188, 281, 307.472, 289.5, 325.5, 271.5, 342.5, 254.5, 360.5
192, 290, 304.733, 286.5, 322.5, 269.5, 340.5, 252.5, 357.5
196, 268, 276.971, 259.5, 294.5, 243.5, 310.5, 227.5, 326.5
200, 205, 253.082, 236.5, 269.5, 220.5, 285.5, 205.5, 300.5
204, 212, 242.536, 226.5, 258.5, 210.5, 274.5, 195.5, 289.5
208, 208, 227.725, 212.5, 243.5, 197.5, 258.5, 182.5, 273.5
212, 171, 212.398, 197.5, 227.5, 182.5, 241.5, 168.5, 256.5
216, 196, 195.203, 180.5, 209.5, 166.5, 223.5, 153.5, 237.5
220, 202, 183.794, 169.5, 197.5, 156.5, 211.5, 143.5, 224.5
224, 163, 170.131, 156.5, 183.5, 143.5, 196.5, 130.5, 209.5
228, 182, 150.124, 137.5, 162.5, 125.5, 175.5, 113.5, 186.5
232, 123, 145.623, 133.5, 158.5, 121.5, 170.5, 109.5, 181.5
236, 145, 139.012, 126.5, 151.5, 114.5, 163.5, 103.5, 174.5
240, 114, 133.238, 121.5, 145.5, 109.5, 156.5, 98.5, 167.5
244, 129, 125.786, 114.5, 137.5, 102.5, 148.5, 92.5, 159.5
248, 115, 118.183, 106.5, 129.5, 95.5, 140.5, 85.5, 150.5
