energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 419, 490.989, 468.5, 513.5, 446.5, 535.5, 424.5, 557.5
44, 486, 511.535, 488.5, 534.5, 465.5, 557.5, 443.5, 579.5
48, 533, 556.04, 531.5, 580.5, 508.5, 603.5, 485.5, 626.5
52, 571, 602.579, 577.5, 627.5, 553.5, 652.5, 529.5, 675.5
56, 704, 718.267, 691.5, 745.5, 664.5, 772.5, 638.5, 798.5
60, 851, 826.682, 797.5, 855.5, 768.5, 884.5, 740.5, 912.5
64, 950, 958.395, 926.5, 989.5, 896.5, 1020.5, 866.5, 1050.5
68, 1117, 1105.28, 1071.5, 1138.5, 1038.5, 1172.5, 1006.5, 1204.5
72, 1311, 1231.34, 1195.5, 1266.5, 1160.5, 1301.5, 1126.5, 1335.5
76, 1437, 1353.89, 1316.5, 1391.5, 1279.5, 1427.5, 1244.5, 1463.5
80, 1404, 1414.24, 1376.5, 1452.5, 1338.5, 1489.5, 1302.5, 1526.5
84, 1527, 1478.32, 1439.5, 1517.5, 1401.5, 1555.5, 1363.5, 1592.5
88, 1562, 1524.42, 1484.5, 1563.5, 1446.5, 1602.5, 1408.5, 1640.5
92, 1512, 1523.01, 1483.5, 1562.5, 1444.5, 1601.5, 1406.5, 1639.5
96, 1578, 1506.93, 1467.5, 1546.5, 1428.5, 1584.5, 1391.5, 1622.5
100, 1466, 1504.31, 1465.5, 1543.5, 1426.5, 1582.5, 1388.5, 1619.5
104, 1457, 1450.65, 1412.5, 1489.5, 1374.5, 1527.5, 1337.5, 1564.5
108, 1356, 1426.93, 1388.5, 1465.5, 1351.5, 1502.5, 1314.5, 1539.5
112, 1421, 1346.18, 1309.5, 1383.5, 1272.5, 1419.5, 1236.5, 1455.5
116, 1350, 1291.89, 1255.5, 1328.5, 1219.5, 1364.5, 1184.5, 1399.5
120, 1200, 1235.22, 1199.5, 1270.5, 1164.5, 1305.5, 1130.5, 1340.5
124, 1154, 1157.77, 1123.5, 1192.5, 1089.5, 1226.5, 1056.5, 1259.5
128, 1029, 1071.03, 1037.5, 1104.5, 1005.5, 1136.5, 973.5, 1168.5
132, 1091, 1017.66, 985.5, 1050.5, 953.5, 1081.5, 922.5, 1112.5
136, 967, 945.668, 914.5, 976.5, 883.5, 1007.5, 853.5, 1037.5
140, 899, 900.024, 869.5, 930.5, 839.5, 960.5, 810.5, 989.5
144, 807, 816.064, 787.5, 845.5, 758.5, 873.5, 730.5, 901.5
148, 809, 766.118, 737.5, 794.5, 710.5, 821.5, 683.5, 848.5
152, 723, 706.956, 679.5, 734.5, 653.5, 760.5, 627.5, 786.5
156, 707, 660.023, 633.5, 686.5, 608.5, 711.5, 583.5, 736.5
160, 611, 605.296, 580.5, 630.5, 555.5, 654.5, 531.5, 678.5
164, 570, 581.651, 557.5, 606.5, 533.5, 630.5, 509.5, 653.5
168, 489, 512.527, 489.5, 535.5, 466.5, 558.5, 444.5, 580.5
172, 537, 476.364, 454.5, 498.5, 432.5, 520.5, 411.5, 541.5
176, 455, 446, 424.5, 467.5, 403.5, 488.5, 382.5, 509.5
180, 461, 428.376, 407.5, 449.5, 386.5, 470.5, 366.5, 490.5
184, 408, 392.999, 372.5, 413.5, 352.5, 433.5, 333.5, 452.5
188, 341, 378.119, 358.5, 398.5, 338.5, 417.5, 319.5, 436.5
192, 345, 339.753, 320.5, 358.5, 302.5, 377.5, 284.5, 394.5
196, 342, 299.126, 281.5, 316.5, 264.5, 334.5, 247.5, 350.5
200, 310, 302.219, 284.5, 320.5, 267.5, 337.5, 250.5, 354.5
204, 291, 283.846, 266.5, 301.5, 249.5, 317.5, 233.5, 334.5
208, 243, 261.819, 245.5, 278.5, 229.5, 294.5, 213.5, 310.5
212, 242, 236.047, 220.5, 251.5, 204.5, 267.5, 189.5, 282.5
216, 219, 222.363, 206.5, 237.5, 192.5, 252.5, 177.5, 267.5
220, 225, 215.595, 200.5, 230.5, 185.5, 245.5, 171.5, 259.5
224, 183, 193.343, 178.5, 207.5, 165.5, 221.5, 151.5, 235.5
228, 194, 174.355, 160.5, 188.5, 147.5, 201.5, 134.5, 214.5
232, 168, 178.849, 164.5, 192.5, 151.5, 206.5, 138.5, 219.5
236, 172, 160.532, 147.5, 173.5, 134.5, 186.5, 122.5, 198.5
240, 150, 145.881, 133.5, 158.5, 121.5, 170.5, 109.5, 182.5
244, 152, 147.665, 135.5, 160.5, 122.5, 172.5, 111.5, 184.5
248, 134, 135.901, 123.5, 148.5, 112.5, 159.5, 100.5, 170.5
