energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 1448, 1409.76, 1371.5, 1447.5, 1334.5, 1485.5, 1297.5, 1521.5
44, 1373, 1397.1, 1359.5, 1434.5, 1322.5, 1472.5, 1285.5, 1508.5
48, 1393, 1466.2, 1427.5, 1504.5, 1389.5, 1543.5, 1352.5, 1580.5
52, 1470, 1591.04, 1550.5, 1631.5, 1510.5, 1671.5, 1472.5, 1709.5
56, 1767, 1748.67, 1706.5, 1790.5, 1664.5, 1832.5, 1624.5, 1873.5
60, 1892, 1935.43, 1891.5, 1979.5, 1847.5, 2023.5, 1804.5, 2066.5
64, 2203, 2190.94, 2143.5, 2238.5, 2097.5, 2284.5, 2051.5, 2330.5
68, 2360, 2446.6, 2396.5, 2496.5, 2347.5, 2545.5, 2299.5, 2593.5
72, 2670, 2637.92, 2586.5, 2689.5, 2534.5, 2740.5, 2484.5, 2790.5
76, 2772, 2806.71, 2753.5, 2860.5, 2700.5, 2912.5, 2648.5, 2964.5
80, 2827, 2938.16, 2883.5, 2992.5, 2829.5, 3046.5, 2776.5, 3099.5
84, 2976, 2990.59, 2935.5, 3045.5, 2880.5, 3100.5, 2827.5, 3153.5
88, 2900, 3040.46, 2984.5, 3096.5, 2929.5, 3150.5, 2876.5, 3204.5
92, 3084, 3017.03, 2961.5, 3072.5, 2906.5, 3127.5, 2853.5, 3180.5
96, 2858, 2986.63, 2931.5, 3041.5, 2877.5, 3096.5, 2823.5, 3149.5
100, 2742, 2893.61, 2839.5, 2947.5, 2785.5, 3001.5, 2733.5, 3053.5
104, 2777, 2845.57, 2791.5, 2899.5, 2738.5, 2952.5, 2686.5, 3004.5
108, 2660, 2679.62, 2627.5, 2731.5, 2575.5, 2783.5, 2525.5, 2833.5
112, 2610, 2532.07, 2481.5, 2582.5, 2431.5, 2632.5, 2382.5, 2681.5
116, 2492, 2437.8, 2387.5, 2487.5, 2338.5, 2536.5, 2290.5, 2584.5
120, 2368, 2291.14, 2242.5, 2339.5, 2195.5, 2387.5, 2148.5, 2433.5
124, 2198, 2183.32, 2136.5, 2230.5, 2089.5, 2277.5, 2044.5, 2322.5
128, 2034, 2035.52, 1989.5, 2081.5, 1944.5, 2126.5, 1901.5, 2169.5
132, 1920, 1948.92, 1904.5, 1993.5, 1860.5, 2037.5, 1817.5, 2080.5
136, 1795, 1749.66, 1707.5, 1791.5, 1665.5, 1833.5, 1625.5, 1874.5
140, 1735, 1664, 1622.5, 1705.5, 1582.5, 1745.5, 1542.5, 1785.5
144, 1584, 1569.63, 1529.5, 1609.5, 1490.5, 1649.5, 1451.5, 1687.5
148, 1485, 1474.26, 1435.5, 1513.5, 1397.5, 1551.5, 1359.5, 1588.5
152, 1362, 1373.93, 1336.5, 1411.5, 1299.5, 1448.5, 1263.5, 1484.5
156, 1228, 1252.48, 1216.5, 1288.5, 1181.5, 1323.5, 1146.5, 1358.5
160, 1202, 1195.13, 1160.5, 1230.5, 1125.5, 1264.5, 1092.5, 1298.5
164, 1133, 1098.92, 1065.5, 1132.5, 1032.5, 1165.5, 1000.5, 1197.5
168, 1025, 1038.91, 1006.5, 1071.5, 974.5, 1103.5, 942.5, 1135.5
172, 990, 935.784, 904.5, 966.5, 874.5, 997.5, 844.5, 1027.5
176, 933, 892.578, 862.5, 922.5, 832.5, 952.5, 803.5, 981.5
180, 876, 818.22, 789.5, 847.5, 760.5, 875.5, 732.5, 903.5
184, 748, 789.848, 761.5, 818.5, 733.5, 846.5, 705.5, 873.5
188, 713, 727.755, 700.5, 755.5, 673.5, 782.5, 647.5, 808.5
192, 634, 665.887, 639.5, 692.5, 613.5, 717.5, 588.5, 742.5
196, 632, 623.143, 597.5, 648.5, 572.5, 673.5, 548.5, 697.5
200, 606, 597.685, 572.5, 622.5, 548.5, 646.5, 524.5, 670.5
204, 529, 564.235, 540.5, 588.5, 516.5, 612.5, 493.5, 635.5
208, 534, 507.981, 484.5, 530.5, 462.5, 553.5, 440.5, 575.5
212, 529, 488.281, 465.5, 510.5, 443.5, 532.5, 422.5, 554.5
216, 451, 450.033, 428.5, 471.5, 407.5, 492.5, 386.5, 513.5
220, 441, 402.032, 381.5, 422.5, 361.5, 442.5, 342.5, 462.5
224, 395, 403.172, 382.5, 423.5, 362.5, 443.5, 343.5, 463.5
228, 396, 361.304, 341.5, 380.5, 322.5, 399.5, 304.5, 418.5
232, 359, 346.073, 326.5, 365.5, 308.5, 383.5, 290.5, 401.5
236, 366, 322.538, 304.5, 340.5, 286.5, 358.5, 268.5, 376.5
240, 298, 304.783, 286.5, 322.5, 269.5, 340.5, 252.5, 357.5
244, 268, 290.902, 273.5, 308.5, 256.5, 325.5, 239.5, 342.5
248, 270, 267.776, 250.5, 284.5, 234.5, 300.5, 218.5, 316.5
