energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 1666, 1610.28, 1569.5, 1650.5, 1529.5, 1690.5, 1490.5, 1729.5
44, 1557, 1613.59, 1572.5, 1654.5, 1532.5, 1694.5, 1493.5, 1733.5
48, 1549, 1645.47, 1604.5, 1686.5, 1564.5, 1726.5, 1524.5, 1766.5
52, 1549, 1672.08, 1630.5, 1713.5, 1589.5, 1754.5, 1550.5, 1793.5
56, 1670, 1729.54, 1687.5, 1771.5, 1646.5, 1813.5, 1605.5, 1853.5
60, 1761, 1924.99, 1880.5, 1969.5, 1836.5, 2013.5, 1794.5, 2055.5
64, 1991, 2126.67, 2080.5, 2173.5, 2034.5, 2219.5, 1989.5, 2264.5
68, 2377, 2323.95, 2275.5, 2372.5, 2227.5, 2420.5, 2180.5, 2467.5
72, 2604, 2549.31, 2498.5, 2600.5, 2448.5, 2650.5, 2398.5, 2699.5
76, 2862, 2744.72, 2691.5, 2797.5, 2639.5, 2849.5, 2588.5, 2900.5
80, 2964, 2988.48, 2933.5, 3043.5, 2878.5, 3098.5, 2825.5, 3151.5
84, 3188, 3071.45, 3015.5, 3127.5, 2960.5, 3182.5, 2906.5, 3236.5
88, 3209, 3209.51, 3152.5, 3266.5, 3095.5, 3323.5, 3040.5, 3378.5
92, 3322, 3292.61, 3234.5, 3350.5, 3177.5, 3407.5, 3121.5, 3463.5
96, 3354, 3327.45, 3269.5, 3385.5, 3211.5, 3443.5, 3155.5, 3499.5
100, 3349, 3255.42, 3197.5, 3312.5, 3141.5, 3369.5, 3085.5, 3425.5
104, 3228, 3233.82, 3176.5, 3291.5, 3119.5, 3347.5, 3064.5, 3403.5
108, 3244, 3125.33, 3069.5, 3181.5, 3013.5, 3237.5, 2958.5, 3291.5
112, 3029, 3104.42, 3048.5, 3160.5, 2992.5, 3216.5, 2938.5, 3270.5
116, 2953, 2923.22, 2868.5, 2977.5, 2814.5, 3031.5, 2762.5, 3084.5
120, 2835, 2871.26, 2817.5, 2925.5, 2763.5, 2978.5, 2711.5, 3030.5
124, 2623, 2726.16, 2673.5, 2778.5, 2621.5, 2830.5, 2570.5, 2881.5
128, 2529, 2589.04, 2537.5, 2640.5, 2487.5, 2691.5, 2437.5, 2740.5
132, 2495, 2471.62, 2421.5, 2521.5, 2371.5, 2571.5, 2323.5, 2619.5
136, 2313, 2376.2, 2327.5, 2425.5, 2278.5, 2473.5, 2231.5, 2521.5
140, 2130, 2228.82, 2181.5, 2276.5, 2134.5, 2323.5, 2088.5, 2369.5
144, 2081, 2084.55, 2038.5, 2130.5, 1992.5, 2176.5, 1948.5, 2220.5
148, 1982, 1957.41, 1912.5, 2002.5, 1868.5, 2046.5, 1825.5, 2089.5
152, 1867, 1872.33, 1828.5, 1916.5, 1785.5, 1959.5, 1743.5, 2001.5
156, 1719, 1764, 1721.5, 1806.5, 1679.5, 1848.5, 1638.5, 1889.5
160, 1688, 1672.57, 1631.5, 1713.5, 1590.5, 1754.5, 1550.5, 1794.5
164, 1503, 1571.64, 1531.5, 1611.5, 1492.5, 1651.5, 1453.5, 1689.5
168, 1485, 1484.06, 1445.5, 1523.5, 1406.5, 1561.5, 1369.5, 1598.5
172, 1345, 1377.83, 1340.5, 1415.5, 1303.5, 1452.5, 1267.5, 1488.5
176, 1276, 1331.94, 1294.5, 1368.5, 1258.5, 1405.5, 1223.5, 1440.5
180, 1164, 1279.72, 1243.5, 1315.5, 1207.5, 1351.5, 1173.5, 1386.5
184, 1118, 1160.95, 1126.5, 1195.5, 1092.5, 1229.5, 1059.5, 1262.5
188, 1072, 1141.68, 1107.5, 1175.5, 1073.5, 1209.5, 1040.5, 1242.5
192, 978, 1069.94, 1036.5, 1103.5, 1004.5, 1135.5, 972.5, 1167.5
196, 937, 1005.04, 972.5, 1037.5, 941.5, 1068.5, 910.5, 1099.5
200, 857, 962.732, 931.5, 994.5, 900.5, 1025.5, 870.5, 1055.5
204, 872, 916.749, 886.5, 947.5, 855.5, 977.5, 826.5, 1007.5
208, 820, 881.348, 851.5, 911.5, 821.5, 941.5, 792.5, 969.5
212, 756, 860.582, 830.5, 890.5, 801.5, 919.5, 773.5, 948.5
216, 766, 813.437, 784.5, 842.5, 756.5, 870.5, 728.5, 898.5
220, 657, 763.287, 735.5, 791.5, 707.5, 818.5, 680.5, 845.5
224, 649, 725.851, 698.5, 753.5, 671.5, 780.5, 645.5, 806.5
228, 677, 713.316, 686.5, 740.5, 659.5, 767.5, 633.5, 793.5
232, 617, 671.223, 644.5, 697.5, 619.5, 723.5, 593.5, 748.5
236, 561, 628.886, 603.5, 654.5, 578.5, 679.5, 553.5, 703.5
240, 576, 620.036, 594.5, 645.5, 569.5, 670.5, 545.5, 694.5
244, 559, 578.199, 553.5, 602.5, 529.5, 626.5, 506.5, 650.5
248, 506, 544.305, 520.5, 568.5, 497.5, 591.5, 474.5, 614.5
