energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 533, 533.007, 509.5, 556.5, 486.5, 579.5, 463.5, 602.5
44, 545, 529.301, 505.5, 552.5, 482.5, 575.5, 460.5, 598.5
48, 508, 522.783, 499.5, 546.5, 476.5, 568.5, 454.5, 591.5
52, 547, 560.334, 536.5, 584.5, 512.5, 608.5, 489.5, 631.5
56, 632, 618.709, 593.5, 644.5, 568.5, 668.5, 544.5, 693.5
60, 743, 671.832, 645.5, 698.5, 619.5, 724.5, 594.5, 749.5
64, 761, 787.434, 758.5, 815.5, 730.5, 843.5, 703.5, 871.5
68, 873, 869.454, 839.5, 899.5, 810.5, 928.5, 781.5, 957.5
72, 981, 971.754, 940.5, 1003.5, 909.5, 1034.5, 878.5, 1064.5
76, 1030, 1066.02, 1032.5, 1099.5, 1000.5, 1131.5, 968.5, 1163.5
80, 1096, 1130.78, 1096.5, 1164.5, 1063.5, 1198.5, 1030.5, 1231.5
84, 1206, 1199.98, 1164.5, 1235.5, 1130.5, 1269.5, 1096.5, 1303.5
88, 1232, 1238.92, 1203.5, 1274.5, 1168.5, 1309.5, 1133.5, 1343.5
92, 1275, 1252.62, 1216.5, 1288.5, 1181.5, 1323.5, 1147.5, 1358.5
96, 1161, 1242.68, 1206.5, 1278.5, 1171.5, 1313.5, 1137.5, 1347.5
100, 1250, 1224.43, 1188.5, 1259.5, 1154.5, 1294.5, 1120.5, 1328.5
104, 1118, 1198.97, 1163.5, 1234.5, 1129.5, 1268.5, 1095.5, 1302.5
108, 1137, 1196.08, 1161.5, 1231.5, 1126.5, 1265.5, 1092.5, 1299.5
112, 1096, 1140.11, 1105.5, 1174.5, 1072.5, 1207.5, 1039.5, 1240.5
116, 1077, 1060.88, 1027.5, 1093.5, 995.5, 1126.5, 963.5, 1158.5
120, 961, 1026.93, 994.5, 1059.5, 962.5, 1091.5, 931.5, 1122.5
124, 936, 954.956, 923.5, 986.5, 892.5, 1017.5, 862.5, 1047.5
128, 841, 917.932, 887.5, 948.5, 856.5, 978.5, 827.5, 1008.5
132, 830, 862.728, 832.5, 892.5, 803.5, 921.5, 775.5, 950.5
136, 804, 793.687, 765.5, 822.5, 736.5, 850.5, 709.5, 877.5
140, 695, 759.447, 731.5, 787.5, 703.5, 814.5, 677.5, 841.5
144, 717, 717.175, 689.5, 744.5, 663.5, 771.5, 637.5, 797.5
148, 633, 655.092, 629.5, 681.5, 603.5, 706.5, 578.5, 731.5
152, 624, 606.276, 581.5, 631.5, 556.5, 655.5, 532.5, 679.5
156, 577, 581.377, 556.5, 605.5, 532.5, 629.5, 509.5, 653.5
160, 532, 529.72, 506.5, 553.5, 483.5, 576.5, 460.5, 598.5
164, 496, 487.424, 464.5, 509.5, 442.5, 531.5, 421.5, 553.5
168, 452, 454.675, 432.5, 476.5, 411.5, 497.5, 390.5, 518.5
172, 410, 421.776, 400.5, 442.5, 380.5, 463.5, 360.5, 483.5
176, 391, 394.57, 374.5, 414.5, 354.5, 434.5, 335.5, 454.5
180, 383, 377.28, 357.5, 397.5, 338.5, 416.5, 319.5, 435.5
184, 362, 349.024, 329.5, 368.5, 311.5, 386.5, 293.5, 404.5
188, 319, 312.962, 294.5, 331.5, 277.5, 348.5, 259.5, 365.5
192, 299, 289.772, 272.5, 307.5, 255.5, 324.5, 238.5, 340.5
196, 255, 272.835, 255.5, 289.5, 239.5, 306.5, 223.5, 322.5
200, 252, 251.407, 235.5, 267.5, 219.5, 283.5, 203.5, 298.5
204, 208, 236.406, 220.5, 252.5, 205.5, 267.5, 190.5, 282.5
208, 213, 222.165, 206.5, 237.5, 191.5, 252.5, 177.5, 266.5
212, 190, 216.912, 201.5, 232.5, 187.5, 246.5, 172.5, 261.5
216, 197, 186.635, 172.5, 200.5, 158.5, 214.5, 145.5, 227.5
220, 181, 186.281, 172.5, 200.5, 158.5, 214.5, 145.5, 227.5
224, 154, 168.703, 155.5, 182.5, 142.5, 195.5, 129.5, 207.5
228, 156, 164.741, 151.5, 178.5, 138.5, 190.5, 126.5, 203.5
232, 132, 155.602, 142.5, 168.5, 130.5, 180.5, 118.5, 193.5
236, 150, 140.742, 128.5, 153.5, 116.5, 164.5, 105.5, 176.5
240, 154, 136.291, 124.5, 148.5, 112.5, 160.5, 101.5, 171.5
244, 108, 126.738, 114.5, 138.5, 103.5, 149.5, 92.5, 160.5
248, 98, 119.849, 108.5, 131.5, 97.5, 142.5, 86.5, 152.5
