energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 296, 255.512, 239.5, 271.5, 223.5, 287.5, 207.5, 303.5
44, 240, 267.012, 250.5, 283.5, 233.5, 300.5, 218.5, 316.5
48, 245, 289.466, 271.5, 306.5, 255.5, 323.5, 238.5, 340.5
52, 336, 303.963, 286.5, 321.5, 268.5, 339.5, 251.5, 356.5
56, 353, 360.625, 341.5, 380.5, 322.5, 399.5, 303.5, 417.5
60, 427, 420.219, 399.5, 441.5, 378.5, 461.5, 358.5, 481.5
64, 478, 489.911, 467.5, 512.5, 445.5, 534.5, 423.5, 556.5
68, 567, 557.578, 533.5, 581.5, 509.5, 605.5, 487.5, 628.5
72, 601, 625.866, 600.5, 651.5, 575.5, 676.5, 551.5, 700.5
76, 697, 662.099, 635.5, 688.5, 610.5, 713.5, 585.5, 738.5
80, 696, 728.158, 700.5, 755.5, 673.5, 782.5, 647.5, 808.5
84, 740, 749.639, 721.5, 777.5, 694.5, 804.5, 667.5, 831.5
88, 762, 757.206, 729.5, 785.5, 701.5, 812.5, 675.5, 839.5
92, 791, 782.83, 754.5, 811.5, 726.5, 839.5, 699.5, 866.5
96, 754, 775.825, 747.5, 804.5, 719.5, 831.5, 692.5, 858.5
100, 736, 727.769, 700.5, 755.5, 673.5, 782.5, 647.5, 808.5
104, 802, 715.415, 688.5, 742.5, 661.5, 769.5, 635.5, 795.5
108, 722, 703.129, 676.5, 730.5, 649.5, 756.5, 623.5, 782.5
112, 643, 665.593, 639.5, 691.5, 613.5, 717.5, 588.5, 742.5
116, 655, 637.636, 611.5, 663.5, 586.5, 688.5, 562.5, 713.5
120, 634, 604.633, 579.5, 629.5, 555.5, 654.5, 531.5, 678.5
124, 566, 580.102, 555.5, 604.5, 531.5, 628.5, 508.5, 652.5
128, 571, 548.232, 524.5, 572.5, 501.5, 595.5, 478.5, 618.5
132, 514, 502.087, 479.5, 524.5, 456.5, 547.5, 435.5, 569.5
136, 527, 472.711, 450.5, 494.5, 428.5, 516.5, 407.5, 537.5
140, 442, 439.838, 418.5, 461.5, 397.5, 482.5, 377.5, 502.5
144, 393, 402.555, 382.5, 423.5, 362.5, 443.5, 342.5, 462.5
148, 382, 389.159, 368.5, 409.5, 349.5, 429.5, 330.5, 448.5
152, 338, 362.921, 343.5, 382.5, 324.5, 401.5, 305.5, 419.5
156, 310, 323.687, 305.5, 342.5, 287.5, 360.5, 269.5, 377.5
160, 266, 304.984, 287.5, 322.5, 269.5, 340.5, 252.5, 357.5
164, 286, 278.767, 261.5, 295.5, 244.5, 312.5, 228.5, 328.5
168, 238, 260.09, 243.5, 276.5, 227.5, 292.5, 211.5, 308.5
172, 269, 242.655, 226.5, 258.5, 211.5, 274.5, 195.5, 289.5
176, 234, 221.452, 206.5, 236.5, 191.5, 251.5, 176.5, 266.5
180, 185, 212.813, 197.5, 227.5, 183.5, 242.5, 169.5, 256.5
184, 185, 187.343, 173.5, 201.5, 159.5, 215.5, 146.5, 228.5
188, 190, 180.051, 166.5, 193.5, 152.5, 207.5, 139.5, 220.5
192, 173, 168.092, 154.5, 181.5, 141.5, 194.5, 129.5, 207.5
196, 147, 148.607, 135.5, 161.5, 123.5, 173.5, 111.5, 185.5
200, 147, 149.621, 136.5, 162.5, 124.5, 174.5, 112.5, 186.5
204, 134, 132.854, 120.5, 144.5, 109.5, 156.5, 98.5, 167.5
208, 124, 123.147, 111.5, 134.5, 100.5, 145.5, 89.5, 156.5
212, 108, 117.81, 106.5, 129.5, 95.5, 139.5, 85.5, 150.5
216, 105, 108.053, 97.5, 118.5, 86.5, 129.5, 76.5, 139.5
220, 104, 107.596, 96.5, 118.5, 86.5, 128.5, 76.5, 138.5
224, 101, 97.0396, 86.5, 107.5, 76.5, 117.5, 67.5, 126.5
228, 110, 92.802, 82.5, 102.5, 73.5, 112.5, 63.5, 121.5
232, 78, 91.2545, 81.5, 101.5, 71.5, 110.5, 62.5, 120.5
236, 99, 81.4683, 71.5, 90.5, 62.5, 99.5, 54.5, 108.5
240, 84, 80.8013, 71.5, 90.5, 62.5, 99.5, 53.5, 107.5
244, 68, 66.7279, 58.5, 75.5, 49.5, 83.5, 41.5, 91.5
248, 70, 63.4299, 54.5, 71.5, 47.5, 79.5, 39.5, 87.5
