energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 486, 492.875, 470.5, 515.5, 448.5, 537.5, 426.5, 559.5
44, 517, 514.271, 491.5, 537.5, 468.5, 560.5, 446.5, 582.5
48, 536, 534.315, 510.5, 557.5, 487.5, 580.5, 465.5, 603.5
52, 602, 630.913, 605.5, 656.5, 580.5, 681.5, 555.5, 705.5
56, 711, 710.28, 683.5, 737.5, 656.5, 763.5, 630.5, 789.5
60, 881, 819.633, 790.5, 848.5, 762.5, 877.5, 734.5, 905.5
64, 1030, 972.706, 941.5, 1004.5, 909.5, 1035.5, 879.5, 1065.5
68, 1250, 1125.22, 1091.5, 1159.5, 1057.5, 1192.5, 1025.5, 1225.5
72, 1311, 1250.98, 1215.5, 1286.5, 1179.5, 1322.5, 1145.5, 1356.5
76, 1360, 1364.48, 1327.5, 1401.5, 1290.5, 1438.5, 1254.5, 1474.5
80, 1454, 1450.4, 1411.5, 1488.5, 1373.5, 1526.5, 1336.5, 1563.5
84, 1403, 1492.49, 1453.5, 1531.5, 1414.5, 1570.5, 1377.5, 1607.5
88, 1448, 1528, 1488.5, 1567.5, 1449.5, 1606.5, 1411.5, 1644.5
92, 1555, 1491.61, 1452.5, 1530.5, 1414.5, 1569.5, 1376.5, 1606.5
96, 1498, 1488.4, 1449.5, 1527.5, 1410.5, 1565.5, 1373.5, 1603.5
100, 1481, 1471.45, 1432.5, 1510.5, 1394.5, 1548.5, 1357.5, 1585.5
104, 1357, 1439.75, 1401.5, 1478.5, 1363.5, 1515.5, 1326.5, 1552.5
108, 1299, 1376.71, 1339.5, 1414.5, 1302.5, 1451.5, 1266.5, 1487.5
112, 1365, 1316.44, 1279.5, 1353.5, 1243.5, 1389.5, 1208.5, 1424.5
116, 1245, 1231.24, 1195.5, 1266.5, 1160.5, 1301.5, 1126.5, 1335.5
120, 1154, 1198.13, 1163.5, 1233.5, 1128.5, 1267.5, 1094.5, 1301.5
124, 1119, 1120.22, 1086.5, 1154.5, 1052.5, 1187.5, 1020.5, 1220.5
128, 1023, 1041.73, 1009.5, 1074.5, 976.5, 1106.5, 945.5, 1138.5
132, 976, 988.106, 956.5, 1019.5, 924.5, 1051.5, 894.5, 1081.5
136, 924, 913.442, 882.5, 944.5, 852.5, 974.5, 823.5, 1003.5
140, 829, 820.065, 790.5, 849.5, 762.5, 877.5, 734.5, 905.5
144, 734, 796.436, 767.5, 825.5, 739.5, 853.5, 712.5, 880.5
148, 755, 743.458, 715.5, 771.5, 688.5, 798.5, 662.5, 824.5
152, 705, 677.875, 651.5, 704.5, 625.5, 730.5, 600.5, 755.5
156, 646, 626.548, 601.5, 652.5, 576.5, 676.5, 551.5, 701.5
160, 606, 587.936, 563.5, 612.5, 539.5, 636.5, 515.5, 660.5
164, 536, 560.289, 536.5, 584.5, 512.5, 608.5, 489.5, 631.5
168, 484, 504.382, 481.5, 527.5, 459.5, 549.5, 437.5, 571.5
172, 471, 466.989, 444.5, 489.5, 423.5, 510.5, 402.5, 531.5
176, 425, 453.191, 431.5, 474.5, 410.5, 496.5, 389.5, 516.5
180, 394, 409.167, 388.5, 429.5, 368.5, 450.5, 348.5, 469.5
184, 386, 387.764, 367.5, 407.5, 347.5, 427.5, 328.5, 446.5
188, 349, 343.477, 324.5, 362.5, 305.5, 380.5, 287.5, 398.5
192, 311, 332.416, 313.5, 351.5, 295.5, 369.5, 277.5, 387.5
196, 316, 295.527, 277.5, 313.5, 260.5, 330.5, 244.5, 347.5
200, 251, 287.648, 270.5, 305.5, 253.5, 321.5, 236.5, 338.5
204, 291, 253.203, 236.5, 269.5, 220.5, 285.5, 205.5, 300.5
208, 258, 248.538, 232.5, 264.5, 216.5, 280.5, 201.5, 295.5
212, 225, 241.392, 225.5, 257.5, 209.5, 272.5, 194.5, 288.5
216, 211, 209.793, 194.5, 224.5, 180.5, 239.5, 166.5, 253.5
220, 187, 204.05, 189.5, 218.5, 175.5, 233.5, 161.5, 246.5
224, 170, 197.605, 183.5, 212.5, 169.5, 226.5, 155.5, 239.5
228, 162, 176.883, 163.5, 190.5, 149.5, 203.5, 136.5, 216.5
232, 173, 165.565, 152.5, 178.5, 139.5, 191.5, 126.5, 204.5
236, 161, 160.321, 147.5, 173.5, 134.5, 186.5, 122.5, 198.5
240, 155, 152.243, 139.5, 165.5, 127.5, 177.5, 115.5, 189.5
244, 126, 137.187, 124.5, 149.5, 113.5, 161.5, 101.5, 172.5
248, 140, 132.796, 120.5, 144.5, 109.5, 156.5, 98.5, 167.5
