xunit, xunit_low, fitted_data, total_model, Nnbb_invcoax, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_holders, K40_mini_shrouds, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, alpha_high_energy_invcoax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
2152.5, 2145, 2, 2.53119, 0, 0, 0, 0, 0.0409708, 0.319241, 0.0248823, 0.0360574, 0.0798455, 0, 0, 0, 0, 0, 0, 0.0686806, 0.112793, 0, 1.46842, 0.0063405, 0.0137978, 0.161676, 0.0081972, 0.0206678, 0.00263771, 0, 0.166981, 4.5, 0.5, 5.5, 0, 8.5, 0, -0.274071
2167.5, 2160, 3, 2.37803, 0, 0, 0, 0, 0.0434589, 0.327339, 0.0261424, 0.0365949, 0.0818657, 0, 0, 0, 0, 0, 0, 0.0811679, 0.107126, 1.1638e-05, 1.34638, 0.00317025, 0.013052, 0.119195, 0.00618, 0.0166146, 0.00253742, 0, 0.167189, 3.5, 0.5, 5.5, 0, 8.5, 0, 0.431212
2182.5, 2175, 0, 2.381, 0, 0, 0, 0, 0.0445335, 0.342286, 0.0268006, 0.0375636, 0.0820368, 0, 0, 0, 0, 0, 0, 0.0699293, 0.0903961, 2.3276e-05, 1.35107, 0.00317025, 0.0152895, 0.125794, 0.00618, 0.0158809, 0.00263437, 0, 0.167409, 3.5, 0.5, 5.5, 0, 8.5, 0, -2.15752
2197.5, 2190, 14, 7.2033, 0, 0, 0, 0, 0.0455057, 0.344495, 0.0276715, 0.0382285, 0.0876178, 0, 0, 0, 0, 0, 0, 0.0580663, 0.0995706, 0, 1.3589, 0.00317025, 0.0134249, 4.14315, 0.209936, 0.542587, 0.063372, 0, 0.167607, 9.5, 3.5, 12.5, 1.5, 16.5, 0.5, 2.2644
2212.5, 2205, 3, 3.67536, 0, 0, 0, 0, 0.0468905, 0.358354, 0.0280684, 0.0389946, 0.0892271, 0, 0, 0, 0, 0, 0, 0.0574419, 0.0912056, 1.1638e-05, 1.25094, 0.00317025, 0.0121197, 1.28041, 0.0637392, 0.167649, 0.0193365, 0, 0.167798, 5.5, 1.5, 7.5, 0, 10.5, 0, -0.283247
2227.5, 2220, 1, 2.1959, 0, 0, 0, 0, 0.0496632, 0.362707, 0.0291442, 0.0403217, 0.0926167, 0, 0, 0, 0, 0, 0, 0.0449545, 0.0828406, 3.4914e-05, 1.2259, 0.00317025, 0.0121197, 0.0697021, 0.00361722, 0.00969623, 0.00139742, 0, 0.168016, 3.5, 0.5, 5.5, 0, 7.5, 0, -0.83069
2242.5, 2235, 4, 2.21587, 0, 0, 0, 0, 0.0511791, 0.389081, 0.0307372, 0.0417449, 0.0972732, 0, 0, 0, 0, 0, 0, 0.0462033, 0.0890469, 2.3276e-05, 1.204, 0.00317025, 0.0117468, 0.0697021, 0.00353929, 0.00906728, 0.00114334, 0, 0.168216, 3.5, 0.5, 5.5, 0, 7.5, 0, 1.0571
2257.5, 2250, 2, 2.15662, 0, 0, 0, 0, 0.0531204, 0.402748, 0.0319282, 0.0427214, 0.10056, 0, 0, 0, 0, 0, 0, 0.0399596, 0.0782533, 6.9828e-05, 1.12889, 0.00317025, 0.0091364, 0.0820752, 0.0038923, 0.0102728, 0.0013573, 0, 0.168461, 3.5, 0.5, 5.5, 0, 7.5, 0, -0.0492824
2272.5, 2265, 1, 2.10788, 0, 0, 0, 0, 0.0564975, 0.423649, 0.0338978, 0.0448769, 0.107031, 0, 0, 0, 0, 0, 0, 0.0387109, 0.0823009, 1.1638e-05, 1.03658, 0.0063405, 0.00988223, 0.0843436, 0.00407109, 0.00976611, 0.00128041, 0, 0.168642, 3.5, 0.5, 5.5, 0, 7.5, 0, -0.783826
2287.5, 2280, 2, 2.47913, 0, 0, 0, 0, 0.0593119, 0.44026, 0.0348992, 0.0470792, 0.111311, 0, 0, 0, 0, 0, 0, 0.0412083, 0.0728565, 3.4914e-05, 1.06161, 0.00317025, 0.00745829, 0.36109, 0.0179898, 0.046507, 0.00548604, 0, 0.168857, 4.5, 0.5, 5.5, 0, 8.5, 0, -0.242268
2302.5, 2295, 1, 2.02757, 0, 0, 0, 0, 0.0606743, 0.456648, 0.0362849, 0.0476506, 0.0802564, 0, 0, 0, 0, 0, 0, 0.0337159, 0.0650312, 6.9828e-05, 0.962259, 0.0063405, 0.006526, 0.0857872, 0.00438285, 0.0113909, 0.00143085, 0, 0.169119, 3.5, 0.5, 5.5, 0, 7.5, 0, -0.73153
2317.5, 2310, 3, 1.95933, 0, 0, 0, 0, 0.0628554, 0.476941, 0.0378472, 0.0490997, 0.0715254, 0, 0, 0, 0, 0, 0, 0.0293453, 0.0663804, 0, 0.923143, 0.00317025, 0.00708537, 0.0529983, 0.00249859, 0.00614968, 0.000986217, 0, 0.169308, 3.5, 0.5, 5.5, 0, 7.5, 0, 0.690116
2332.5, 2325, 1, 1.95823, 0, 0, 0, 0, 0.0665971, 0.49941, 0.0394352, 0.0515124, 0.0671428, 0, 0, 0, 0, 0, 0, 0.0349646, 0.0655709, 1.1638e-05, 0.898891, 0, 0.00540726, 0.0490802, 0.00261779, 0.00707563, 0.00102299, 0, 0.169491, 3.5, 0.5, 5.5, 0, 7.5, 0, -0.694374
2347.5, 2340, 2, 1.89269, 0, 0, 0, 0, 0.0705468, 0.52572, 0.0422807, 0.0545379, 0.0616646, 0, 0, 0, 0, 0, 0, 0.0231016, 0.0504599, 1.1638e-05, 0.848822, 0, 0.00540726, 0.0342324, 0.00157709, 0.00403573, 0.000554956, 0, 0.169742, 3.5, 0.5, 4.5, 0, 7.5, 0, 0.118189
2362.5, 2355, 1, 1.90898, 0, 0, 0, 0, 0.0751392, 0.555327, 0.0444347, 0.057148, 0.056426, 0, 0, 0, 0, 0, 0, 0.0262235, 0.0593646, 1.1638e-05, 0.822223, 0, 0.00857703, 0.028252, 0.00137079, 0.0039309, 0.00059173, 0, 0.169963, 3.5, 0.5, 4.5, 0, 7.5, 0, -0.661127
2377.5, 2370, 0, 1.78814, 0, 0, 0, 0, 0.0733739, 0.540187, 0.0435485, 0.0556443, 0.047832, 0, 0, 0, 0, 0, 0, 0.0162336, 0.0464123, 3.4914e-05, 0.750249, 0.00317025, 0.00559372, 0.0299018, 0.00138912, 0.00380861, 0.000598417, 0, 0.170159, 2.5, 0, 4.5, 0, 6.5, 0, -1.8387
2392.5, 2385, 1, 1.62384, 0, 0, 0, 0, 0.0592127, 0.444133, 0.0346405, 0.0451236, 0.0397173, 0, 0, 0, 0, 0, 0, 0.0206042, 0.0461425, 2.3276e-05, 0.731474, 0, 0.00540726, 0.0224779, 0.0011278, 0.00300496, 0.000367742, 0, 0.170383, 2.5, 0, 4.5, 0, 6.5, 0, -0.484836
2407.5, 2400, 5, 1.54957, 0, 0, 0, 0, 0.0562289, 0.424161, 0.0329681, 0.0423708, 0.0351978, 0, 0, 0, 0, 0, 0, 0.0174823, 0.0491107, 1.1638e-05, 0.690793, 0, 0.0039156, 0.0228903, 0.00109571, 0.00239348, 0.000310909, 0, 0.170642, 2.5, 0, 4.5, 0, 6.5, 0, 1.57783
2422.5, 2415, 3, 2.5999, 0, 0, 0, 0, 0.0549784, 0.412862, 0.0325096, 0.0410904, 0.0271516, 0, 0, 0, 0, 0, 0, 0.734258, 0.153269, 0.000453882, 0.742426, 0.0317025, 0.172659, 0.021653, 0.00100402, 0.00263807, 0.000417889, 0, 0.170831, 4.5, 0.5, 6.5, 0, 8.5, 0, 0.296821
2437.5, 2430, 2, 1.45602, 0, 0, 0, 0, 0.0527046, 0.401308, 0.0317054, 0.0392595, 0.0225293, 0, 0, 0, 0, 0, 0, 0.00561932, 0.0388568, 2.3276e-05, 0.625077, 0, 0.0013052, 0.0569165, 0.00241148, 0.00632439, 0.000899297, 0, 0.17108, 2.5, 0, 4.5, 0, 6.5, 0, 0.405112
2452.5, 2445, 1, 3.11531, 0, 0, 0, 0, 0.050354, 0.38348, 0.0295693, 0.0375351, 0.0193451, 0, 0, 0, 0, 0, 0, 0.00686806, 0.0321108, 2.3276e-05, 0.582832, 0.00317025, 0.00242394, 1.5021, 0.0755903, 0.194204, 0.0244214, 0, 0.171283, 4.5, 0.5, 6.5, 0, 9.5, 0, -1.2977
2467.5, 2460, 1, 1.27904, 0, 0, 0, 0, 0.0466442, 0.363923, 0.0266598, 0.0340732, 0.0159212, 0, 0, 0, 0, 0, 0, 0.00749242, 0.0375076, 0, 0.557797, 0.00317025, 0.00298331, 0.00927986, 0.000527225, 0.0014326, 0.000133724, 0, 0.171499, 2.5, 0, 3.5, 0, 5.5, 0, -0.249266
2482.5, 2475, 0, 1.18938, 0, 0, 0, 0, 0.0423492, 0.32625, 0.0242855, 0.0299803, 0.0125657, 0, 0, 0, 0, 0, 0, 0.00312184, 0.0304918, 1.1638e-05, 0.521028, 0, 0.00242394, 0.0212406, 0.00129285, 0.00251578, 0.000100293, 0, 0.171724, 2.5, 0, 3.5, 0, 5.5, 0, -1.52575
2497.5, 2490, 3, 1.40608, 0, 0, 0, 0, 0.0364423, 0.283649, 0.0205974, 0.0261159, 0.312843, 0, 0, 0, 0, 0, 0, 0.00499495, 0.0313013, 1.1638e-05, 0.499905, 0, 0.0026104, 0.0136105, 0.000550148, 0.00132777, 0.000147097, 0, 0.171974, 2.5, 0, 4.5, 0, 6.5, 0, 1.00692
2512.5, 2505, 2, 1.76573, 0, 0, 0, 0, 0.0302636, 0.241207, 0.0168938, 0.0209633, 0.731689, 0, 0, 0, 0, 0, 0, 0.00811679, 0.0277934, 0, 0.495212, 0, 0.00186457, 0.0164975, 0.00103153, 0.00185189, 0.000127038, 0, 0.172222, 2.5, 0, 4.5, 0, 6.5, 0, 0.195045
2527.5, 2520, 3, 0.896404, 0, 0, 0, 0, 0.0258278, 0.199758, 0.0141098, 0.0170782, 0, 0, 0, 0, 0, 0, 0, 0.00561932, 0.0283331, 0, 0.424802, 0, 0.00205103, 0.00515548, 0.000403442, 0.00076871, 6.0176e-05, 0, 0.172437, 1.5, 0, 3.5, 0, 4.5, 0, 1.14296
2542.5, 2535, 0, 0.864441, 0, 0, 0, 0, 0.0232565, 0.179529, 0.0124988, 0.0149953, 0, 0, 0, 0, 0, 0, 0, 0.00561932, 0.0229363, 0, 0.420891, 0, 0.00205103, 0.00824877, 0.000504302, 0.00111812, 0.000123695, 0, 0.172669, 1.5, 0, 3.5, 0, 4.5, 0, -1.30322
2557.5, 2550, 0, 0.77689, 0, 0, 0, 0, 0.0209219, 0.164902, 0.0114179, 0.0134215, 0, 0, 0, 0, 0, 0, 0, 0.00374621, 0.0286029, 0, 0.352828, 0, 0.00223749, 0.00474304, 0.00032092, 0.000751239, 8.35777e-05, 0, 0.172913, 1.5, 0, 2.5, 0, 4.5, 0, -1.24854
2572.5, 2565, 0, 0.733668, 0, 0, 0, 0, 0.0195244, 0.152419, 0.0104242, 0.0123438, 3.42391e-05, 0, 0, 0, 0, 0, 0, 0.00187311, 0.0259045, 1.1638e-05, 0.330141, 0, 0.00167811, 0.00494926, 0.000408026, 0.00076871, 6.35191e-05, 0, 0.173125, 1.5, 0, 2.5, 0, 4.5, 0, -1.19944
2587.5, 2580, 0, 0.694034, 0, 0, 0, 0, 0.0169115, 0.13936, 0.00906673, 0.0115672, 3.42391e-05, 0, 0, 0, 0, 0, 0, 0.00374621, 0.0275236, 0, 0.305107, 0, 0.00186457, 0.00453682, 0.000330089, 0.000559062, 5.01466e-05, 0, 0.173378, 1.5, 0, 2.5, 0, 4.5, 0, -1.1742
2602.5, 2595, 0, 0.665326, 0, 0, 0, 0, 0.0156195, 0.134559, 0.0086723, 0.0103492, 3.42391e-05, 0, 0, 0, 0, 0, 0, 0.00686806, 0.0178094, 0, 0.28946, 0, 0.000372914, 0.00659901, 0.000339258, 0.000943417, 5.68329e-05, 0, 0.173643, 1.5, 0, 2.5, 0, 4.5, 0, -1.15636
2617.5, 2610, 16, 14.0683, 0, 0, 0, 0, 1.3503, 10.3415, 0.821561, 1.08807, 0, 0, 0, 0, 0, 0, 0, 0.00187311, 0.0229363, 0, 0.261296, 0, 0.000372914, 0.0053617, 0.000252151, 0.00076871, 6.68622e-05, 0, 0.173881, 17.5, 9.5, 21.5, 6.5, 26.5, 3.5, 0.54474
2632.5, 2625, 1, 0.565029, 0, 0, 0, 0, 0.0125941, 0.104536, 0.00546821, 0.00015842, 3.42391e-05, 0, 0, 0, 0, 0, 0, 0.00249747, 0.0156507, 0, 0.242521, 0, 0.00149166, 0.00494926, 0.000334673, 0.000646415, 7.68915e-05, 0, 0.174071, 1.5, 0, 2.5, 0, 3.5, 0, 0.281985
2647.5, 2640, 0, 0.555973, 0, 0, 0, 0, 0.0128531, 0.0992867, 0.0050328, 0.000161017, 0, 0, 0, 0, 0, 0, 0, 0.00437058, 0.0188887, 1.1638e-05, 0.234697, 0, 0.0013052, 0.00412438, 0.000242982, 0.000576533, 7.02053e-05, 0, 0.174352, 1.5, 0, 2.5, 0, 3.5, 0, -1.06314
2662.5, 2655, 1, 0.489997, 0, 0, 0, 0, 0.0122903, 0.0977503, 0.00516855, 0.000135046, 3.42391e-05, 0, 0, 0, 0, 0, 0, 0.00499495, 0.015111, 0, 0.172111, 0, 0.00111874, 0.00515548, 0.000343842, 0.00108318, 7.68915e-05, 0, 0.174623, 1.5, 0, 2.5, 0, 3.5, 0, 0.335467
2677.5, 2670, 1, 0.511459, 0, 0, 0, 0, 0.0131985, 0.105368, 0.00529661, 0.00014024, 0, 0, 0, 0, 0, 0, 0, 0.00499495, 0.0175395, 0, 0.181499, 0.00317025, 0.00205103, 0.00247463, 0.000197136, 0.000576533, 7.02053e-05, 0, 0.174882, 1.5, 0, 2.5, 0, 3.5, 0, 0.317313
2692.5, 2685, 2, 0.575643, 0, 0, 0, 0, 0.0179445, 0.138688, 0.00733278, 0.000205166, 0, 0, 0, 0, 0, 0, 0, 0.00249747, 0.0124126, 0, 0.170547, 0, 0.00111874, 0.0420687, 0.00197136, 0.00517132, 0.000585044, 0, 0.175101, 1.5, 0, 2.5, 0, 3.5, 0, 0.842463
2707.5, 2700, 1, 0.486084, 0, 0, 0, 0, 0.0153445, 0.11241, 0.00631342, 0.000205166, 0, 0, 0, 0, 0, 0, 0, 0.00187311, 0.0169999, 0, 0.147859, 0.00317025, 0.000932286, 0.00474304, 0.000238397, 0.000576533, 4.34604e-05, 0, 0.175375, 1.5, 0, 2.5, 0, 3.5, 0, 0.334571
2722.5, 2715, 1, 0.478894, 0, 0, 0, 0, 0.016371, 0.126717, 0.0069153, 0.00022854, 0, 0, 0, 0, 0, 0, 0, 0.00249747, 0.015111, 0, 0.115784, 0, 0.000745829, 0.0158789, 0.000949005, 0.00197419, 0.00010698, 0, 0.175615, 1.5, 0, 2.5, 0, 3.5, 0, 0.34436
2737.5, 2730, 0, 0.47007, 0, 0, 0, 0, 0.0178614, 0.133823, 0.00728668, 0.000251913, 0, 0, 0, 0, 0, 0, 0, 0.00312184, 0.0116031, 0, 0.115784, 0, 0, 0.00371195, 0.000233813, 0.000471708, 5.34898e-05, 0, 0.175867, 1.5, 0, 2.5, 0, 3.5, 0, -0.985969
2752.5, 2745, 0, 0.450102, 0, 0, 0, 0, 0.018098, 0.136223, 0.00730717, 0.000238928, 0, 0, 0, 0, 0, 0, 0, 0.00374621, 0.0116031, 0, 0.0930966, 0, 0.000559372, 0.00247463, 0.00016046, 0.000419296, 4.34604e-05, 0, 0.176132, 1.5, 0, 2.5, 0, 3.5, 0, -0.978382
2767.5, 2760, 0, 0.468119, 0, 0, 0, 0, 0.0173177, 0.130782, 0.00744292, 0.000259704, 0, 0, 0, 0, 0, 0, 0, 0.00312184, 0.0110634, 1.1638e-05, 0.0954436, 0, 0.000932286, 0.0212406, 0.000985682, 0.00286519, 0.000277478, 0, 0.176376, 1.5, 0, 2.5, 0, 3.5, 0, -0.986987
2782.5, 2775, 0, 0.439874, 0, 0, 0, 0, 0.0177079, 0.136255, 0.00720216, 0.000241525, 0, 0, 0, 0, 0, 0, 0, 0.00124874, 0.00944437, 0, 0.0797971, 0, 0.00111874, 0.00866121, 0.000389688, 0.00103077, 0.000133724, 0, 0.176643, 1.5, 0, 2.5, 0, 3.5, 0, -0.965717
2797.5, 2790, 1, 0.45411, 0, 0, 0, 0, 0.0205797, 0.1593, 0.00831373, 0.000238928, 0, 0, 0, 0, 0, 0, 0, 0.00374621, 0.00836501, 0, 0.0727562, 0, 0.000745829, 0.00268085, 9.16913e-05, 0.000349414, 4.34604e-05, 0, 0.176898, 1.5, 0, 2.5, 0, 3.5, 0, 0.361168
2812.5, 2805, 0, 0.438158, 0, 0, 0, 0, 0.019067, 0.144641, 0.00781429, 0.000220749, 0, 0, 0, 0, 0, 0, 0, 0.00124874, 0.00809517, 0, 0.0735385, 0.00317025, 0.000745829, 0.00206219, 0.00011003, 0.000209648, 4.01173e-05, 0, 0.177195, 1.5, 0, 2.5, 0, 3.5, 0, -0.966539
2827.5, 2820, 0, 0.412191, 0, 0, 0, 0, 0.0171898, 0.132798, 0.0070741, 0.000168808, 0, 0, 0, 0, 0, 0, 0, 0.00187311, 0.00836501, 0, 0.0586744, 0.00317025, 0.000372914, 0.0043306, 0.000192552, 0.000454238, 5.01466e-05, 0, 0.177477, 1.5, 0, 2.5, 0, 3.5, 0, -0.943467
2842.5, 2835, 0, 0.372195, 0, 0, 0, 0, 0.0157826, 0.122172, 0.00660539, 0.000163614, 0, 0, 0, 0, 0, 0, 0, 0.00187311, 0.00593646, 0, 0.0391162, 0, 0.000186457, 0.00226841, 9.16913e-05, 0.000227119, 5.68329e-05, 0, 0.177715, 0.5, 0, 2.5, 0, 3.5, 0, -0.908163
2857.5, 2850, 1, 0.350879, 0, 0, 0, 0, 0.0139021, 0.107641, 0.00563725, 0.000137643, 0, 0, 0, 0, 0, 0, 0, 0.00374621, 0.00728565, 0, 0.0320753, 0, 0.000559372, 0.00144353, 8.25222e-05, 0.000366884, 3.0088e-05, 0, 0.177971, 0.5, 0, 2.5, 0, 3.5, 0, 0.418906
2872.5, 2865, 1, 0.349472, 0, 0, 0, 0, 0.013819, 0.110297, 0.00560908, 0.000142837, 0, 0, 0, 0, 0, 0, 0, 0.00249747, 0.00404759, 0, 0.0258167, 0, 0.000559372, 0.00742389, 0.000284243, 0.000611474, 9.0264e-05, 0, 0.178273, 0.5, 0, 2.5, 0, 3.5, 0, 0.418208
2887.5, 2880, 0, 0.38094, 0, 0, 0, 0, 0.0173113, 0.134783, 0.00685896, 0.000155823, 0, 0, 0, 0, 0, 0, 0, 0.00312184, 0.00539678, 0, 0.0258167, 0, 0.000559372, 0.00659901, 0.000444703, 0.00117054, 0.000183871, 0, 0.178538, 0.5, 0, 2.5, 0, 3.5, 0, -0.904798
2902.5, 2895, 0, 0.331852, 0, 0, 0, 0, 0.0119033, 0.0997668, 0.00480742, 9.34936e-05, 0, 0, 0, 0, 0, 0, 0, 0.00374621, 0.00701581, 0, 0.0234697, 0, 0.000186457, 0.00164975, 7.79376e-05, 0.000279531, 2.00587e-05, 0, 0.178835, 0.5, 0, 1.5, 0, 3.5, 0, -0.854753
2917.5, 2910, 0, 0.320218, 0, 0, 0, 0, 0.0113213, 0.092149, 0.00480485, 0.000103882, 0, 0, 0, 0, 0, 0, 0, 0.00187311, 0.00215871, 0, 0.0140818, 0, 0.000186457, 0.0119607, 0.000628086, 0.00167719, 0.000163812, 0, 0.179109, 0.5, 0, 1.5, 0, 3.5, 0, -0.84171
2932.5, 2925, 0, 0.322602, 0, 0, 0, 0, 0.0118841, 0.0949977, 0.00468192, 8.05084e-05, 0, 0, 0, 0, 0, 0, 0, 0.00874116, 0.00593646, 0, 0.0125172, 0, 0.00167811, 0.00226841, 0.00010086, 0.000297002, 2.67449e-05, 0, 0.179392, 0.5, 0, 1.5, 0, 3.5, 0, -0.840996
2947.5, 2940, 0, 0.309385, 0, 0, 0, 0, 0.0117274, 0.0960219, 0.00482534, 0.000106479, 0, 0, 0, 0, 0, 0, 0, 0.000624369, 0.0062063, 0, 0.00782325, 0, 0.000932286, 0.00123732, 0.00010086, 0.000104824, 1.00293e-05, 0, 0.179665, 0.5, 0, 1.5, 0, 3.5, 0, -0.828323
2962.5, 2955, 0, 0.306355, 0, 0, 0, 0, 0.0118553, 0.0960219, 0.00483303, 0.000109076, 0, 0, 0, 0, 0, 0, 0, 0.000624369, 0.00458726, 0, 0.00704092, 0, 0.000745829, 0.000412438, 4.58457e-05, 8.73534e-05, 3.34311e-06, 0, 0.179988, 0.5, 0, 1.5, 0, 3.5, 0, -0.829162
2977.5, 2970, 0, 0.302418, 0, 0, 0, 0, 0.0105537, 0.0822908, 0.00423882, 5.19409e-05, 0, 0, 0, 0, 0, 0, 0, 0.00187311, 0.00323807, 0, 0.0062586, 0, 0.000372914, 0.0109296, 0.000499718, 0.00157236, 0.00024739, 0, 0.180291, 0.5, 0, 1.5, 0, 3.5, 0, -0.830221
2992.5, 2985, 1, 0.293458, 0, 0, 0, 0, 0.0103586, 0.0829629, 0.0040954, 9.08965e-05, 0, 0, 0, 0, 0, 0, 0, 0.00124874, 0.0048571, 0, 0.00391162, 0, 0.000932286, 0.00371195, 0.000192552, 0.000454238, 7.35484e-05, 0, 0.180568, 0.5, 0, 1.5, 0, 3.5, 0, 0.44907
3007.5, 3000, 1, 0.295635, 0, 0, 0, 0, 0.0103746, 0.0858116, 0.00400063, 9.34936e-05, 0, 0, 0, 0, 0, 0, 0, 0.00187311, 0.00404759, 0, 0.0031293, 0, 0.000186457, 0.0043306, 0.000224644, 0.000628945, 6.35191e-05, 0, 0.18087, 0.5, 0, 1.5, 0, 3.5, 0, 0.45054
3022.5, 3015, 0, 0.283237, 0, 0, 0, 0, 0.00921691, 0.0762414, 0.00372402, 6.75231e-05, 0, 0, 0, 0, 0, 0, 0, 0.00374621, 0.00350791, 1.1638e-05, 0.00469395, 0, 0.000559372, 0.000206219, 2.75074e-05, 3.49414e-05, 6.68622e-06, 0, 0.181193, 0.5, 0, 1.5, 0, 3.5, 0, -0.802329
3037.5, 3030, 0, 0.261279, 0, 0, 0, 0, 0.0078961, 0.0643347, 0.00299407, 5.7135e-05, 0, 0, 0, 0, 0, 0, 0, 0.00187311, 0.00107936, 0, 0.000782325, 0, 0.000559372, 0.000206219, 1.37537e-05, 0, 3.34311e-06, 0, 0.18148, 0.5, 0, 1.5, 0, 2.5, 0, -0.774732
3052.5, 3045, 0, 0.276286, 0, 0, 0, 0, 0.00718932, 0.057005, 0.00290187, 6.23291e-05, 0, 0, 0, 0, 0, 0, 0, 0.00187311, 0.00269839, 0, 0.000782325, 0, 0.000745829, 0.0179411, 0.000861898, 0.00211395, 0.000327625, 0, 0.181783, 0.5, 0, 1.5, 0, 2.5, 0, -0.803903
3067.5, 3060, 0, 0.251564, 0, 0, 0, 0, 0.00644736, 0.0531001, 0.00250232, 8.05084e-05, 0, 0, 0, 0, 0, 0, 0, 0.00187311, 0.00215871, 0, 0.00234697, 0, 0.000932286, 0, 0, 0, 0, 0, 0.182122, 0.5, 0, 1.5, 0, 2.5, 0, -0.776522
3082.5, 3075, 0, 0.249705, 0, 0, 0, 0, 0.00565423, 0.0490672, 0.00217704, 3.89557e-05, 0, 0, 0, 0, 0, 0, 0, 0.00312184, 0.00215871, 0, 0, 0, 0.000745829, 0.00350573, 0.000215475, 0.000559062, 6.0176e-05, 0, 0.182401, 0.5, 0, 1.5, 0, 2.5, 0, -0.760856
3097.5, 3090, 0, 0.239895, 0, 0, 0, 0, 0.00507857, 0.0411294, 0.00202081, 3.89557e-05, 0, 0, 0, 0, 0, 0, 0, 0.00312184, 0.00296823, 0, 0.00156465, 0, 0.000559372, 0.000618658, 4.58457e-06, 3.49414e-05, 0, 0, 0.182755, 0.5, 0, 1.5, 0, 2.5, 0, -0.76245
3112.5, 3105, 0, 0.233559, 0, 0, 0, 0, 0.00464683, 0.0376086, 0.00180822, 6.75231e-05, 0, 0, 0, 0, 0, 0, 0, 0.00312184, 0.00161903, 0, 0.000782325, 0, 0.000745829, 0, 0, 1.74707e-05, 0, 0, 0.183141, 0.5, 0, 1.5, 0, 2.5, 0, -0.747501
3127.5, 3120, 1, 0.335127, 0, 0, 0, 0, 0.0158849, 0.123228, 0.00604193, 7.27172e-05, 0, 0, 0, 0, 0, 0, 0, 0.00124874, 0.00350791, 0, 0.000782325, 0, 0.000932286, 0, 0, 0, 0, 0, 0.183428, 0.5, 0, 1.5, 0, 3.5, 0, 0.435915
3142.5, 3135, 0, 0.22788, 0, 0, 0, 0, 0.0038569, 0.0315912, 0.00150344, 3.11645e-05, 0, 0, 0, 0, 0, 0, 0, 0.00124874, 0.00161903, 0, 0.0031293, 0, 0.000932286, 0.000206219, 1.37537e-05, 1.74707e-05, 3.34311e-06, 0, 0.183727, 0.5, 0, 1.5, 0, 2.5, 0, -0.732454
3157.5, 3150, 1, 0.22194, 0, 0, 0, 0, 0.00349872, 0.0267581, 0.00139331, 2.59704e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0.00296823, 0, 0.00156465, 0, 0.000745829, 0.000824877, 2.75074e-05, 3.49414e-05, 3.34311e-06, 0, 0.184094, 0.5, 0, 1.5, 0, 2.5, 0, 0.469007
3172.5, 3165, 0, 0.223607, 0, 0, 0, 0, 0.00309256, 0.0252538, 0.00134976, 3.11645e-05, 0, 0, 0, 0, 0, 0, 0, 0.00499495, 0.0013492, 0, 0.00234697, 0, 0.000745829, 0, 0, 1.74707e-05, 0, 0, 0.184425, 0.5, 0, 1.5, 0, 2.5, 0, -0.733008
3187.5, 3180, 1, 0.247678, 0, 0, 0, 0, 0.00572139, 0.0447462, 0.00213606, 4.93438e-05, 0, 0, 0, 0, 0, 0, 0, 0.00312184, 0.000809517, 0, 0.0031293, 0, 0.0013052, 0.00164975, 5.95994e-05, 0.000139765, 3.0088e-05, 0, 0.18478, 0.5, 0, 1.5, 0, 2.5, 0, 0.466346
3202.5, 3195, 0, 0.878142, 0, 0, 0, 0, 0.072117, 0.581733, 0.0271157, 0.000236331, 0, 0, 0, 0, 0, 0, 0, 0.00374621, 0.00242855, 0, 0.00156465, 0.00317025, 0.000932286, 0, 0, 0, 0, 0, 0.185098, 1.5, 0, 3.5, 0, 4.5, 0, -1.3183
3217.5, 3210, 0, 0.210397, 0, 0, 0, 0, 0.00165341, 0.0151074, 0.000653112, 1.29852e-05, 0, 0, 0, 0, 0, 0, 0, 0.00312184, 0.00188887, 0, 0.00156465, 0, 0.000932286, 0, 0, 0, 0, 0, 0.185463, 0.5, 0, 1.5, 0, 2.5, 0, -0.718729
3232.5, 3225, 0, 0.209929, 0, 0, 0, 0, 0.00177814, 0.0155235, 0.000791418, 1.29852e-05, 0, 0, 0, 0, 0, 0, 0, 0.00312184, 0.0013492, 0, 0.000782325, 0, 0.000745829, 0, 0, 0, 0, 0, 0.185824, 0.5, 0, 1.5, 0, 2.5, 0, -0.718772
3247.5, 3240, 0, 0.204906, 0, 0, 0, 0, 0.00171418, 0.0141152, 0.0006275, 1.81793e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0.00107936, 0, 0.000782325, 0, 0.000372914, 0, 0, 0, 0, 0, 0.186196, 0.5, 0, 1.5, 0, 2.5, 0, -0.703587
