xunit, xunit_low, fitted_data, total_model, Ac228_cables, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_cables, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_cables, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_far, K40_holders, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
1762.5, 1755, 30, 25.2607, 0.00239166, 0.00295152, 0.0283891, 0.00262827, 0.000241486, 0.0833414, 1.36984, 0.0754569, 0.110855, 0.0302537, 1.66606, 0, 0, 0, 0, 0, 0, 0.484493, 0.418089, 1.55379e-05, 0.207468, 0.40101, 0.038178, 17.8835, 0.398564, 1.7039, 0.353046, 0, 30.5, 19.5, 35.5, 15.5, 41.5, 11.5, 0.945245
1777.5, 1770, 12, 7.04248, 0.00157066, 0.00195255, 0.0182938, 0.00162769, 0.000241821, 0.083677, 1.37768, 0.0768145, 0.111557, 0.0300887, 1.63378, 0, 0, 0, 0, 0, 0, 0.462612, 0.401406, 1.43609e-05, 0.190314, 0.395113, 0.0355144, 1.96221, 0.0465307, 0.185834, 0.0256514, 0, 9.5, 3.5, 12.5, 1.5, 16.5, 0.5, 1.73842
1792.5, 1785, 10, 6.79832, 0.00181848, 0.00235158, 0.0218802, 0.00200243, 0.000244559, 0.0837217, 1.39165, 0.0765059, 0.11205, 0.0292247, 1.59135, 0, 0, 0, 0, 0, 0, 0.427057, 0.377013, 1.39858e-05, 0.173483, 0.389216, 0.0323181, 1.83973, 0.0446217, 0.177444, 0.0246163, 0, 9.5, 3.5, 12.5, 1.5, 15.5, 0.5, 1.19752
1807.5, 1800, 8, 6.89428, 0.00153378, 0.00205549, 0.0183441, 0.0017507, 0.000281273, 0.0980151, 1.61802, 0.0876411, 0.116366, 0.0286223, 1.55607, 0, 0, 0, 0, 0, 0, 0.418461, 0.364375, 1.31882e-05, 0.172836, 0.302723, 0.0324957, 1.82899, 0.0444975, 0.176768, 0.0244226, 0, 9.5, 3.5, 12.5, 1.5, 16.5, 0.5, 0.468292
1822.5, 1815, 17, 6.62977, 0.00300793, 0.00382983, 0.0349129, 0.00338283, 0.000243372, 0.0837755, 1.39366, 0.0766294, 0.111482, 0.0280812, 1.52656, 0, 0, 0, 0, 0, 0, 0.407912, 0.322414, 1.23044e-05, 0.167981, 0.306655, 0.0295092, 1.88069, 0.0446081, 0.179643, 0.0247799, 0, 9.5, 3.5, 12.5, 1.5, 15.5, 0.5, 3.08588
1837.5, 1830, 8, 9.32276, 0.00276252, 0.00348725, 0.0329122, 0.00295039, 0.000245329, 0.0833725, 1.39311, 0.0767505, 0.112208, 0.0278846, 1.50304, 0, 0, 0, 0, 0, 0, 0.501684, 1.16289, 1.7784e-05, 0.476108, 1.31704, 0.0789711, 2.24309, 0.0524746, 0.217965, 0.0337906, 0, 12.5, 5.5, 15.5, 3.5, 19.5, 1.5, -0.38748
1852.5, 1845, 9, 9.97618, 0.00120841, 0.00161218, 0.0148615, 0.00136518, 0.000249403, 0.0845153, 1.41411, 0.0783208, 0.113442, 0.0273519, 1.47524, 0, 0, 0, 0, 0, 0, 0.321562, 0.211446, 1.15672e-05, 0.12817, 0.22606, 0.0195168, 5.17677, 0.128201, 0.49014, 0.0620299, 0, 13.5, 6.5, 16.5, 3.5, 20.5, 1.5, -0.260638
1867.5, 1860, 7, 5.85301, 0.00126321, 0.00162325, 0.015066, 0.00136074, 0.000251895, 0.0859415, 1.41585, 0.0792647, 0.114985, 0.0270546, 1.4444, 0, 0, 0, 0, 0, 0, 0.313357, 0.198934, 1.06834e-05, 0.126552, 0.14743, 0.0196459, 1.64176, 0.0376669, 0.156843, 0.0237514, 0, 8.5, 3.5, 11.5, 1.5, 13.5, 0, 0.521478
1882.5, 1875, 7, 5.85845, 0.00283422, 0.00350164, 0.0338518, 0.0030753, 0.000251808, 0.0859357, 1.42973, 0.0787337, 0.114723, 0.0262466, 1.4354, 0, 0, 0, 0, 0, 0, 0.300073, 0.189075, 1.04161e-05, 0.124286, 0.151362, 0.0173859, 1.64287, 0.0397226, 0.157762, 0.0216227, 0, 8.5, 3.5, 11.5, 1.5, 13.5, 0, 0.519163
1897.5, 1890, 4, 5.96977, 0.00110191, 0.0014229, 0.0130712, 0.00120412, 0.00025398, 0.0870411, 1.45768, 0.0801321, 0.116059, 0.0261251, 1.41098, 0, 0, 0, 0, 0, 0, 0.331721, 0.186042, 9.66589e-06, 0.1149, 0.135636, 0.0181931, 1.75219, 0.0426742, 0.16864, 0.0246914, 0, 8.5, 3.5, 11.5, 1.5, 14.5, 0, -0.780297
1912.5, 1905, 6, 5.57758, 0.00097955, 0.00125521, 0.0115774, 0.00111281, 0.000258825, 0.087922, 1.4716, 0.0804986, 0.117806, 0.025758, 1.40516, 0, 0, 0, 0, 0, 0, 0.419242, 0.184525, 9.79954e-06, 0.103248, 0.159225, 0.0224064, 1.30938, 0.0314116, 0.124701, 0.0195057, 0, 7.5, 2.5, 10.5, 0.5, 13.5, 0, 0.24306
1927.5, 1920, 7, 6.6822, 0.00129458, 0.00167472, 0.015472, 0.0014996, 0.000259299, 0.0884977, 1.47848, 0.0817168, 0.118744, 0.0252402, 1.3786, 0, 0, 0, 0, 0, 0, 1.32728, 0.264529, 9.78661e-06, 0.121697, 0.22606, 0.058631, 1.3148, 0.0309513, 0.126255, 0.0205108, 0, 9.5, 3.5, 12.5, 1.5, 15.5, 0.5, 0.183434
1942.5, 1935, 6, 5.29135, 0.000987133, 0.00131277, 0.0119508, 0.00109316, 0.000262402, 0.0895225, 1.48346, 0.0820959, 0.11914, 0.0253207, 1.3505, 0, 0, 0, 0, 0, 0, 0.16801, 0.146862, 9.03213e-06, 0.111016, 0.125807, 0.0106705, 1.37844, 0.0318517, 0.131016, 0.0220284, 0, 7.5, 2.5, 10.5, 0.5, 13.5, 0, 0.363441
1957.5, 1950, 5, 5.23355, 0.00381135, 0.00467439, 0.0440479, 0.0040036, 0.000264184, 0.0907402, 1.49679, 0.0828879, 0.119105, 0.0247409, 1.35017, 0, 0, 0, 0, 0, 0, 0.180513, 0.143702, 8.72603e-06, 0.0990408, 0.135636, 0.0107027, 1.27002, 0.0298252, 0.122699, 0.0201652, 0, 7.5, 2.5, 10.5, 0.5, 12.5, 0, -0.0351038
1972.5, 1965, 10, 5.12527, 0.000742073, 0.000851197, 0.00840292, 0.000816698, 0.000268295, 0.0902652, 1.50596, 0.0836329, 0.120264, 0.0246503, 1.32867, 0, 0, 0, 0, 0, 0, 0.16801, 0.14623, 8.55789e-06, 0.101954, 0.0904238, 0.0109449, 1.27153, 0.0297575, 0.121311, 0.0205742, 0, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 1.91559
1987.5, 1980, 7, 5.30138, 8.341e-05, 0.000121204, 0.00103443, 8.75034e-05, 0.000269853, 0.0914109, 1.53173, 0.0854329, 0.12067, 0.0244805, 1.32298, 0, 0, 0, 0, 0, 0, 0.17348, 0.131316, 7.93707e-06, 0.0893309, 0.102218, 0.0102185, 1.42402, 0.0347649, 0.136762, 0.0209632, 0, 7.5, 2.5, 10.5, 0.5, 13.5, 0, 0.764493
2002.5, 1995, 6, 5.37289, 0.000164752, 0.000226912, 0.00209258, 0.000193395, 0.000271847, 0.0919895, 1.53271, 0.0855729, 0.121027, 0.0243637, 1.30742, 0, 0, 0, 0, 0, 0, 0.17387, 0.135866, 7.76893e-06, 0.100659, 0.0904238, 0.0102992, 1.495, 0.0362339, 0.143328, 0.0211736, 0, 7.5, 2.5, 10.5, 0.5, 13.5, 0, 0.33201
2017.5, 2010, 4, 6.28939, 0.000258157, 0.000344242, 0.00322482, 0.000272021, 0.000275758, 0.0928732, 1.56305, 0.0854781, 0.122928, 0.0238007, 1.29735, 0, 0, 0, 0, 0, 0, 0.17387, 0.130305, 7.70426e-06, 0.0857706, 0.108115, 0.0098956, 2.29168, 0.0587253, 0.218703, 0.0224675, 0, 8.5, 3.5, 11.5, 1.5, 14.5, 0, -0.901718
2032.5, 2025, 7, 4.97547, 7.78953e-05, 8.63372e-05, 0.000859558, 6.97491e-05, 0.000277966, 0.0942377, 1.58281, 0.08683, 0.124087, 0.0234706, 1.28091, 0, 0, 0, 0, 0, 0, 0.185201, 0.124744, 7.24726e-06, 0.0854469, 0.100252, 0.00986331, 1.12315, 0.0262283, 0.107371, 0.0194923, 0, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 0.90933
2047.5, 2040, 5, 4.95917, 6.54872e-06, 8.8551e-06, 8.89198e-05, 5.70674e-06, 0.000279813, 0.0953805, 1.59015, 0.0879974, 0.124368, 0.0232697, 1.26499, 0, 0, 0, 0, 0, 0, 0.172307, 0.121332, 6.69542e-06, 0.0822103, 0.0904238, 0.0100247, 1.13962, 0.0267021, 0.109335, 0.0206694, 0, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 0.0861839
2062.5, 2055, 8, 4.91104, 3.27436e-05, 3.65273e-05, 0.000329003, 2.53633e-05, 0.000283668, 0.0961434, 1.61291, 0.0880777, 0.12582, 0.0229802, 1.24303, 0, 0, 0, 0, 0, 0, 0.160586, 0.117161, 6.72991e-06, 0.0851233, 0.114013, 0.0098956, 1.08621, 0.0255174, 0.103786, 0.0190766, 0, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 1.32161
2077.5, 2070, 4, 4.83264, 1.37868e-06, 1.66033e-06, 1.7784e-05, 6.34082e-07, 0.000287402, 0.0977151, 1.62103, 0.0905003, 0.127839, 0.0227073, 1.236, 0, 0, 0, 0, 0, 0, 0.160586, 0.110336, 6.41088e-06, 0.081563, 0.0825609, 0.00920146, 1.04706, 0.0247186, 0.101994, 0.018514, 0, 7.5, 2.5, 9.5, 0.5, 12.5, 0, -0.315697
2092.5, 2085, 3, 4.89236, 2.75735e-06, 5.53444e-07, 1.482e-05, 6.34082e-07, 0.000292403, 0.0981498, 1.66298, 0.0912547, 0.131799, 0.022404, 1.21594, 0, 0, 0, 0, 0, 0, 0.149646, 0.110842, 6.32465e-06, 0.0760607, 0.0825609, 0.0093306, 1.09324, 0.0254159, 0.103569, 0.0188529, 0, 7.5, 2.5, 9.5, 0.5, 12.5, 0, -0.839776
2107.5, 2100, 7, 5.60124, 6.89339e-07, 2.21378e-06, 8.89198e-06, 0, 0.000420633, 0.132279, 2.25689, 0.130506, 0.217926, 0.0221919, 1.20687, 0, 0, 0, 0, 0, 0, 0.15746, 0.109451, 6.03148e-06, 0.0663508, 0.066835, 0.00834588, 1.07989, 0.0249127, 0.101992, 0.0189047, 0, 7.5, 2.5, 10.5, 0.5, 13.5, 0, 0.630405
2122.5, 2115, 1, 6.50368, 1.24081e-05, 1.82636e-05, 0.000151164, 1.64861e-05, 0.000290037, 0.0979626, 1.64462, 0.0906585, 0.125375, 0.02191, 1.19624, 0, 0, 0, 0, 0, 0, 0.140268, 0.0961808, 5.59173e-06, 0.0721768, 0.0845266, 0.00845888, 2.5786, 0.0622884, 0.244612, 0.0393052, 0, 9.5, 3.5, 11.5, 1.5, 15.5, 0.5, -2.61108
2137.5, 2130, 2, 4.47302, 0, 0, 0, 0, 0.000297562, 0.0997935, 1.67042, 0.0917317, 0.127121, 0.0219785, 1.17684, 0, 0, 0, 0, 0, 0, 0.1305, 0.104143, 5.85472e-06, 0.0725004, 0.0845266, 0.00797459, 0.777012, 0.0185356, 0.0757613, 0.0138859, 0, 6.5, 1.5, 9.5, 0.5, 11.5, 0, -1.21997
2152.5, 2145, 4, 4.69779, 0, 0, 0, 0, 0.000311229, 0.105067, 1.758, 0.0974506, 0.133906, 0.0218308, 1.17769, 0, 0, 0, 0, 0, 0, 0.143003, 0.101615, 5.5012e-06, 0.0705585, 0.0648693, 0.00815217, 0.89266, 0.0214014, 0.0870076, 0.0142582, 0, 6.5, 1.5, 9.5, 0.5, 12.5, 0, -0.255433
2167.5, 2160, 3, 4.59271, 0, 0, 0, 0, 0.000318234, 0.108144, 1.81458, 0.100276, 0.135567, 0.0219017, 1.17727, 0, 0, 0, 0, 0, 0, 0.129719, 0.0892295, 5.32874e-06, 0.0644089, 0.0511091, 0.00866874, 0.784842, 0.0182941, 0.0744548, 0.013926, 0, 6.5, 1.5, 9.5, 0.5, 11.5, 0, -0.71039
2182.5, 2175, 4, 4.75926, 0, 0, 0, 0, 0.000335278, 0.113666, 1.90672, 0.10399, 0.138931, 0.0219094, 1.17542, 0, 0, 0, 0, 0, 0, 0.145739, 0.0942849, 5.1218e-06, 0.0602013, 0.0825609, 0.00844274, 0.796387, 0.0192013, 0.0772362, 0.0142231, 0, 6.5, 1.5, 9.5, 0.5, 12.5, 0, -0.283037
2197.5, 2190, 11, 8.71712, 0, 0, 0, 0, 0.000331952, 0.112779, 1.86901, 0.1037, 0.142147, 0.0216151, 1.18088, 0, 0, 0, 0, 0, 0, 0.143785, 0.0954224, 5.02695e-06, 0.0602013, 0.0845266, 0.00832974, 4.29846, 0.0975295, 0.409569, 0.0888367, 0, 11.5, 5.5, 14.5, 2.5, 18.5, 0.5, 0.791914
2212.5, 2205, 1, 5.64439, 0, 0, 0, 0, 0.000341532, 0.115168, 1.92984, 0.10728, 0.145517, 0.0219487, 1.19456, 0, 0, 0, 0, 0, 0, 0.131282, 0.0859434, 4.83295e-06, 0.0585829, 0.0707665, 0.00815217, 1.55804, 0.0350966, 0.149799, 0.032071, 0, 7.5, 2.5, 10.5, 0.5, 13.5, 0, -2.30488
2227.5, 2220, 6, 4.31376, 0, 0, 0, 0, 0.000349228, 0.11765, 1.96516, 0.11026, 0.149088, 0.0224534, 1.21187, 0, 0, 0, 0, 0, 0, 0.127375, 0.0832892, 4.5484e-06, 0.0608486, 0.0786294, 0.00763559, 0.333794, 0.00771751, 0.0323718, 0.00526752, 0, 6.5, 1.5, 8.5, 0.5, 11.5, 0, 0.825808
2242.5, 2235, 5, 4.3606, 0, 0, 0, 0, 0.00035691, 0.121898, 2.01331, 0.111944, 0.152157, 0.0229099, 1.23371, 0, 0, 0, 0, 0, 0, 0.11917, 0.0798768, 4.49236e-06, 0.052757, 0.0688007, 0.00771631, 0.330079, 0.00816206, 0.0326116, 0.00513563, 0, 6.5, 1.5, 9.5, 0.5, 11.5, 0, 0.366818
2257.5, 2250, 3, 4.43723, 0, 0, 0, 0, 0.000361985, 0.123384, 2.04603, 0.113795, 0.154922, 0.0236612, 1.26154, 0, 0, 0, 0, 0, 0, 0.122686, 0.0736838, 4.27679e-06, 0.0475784, 0.0589721, 0.00700602, 0.355378, 0.00859758, 0.0342245, 0.00539942, 0, 6.5, 1.5, 9.5, 0.5, 11.5, 0, -0.641183
2272.5, 2265, 4, 4.51955, 0, 0, 0, 0, 0.000368657, 0.126093, 2.09288, 0.116373, 0.158514, 0.0242106, 1.29959, 0, 0, 0, 0, 0, 0, 0.116044, 0.0744421, 4.23368e-06, 0.0488731, 0.0334175, 0.00671545, 0.372845, 0.00911208, 0.0346405, 0.00542279, 0, 6.5, 1.5, 9.5, 0.5, 11.5, 0, -0.174047
2287.5, 2280, 7, 4.80152, 0, 0, 0, 0, 0.000379948, 0.129803, 2.12457, 0.119193, 0.161674, 0.0238888, 1.26579, 0, 0, 0, 0, 0, 0, 0.109011, 0.0716616, 4.07416e-06, 0.0420761, 0.0511091, 0.00644102, 0.612675, 0.0143541, 0.0585871, 0.0103046, 0, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 0.992285
2302.5, 2295, 4, 4.2693, 0, 0, 0, 0, 0.000385687, 0.129248, 2.15563, 0.120509, 0.163368, 0.018833, 1.02357, 0, 0, 0, 0, 0, 0, 0.112527, 0.0647103, 3.7465e-06, 0.0472547, 0.0471776, 0.00600516, 0.3354, 0.00789127, 0.0315527, 0.00522912, 0, 6.5, 1.5, 8.5, 0.5, 11.5, 0, -0.0562129
2317.5, 2310, 4, 4.11704, 0, 0, 0, 0, 0.000389398, 0.132791, 2.19324, 0.122339, 0.166565, 0.0168185, 0.919827, 0, 0, 0, 0, 0, 0, 0.112527, 0.0636992, 3.65166e-06, 0.0420761, 0.0255546, 0.0057953, 0.278178, 0.00667046, 0.0263725, 0.00419899, 0, 5.5, 1.5, 8.5, 0.5, 11.5, 0, 0.0176794
2332.5, 2325, 10, 4.07918, 0, 0, 0, 0, 0.000399029, 0.134858, 2.22224, 0.12393, 0.169575, 0.0158317, 0.875316, 0, 0, 0, 0, 0, 0, 0.103541, 0.0592757, 3.40591e-06, 0.0356029, 0.0353832, 0.00547244, 0.261915, 0.00629812, 0.0252961, 0.00423739, 0, 5.5, 1.5, 8.5, 0.5, 11.5, 0, 2.37685
2347.5, 2340, 7, 4.07378, 0, 0, 0, 0, 0.000405839, 0.138148, 2.28665, 0.126779, 0.17364, 0.014901, 0.819233, 0, 0, 0, 0, 0, 0, 0.09768, 0.065595, 3.45334e-06, 0.0407815, 0.0334175, 0.00503659, 0.239428, 0.00568433, 0.0228656, 0.00352281, 0, 5.5, 1.5, 8.5, 0.5, 11.5, 0, 1.36066
2362.5, 2355, 9, 4.04309, 0, 0, 0, 0, 0.000417019, 0.139706, 2.34137, 0.131205, 0.178343, 0.0134907, 0.75695, 0, 0, 0, 0, 0, 0, 0.0843955, 0.0587701, 3.2852e-06, 0.0291296, 0.0432462, 0.00468144, 0.230393, 0.00544062, 0.0221543, 0.00339593, 0, 5.5, 1.5, 8.5, 0.5, 11.5, 0, 2.10467
2377.5, 2370, 3, 4.03593, 0, 0, 0, 0, 0.000428988, 0.145526, 2.40832, 0.134872, 0.183208, 0.0119248, 0.67472, 0, 0, 0, 0, 0, 0, 0.0972892, 0.0572535, 3.22053e-06, 0.0356029, 0.0314518, 0.00510116, 0.220153, 0.00545416, 0.0211732, 0.00344935, 0, 5.5, 1.5, 8.5, 0.5, 11.5, 0, -0.460717
2392.5, 2385, 4, 3.96172, 0, 0, 0, 0, 0.000436555, 0.147225, 2.43558, 0.137081, 0.1851, 0.0105317, 0.586325, 0, 0, 0, 0, 0, 0, 0.0855677, 0.0544729, 2.89718e-06, 0.0359266, 0.0452119, 0.00490744, 0.204091, 0.00515629, 0.0208065, 0.00329742, 0, 5.5, 1.5, 8.5, 0.5, 10.5, 0, 0.0898942
2407.5, 2400, 2, 3.97837, 0, 0, 0, 0, 0.000446677, 0.150354, 2.50656, 0.139742, 0.186271, 0.00929348, 0.517531, 0, 0, 0, 0, 0, 0, 0.0937728, 0.0547257, 2.7894e-06, 0.0336609, 0.0393147, 0.00495587, 0.212825, 0.0051247, 0.0205461, 0.003249, 0, 5.5, 1.5, 8.5, 0.5, 10.5, 0, -1.00875
2422.5, 2415, 3, 5.00725, 0, 0, 0, 0, 0.000456818, 0.153802, 2.55792, 0.143089, 0.190099, 0.00804398, 0.457902, 0, 0, 0, 0, 0, 0, 0.763857, 0.181492, 3.87153e-06, 0.0695875, 0.186745, 0.0385008, 0.225876, 0.00532328, 0.0212129, 0.00334083, 0, 7.5, 2.5, 9.5, 0.5, 12.5, 0, -0.888089
2437.5, 2430, 3, 3.97421, 0, 0, 0, 0, 0.000462877, 0.157372, 2.58069, 0.145722, 0.189049, 0.00751725, 0.419293, 0, 0, 0, 0, 0, 0, 0.0257875, 0.037537, 2.52641e-06, 0.0275113, 0.0452119, 0.00192101, 0.295546, 0.00679908, 0.0287236, 0.0050655, 0, 5.5, 1.5, 8.5, 0.5, 10.5, 0, -0.431065
2452.5, 2445, 5, 5.41641, 0, 0, 0, 0, 0.00046727, 0.158958, 2.6347, 0.146352, 0.185969, 0.00707394, 0.398785, 0, 0, 0, 0, 0, 0, 0.0226618, 0.0403176, 2.58246e-06, 0.0291296, 0.0275203, 0.00177572, 1.5486, 0.0356698, 0.147395, 0.0310258, 0, 7.5, 2.5, 10.5, 0.5, 13.5, 0, -0.109355
2467.5, 2460, 3, 3.68562, 0, 0, 0, 0, 0.000466945, 0.159387, 2.61274, 0.145878, 0.181481, 0.00681832, 0.38896, 0, 0, 0, 0, 0, 0, 0.0218803, 0.0369051, 2.45743e-06, 0.0265403, 0.0137601, 0.00200172, 0.0796086, 0.0017985, 0.00684871, 0.000535935, 0, 5.5, 1.5, 7.5, 0, 10.5, 0, -0.288443
2482.5, 2475, 5, 3.78981, 0, 0, 0, 0, 0.00046387, 0.157648, 2.60043, 0.143337, 0.174167, 0.00675575, 0.382992, 0, 0, 0, 0, 0, 0, 0.0226618, 0.0350093, 2.216e-06, 0.0252457, 0.0255546, 0.00180801, 0.19084, 0.00499833, 0.0172488, 0.000649466, 0, 5.5, 1.5, 8.5, 0.5, 10.5, 0, 0.652506
2497.5, 2490, 1, 6.27734, 0, 0, 0, 0, 0.000449423, 0.155745, 2.55518, 0.140041, 0.164606, 0.0543171, 3.03163, 0, 0, 0, 0, 0, 0, 0.0191453, 0.031976, 2.07804e-06, 0.0281587, 0.00393147, 0.00174343, 0.0803113, 0.00203318, 0.00758693, 0.000487517, 0, 8.5, 3.5, 11.5, 1.5, 14.5, 0, -2.53097
2512.5, 2505, 6, 8.76625, 0, 0, 0, 0, 0.000437891, 0.151554, 2.50904, 0.136728, 0.155442, 0.0985197, 5.48619, 0, 0, 0, 0, 0, 0, 0.0246154, 0.0337454, 2.04355e-06, 0.0181251, 0.0255546, 0.00150129, 0.111231, 0.00277785, 0.0102207, 0.000570996, 0, 11.5, 5.5, 14.5, 2.5, 18.5, 0.5, -0.927789
2527.5, 2520, 5, 3.02085, 0, 0, 0, 0, 0.000428218, 0.148419, 2.43166, 0.134376, 0.147976, 5.95851e-07, 9.89133e-05, 0, 0, 0, 0, 0, 0, 0.0160195, 0.0321024, 1.98319e-06, 0.0187724, 0.029486, 0.00140443, 0.0536078, 0.00125917, 0.004796, 0.000444108, 0, 4.5, 0.5, 6.5, 0, 9.5, 0, 1.06982
2542.5, 2535, 1, 3.04181, 0, 0, 0, 0, 0.000421886, 0.146683, 2.41957, 0.131181, 0.143959, 0, 6.59422e-05, 0, 0, 0, 0, 0, 0, 0.0261782, 0.0425925, 1.91421e-06, 0.0207144, 0.037349, 0.00251829, 0.0628436, 0.00158412, 0.00567392, 0.000474161, 0, 4.5, 0.5, 6.5, 0, 9.5, 0, -1.27253
2557.5, 2550, 2, 2.96202, 0, 0, 0, 0, 0.000418365, 0.145725, 2.3951, 0.129562, 0.141352, 5.95851e-07, 0.000181341, 0, 0, 0, 0, 0, 0, 0.0214896, 0.0302066, 1.84954e-06, 0.0187724, 0.0235888, 0.00172729, 0.0478856, 0.00121404, 0.00438007, 0.000415725, 0, 4.5, 0.5, 6.5, 0, 9.5, 0, -0.510703
2572.5, 2565, 4, 2.92521, 0, 0, 0, 0, 0.000415679, 0.144073, 2.39256, 0.128805, 0.139777, 1.1917e-06, 0.000164855, 0, 0, 0, 0, 0, 0, 0.0132845, 0.02414, 1.58655e-06, 0.0148885, 0.0117944, 0.00142058, 0.0481868, 0.00107639, 0.0042102, 0.000414056, 0, 4.5, 0.5, 6.5, 0, 9.5, 0, 0.647254
2587.5, 2580, 4, 2.9162, 0, 0, 0, 0, 0.000415971, 0.143284, 2.38188, 0.127583, 0.142703, 0, 8.24277e-05, 0, 0, 0, 0, 0, 0, 0.0179731, 0.0289427, 1.62104e-06, 0.0139175, 0.0137601, 0.00133986, 0.0390514, 0.00105608, 0.00384665, 0.000363968, 0, 4.5, 0.5, 6.5, 0, 9.5, 0, 0.652674
2602.5, 2595, 1, 3.05851, 0, 0, 0, 0, 0.000438197, 0.146637, 2.47933, 0.135176, 0.161888, 5.95851e-07, 0.000181341, 0, 0, 0, 0, 0, 0, 0.0152381, 0.0309649, 1.42703e-06, 0.0148885, 0.0176916, 0.00132372, 0.0485883, 0.00121178, 0.00460709, 0.000348942, 0, 4.5, 0.5, 6.5, 0, 9.5, 0, -1.28127
2617.5, 2610, 18, 13.1297, 0, 0, 0, 0, 0.00204321, 0.631946, 10.3291, 0.64693, 1.40634, 0, 8.24277e-05, 0, 0, 0, 0, 0, 0, 0.0175824, 0.0230025, 1.40979e-06, 0.0148885, 0.0176916, 0.00130758, 0.0342327, 0.000871041, 0.00336085, 0.000330577, 0, 16.5, 8.5, 20.5, 5.5, 25.5, 3.5, 1.30938
2632.5, 2625, 2, 1.85505, 0, 0, 0, 0, 0.000246295, 0.0869519, 1.55462, 0.0729935, 0.0239731, 5.95851e-07, 3.29711e-05, 0, 0, 0, 0, 0, 0, 0.0136752, 0.0231289, 1.31494e-06, 0.0148885, 0.0216231, 0.001356, 0.036642, 0.000927455, 0.0036482, 0.000338925, 0, 3.5, 0.5, 4.5, 0, 7.5, 0, 0.137853
2647.5, 2640, 1, 1.81979, 0, 0, 0, 0, 0.000242946, 0.0875766, 1.53931, 0.0722805, 0.0235149, 0, 4.94566e-05, 0, 0, 0, 0, 0, 0, 0.0140659, 0.0240136, 1.1856e-06, 0.00906255, 0.0137601, 0.00132372, 0.0306187, 0.000796573, 0.00284172, 0.000328907, 0, 3.5, 0.5, 4.5, 0, 6.5, 0, -0.608428
2662.5, 2655, 1, 2.44119, 0, 0, 0, 0, 0.000327837, 0.124711, 2.06377, 0.100833, 0.0338452, 0, 1.64855e-05, 0, 0, 0, 0, 0, 0, 0.0160195, 0.0207275, 1.02177e-06, 0.00873889, 0.0137601, 0.00114615, 0.0508973, 0.00136523, 0.0046563, 0.000378995, 0, 3.5, 0.5, 5.5, 0, 8.5, 0, -0.961077
2677.5, 2670, 0, 2.45502, 0, 0, 0, 0, 0.000332945, 0.127805, 2.10019, 0.102588, 0.0338832, 0, 0, 0, 0, 0, 0, 0, 0, 0.0152381, 0.0192109, 9.70038e-07, 0.00614959, 0.0137601, 0.00109772, 0.0311206, 0.00070631, 0.00260359, 0.000333916, 0, 4.5, 0.5, 5.5, 0, 8.5, 0, -2.15477
2692.5, 2685, 4, 2.8553, 0, 0, 0, 0, 0.000387765, 0.14571, 2.38749, 0.117797, 0.0384994, 0, 1.64855e-05, 0, 0, 0, 0, 0, 0, 0.0117216, 0.0208539, 9.44171e-07, 0.0103572, 0.00786294, 0.00113, 0.100289, 0.00265374, 0.00953327, 0.000998409, 0, 4.5, 0.5, 6.5, 0, 8.5, 0, 0.689532
2707.5, 2700, 2, 2.60308, 0, 0, 0, 0, 0.000358437, 0.140031, 2.22515, 0.113284, 0.0426625, 5.95851e-07, 0, 0, 0, 0, 0, 0, 0, 0.0101587, 0.0189581, 8.62256e-07, 0.00679692, 0.0117944, 0.00114615, 0.0293136, 0.000595738, 0.0025766, 0.000255446, 0, 4.5, 0.5, 6.5, 0, 8.5, 0, -0.317368
2722.5, 2715, 2, 2.86808, 0, 0, 0, 0, 0.000379656, 0.150679, 2.36457, 0.120448, 0.0461021, 0, 0, 0, 0, 0, 0, 0, 0, 0.0101587, 0.0203484, 7.93276e-07, 0.00712058, 0.00786294, 0.000807145, 0.123579, 0.00345031, 0.0121019, 0.0004775, 0, 4.5, 0.5, 6.5, 0, 8.5, 0, -0.45826
2737.5, 2730, 1, 2.87504, 0, 0, 0, 0, 0.000391597, 0.156217, 2.46278, 0.125483, 0.0469194, 0, 0, 0, 0, 0, 0, 0, 0, 0.00937728, 0.0192109, 7.93276e-07, 0.00712058, 0.00982868, 0.00103315, 0.0323253, 0.000848475, 0.00323226, 0.000268802, 0, 4.5, 0.5, 6.5, 0, 8.5, 0, -1.18403
