xunit, xunit_low, fitted_data, total_model, Nnbb_bege, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_holders, K40_mini_shrouds, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, alpha_high_energy_bege, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
187.5, 180, 34921, 2822.57, 357.012, 3.28011, 27.407, 3.76784, 1.65481, 30.1732, 2.01979, 7.4603, 17.4939, 36.4361, 5.6236, 193.607, 51.8375, 25.6932, 12.1399, 1361.88, 93.4733, 2.08555, 8.97248, 33.1133, 347.078, 170.53, 2.82868, 15.6626, 7.64323, 2.36756, 1.32733, 2876.5, 2769.5, 2929.5, 2716.5, 2980.5, 2664.5, 604.173
202.5, 195, 26417, 2596.49, 378.8, 3.69438, 37.2743, 4.50441, 1.49818, 27.3437, 1.82642, 6.64681, 16.9992, 33.3949, 5.19064, 178.51, 46.6485, 23.6898, 10.8942, 1209.7, 84.3393, 1.93802, 8.11427, 29.9177, 308.796, 150.163, 2.51126, 13.8273, 6.75219, 2.2683, 1.24798, 2647.5, 2545.5, 2698.5, 2494.5, 2748.5, 2444.5, 467.474
217.5, 210, 20205, 2433.05, 398.67, 2.77358, 24.8084, 3.23044, 1.33318, 23.9415, 1.60489, 5.89182, 19.277, 34.2886, 5.13572, 178.82, 48.7339, 23.7309, 10.1033, 1097.1, 81.1724, 1.86227, 7.50406, 27.9489, 281.774, 129.708, 2.19711, 11.966, 5.94833, 2.27959, 1.24841, 2482.5, 2383.5, 2531.5, 2334.5, 2579.5, 2286.5, 360.296
232.5, 225, 15993, 2282.53, 418.866, 2.36277, 20.1568, 2.69968, 1.19754, 21.8026, 1.44412, 5.25761, 17.5495, 33.1831, 4.93831, 174.668, 47.3905, 23.1799, 9.2475, 990.364, 77.4926, 1.78765, 7.16375, 25.8756, 256.618, 117.779, 1.99678, 10.8579, 5.3038, 2.09431, 1.24947, 2330.5, 2234.5, 2378.5, 2186.5, 2424.5, 2140.5, 286.975
247.5, 240, 12416, 2151.76, 441.499, 2.06929, 17.3998, 2.33112, 1.07798, 19.8533, 1.31218, 4.70911, 15.0907, 28.5645, 4.33365, 152.645, 40.1896, 20.2572, 8.20031, 873.941, 67.6778, 1.64934, 6.18975, 22.5912, 225.975, 169.755, 2.3946, 13.9102, 5.0216, 1.86865, 1.25035, 2198.5, 2104.5, 2244.5, 2058.5, 2289.5, 2013.5, 221.274
262.5, 255, 9629, 1912.14, 463.806, 2.00762, 18.1959, 2.32891, 0.962265, 17.6752, 1.16019, 4.17911, 13.2068, 24.7289, 3.82023, 130.862, 35.1692, 17.3665, 7.27229, 774.391, 59.7151, 1.52758, 5.59988, 20.7493, 200.49, 90.1009, 1.52452, 8.302, 4.0612, 1.68639, 1.25167, 1956.5, 1867.5, 1999.5, 1824.5, 2042.5, 1781.5, 176.474
277.5, 270, 7864, 1780.63, 482.508, 1.891, 18.2649, 2.25933, 0.98291, 20.3793, 1.27196, 3.99006, 11.74, 21.8765, 3.39529, 115.192, 30.8709, 15.287, 6.48768, 689.752, 53.3971, 1.44032, 4.97167, 17.858, 178.117, 83.2637, 1.40551, 7.60609, 3.65682, 1.51465, 1.25265, 1823.5, 1737.5, 1865.5, 1695.5, 1906.5, 1654.5, 144.164
292.5, 285, 6473, 1826.31, 503.836, 1.48995, 12.9621, 1.67669, 0.842552, 17.1396, 1.04537, 3.38862, 10.626, 19.3062, 3.01889, 100.844, 27.1354, 13.3829, 5.79388, 615.883, 48.1409, 1.3695, 4.39275, 15.8735, 159.711, 231.086, 2.88019, 17.4626, 4.38973, 1.37434, 1.25369, 1869.5, 1783.5, 1912.5, 1740.5, 1953.5, 1698.5, 108.732
307.5, 300, 5161, 1589.97, 525.808, 1.37281, 12.0615, 1.54465, 0.709448, 13.6837, 0.870721, 3.02938, 9.72212, 17.491, 2.7941, 92.3922, 24.6672, 12.2612, 5.21301, 573.332, 50.8388, 1.38554, 4.26836, 15.5216, 151.049, 58.3957, 0.977352, 5.34598, 2.71588, 1.26029, 1.25479, 1630.5, 1549.5, 1670.5, 1509.5, 1708.5, 1471.5, 89.5571
322.5, 315, 4303, 1485.8, 547.163, 1.61076, 16.6159, 1.984, 0.690577, 13.9821, 0.863557, 2.82172, 8.92236, 15.8038, 2.48411, 84.0417, 22.4113, 11.153, 4.73646, 497.973, 39.6653, 1.23472, 3.6425, 12.9536, 128.872, 55.3082, 0.91607, 5.0394, 2.48444, 1.16889, 1.25619, 1524.5, 1446.5, 1563.5, 1408.5, 1600.5, 1370.5, 73.0866
337.5, 330, 3610, 1453.02, 567.698, 2.89685, 38.2557, 3.80288, 0.619455, 12.466, 0.781966, 2.58093, 8.31585, 14.3776, 2.31169, 76.3986, 20.5165, 10.1387, 4.32591, 453.412, 36.8465, 1.18104, 3.27012, 11.4763, 117.744, 53.2691, 0.870403, 4.80606, 2.30106, 1.09649, 1.25722, 1491.5, 1414.5, 1529.5, 1376.5, 1566.5, 1339.5, 56.5863
