energy, EnrBEGe, EnrCoax, EnrCoax_2, EnrInvCoax, EnrBEGe_2, EnrAll
0, 0, 0, 0, 0, 0, 0
5, 13, 1, 313, 31346, 92, 31765
10, 2709, 391, 4512, 123440, 8223, 139275
15, 30700, 8340, 23020, 71319, 87387, 220766
20, 34477, 26726, 42481, 36471, 97570, 237725
25, 18756, 25180, 31706, 16855, 43146, 135643
30, 9662, 14269, 19231, 6797, 16447, 66406
35, 4646, 6471, 12542, 3722, 7931, 35312
40, 2689, 3137, 8801, 2784, 5576, 22987
45, 2322, 2435, 6675, 2786, 5013, 19231
50, 2162, 2313, 5332, 2712, 5035, 17554
55, 2450, 2485, 4843, 2929, 5353, 18060
60, 2688, 2542, 4575, 3180, 5905, 18890
65, 2958, 2699, 4549, 3369, 6521, 20096
70, 3271, 2873, 4361, 3258, 6893, 20656
75, 3458, 2917, 4401, 3309, 7050, 21135
80, 3580, 3002, 4363, 3196, 7373, 21514
85, 3622, 2990, 4280, 3199, 7364, 21455
90, 3575, 3010, 4327, 3124, 7200, 21236
95, 3530, 2987, 4187, 2927, 7191, 20822
100, 3599, 2981, 4144, 2845, 7004, 20573
105, 3203, 2812, 4084, 2779, 6766, 19644
110, 3119, 2798, 4004, 2550, 6568, 19039
115, 3000, 2632, 3816, 2446, 6263, 18157
120, 2957, 2449, 3657, 2196, 5922, 17181
125, 2602, 2411, 3554, 1980, 5460, 16007
130, 2519, 2252, 3420, 1852, 5221, 15264
135, 2294, 2168, 3302, 1841, 4858, 14463
140, 2405, 1999, 3085, 1798, 4530, 13817
145, 3665, 2390, 3031, 1543, 4248, 14877
150, 5718, 3085, 2998, 1461, 3982, 17244
155, 6020, 3265, 2885, 1327, 3687, 17184
160, 5924, 3381, 2767, 1271, 3430, 16773
165, 5566, 3356, 2593, 1163, 3164, 15842
170, 5131, 3757, 2503, 1107, 2964, 15462
175, 4961, 4368, 2406, 1034, 2859, 15628
180, 4668, 4867, 2292, 995, 2667, 15489
185, 4311, 4872, 2295, 858, 2492, 14828
190, 4000, 5186, 2194, 835, 2279, 14494
195, 3594, 4919, 2057, 816, 2198, 13584
200, 3454, 4798, 1939, 732, 2002, 12925
205, 3153, 4584, 1985, 731, 1906, 12359
210, 3032, 4503, 1841, 695, 1720, 11791
215, 2922, 4305, 1836, 610, 1652, 11325
220, 2672, 4016, 1790, 606, 1610, 10694
225, 2506, 4130, 1689, 624, 1515, 10464
230, 2324, 3870, 1700, 531, 1464, 9889
235, 2523, 3777, 1673, 626, 1580, 10179
240, 2131, 3522, 1581, 486, 1338, 9058
245, 2003, 3595, 1451, 435, 1205, 8689
250, 1900, 3297, 1470, 434, 1150, 8251
255, 1807, 3196, 1463, 423, 1100, 7989
260, 1675, 3171, 1365, 374, 1020, 7605
265, 1682, 3011, 1365, 411, 957, 7426
270, 1505, 2935, 1311, 339, 948, 7038
275, 1461, 2832, 1309, 342, 905, 6849
280, 1363, 2722, 1161, 309, 891, 6446
285, 1307, 2624, 1190, 307, 868, 6296
290, 1272, 2555, 1168, 351, 858, 6204
295, 1289, 2629, 1131, 318, 835, 6202
300, 1146, 2408, 1020, 258, 738, 5570
305, 1115, 2232, 1056, 275, 686, 5364
310, 1032, 2243, 996, 238, 658, 5167
315, 976, 2192, 943, 258, 682, 5051
320, 939, 2006, 889, 239, 628, 4701
325, 917, 1969, 882, 202, 602, 4572
330, 831, 1848, 839, 204, 524, 4246
335, 844, 1830, 873, 251, 623, 4421
340, 798, 1813, 810, 211, 512, 4144
345, 779, 1706, 809, 209, 510, 4013
350, 963, 1750, 825, 248, 557, 4343
355, 695, 1527, 730, 188, 462, 3602
360, 703, 1432, 683, 204, 433, 3455
365, 661, 1457, 688, 192, 429, 3427
370, 622, 1371, 613, 147, 453, 3206
375, 593, 1354, 605, 161, 429, 3142
380, 580, 1273, 556, 143, 444, 2996
385, 579, 1214, 539, 156, 333, 2821
390, 560, 1169, 540, 148, 398, 2815
395, 536, 1109, 518, 155, 368, 2686
400, 516, 1039, 486, 140, 322, 2503
405, 522, 911, 443, 132, 319, 2327
410, 523, 923, 429, 136, 328, 2339
415, 489, 874, 436, 117, 344, 2260
420, 490, 835, 392, 140, 329, 2186
425, 472, 772, 361, 119, 262, 1986
430, 459, 759, 327, 141, 299, 1985
435, 414, 774, 345, 121, 345, 1999
440, 393, 683, 306, 109, 309, 1800
445, 438, 664, 317, 108, 295, 1822
450, 427, 643, 297, 117, 294, 1778
455, 417, 584, 285, 126, 299, 1711
460, 422, 604, 240, 103, 263, 1632
465, 389, 538, 253, 125, 289, 1594
470, 387, 502, 257, 103, 283, 1532
475, 429, 521, 226, 119, 312, 1607
480, 400, 442, 216, 102, 256, 1416
485, 341, 409, 188, 108, 282, 1328
490, 369, 420, 188, 119, 263, 1359
495, 380, 436, 187, 97, 260, 1360
500, 391, 365, 166, 120, 246, 1288
505, 363, 395, 182, 106, 260, 1306
510, 444, 482, 199, 145, 296, 1566
515, 370, 362, 196, 101, 268, 1297
