energy, EnrBEGe, EnrCoax, EnrCoax_2, EnrInvCoax, EnrBEGe_2, EnrAll
0, 0, 0, 0, 0, 0, 0
5, 10, 0, 0, 26272, 66, 26348
10, 2675, 0, 0, 112106, 7865, 122646
15, 30578, 0, 0, 68466, 85619, 184663
20, 34380, 3, 0, 35799, 96325, 166507
25, 18613, 67, 0, 16613, 42230, 77523
30, 9407, 1157, 6, 6720, 15472, 32762
35, 4333, 1909, 75, 3626, 7041, 16984
40, 2368, 1260, 414, 2645, 4686, 11373
45, 1996, 1158, 1046, 2621, 4038, 10859
50, 1850, 1099, 1516, 2545, 3984, 10994
55, 2104, 1228, 1788, 2711, 4147, 11978
60, 2340, 1286, 1906, 2877, 4561, 12970
65, 2586, 1356, 1996, 3056, 5126, 14120
70, 2863, 1513, 2133, 2899, 5478, 14886
75, 3066, 1495, 2189, 2913, 5700, 15363
80, 3204, 1593, 2147, 2799, 6012, 15755
85, 3220, 1587, 2198, 2753, 6056, 15814
90, 3179, 1609, 2240, 2639, 5901, 15568
95, 3141, 1602, 2137, 2503, 5926, 15309
100, 3216, 1621, 2123, 2415, 5774, 15149
105, 2863, 1508, 2145, 2315, 5563, 14394
110, 2756, 1480, 2003, 2141, 5380, 13760
115, 2620, 1415, 1855, 2031, 5005, 12926
120, 2610, 1317, 1783, 1821, 4780, 12311
125, 2242, 1253, 1733, 1658, 4390, 11276
130, 2169, 1174, 1644, 1500, 4113, 10600
135, 1941, 1108, 1585, 1485, 3736, 9855
140, 2009, 996, 1437, 1449, 3457, 9348
145, 3015, 1122, 1394, 1220, 3137, 9888
150, 4648, 1466, 1397, 1140, 2979, 11630
155, 4800, 1531, 1331, 974, 2671, 11307
160, 4628, 1500, 1178, 953, 2421, 10680
165, 4274, 1454, 1129, 845, 2161, 9863
170, 3893, 1527, 1063, 774, 1988, 9245
175, 3641, 1951, 1010, 708, 1867, 9177
180, 3371, 2140, 928, 674, 1656, 8769
185, 3043, 2167, 897, 588, 1547, 8242
190, 2757, 2334, 828, 517, 1365, 7801
195, 2415, 2100, 715, 501, 1295, 7026
200, 2252, 2063, 701, 460, 1140, 6616
205, 2024, 1853, 727, 422, 1009, 6035
210, 1904, 1850, 686, 393, 915, 5748
215, 1841, 1780, 629, 358, 857, 5465
220, 1577, 1604, 578, 323, 824, 4906
225, 1387, 1612, 520, 337, 742, 4598
230, 1332, 1471, 533, 271, 701, 4308
235, 1412, 1486, 536, 323, 803, 4560
240, 1168, 1329, 502, 259, 624, 3882
245, 1075, 1320, 413, 204, 528, 3540
250, 1016, 1123, 407, 184, 509, 3239
255, 947, 1120, 428, 217, 468, 3180
260, 846, 1136, 386, 180, 438, 2986
265, 818, 1072, 369, 172, 408, 2839
270, 714, 982, 360, 146, 389, 2591
275, 706, 955, 369, 160, 349, 2539
280, 653, 902, 292, 147, 325, 2319
285, 598, 812, 305, 117, 327, 2159
290, 625, 853, 288, 158, 313, 2237
295, 610, 877, 257, 132, 343, 2219
300, 500, 715, 222, 106, 279, 1822
305, 511, 717, 240, 124, 266, 1858
310, 469, 660, 220, 106, 228, 1683
315, 484, 706, 229, 123, 252, 1794
320, 442, 576, 208, 107, 258, 1591
325, 459, 597, 192, 84, 239, 1571
330, 388, 531, 177, 82, 200, 1378
335, 392, 518, 186, 109, 247, 1452
340, 351, 520, 174, 101, 197, 1343
345, 356, 520, 165, 97, 230, 1368
350, 441, 527, 201, 109, 229, 1507
355, 355, 425, 161, 84, 190, 1215
360, 336, 427, 161, 103, 180, 1207
365, 327, 419, 148, 86, 187, 1167
370, 327, 368, 166, 82, 196, 1139
375, 312, 409, 116, 82, 204, 1123
380, 298, 385, 109, 85, 211, 1088
385, 306, 390, 105, 89, 161, 1051
390, 289, 364, 140, 88, 197, 1078
395, 289, 337, 111, 89, 178, 1004
400, 290, 330, 121, 81, 174, 996
405, 302, 286, 104, 87, 175, 954
410, 312, 310, 115, 78, 192, 1007
415, 313, 307, 130, 79, 200, 1029
420, 325, 270, 101, 98, 186, 980
425, 294, 242, 95, 78, 162, 871
430, 307, 267, 99, 100, 186, 959
435, 281, 270, 111, 87, 226, 975
440, 256, 260, 89, 78, 193, 876
445, 305, 233, 102, 74, 197, 911
450, 299, 260, 91, 83, 203, 936
455, 287, 230, 87, 87, 201, 892
460, 309, 256, 83, 75, 177, 900
465, 296, 236, 96, 103, 216, 947
470, 287, 231, 93, 76, 202, 889
475, 321, 229, 80, 78, 211, 919
480, 305, 217, 103, 79, 193, 897
485, 276, 182, 86, 86, 221, 851
490, 296, 203, 99, 98, 212, 908
495, 284, 214, 94, 81, 205, 878
500, 309, 187, 83, 98, 191, 868
505, 298, 223, 91, 88, 203, 903
510, 318, 244, 114, 117, 202, 995
515, 299, 220, 100, 90, 208, 917
520, 322, 213, 95, 92, 189, 911
525, 309, 192, 84, 94, 204, 883
530, 306, 204, 93, 120, 215, 938
535, 304, 231, 77, 68, 202, 882
540, 310, 201, 92, 104, 204, 911
545, 319, 225, 86, 95, 206, 931
550, 292, 197, 94, 101, 204, 888
555, 325, 208, 80, 102, 197, 912
560, 276, 209, 84, 95, 190, 854
565, 347, 221, 78, 101, 180, 927
570, 291, 220, 116, 78, 226, 931
575, 281, 200, 114, 98, 217, 910
580, 330, 221, 112, 99, 216, 978
585, 328, 219, 99, 112, 222, 980
590, 311, 195, 93, 84, 209, 892
595, 305, 203, 96, 97, 215, 916
600, 343, 207, 93, 112, 243, 998
605, 331, 234, 82, 96, 252, 995
610, 322, 197, 85, 110, 220, 934
615, 321, 215, 118, 85, 207, 946
620, 316, 209, 105, 103, 209, 942
625, 306, 220, 103, 93, 198, 920
630, 305, 213, 108, 100, 234, 960
635, 377, 217, 101, 109, 222, 1026
640, 345, 224, 100, 107, 210, 986
645, 320, 204, 100, 98, 220, 942
650, 355, 240, 97, 101, 243, 1036
655, 321, 268, 115, 82, 218, 1004
660, 324, 231, 114, 104, 267, 1040
665, 327, 207, 115, 93, 200, 942
670, 320, 236, 89, 126, 234, 1005
675, 350, 223, 94, 96, 229, 992
