energy, EnrBEGe, EnrCoax, EnrCoax_2, EnrInvCoax, EnrBEGe_2, EnrAll
326, 1.8699, 1.95665, 0.56868, 0.375907, 1.17591, 5.94705
327, 1.86026, 1.81207, 0.78073, 0.366269, 1.00242, 5.82174
328, 1.85062, 2.08195, 0.809646, 0.385546, 1.10844, 6.2362
329, 1.68676, 1.9952, 0.50121, 0.366269, 0.944587, 5.49403
330, 1.34941, 1.76387, 0.684344, 0.433739, 0.867478, 5.09884
331, 1.60965, 1.68676, 0.645789, 0.298798, 0.934949, 5.17595
332, 1.7446, 1.88917, 0.539764, 0.298798, 1.13736, 5.60969
333, 1.67712, 1.90845, 0.56868, 0.260243, 0.896394, 5.31089
334, 1.49399, 1.81207, 0.732537, 0.260243, 0.915671, 5.21451
335, 1.38797, 1.7446, 0.645789, 0.327714, 0.944587, 5.05065
336, 1.62893, 1.79279, 0.645789, 0.395185, 1.147, 5.60969
337, 1.53254, 1.63857, 0.597596, 0.395185, 0.915671, 5.07957
338, 1.61929, 1.78315, 0.530126, 0.385546, 1.00242, 5.32053
339, 1.60965, 1.52291, 0.693983, 0.395185, 0.973503, 5.19523
340, 1.43616, 1.68676, 0.587957, 0.453016, 0.944587, 5.10848
341, 1.54218, 1.66749, 0.607235, 0.308437, 0.85784, 4.98318
342, 1.33977, 1.62893, 0.597596, 0.366269, 0.85784, 4.79041
343, 1.4458, 1.61929, 0.578319, 0.337353, 0.934949, 4.91571
344, 1.21447, 1.78315, 0.848201, 0.318075, 0.771092, 4.93499
345, 1.32049, 1.7446, 0.539764, 0.472294, 0.828924, 4.90607
346, 1.35905, 1.50363, 0.703621, 0.318075, 0.877117, 4.76149
347, 1.20483, 1.77351, 0.491571, 0.366269, 0.78073, 4.61691
348, 1.24339, 1.67712, 0.56868, 0.279521, 1.05061, 4.81932
349, 1.36869, 1.64821, 0.665067, 0.318075, 0.848201, 4.84824
350, 1.73496, 1.6964, 0.761453, 0.385546, 0.867478, 5.44584
351, 1.72532, 1.92773, 0.578319, 0.510848, 1.09881, 5.84102
352, 1.43616, 1.63857, 0.693983, 0.308437, 0.973503, 5.05065
353, 1.37833, 1.4458, 0.616873, 0.318075, 0.732537, 4.49161
354, 1.32049, 1.34941, 0.636151, 0.308437, 0.838562, 4.45305
355, 1.31086, 1.20483, 0.597596, 0.327714, 0.684344, 4.12534
356, 1.25302, 1.33013, 0.50121, 0.279521, 0.819285, 4.18317
357, 1.32049, 1.47471, 0.539764, 0.279521, 0.828924, 4.44342
358, 1.4458, 1.33977, 0.462655, 0.250605, 0.665067, 4.1639
359, 1.20483, 1.18555, 0.578319, 0.35663, 0.722899, 4.04823
360, 1.20483, 1.15664, 0.472294, 0.308437, 0.722899, 3.8651
361, 1.24339, 1.28194, 0.578319, 0.289159, 0.751814, 4.14462
362, 1.3976, 1.3976, 0.472294, 0.279521, 0.751814, 4.29884
363, 1.10844, 1.4458, 0.433739, 0.298798, 0.896394, 4.18317
364, 1.25302, 1.16628, 0.655428, 0.35663, 0.587957, 4.01932
365, 1.01206, 1.08917, 0.481932, 0.260243, 0.597596, 3.441
366, 1.147, 1.49399, 0.472294, 0.289159, 0.722899, 4.12534
367, 1.07953, 1.30122, 0.549403, 0.385546, 0.71326, 4.02895
368, 1.18555, 1.31086, 0.462655, 0.202412, 0.510848, 3.67232
369, 1.18555, 1.12772, 0.453016, 0.231328, 0.684344, 3.68196
370, 1.33013, 1.2723, 0.530126, 0.192773, 0.626512, 3.95185
371, 1.06025, 1.06989, 0.665067, 0.231328, 0.732537, 3.75907
372, 1.07953, 1.21447, 0.520487, 0.202412, 0.636151, 3.65305
373, 1.04097, 1.10844, 0.453016, 0.298798, 0.684344, 3.58558
374, 1.04097, 1.07953, 0.395185, 0.337353, 0.616873, 3.46991
375, 1.147, 1.22411, 0.462655, 0.260243, 0.684344, 3.77835
376, 1.00242, 1.20483, 0.462655, 0.250605, 0.674705, 3.59522
377, 0.963865, 1.34941, 0.327714, 0.250605, 0.771092, 3.66269
378, 0.954226, 1.11808, 0.260243, 0.346991, 0.626512, 3.30606
379, 1.06025, 1.0217, 0.327714, 0.221689, 0.597596, 3.22895
380, 0.963865, 1.30122, 0.395185, 0.250605, 0.742176, 3.65305
381, 0.896394, 1.07953, 0.327714, 0.308437, 0.790369, 3.40244
382, 1.03134, 1.18555, 0.366269, 0.260243, 0.587957, 3.43136
383, 1.22411, 1.08917, 0.404823, 0.250605, 0.539764, 3.50847
384, 0.790369, 1.06989, 0.308437, 0.250605, 0.539764, 2.95906
385, 0.915671, 1.12772, 0.337353, 0.250605, 0.510848, 3.1422
386, 1.01206, 1.21447, 0.366269, 0.289159, 0.472294, 3.35425
387, 0.963865, 1.11808, 0.395185, 0.21205, 0.722899, 3.41208
388, 0.819285, 1.03134, 0.395185, 0.183134, 0.510848, 2.93979
389, 1.09881, 1.13736, 0.279521, 0.269882, 0.530126, 3.31569
390, 0.963865, 1.147, 0.366269, 0.192773, 0.549403, 3.21931
391, 0.703621, 0.963865, 0.4241, 0.375907, 0.530126, 2.99762
392, 0.954226, 0.992781, 0.327714, 0.260243, 0.674705, 3.20967
393, 0.963865, 0.848201, 0.375907, 0.269882, 0.751814, 3.20967
394, 0.867478, 1.147, 0.375907, 0.221689, 0.559042, 3.17111
395, 1.05061, 1.08917, 0.346991, 0.183134, 0.453016, 3.12292
396, 0.848201, 1.07953, 0.366269, 0.289159, 0.520487, 3.10364
397, 0.85784, 0.809646, 0.269882, 0.298798, 0.645789, 2.88196
398, 0.886756, 1.0217, 0.308437, 0.240966, 0.587957, 3.04581
399, 0.963865, 0.92531, 0.269882, 0.21205, 0.626512, 2.99762
400, 0.944587, 0.992781, 0.318075, 0.337353, 0.472294, 3.06509
401, 0.983142, 0.819285, 0.375907, 0.308437, 0.50121, 2.98798
402, 0.800008, 0.983142, 0.260243, 0.183134, 0.636151, 2.86268
403, 0.828924, 0.944587, 0.318075, 0.154218, 0.636151, 2.88196
404, 0.877117, 0.915671, 0.318075, 0.21205, 0.491571, 2.81448
405, 0.674705, 0.761453, 0.404823, 0.260243, 0.443378, 2.5446
406, 0.896394, 0.809646, 0.327714, 0.298798, 0.462655, 2.79521
407, 0.934949, 0.886756, 0.298798, 0.173496, 0.597596, 2.89159
408, 0.954226, 0.906033, 0.250605, 0.202412, 0.462655, 2.77593
409, 0.906033, 0.896394, 0.289159, 0.250605, 0.578319, 2.92051
410, 0.732537, 0.896394, 0.289159, 0.21205, 0.771092, 2.90123
411, 1.04097, 0.85784, 0.414462, 0.260243, 0.510848, 3.08437
412, 0.92531, 0.85784, 0.404823, 0.202412, 0.539764, 2.93015
413, 0.848201, 0.85784, 0.327714, 0.154218, 0.539764, 2.72774
414, 0.867478, 0.896394, 0.337353, 0.192773, 0.607235, 2.90123
415, 0.838562, 1.00242, 0.404823, 0.173496, 0.607235, 3.02654
416, 0.819285, 0.819285, 0.327714, 0.298798, 0.559042, 2.82412
417, 0.896394, 0.838562, 0.327714, 0.250605, 0.549403, 2.86268
418, 0.85784, 1.0217, 0.279521, 0.231328, 0.453016, 2.8434
419, 0.85784, 0.722899, 0.346991, 0.14458, 0.645789, 2.7181
420, 0.85784, 0.800008, 0.269882, 0.308437, 0.510848, 2.74701
421, 0.742176, 0.896394, 0.318075, 0.279521, 0.539764, 2.77593
422, 0.906033, 0.751814, 0.366269, 0.192773, 0.587957, 2.80485
423, 1.00242, 0.85784, 0.221689, 0.231328, 0.414462, 2.72774
424, 0.838562, 0.684344, 0.318075, 0.289159, 0.578319, 2.70846
425, 0.800008, 0.867478, 0.240966, 0.183134, 0.404823, 2.49641
426, 0.896394, 0.71326, 0.260243, 0.240966, 0.462655, 2.57352
427, 0.742176, 0.85784, 0.202412, 0.231328, 0.395185, 2.42894
428, 0.886756, 0.578319, 0.260243, 0.14458, 0.655428, 2.52533
429, 0.751814, 0.674705, 0.298798, 0.221689, 0.491571, 2.43858
430, 0.963865, 0.703621, 0.21205, 0.250605, 0.56868, 2.69882
431, 0.71326, 0.742176, 0.260243, 0.240966, 0.4241, 2.38075
432, 0.78073, 0.838562, 0.308437, 0.231328, 0.453016, 2.61207
433, 0.809646, 0.751814, 0.346991, 0.221689, 0.655428, 2.78557
434, 0.934949, 0.819285, 0.202412, 0.192773, 0.50121, 2.65063
435, 0.838562, 0.722899, 0.298798, 0.260243, 0.597596, 2.7181
436, 0.809646, 0.607235, 0.289159, 0.154218, 0.559042, 2.4193
437, 0.71326, 0.703621, 0.327714, 0.250605, 0.56868, 2.56388
438, 0.761453, 0.607235, 0.318075, 0.154218, 0.56868, 2.40966
439, 0.761453, 0.838562, 0.221689, 0.21205, 0.539764, 2.57352
440, 0.655428, 0.761453, 0.250605, 0.269882, 0.530126, 2.46749
441, 0.722899, 0.71326, 0.221689, 0.173496, 0.587957, 2.4193
442, 0.693983, 0.732537, 0.298798, 0.192773, 0.587957, 2.50605
443, 0.790369, 0.78073, 0.279521, 0.240966, 0.520487, 2.61207
444, 0.742176, 0.636151, 0.250605, 0.250605, 0.433739, 2.31328
445, 0.906033, 0.665067, 0.318075, 0.221689, 0.4241, 2.53496
446, 0.790369, 0.645789, 0.21205, 0.202412, 0.453016, 2.30364
447, 0.92531, 0.71326, 0.395185, 0.240966, 0.645789, 2.92051
448, 0.751814, 0.578319, 0.221689, 0.163857, 0.481932, 2.19761
449, 0.751814, 0.636151, 0.21205, 0.14458, 0.56868, 2.31328
450, 0.790369, 0.665067, 0.231328, 0.14458, 0.453016, 2.28436
451, 0.800008, 0.761453, 0.260243, 0.269882, 0.549403, 2.64099
452, 0.78073, 0.703621, 0.221689, 0.221689, 0.587957, 2.51569
453, 0.800008, 0.742176, 0.346991, 0.231328, 0.481932, 2.60243
454, 0.665067, 0.828924, 0.260243, 0.202412, 0.674705, 2.63135
455, 0.616873, 0.56868, 0.260243, 0.250605, 0.453016, 2.14942
456, 0.828924, 0.693983, 0.163857, 0.298798, 0.520487, 2.50605
457, 0.809646, 0.674705, 0.279521, 0.221689, 0.453016, 2.43858
458, 0.684344, 0.655428, 0.192773, 0.14458, 0.636151, 2.31328
459, 0.722899, 0.587957, 0.221689, 0.183134, 0.684344, 2.40002
460, 0.800008, 0.626512, 0.14458, 0.0963865, 0.472294, 2.13978
461, 0.761453, 0.71326, 0.202412, 0.21205, 0.549403, 2.43858
462, 0.665067, 0.71326, 0.260243, 0.269882, 0.50121, 2.40966
463, 0.934949, 0.742176, 0.269882, 0.192773, 0.50121, 2.64099
464, 0.85784, 0.587957, 0.240966, 0.14458, 0.453016, 2.28436
465, 0.597596, 0.626512, 0.318075, 0.240966, 0.530126, 2.31328
466, 0.915671, 0.809646, 0.260243, 0.21205, 0.539764, 2.73738
467, 0.809646, 0.549403, 0.346991, 0.250605, 0.539764, 2.49641
468, 0.732537, 0.549403, 0.183134, 0.192773, 0.491571, 2.14942
469, 0.78073, 0.71326, 0.163857, 0.231328, 0.50121, 2.39038
470, 0.693983, 0.645789, 0.337353, 0.202412, 0.433739, 2.31328
471, 0.85784, 0.626512, 0.221689, 0.173496, 0.472294, 2.35183
472, 0.771092, 0.645789, 0.250605, 0.279521, 0.549403, 2.49641
473, 0.722899, 0.597596, 0.308437, 0.154218, 0.462655, 2.2458
474, 0.626512, 0.616873, 0.240966, 0.14458, 0.539764, 2.1687
475, 0.751814, 0.703621, 0.221689, 0.221689, 0.530126, 2.42894
476, 0.665067, 0.56868, 0.183134, 0.21205, 0.50121, 2.13014
477, 0.809646, 0.674705, 0.192773, 0.173496, 0.578319, 2.42894
478, 0.896394, 0.559042, 0.327714, 0.221689, 0.510848, 2.51569
479, 0.886756, 0.520487, 0.173496, 0.154218, 0.50121, 2.23617
480, 0.751814, 0.539764, 0.192773, 0.192773, 0.645789, 2.32291
481, 0.751814, 0.665067, 0.279521, 0.289159, 0.414462, 2.40002
482, 0.838562, 0.510848, 0.240966, 0.163857, 0.4241, 2.17833
483, 0.906033, 0.674705, 0.35663, 0.154218, 0.530126, 2.62171
484, 0.703621, 0.587957, 0.346991, 0.173496, 0.404823, 2.21689
485, 0.771092, 0.520487, 0.21205, 0.202412, 0.559042, 2.26508
486, 0.751814, 0.626512, 0.279521, 0.115664, 0.56868, 2.34219
487, 0.665067, 0.375907, 0.221689, 0.202412, 0.549403, 2.01448
488, 0.732537, 0.559042, 0.221689, 0.202412, 0.510848, 2.22653
489, 0.655428, 0.597596, 0.221689, 0.279521, 0.539764, 2.294
490, 0.771092, 0.549403, 0.183134, 0.21205, 0.559042, 2.27472
491, 0.78073, 0.587957, 0.318075, 0.240966, 0.56868, 2.49641
492, 0.732537, 0.539764, 0.289159, 0.250605, 0.414462, 2.22653
493, 0.742176, 0.597596, 0.192773, 0.240966, 0.50121, 2.27472
494, 0.790369, 0.395185, 0.221689, 0.192773, 0.510848, 2.11086
495, 0.693983, 0.56868, 0.279521, 0.21205, 0.510848, 2.26508
496, 0.848201, 0.645789, 0.289159, 0.192773, 0.530126, 2.50605
497, 0.71326, 0.587957, 0.298798, 0.240966, 0.472294, 2.31328
498, 0.626512, 0.549403, 0.231328, 0.183134, 0.491571, 2.08195
499, 0.645789, 0.597596, 0.240966, 0.125302, 0.559042, 2.1687
500, 0.790369, 0.530126, 0.173496, 0.192773, 0.472294, 2.15906
501, 0.761453, 0.491571, 0.202412, 0.231328, 0.50121, 2.18797
502, 0.684344, 0.636151, 0.231328, 0.269882, 0.433739, 2.25544
503, 0.761453, 0.481932, 0.240966, 0.21205, 0.404823, 2.10123
504, 0.877117, 0.56868, 0.192773, 0.231328, 0.539764, 2.40966
505, 0.771092, 0.597596, 0.308437, 0.192773, 0.491571, 2.36147
506, 0.742176, 0.520487, 0.289159, 0.14458, 0.443378, 2.13978
507, 0.790369, 0.549403, 0.192773, 0.240966, 0.626512, 2.40002
508, 0.674705, 0.636151, 0.260243, 0.173496, 0.453016, 2.19761
509, 0.838562, 0.761453, 0.173496, 0.298798, 0.56868, 2.64099
510, 0.819285, 0.616873, 0.269882, 0.318075, 0.56868, 2.5928
511, 0.867478, 0.703621, 0.35663, 0.279521, 0.56868, 2.77593
512, 0.819285, 0.771092, 0.346991, 0.327714, 0.462655, 2.72774
513, 0.954226, 0.790369, 0.337353, 0.289159, 0.539764, 2.91087
514, 0.963865, 0.742176, 0.279521, 0.260243, 0.607235, 2.85304
515, 0.92531, 0.732537, 0.260243, 0.173496, 0.539764, 2.63135
516, 0.616873, 0.578319, 0.35663, 0.192773, 0.597596, 2.34219
517, 0.655428, 0.472294, 0.250605, 0.192773, 0.578319, 2.14942
518, 0.56868, 0.404823, 0.21205, 0.221689, 0.472294, 1.87954
519, 0.828924, 0.655428, 0.231328, 0.231328, 0.404823, 2.35183
520, 0.886756, 0.520487, 0.279521, 0.231328, 0.539764, 2.45786
521, 0.674705, 0.616873, 0.269882, 0.260243, 0.472294, 2.294
522, 0.742176, 0.481932, 0.298798, 0.14458, 0.366269, 2.03375
523, 0.742176, 0.645789, 0.21205, 0.202412, 0.50121, 2.30364
524, 0.71326, 0.549403, 0.231328, 0.192773, 0.404823, 2.09159
525, 0.809646, 0.50121, 0.240966, 0.21205, 0.539764, 2.30364
526, 0.626512, 0.626512, 0.202412, 0.260243, 0.530126, 2.2458
527, 0.800008, 0.414462, 0.14458, 0.221689, 0.404823, 1.98556
528, 0.761453, 0.50121, 0.183134, 0.250605, 0.472294, 2.1687
529, 0.819285, 0.443378, 0.260243, 0.154218, 0.530126, 2.20725
530, 0.886756, 0.472294, 0.260243, 0.279521, 0.472294, 2.37111
531, 0.742176, 0.616873, 0.289159, 0.327714, 0.587957, 2.56388
532, 0.71326, 0.472294, 0.231328, 0.221689, 0.520487, 2.15906
