energy, EnrBEGe, EnrCoax, EnrCoax_2, EnrInvCoax, EnrBEGe_2, EnrAll
0, 0, 0, 0, 0, 0, 0
5, 10, 0, 0, 26272, 66, 26348
10, 2675, 0, 0, 112107, 7867, 122649
15, 30867, 0, 0, 68470, 86160, 185497
20, 36227, 3, 0, 36230, 101015, 173475
25, 21899, 86, 0, 20021, 56058, 98064
30, 13149, 1419, 11, 12070, 32328, 58977
35, 8426, 2742, 166, 8227, 21001, 40562
40, 6610, 2434, 885, 6915, 16466, 33310
45, 6151, 2411, 2144, 6932, 15355, 32993
50, 6285, 2461, 3257, 7507, 16106, 35616
55, 7242, 2831, 4299, 8678, 18401, 41451
60, 8844, 3231, 5212, 9833, 21995, 49115
65, 10380, 3834, 6436, 10876, 26969, 58495
70, 12096, 4568, 7747, 11672, 31653, 67736
75, 13574, 5103, 9070, 12470, 35330, 75547
80, 14597, 5786, 9800, 12912, 38145, 81240
85, 15406, 6126, 10471, 13192, 40173, 85368
90, 15426, 6369, 11009, 13054, 40907, 86765
95, 15431, 6575, 10857, 12342, 40783, 85988
100, 15404, 6534, 10993, 12188, 40202, 85321
105, 14483, 6129, 10840, 11518, 38676, 81646
110, 13883, 5924, 10146, 10762, 36353, 77068
115, 12874, 5789, 9588, 10333, 34083, 72667
120, 12115, 5478, 9219, 9492, 31661, 67965
125, 10872, 5141, 8553, 8624, 29030, 62220
130, 10026, 4786, 8089, 7904, 27048, 57853
135, 9107, 4448, 7511, 7363, 24412, 52841
140, 9272, 4206, 6985, 6841, 22006, 49310
145, 14237, 4501, 6465, 6023, 19722, 50948
150, 20803, 5689, 5814, 5440, 18093, 55839
155, 21311, 5688, 5484, 4892, 15911, 53286
160, 20416, 5609, 4956, 4464, 14482, 49927
165, 18915, 5547, 4569, 4147, 12617, 45795
170, 16637, 5638, 4153, 3662, 11768, 41858
175, 15209, 6384, 3733, 3294, 10114, 38734
180, 13581, 6783, 3486, 3001, 9135, 35986
185, 12194, 6774, 3179, 2537, 8092, 32776
190, 10964, 6754, 2817, 2312, 7373, 30220
195, 9673, 6153, 2691, 2084, 6486, 27087
200, 8803, 5794, 2465, 1876, 5873, 24811
205, 7651, 5325, 2342, 1720, 5013, 22051
210, 6973, 4925, 2116, 1558, 4568, 20140
215, 6460, 4625, 1899, 1384, 4042, 18410
220, 5629, 4190, 1771, 1234, 3776, 16600
225, 5054, 4038, 1580, 1176, 3364, 15212
230, 4596, 3572, 1528, 1059, 2931, 13686
235, 4428, 3449, 1462, 1006, 2861, 13206
240, 3787, 3182, 1331, 888, 2477, 11665
245, 3417, 2973, 1150, 724, 2140, 10404
250, 3121, 2605, 1048, 702, 1950, 9426
255, 2803, 2501, 1026, 649, 1760, 8739
260, 2595, 2316, 981, 572, 1558, 8022
265, 2411, 2249, 871, 536, 1468, 7535
270, 2065, 2063, 850, 484, 1324, 6786
275, 1897, 1979, 813, 429, 1203, 6321
280, 1737, 1713, 656, 395, 1125, 5626
285, 1561, 1660, 692, 359, 1007, 5279
290, 1474, 1560, 643, 406, 905, 4988
295, 1426, 1539, 576, 344, 890, 4775
300, 1248, 1382, 498, 270, 751, 4149
305, 1237, 1290, 493, 278, 733, 4031
310, 1106, 1187, 454, 240, 662, 3649
315, 1081, 1164, 420, 258, 623, 3546
320, 971, 1009, 392, 228, 600, 3200
325, 950, 1025, 352, 189, 548, 3064
330, 817, 940, 329, 161, 493, 2740
335, 807, 880, 323, 197, 517, 2724
340, 724, 870, 334, 185, 453, 2566
345, 674, 866, 308, 182, 455, 2485
350, 788, 836, 341, 190, 468, 2623
355, 678, 678, 278, 155, 386, 2175
360, 644, 669, 271, 159, 385, 2128
365, 582, 656, 251, 142, 335, 1966
370, 576, 596, 266, 131, 342, 1911
375, 532, 614, 191, 138, 348, 1823
380, 509, 594, 187, 137, 332, 1759
385, 499, 584, 184, 125, 285, 1677
390, 462, 529, 194, 137, 318, 1640
395, 478, 511, 162, 127, 294, 1572
400, 460, 483, 165, 124, 284, 1516
405, 453, 442, 163, 123, 264, 1445
410, 458, 453, 184, 106, 308, 1509
415, 443, 457, 175, 114, 292, 1481
420, 451, 414, 155, 135, 273, 1428
425, 423, 383, 131, 106, 250, 1293
430, 436, 400, 138, 118, 270, 1362
435, 403, 361, 151, 107, 294, 1316
440, 374, 376, 135, 117, 276, 1278
445, 428, 336, 141, 101, 267, 1273
450, 398, 384, 137, 111, 285, 1315
455, 380, 330, 116, 114, 285, 1225
460, 417, 351, 116, 95, 257, 1236
465, 398, 337, 132, 117, 270, 1254
470, 381, 325, 141, 99, 255, 1201
475, 416, 314, 114, 102, 272, 1218
480, 410, 309, 147, 101, 251, 1218
485, 371, 278, 120, 104, 283, 1156
490, 396, 277, 125, 118, 265, 1181
495, 366, 306, 139, 99, 266, 1176
500, 402, 281, 108, 118, 244, 1153
505, 396, 318, 127, 109, 268, 1218
510, 459, 376, 165, 153, 285, 1438
515, 373, 295, 136, 105, 269, 1178
520, 390, 292, 134, 107, 237, 1160
525, 396, 258, 107, 114, 257, 1132
530, 379, 268, 126, 143, 263, 1179
535, 379, 324, 105, 96, 247, 1151
540, 391, 257, 123, 124, 251, 1146
545, 386, 288, 109, 106, 265, 1154
550, 376, 264, 125, 121, 258, 1144
555, 421, 284, 113, 114, 248, 1180
560, 363, 296, 103, 114, 233, 1109
565, 438, 287, 104, 112, 221, 1162
570, 360, 297, 140, 95, 278, 1170
575, 359, 265, 137, 111, 271, 1143
580, 422, 305, 147, 116, 272, 1262
585, 412, 288, 123, 128, 267, 1218
590, 398, 257, 120, 104, 256, 1135
595, 375, 265, 115, 112, 270, 1137
600, 430, 267, 115, 126, 294, 1232
605, 432, 327, 119, 113, 319, 1310
610, 396, 280, 114, 131, 277, 1198
615, 396, 286, 148, 97, 247, 1174
620, 390, 262, 124, 114, 250, 1140
625, 385, 273, 131, 110, 256, 1155
630, 372, 271, 133, 110, 284, 1170
635, 429, 265, 126, 121, 262, 1203
640, 425, 281, 125, 119, 242, 1192
645, 400, 267, 120, 111, 259, 1157
