par, 0_30_40, 0_30_40_err, 0_30_0, 0_30_0_err, 0_30_-30, 0_30_-30_err, 0_20_0, 0_20_0_err, 0_20_-30, 0_20_-30_err, 0_0_20, 0_0_20_err, 0_0_-27, 0_0_-27_err, 0_0_-40, 0_0_-40_err, 0_0_-70, 0_0_-70_err, 0_0_-95, 0_0_-95_err, 11_0_-24, 11_0_-24_err, 7_0_-5, 7_0_-5_err, -7_0_6, -7_0_6_err
0.5, 0.486295, 0.0103667, 0.49121, 0.0101382, 0.488094, 0.00949107, 0.487451, 0.00666813, 0.468601, 0.00521295, 0.512182, 0.00961294, 0.474601, 0.00478257, 0.470066, 0.00431161, 0.463789, 0.00313782, 0.484188, 0.00215418, 0.488889, 0.0112385, 0.446219, 0.0193637, 0.482322, 0.0159531
0.8, 0.784703, 0.0131678, 0.788196, 0.0128414, 0.797674, 0.0121322, 0.798941, 0.00853535, 0.781717, 0.00673115, 0.789929, 0.0119373, 0.780838, 0.00613253, 0.775539, 0.00553597, 0.786221, 0.00408235, 0.797599, 0.00261817, 0.802584, 0.0143987, 0.756303, 0.025209, 0.798417, 0.0205247
1.0, 1, 0.0148642, 1, 0.0144635, 1, 0.0135832, 1, 0.00954808, 1, 0.00761172, 1, 0.0134303, 1, 0.00693841, 1, 0.00628447, 1, 0.00460171, 1, 0.00292815, 1, 0.0160717, 1, 0.0289868, 1, 0.0229696
1.1, 1.12312, 0.0157522, 1.09795, 0.0151549, 1.09729, 0.0142282, 1.10623, 0.0100419, 1.10859, 0.00801359, 1.09565, 0.0140576, 1.1126, 0.00731776, 1.11356, 0.00663075, 1.13461, 0.00490009, 1.10844, 0.00324754, 1.08889, 0.0167704, 1.12857, 0.0307937, 1.08971, 0.0239776
1.3, 1.35676, 0.0173124, 1.31206, 0.016566, 1.35647, 0.0158186, 1.34216, 0.0110595, 1.35519, 0.00885829, 1.30175, 0.0153219, 1.32877, 0.00799532, 1.34657, 0.00728941, 1.37209, 0.00538553, 1.3249, 0.00336404, 1.30594, 0.0183653, 1.36555, 0.0338723, 1.28074, 0.025994
