par, 0_30_40, 0_30_40_err, 0_30_0, 0_30_0_err, 0_30_-30, 0_30_-30_err, 0_20_0, 0_20_0_err, 0_20_-30, 0_20_-30_err, 0_0_20, 0_0_20_err, 0_0_-27, 0_0_-27_err, 0_0_-40, 0_0_-40_err, 0_0_-70, 0_0_-70_err, 0_0_-95, 0_0_-95_err, 11_0_-24, 11_0_-24_err, 7_0_-5, 7_0_-5_err, -7_0_6, -7_0_6_err
5, 0.183908, 0.00637561, 0.170155, 0.00596735, 0.173528, 0.00565959, 0.271607, 0.00497806, 0.201683, 0.00342071, 0.226674, 0.00639557, 0.270153, 0.00360906, 0.064064, 0.00159254, 0.0528275, 0.00106003, 0.197899, 0.00130869, 0.371059, 0.00979118, 0.485714, 0.0202025, 0.553562, 0.0170905
10, 0.382184, 0.00919046, 0.343868, 0.00848275, 0.357209, 0.00811969, 0.47723, 0.00659788, 0.374231, 0.00465893, 0.464537, 0.00915504, 0.461431, 0.00471582, 0.211554, 0.00289342, 0.189907, 0.00200917, 0.401689, 0.0018623, 0.617054, 0.0126257, 0.72437, 0.0246711, 0.737204, 0.0197224
15, 0.520778, 0.0107279, 0.49414, 0.0101684, 0.474618, 0.00935917, 0.608561, 0.00745009, 0.517527, 0.0054781, 0.619563, 0.0105724, 0.576487, 0.00527043, 0.359637, 0.00377183, 0.333411, 0.00266128, 0.549061, 0.00217542, 0.734884, 0.0137782, 0.839496, 0.0265592, 0.85066, 0.0211855
20, 0.629753, 0.0117967, 0.593554, 0.0111441, 0.581135, 0.010356, 0.695903, 0.00796641, 0.613638, 0.00596463, 0.704024, 0.0112698, 0.661537, 0.00564534, 0.484875, 0.00437891, 0.46615, 0.00314578, 0.658363, 0.00238062, 0.804393, 0.0144149, 0.901681, 0.0275252, 0.894987, 0.0217304
25, 0.717728, 0.0125935, 0.679155, 0.0119204, 0.668267, 0.011105, 0.763805, 0.00834572, 0.697445, 0.00635845, 0.756723, 0.0116838, 0.738, 0.0059622, 0.586909, 0.00481705, 0.579805, 0.00350744, 0.745363, 0.00253175, 0.882429, 0.0150977, 0.886554, 0.0272933, 0.897626, 0.0217624
35, 0.838417, 0.0136109, 0.81352, 0.013046, 0.810413, 0.0122287, 0.88172, 0.00896623, 0.833256, 0.00694919, 0.859592, 0.0124523, 0.849197, 0.00639488, 0.758276, 0.00547413, 0.763755, 0.00402382, 0.8663, 0.00287505, 0.918863, 0.0154061, 0.931093, 0.0279704, 0.960423, 0.0225106
45, 0.924845, 0.0142949, 0.92026, 0.0138751, 0.907146, 0.0129376, 0.958293, 0.00934707, 0.922867, 0.00731276, 0.941888, 0.0130344, 0.936466, 0.00671483, 0.892698, 0.00593854, 0.901474, 0.00437015, 0.947769, 0.00300577, 0.958398, 0.0157339, 1.01765, 0.0292415, 0.969394, 0.0226155
55, 1, 0.0148642, 1, 0.0144635, 1, 0.0135832, 1, 0.00954808, 1, 0.00761172, 1, 0.0134303, 1, 0.00693841, 1, 0.00628447, 1, 0.00460171, 1, 0.00292815, 1, 0.0160717, 1, 0.0289868, 1, 0.0229696
75, 1.11892, 0.0157227, 1.10653, 0.015214, 1.12221, 0.0143888, 1.06964, 0.00987456, 1.10482, 0.00799997, 1.06677, 0.0138712, 1.08254, 0.00721847, 1.15082, 0.00674045, 1.17516, 0.00498641, 1.08534, 0.00304902, 1.0385, 0.016378, 1.04538, 0.0296371, 1.01583, 0.0231507
