xunit, xunit_low, fitted_data, total_model, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_holders, K40_mini_shrouds, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
1098.5, 1085, 9.51852, 9.17861, 0.014778, 0.148808, 0.0115816, 0.0136484, 0.227841, 0.0113138, 0.00889946, 0.402214, 0.23734, 0.055053, 1.37562, 0.41274, 0.200437, 0.0446768, 3.50097, 0.492716, 0.00253178, 0.115631, 0.347147, 0.734084, 0.594403, 0.013707, 0.0577572, 0.0108721, 0.143839, 9.7963, 8.57407, 10.3519, 7.98148, 10.9444, 7.42593, 0.582984
1121, 1112, 10.2778, 10.8133, 0.0151929, 0.153099, 0.0117728, 0.00790634, 0.130898, 0.00680586, 0.00804242, 0.409485, 0.242285, 0.0571992, 1.43338, 0.439237, 0.208853, 0.0453344, 3.512, 0.509403, 0.00258927, 0.119299, 0.354898, 0.743736, 1.02395, 0.021719, 0.0984658, 0.0232575, 1.23445, 11.6389, 10.0278, 12.3611, 9.25, 13.1389, 8.47222, -0.690888
1144, 1130, 8.5, 9.17893, 0.0098824, 0.099939, 0.0079738, 0.00767592, 0.126762, 0.00660516, 0.00787935, 0.422634, 0.260327, 0.0600488, 1.5072, 0.456474, 0.219609, 0.0464767, 3.53143, 0.525778, 0.00265752, 0.124795, 0.371113, 0.753535, 0.550693, 0.0125406, 0.0528858, 0.00954485, 0.00447127, 9.76786, 8.58929, 10.3393, 8.01786, 10.9107, 7.44643, -1.1858
1164, 1158, 9.83333, 9.37354, 0.0113688, 0.115105, 0.00884603, 0.00747031, 0.123656, 0.00647513, 0.0078623, 0.454113, 0.271815, 0.0630037, 1.56017, 0.476807, 0.227326, 0.0476329, 3.56474, 0.541928, 0.00275371, 0.133887, 0.385903, 0.76149, 0.526266, 0.0123592, 0.0507404, 0.00834506, 0.00347984, 10.2917, 8.45833, 11.2083, 7.54167, 12.0417, 6.70833, 0.520243
1174.5, 1170, 10.7778, 11.0382, 0.00873634, 0.0886139, 0.0070404, 0.0073187, 0.121141, 0.00639493, 0.00775928, 1.99911, 0.283738, 0.0631426, 1.62247, 0.493313, 0.236404, 0.0484146, 3.58971, 0.562903, 0.00273795, 0.132657, 0.381659, 0.769812, 0.530183, 0.0123512, 0.0510575, 0.00840893, 0.00315225, 12.1667, 9.83333, 13.2778, 8.72222, 14.3889, 7.72222, -0.235176
1194, 1179, 10, 9.56617, 0.00762788, 0.0775807, 0.00617961, 0.00724906, 0.119821, 0.00630682, 0.00769082, 0.313465, 0.297917, 0.069266, 1.70716, 0.520705, 0.248743, 0.0497902, 3.61633, 0.580049, 0.00281466, 0.138072, 0.401185, 0.780187, 0.533242, 0.012459, 0.0513215, 0.00843554, 0.00257846, 10.15, 8.98333, 10.7167, 8.41667, 11.25, 7.88333, 0.768265
1224, 1209, 9.13333, 10.1428, 0.00699724, 0.0719389, 0.00570932, 0.00699672, 0.11702, 0.00609719, 0.0075662, 0.341345, 0.327239, 0.075898, 1.87132, 0.571834, 0.272662, 0.0524605, 3.69352, 0.617339, 0.00297588, 0.149356, 0.431027, 0.805405, 0.620953, 0.014312, 0.060247, 0.0108417, 0.00176994, 10.75, 9.55, 11.3167, 8.95, 11.8833, 8.41667, -1.73613
1254, 1239, 10.2, 10.5833, 0.0083231, 0.0853395, 0.0069163, 0.00686958, 0.114281, 0.00596686, 0.00746344, 0.346957, 0.355632, 0.0848675, 2.03162, 0.629449, 0.296019, 0.054422, 3.80707, 0.666642, 0.00315419, 0.158544, 0.457824, 0.838624, 0.542124, 0.0128833, 0.0528024, 0.00835724, 0.00110646, 11.1833, 9.98333, 11.7833, 9.38333, 12.35, 8.81667, -0.645275
1284, 1269, 10.8, 11.1509, 0.00632437, 0.0657926, 0.00527053, 0.00673853, 0.111926, 0.00587573, 0.00738693, 0.360561, 0.379959, 0.0916806, 2.17432, 0.664719, 0.316812, 0.0546937, 3.98069, 0.735377, 0.00341367, 0.176657, 0.508042, 0.883618, 0.537635, 0.0127967, 0.0520427, 0.00802109, 0.00053748, 11.7833, 10.5167, 12.3833, 9.91667, 12.9833, 9.31667, -0.575535
1314, 1299, 11.7333, 11.399, 0.00557401, 0.0578567, 0.00455498, 0.00656955, 0.110215, 0.00577251, 0.00723668, 0.37238, 0.382641, 0.0950582, 2.20648, 0.678998, 0.321499, 0.0526536, 4.04942, 0.797615, 0.00367164, 0.192573, 0.555324, 0.916943, 0.507514, 0.0122058, 0.048955, 0.00707176, 0.00020016, 12.0167, 10.7833, 12.65, 10.15, 13.25, 9.55, 0.542408
1333.5, 1329, 10.7778, 12.7971, 0.00543915, 0.0563041, 0.00442925, 0.00646265, 0.106574, 0.00565539, 0.00717374, 1.87675, 0.367675, 0.09292, 2.14475, 0.661312, 0.312503, 0.0503268, 3.99184, 0.836894, 0.00381342, 0.204392, 0.574703, 0.927797, 0.492087, 0.0120219, 0.0481476, 0.00707014, 3.93758e-05, 14.0556, 11.5, 15.2778, 10.3889, 16.3889, 9.16667, -1.69343
1354, 1338, 10.8438, 10.9418, 0.00583571, 0.0601789, 0.00478056, 0.00657824, 0.11022, 0.00578015, 0.00717464, 0.234598, 0.347951, 0.0879755, 2.00789, 0.624983, 0.292563, 0.0464136, 3.95814, 0.865695, 0.00389173, 0.210511, 0.593337, 0.923743, 0.47884, 0.0115175, 0.0462499, 0.00691822, 1.23049e-06, 11.5469, 10.3281, 12.1094, 9.76562, 12.7031, 9.20312, -0.167622
1377, 1370, 11.7143, 11.1494, 0.0120162, 0.119272, 0.00896834, 0.00642909, 0.107346, 0.00561739, 0.00718971, 0.261352, 0.329885, 0.0833966, 1.89112, 0.587974, 0.275549, 0.043068, 3.82752, 0.874933, 0.00394457, 0.213536, 0.603058, 0.904686, 0.868097, 0.0203908, 0.0816191, 0.0124245, 0, 12.1071, 10.25, 12.9643, 9.32143, 13.8214, 8.46429, 0.633001
1396, 1384, 9.91667, 10.2679, 0.00498722, 0.0507238, 0.00410563, 0.00613549, 0.102401, 0.00543987, 0.00712975, 0.270804, 0.320126, 0.0823515, 1.83664, 0.580952, 0.26761, 0.0415189, 3.63443, 0.845649, 0.00382344, 0.204066, 0.584669, 0.860306, 0.486855, 0.011451, 0.0472958, 0.00846557, 0, 10.9375, 9.60417, 11.6042, 8.9375, 12.2292, 8.3125, -0.537044
1420, 1408, 8.41667, 9.7795, 0.00563966, 0.0567784, 0.00456934, 0.0061067, 0.101832, 0.0054136, 0.00707843, 0.265695, 0.329556, 0.081527, 1.86737, 0.600641, 0.272087, 0.0411109, 3.30813, 0.786723, 0.00358206, 0.192311, 0.542936, 0.792252, 0.448211, 0.0106384, 0.0428025, 0.00651483, 0, 10.4375, 9.10417, 11.0625, 8.47917, 11.6875, 7.85417, -2.13496
1444, 1432, 11.25, 9.59381, 0.00549393, 0.0554953, 0.00442262, 0.00605901, 0.100655, 0.00534851, 0.00707924, 0.261655, 0.355765, 0.0875837, 2.01771, 0.644938, 0.293993, 0.0439178, 3.06398, 0.752645, 0.00342667, 0.181614, 0.520651, 0.737245, 0.391651, 0.00933658, 0.0375453, 0.00560214, 0, 10.2292, 8.9375, 10.8958, 8.3125, 11.4792, 7.6875, 2.6195
1461, 1456, 55.6, 52.4781, 0.00772859, 0.0794687, 0.00639752, 0.00601672, 0.100118, 0.00529201, 0.00700332, 0.256983, 4.86283, 1.15018, 27.1313, 8.72834, 3.9532, 0.618854, 2.95923, 0.742222, 0.00337294, 0.182779, 0.51607, 0.718452, 0.390043, 0.00926104, 0.0373908, 0.00558121, 0, 54.85, 50.15, 57.05, 47.85, 59.35, 45.65, 1.36277
