xunit, xunit_low, fitted_data, total_model, Nnbb_coax, Ac228_holders, Co60_cables, K40_close, K42_inside_ms, K42_nplus_coax, K42_outside_ms, Th228_cables, U238_cables, alpha_high_energy_coax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
62.5, 62, 518, 2.88893, 2.07575, 0.0198484, 8.66272e-05, 0.112919, 0.0515214, 0.28338, 0.0968694, 0.00793587, 0.218851, 0.0217739, 4.5, 0.5, 6.5, 0, 8.5, 0, 2.30473
63.5, 63, 522, 3.01372, 2.20085, 0.0198972, 0.000144379, 0.0677512, 0.0534475, 0.319711, 0.120549, 0.0098238, 0.199941, 0.0216056, 4.5, 0.5, 6.5, 0, 9.5, 0, 2.31323
64.5, 64, 477, 3.08732, 2.23105, 0.0195799, 0.000173254, 0.101627, 0.0520029, 0.33606, 0.111938, 0.00948003, 0.20349, 0.0219218, 4.5, 0.5, 6.5, 0, 9.5, 0, 2.31806
65.5, 65, 508, 3.07196, 2.2785, 0.0202635, 0.000144379, 0.0451675, 0.0481509, 0.285197, 0.114091, 0.0105723, 0.248137, 0.0217352, 4.5, 0.5, 6.5, 0, 9.5, 0, 2.31706
66.5, 66, 550, 3.10485, 2.21811, 0.0203855, 0.000115503, 0.158086, 0.0447803, 0.28883, 0.142075, 0.0106599, 0.200232, 0.0215758, 4.5, 0.5, 6.5, 0, 9.5, 0, 2.31919
67.5, 67, 544, 3.15643, 2.34537, 0.0200926, 0.000115503, 0.0903349, 0.0491139, 0.314261, 0.129159, 0.0110509, 0.175387, 0.0215449, 4.5, 0.5, 6.5, 0, 9.5, 0, 2.41447
68.5, 68, 553, 3.1906, 2.29864, 0.0215086, 0.000115503, 0.0903349, 0.0510399, 0.317894, 0.13777, 0.0117994, 0.239836, 0.0216706, 4.5, 0.5, 6.5, 0, 9.5, 0, 2.4166
69.5, 69, 546, 3.25127, 2.40145, 0.0216795, 0.000115503, 0.0564593, 0.0471879, 0.370574, 0.124854, 0.00908218, 0.198156, 0.0217067, 4.5, 0.5, 7.5, 0, 9.5, 0, 2.42031
70.5, 70, 570, 3.42843, 2.4374, 0.0226804, 5.77514e-05, 0.135502, 0.0418913, 0.410538, 0.127007, 0.0116309, 0.219743, 0.0219768, 5.5, 1.5, 7.5, 0, 9.5, 0, 2.43071
71.5, 71, 547, 3.38938, 2.43237, 0.0220457, 0.000115503, 0.101627, 0.056818, 0.381473, 0.161449, 0.0106599, 0.201279, 0.0215431, 5.5, 1.5, 7.5, 0, 9.5, 0, 2.42847
72.5, 72, 608, 3.56185, 2.54453, 0.021655, 5.77514e-05, 0.146794, 0.0572995, 0.403272, 0.14638, 0.00991829, 0.210395, 0.0215472, 5.5, 1.5, 7.5, 0, 10.5, 0, 2.55677
73.5, 73, 573, 3.46767, 2.46616, 0.0220212, 0.000144379, 0.101627, 0.0467063, 0.405088, 0.150686, 0.0103429, 0.243172, 0.0217249, 5.5, 1.5, 7.5, 0, 10.5, 0, 2.43294
74.5, 74, 577, 3.53942, 2.528, 0.0237302, 5.77514e-05, 0.0677512, 0.0524845, 0.410538, 0.13777, 0.0116645, 0.285588, 0.0218366, 5.5, 1.5, 7.5, 0, 10.5, 0, 2.55554
75.5, 75, 574, 3.60537, 2.56898, 0.0257077, 0.000231006, 0.124211, 0.0433358, 0.406905, 0.139922, 0.0117925, 0.262528, 0.0217601, 5.5, 1.5, 7.5, 0, 10.5, 0, 2.55912
76.5, 76, 602, 3.65514, 2.58911, 0.0240232, 0.000259881, 0.124211, 0.0524845, 0.415987, 0.131312, 0.0107071, 0.285588, 0.021454, 5.5, 1.5, 7.5, 0, 10.5, 0, 2.56176
77.5, 77, 563, 3.47089, 2.52224, 0.0253171, 0.000144379, 0.0338756, 0.0471879, 0.388739, 0.159296, 0.0118329, 0.26053, 0.0217202, 5.5, 1.5, 7.5, 0, 10.5, 0, 2.43312
78.5, 78, 556, 3.55777, 2.56395, 0.0256101, 0.000115503, 0.0790431, 0.0510399, 0.414171, 0.165754, 0.0103497, 0.226337, 0.021404, 5.5, 1.5, 7.5, 0, 10.5, 0, 2.55654
79.5, 79, 626, 3.68179, 2.6265, 0.0267087, 0.000115503, 0.101627, 0.0452618, 0.42507, 0.182975, 0.012541, 0.239836, 0.0211533, 5.5, 1.5, 7.5, 0, 10.5, 0, 2.56316
80.5, 80, 598, 3.81571, 2.7516, 0.0278806, 0.000173254, 0.112919, 0.0462248, 0.417804, 0.167907, 0.0143481, 0.255856, 0.0209938, 5.5, 1.5, 8.5, 0.5, 10.5, 0, 2.57002
81.5, 81, 627, 3.79898, 2.77893, 0.0294675, 0.000144379, 0.112919, 0.0423728, 0.403272, 0.139922, 0.013249, 0.251996, 0.0267163, 5.5, 1.5, 8.5, 0.5, 10.5, 0, 2.56918
82.5, 82, 573, 4.03261, 2.80409, 0.0288571, 0.000115503, 0.135502, 0.0467063, 0.486832, 0.193739, 0.0131073, 0.3025, 0.0211604, 5.5, 1.5, 8.5, 0.5, 11.5, 0, 2.58058
83.5, 83, 600, 3.91384, 2.81703, 0.0292966, 0.000115503, 0.0564593, 0.0486324, 0.414171, 0.221723, 0.0118398, 0.293598, 0.0209762, 5.5, 1.5, 8.5, 0.5, 10.5, 0, 2.57488
84.5, 84, 609, 4.05981, 2.86736, 0.0311032, 0.000259881, 0.101627, 0.0471879, 0.47775, 0.176518, 0.0153732, 0.311325, 0.0313057, 5.5, 1.5, 8.5, 0.5, 11.5, 0, 2.75392
85.5, 85, 576, 4.09617, 2.90259, 0.0331784, 0.000144379, 0.0564593, 0.0577811, 0.486832, 0.200197, 0.0135996, 0.323485, 0.0218954, 5.5, 1.5, 8.5, 0.5, 11.5, 0, 2.75564
86.5, 86, 645, 4.22138, 2.97305, 0.0338864, 0.000144379, 0.146794, 0.0505584, 0.450502, 0.21096, 0.013121, 0.319626, 0.0227317, 6.5, 1.5, 8.5, 0.5, 11.5, 0, 2.76141
87.5, 87, 582, 4.21523, 2.96658, 0.0324948, 5.77514e-05, 0.124211, 0.0510399, 0.434153, 0.208807, 0.0132018, 0.347884, 0.0367997, 6.5, 1.5, 8.5, 0.5, 11.5, 0, 2.76113
88.5, 88, 574, 4.23457, 2.93351, 0.0352535, 0.000144379, 0.158086, 0.0601886, 0.47775, 0.221723, 0.0150425, 0.312139, 0.0207317, 6.5, 1.5, 8.5, 0.5, 11.5, 0, 2.762
89.5, 89, 615, 4.34892, 3.0428, 0.0364254, 0.000173254, 0.124211, 0.0577811, 0.461401, 0.266929, 0.0146919, 0.323932, 0.0205759, 6.5, 1.5, 9.5, 0.5, 11.5, 0, 2.76708
90.5, 90, 606, 4.31386, 3.04495, 0.0354, 0.000115503, 0.124211, 0.0438173, 0.452318, 0.226029, 0.015919, 0.350618, 0.0204764, 6.5, 1.5, 8.5, 0.5, 11.5, 0, 2.76554
91.5, 91, 623, 4.38226, 2.99103, 0.0373287, 0.000231006, 0.158086, 0.055855, 0.514081, 0.271234, 0.0124129, 0.321332, 0.0206718, 6.5, 1.5, 9.5, 0.5, 11.5, 0, 2.76853
92.5, 92, 600, 4.4604, 3.096, 0.0369381, 0.000144379, 0.0903349, 0.0563365, 0.515897, 0.256166, 0.0162292, 0.371914, 0.0204351, 6.5, 1.5, 9.5, 0.5, 11.5, 0, 2.77188
93.5, 93, 591, 4.45347, 3.08019, 0.0380611, 0.000173254, 0.101627, 0.0491139, 0.486832, 0.281998, 0.0153931, 0.379691, 0.020394, 6.5, 1.5, 9.5, 0.5, 11.5, 0, 2.77158
94.5, 94, 595, 4.6341, 3.17366, 0.0396724, 0.000144379, 0.146794, 0.0462248, 0.501365, 0.273387, 0.0181849, 0.412914, 0.0217592, 6.5, 1.5, 9.5, 0.5, 12.5, 0, 2.77908
95.5, 95, 602, 4.54952, 3.16359, 0.0400875, 8.66272e-05, 0.169378, 0.0505584, 0.446869, 0.258318, 0.0167551, 0.378373, 0.0255084, 6.5, 1.5, 9.5, 0.5, 11.5, 0, 2.77561
96.5, 96, 563, 4.62915, 3.19091, 0.0393795, 0.000144379, 0.101627, 0.0572995, 0.470484, 0.31644, 0.0157841, 0.416406, 0.0206756, 6.5, 1.5, 9.5, 0.5, 12.5, 0, 2.77888
97.5, 97, 623, 4.73289, 3.23836, 0.0414302, 0.000173254, 0.158086, 0.0592256, 0.47775, 0.307829, 0.0190477, 0.40921, 0.0217691, 6.5, 1.5, 9.5, 0.5, 12.5, 0, 2.78304
98.5, 98, 589, 4.80686, 3.28294, 0.0413326, 0.000144379, 0.101627, 0.0630776, 0.503181, 0.350882, 0.0164586, 0.425521, 0.0216962, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 2.78594
99.5, 99, 615, 4.84379, 3.32752, 0.0437495, 0.000317633, 0.135502, 0.0491139, 0.485016, 0.342272, 0.0161484, 0.422553, 0.0215978, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 2.78737
100.5, 100, 601, 4.75328, 3.30092, 0.0422603, 0.000115503, 0.101627, 0.0481509, 0.474117, 0.286303, 0.0135524, 0.465571, 0.0206659, 6.5, 1.5, 9.5, 0.5, 12.5, 0, 2.78384
101.5, 101, 570, 5.04432, 3.41452, 0.0451899, 0.000144379, 0.191962, 0.0452618, 0.490466, 0.31644, 0.016627, 0.502421, 0.0212897, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 2.79491
