time, best, up, low
2017-03-20, 0.0461943, 0.0479357, 0.0444529
2017-03-22, 0.0461495, 0.0478928, 0.0444062
2017-03-23, 0.046105, 0.0478502, 0.0443598
2017-03-24, 0.0460609, 0.047808, 0.0443138
2017-03-26, 0.046017, 0.047766, 0.044268
2017-03-27, 0.0459734, 0.0477244, 0.0442225
2017-03-29, 0.0459302, 0.047683, 0.0441773
2017-03-30, 0.0458872, 0.047642, 0.0441324
2017-03-31, 0.0458445, 0.0476013, 0.0440878
2017-04-02, 0.0458022, 0.0475608, 0.0440435
2017-04-03, 0.0457601, 0.0475207, 0.0439995
2017-04-05, 0.0457183, 0.0474809, 0.0439557
2017-04-06, 0.0456768, 0.0474413, 0.0439123
2017-04-07, 0.0456356, 0.0474021, 0.0438691
2017-04-09, 0.0455947, 0.0473631, 0.0438263
2017-04-10, 0.045554, 0.0473244, 0.0437837
2017-04-11, 0.0455137, 0.0472861, 0.0437413
2017-04-13, 0.0454736, 0.047248, 0.0436993
2017-04-14, 0.0454338, 0.0472101, 0.0436575
2017-04-16, 0.0453943, 0.0471726, 0.043616
2017-04-17, 0.0453551, 0.0471353, 0.0435748
2017-04-18, 0.0453161, 0.0470983, 0.0435339
2017-04-20, 0.0452774, 0.0470616, 0.0434932
2017-04-21, 0.045239, 0.0470251, 0.0434528
2017-04-23, 0.0452008, 0.0469889, 0.0434127
2017-04-24, 0.0451629, 0.046953, 0.0433728
2017-04-25, 0.0451253, 0.0469174, 0.0433332
2017-04-27, 0.0450879, 0.046882, 0.0432938
2017-04-28, 0.0450508, 0.0468468, 0.0432547
2017-04-30, 0.0450139, 0.0468119, 0.0432159
2017-05-01, 0.0449773, 0.0467773, 0.0431773
2017-05-02, 0.044941, 0.0467429, 0.043139
2017-05-04, 0.0449049, 0.0467088, 0.0431009
2017-05-05, 0.044869, 0.0466749, 0.0430631
2017-05-07, 0.0448334, 0.0466413, 0.0430256
2017-05-08, 0.0447981, 0.0466079, 0.0429883
2017-05-09, 0.044763, 0.0465748, 0.0429512
2017-05-11, 0.0447281, 0.0465419, 0.0429144
2017-05-12, 0.0446935, 0.0465092, 0.0428778
2017-05-13, 0.0446591, 0.0464768, 0.0428415
2017-05-15, 0.044625, 0.0464446, 0.0428054
2017-05-16, 0.0445911, 0.0464127, 0.0427695
2017-05-18, 0.0445574, 0.046381, 0.0427339
2017-05-19, 0.044524, 0.0463495, 0.0426985
2017-05-20, 0.0444908, 0.0463182, 0.0426634
2017-05-22, 0.0444578, 0.0462872, 0.0426285
2017-05-23, 0.0444251, 0.0462564, 0.0425938
2017-05-25, 0.0443926, 0.0462258, 0.0425594
2017-05-26, 0.0443603, 0.0461955, 0.0425252
2017-05-27, 0.0443282, 0.0461653, 0.0424912
2017-05-29, 0.0442964, 0.0461354, 0.0424574
