time, best, up, low
2017-12-24, 0.0413443, 0.0433964, 0.0392923
2017-12-25, 0.0413332, 0.0433862, 0.0392803
2017-12-26, 0.0413222, 0.043376, 0.0392683
2017-12-28, 0.0413112, 0.043366, 0.0392565
2017-12-29, 0.0413003, 0.043356, 0.0392447
2017-12-30, 0.0412895, 0.0433461, 0.039233
2018-01-01, 0.0412788, 0.0433363, 0.0392213
2018-01-02, 0.0412681, 0.0433265, 0.0392098
2018-01-04, 0.0412576, 0.0433168, 0.0391983
2018-01-05, 0.041247, 0.0433071, 0.0391869
2018-01-06, 0.0412366, 0.0432976, 0.0391756
2018-01-08, 0.0412262, 0.0432881, 0.0391644
2018-01-09, 0.0412159, 0.0432786, 0.0391532
2018-01-11, 0.0412057, 0.0432693, 0.0391422
2018-01-12, 0.0411956, 0.04326, 0.0391312
2018-01-13, 0.0411855, 0.0432507, 0.0391202
2018-01-15, 0.0411755, 0.0432416, 0.0391094
2018-01-16, 0.0411655, 0.0432325, 0.0390986
2018-01-18, 0.0411557, 0.0432234, 0.0390879
2018-01-19, 0.0411459, 0.0432144, 0.0390773
2018-01-20, 0.0411361, 0.0432055, 0.0390667
2018-01-22, 0.0411264, 0.0431967, 0.0390562
2018-01-23, 0.0411168, 0.0431879, 0.0390458
2018-01-25, 0.0411073, 0.0431791, 0.0390355
2018-01-26, 0.0410978, 0.0431705, 0.0390252
2018-01-27, 0.0410884, 0.0431618, 0.039015
2018-01-29, 0.0410791, 0.0431533, 0.0390049
2018-01-30, 0.0410698, 0.0431448, 0.0389948
2018-01-31, 0.0410606, 0.0431364, 0.0389849
2018-02-02, 0.0410515, 0.043128, 0.0389749
2018-02-03, 0.0410424, 0.0431197, 0.0389651
2018-02-05, 0.0410334, 0.0431114, 0.0389553
2018-02-06, 0.0410244, 0.0431032, 0.0389456
2018-02-07, 0.0410155, 0.0430951, 0.0389359
2018-02-09, 0.0410067, 0.043087, 0.0389264
2018-02-10, 0.0409979, 0.043079, 0.0389168
2018-02-12, 0.0409892, 0.043071, 0.0389074
2018-02-13, 0.0409806, 0.0430631, 0.038898
2018-02-14, 0.040972, 0.0430553, 0.0388887
2018-02-16, 0.0409634, 0.0430475, 0.0388794
2018-02-17, 0.040955, 0.0430397, 0.0388703
2018-02-19, 0.0409466, 0.043032, 0.0388611
2018-02-20, 0.0409382, 0.0430244, 0.0388521
2018-02-21, 0.0409299, 0.0430168, 0.0388431
2018-02-23, 0.0409217, 0.0430092, 0.0388341
2018-02-24, 0.0409135, 0.0430018, 0.0388252
2018-02-26, 0.0409054, 0.0429943, 0.0388164
2018-02-27, 0.0408973, 0.042987, 0.0388077
2018-02-28, 0.0408893, 0.0429796, 0.038799
2018-03-02, 0.0408813, 0.0429724, 0.0387903
2018-03-03, 0.0408734, 0.0429651, 0.0387818
2018-03-05, 0.0408656, 0.042958, 0.0387732
2018-03-06, 0.0408578, 0.0429508, 0.0387648
2018-03-07, 0.0408501, 0.0429438, 0.0387564
2018-03-09, 0.0408424, 0.0429368, 0.038748
2018-03-10, 0.0408348, 0.0429298, 0.0387398
2018-03-11, 0.0408272, 0.0429229, 0.0387315
2018-03-13, 0.0408197, 0.042916, 0.0387234
2018-03-14, 0.0408122, 0.0429091, 0.0387152
2018-03-16, 0.0408048, 0.0429024, 0.0387072
2018-03-17, 0.0407974, 0.0428956, 0.0386992
2018-03-18, 0.0407901, 0.0428889, 0.0386912
2018-03-20, 0.0407828, 0.0428823, 0.0386833
2018-03-21, 0.0407756, 0.0428757, 0.0386755
2018-03-23, 0.0407684, 0.0428692, 0.0386677
2018-03-24, 0.0407613, 0.0428627, 0.03866
2018-03-25, 0.0407543, 0.0428562, 0.0386523
2018-03-27, 0.0407472, 0.0428498, 0.0386447
2018-03-28, 0.0407403, 0.0428434, 0.0386371
2018-03-30, 0.0407334, 0.0428371, 0.0386296
2018-03-31, 0.0407265, 0.0428308, 0.0386221
2018-04-01, 0.0407197, 0.0428246, 0.0386147
2018-04-03, 0.0407129, 0.0428184, 0.0386074
2018-04-04, 0.0407062, 0.0428123, 0.0386
2018-04-06, 0.0406995, 0.0428062, 0.0385928
2018-04-07, 0.0406928, 0.0428001, 0.0385856
2018-04-08, 0.0406862, 0.0427941, 0.0385784
2018-04-10, 0.0406797, 0.0427881, 0.0385713
2018-04-11, 0.0406732, 0.0427822, 0.0385642
2018-04-12, 0.0406668, 0.0427763, 0.0385572
2018-04-14, 0.0406603, 0.0427704, 0.0385503
2018-04-15, 0.040654, 0.0427646, 0.0385433
2018-04-17, 0.0406477, 0.0427588, 0.0385365
