time, best, up, low
2018-12-15, 0.0488895, 0.0513465, 0.0464324
2018-12-17, 0.0488019, 0.0512414, 0.0463623
2018-12-18, 0.0487149, 0.0511373, 0.0462924
2018-12-19, 0.0486285, 0.0510342, 0.0462228
2018-12-21, 0.0485427, 0.0509321, 0.0461533
2018-12-22, 0.0484576, 0.050831, 0.0460841
2018-12-24, 0.048373, 0.0507309, 0.0460152
2018-12-25, 0.048289, 0.0506317, 0.0459464
2018-12-26, 0.0482056, 0.0505334, 0.0458778
2018-12-28, 0.0481228, 0.0504362, 0.0458095
2018-12-29, 0.0480406, 0.0503399, 0.0457413
2018-12-31, 0.047959, 0.0502445, 0.0456734
2019-01-01, 0.0478779, 0.0501501, 0.0456057
2019-01-02, 0.0477974, 0.0500566, 0.0455382
2019-01-04, 0.0477174, 0.049964, 0.0454708
2019-01-05, 0.047638, 0.0498723, 0.0454037
2019-01-07, 0.0475592, 0.0497816, 0.0453368
2019-01-08, 0.0474809, 0.0496918, 0.0452701
2019-01-09, 0.0474032, 0.0496029, 0.0452035
2019-01-11, 0.047326, 0.0495149, 0.0451371
2019-01-12, 0.0472494, 0.0494277, 0.045071
2019-01-14, 0.0471732, 0.0493415, 0.045005
2019-01-15, 0.0470977, 0.0492561, 0.0449392
2019-01-16, 0.0470226, 0.0491717, 0.0448736
2019-01-18, 0.0469481, 0.049088, 0.0448082
2019-01-19, 0.0468741, 0.0490053, 0.0447429
2019-01-21, 0.0468006, 0.0489234, 0.0446778
2019-01-22, 0.0467277, 0.0488424, 0.044613
2019-01-23, 0.0466552, 0.0487621, 0.0445483
2019-01-25, 0.0465832, 0.0486828, 0.0444837
2019-01-26, 0.0465118, 0.0486042, 0.0444194
2019-01-28, 0.0464409, 0.0485265, 0.0443552
2019-01-29, 0.0463704, 0.0484496, 0.0442912
2019-01-30, 0.0463005, 0.0483735, 0.0442274
2019-02-01, 0.046231, 0.0482982, 0.0441638
2019-02-02, 0.046162, 0.0482237, 0.0441003
2019-02-04, 0.0460935, 0.04815, 0.0440371
2019-02-05, 0.0460255, 0.048077, 0.043974
2019-02-06, 0.045958, 0.0480049, 0.0439111
2019-02-08, 0.0458909, 0.0479334, 0.0438484
2019-02-09, 0.0458243, 0.0478628, 0.0437858
2019-02-11, 0.0457582, 0.0477929, 0.0437234
2019-02-12, 0.0456925, 0.0477237, 0.0436613
2019-02-13, 0.0456273, 0.0476553, 0.0435993
2019-02-15, 0.0455626, 0.0475876, 0.0435375
2019-02-16, 0.0454983, 0.0475206, 0.0434759
2019-02-18, 0.0454344, 0.0474544, 0.0434144
2019-02-19, 0.045371, 0.0473888, 0.0433532
2019-02-20, 0.0453081, 0.047324, 0.0432921
2019-02-22, 0.0452455, 0.0472598, 0.0432313
2019-02-23, 0.0451835, 0.0471963, 0.0431706
2019-02-25, 0.0451218, 0.0471335, 0.0431101
2019-02-26, 0.0450606, 0.0470713, 0.0430499
2019-02-28, 0.0449998, 0.0470099, 0.0429898
2019-03-01, 0.0449395, 0.046949, 0.0429299
2019-03-02, 0.0448795, 0.0468888, 0.0428702
2019-03-04, 0.04482, 0.0468293, 0.0428108
2019-03-05, 0.0447609, 0.0467703, 0.0427515
2019-03-07, 0.0447022, 0.046712, 0.0426924
2019-03-08, 0.044644, 0.0466544, 0.0426336
2019-03-09, 0.0445861, 0.0465973, 0.0425749
2019-03-11, 0.0445286, 0.0465408, 0.0425165
2019-03-12, 0.0444716, 0.0464849, 0.0424583
2019-03-14, 0.0444149, 0.0464296, 0.0424003
2019-03-15, 0.0443587, 0.0463749, 0.0423425
2019-03-16, 0.0443028, 0.0463207, 0.0422849
2019-03-18, 0.0442473, 0.0462671, 0.0422275
2019-03-19, 0.0441922, 0.0462141, 0.0421704
2019-03-21, 0.0441375, 0.0461616, 0.0421134
2019-03-22, 0.0440832, 0.0461097, 0.0420567
2019-03-23, 0.0440293, 0.0460583, 0.0420003
2019-03-25, 0.0439757, 0.0460074, 0.041944
2019-03-26, 0.0439225, 0.0459571, 0.041888
2019-03-28, 0.0438697, 0.0459072, 0.0418322
2019-03-29, 0.0438173, 0.0458579, 0.0417767
2019-03-30, 0.0437652, 0.0458091, 0.0417213
2019-04-01, 0.0437135, 0.0457608, 0.0416662
2019-04-02, 0.0436621, 0.0457129, 0.0416114
2019-04-04, 0.0436112, 0.0456656, 0.0415567
2019-04-05, 0.0435605, 0.0456187, 0.0415023
2019-04-06, 0.0435103, 0.0455723, 0.0414482
2019-04-08, 0.0434603, 0.0455264, 0.0413943
2019-04-09, 0.0434107, 0.0454809, 0.0413406
2019-04-11, 0.0433615, 0.0454359, 0.0412872
2019-04-12, 0.0433126, 0.0453913, 0.041234
2019-04-13, 0.0432641, 0.0453472, 0.041181
2019-04-15, 0.0432159, 0.0453035, 0.0411283
2019-04-16, 0.043168, 0.0452602, 0.0410759
2019-04-18, 0.0431205, 0.0452174, 0.0410236
2019-04-19, 0.0430733, 0.0451749, 0.0409717
2019-04-20, 0.0430264, 0.0451329, 0.04092
2019-04-22, 0.0429799, 0.0450913, 0.0408685
2019-04-23, 0.0429337, 0.0450501, 0.0408173
2019-04-25, 0.0428878, 0.0450093, 0.0407663
2019-04-26, 0.0428422, 0.0449689, 0.0407156
2019-04-27, 0.042797, 0.0449289, 0.0406651
2019-04-29, 0.0427521, 0.0448893, 0.0406149
2019-04-30, 0.0427074, 0.04485, 0.0405649
2019-05-02, 0.0426631, 0.0448111, 0.0405152
2019-05-03, 0.0426191, 0.0447726, 0.0404657
2019-05-04, 0.0425755, 0.0447345, 0.0404165
2019-05-06, 0.0425321, 0.0446967, 0.0403675
2019-05-07, 0.042489, 0.0446592, 0.0403188
2019-05-09, 0.0424462, 0.0446221, 0.0402703
2019-05-10, 0.0424038, 0.0445854, 0.0402221
2019-05-11, 0.0423616, 0.044549, 0.0401742
2019-05-13, 0.0423197, 0.0445129, 0.0401265
2019-05-14, 0.0422781, 0.0444772, 0.040079
2019-05-16, 0.0422368, 0.0444418, 0.0400318
2019-05-17, 0.0421958, 0.0444067, 0.0399849
2019-05-18, 0.0421551, 0.044372, 0.0399382
2019-05-20, 0.0421147, 0.0443376, 0.0398917
2019-05-21, 0.0420745, 0.0443034, 0.0398456
2019-05-23, 0.0420346, 0.0442696, 0.0397996
2019-05-24, 0.041995, 0.0442361, 0.0397539
2019-05-26, 0.0419557, 0.0442029, 0.0397085
2019-05-27, 0.0419167, 0.04417, 0.0396633
2019-05-28, 0.0418779, 0.0441374, 0.0396184
