xunit, xunit_low, fitted_data, total_model, Nnbb_coax, Ac228_holders, Co60_cables, K40_close, K40_far, K42_close_coax, K42_far, K42_inside_ms, Th228_cables, U238_cables, alpha_high_energy_coax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
1730, 1725, 38, 40.5201, 29.7971, 2.97672, 0.00798139, 0, 0, 1.26163, 0.117848, 0.455474, 4.37768, 0.51399, 1.0116, 3.1, 2.23333, 3.56667, 1.83333, 4.03333, 1.5, -3.9
1747.5, 1735, 32, 29.7811, 25.5729, 0.874951, 0.00696503, 0, 0, 1.2344, 0.107326, 0.486962, 0.0224287, 0.455186, 1.02002, 2.3, 1.56667, 2.7, 1.23333, 3.16667, 0.966667, -2.52733
1765, 1760, 29, 25.7599, 21.7136, 0.0528781, 0.007533, 0, 0, 1.22078, 0.162042, 0.453916, 0.0228467, 1.09854, 1.02778, 2.03333, 1.3, 2.43333, 1.03333, 2.76667, 0.766667, 0.46607
1802.5, 1770, 25, 22.11, 18.4684, 0.33732, 0.00702482, 0, 0, 1.14136, 0.107326, 0.455163, 0.207335, 0.35021, 1.03582, 1.76667, 1.1, 2.1, 0.833333, 2.5, 0.633333, 1.03599
1839, 1835, 17, 18.668, 15.224, 0.154265, 0.00741343, 0, 0, 1.16632, 0.103117, 0.446433, 0.113182, 0.408579, 1.04468, 1.5, 0.9, 1.83333, 0.633333, 2.16667, 0.433333, -3.9
1848, 1843, 14, 15.7485, 12.5973, 0.0813577, 0.00699493, 0, 0, 1.1459, 0.107326, 0.418064, 0.0166127, 0.321897, 1.05314, 1.3, 0.766667, 1.56667, 0.5, 1.9, 0.3, -2.11252
1933.5, 1853, 13, 13.1847, 10.1907, 0.0489743, 0.00705471, 0, 0, 0.94395, 0.136788, 0.409646, 0.0166409, 0.370247, 1.06067, 1.1, 0.566667, 1.36667, 0.366667, 1.7, 0.233333, 3.32964
2039, 2014, 22, 16.0778, 8.55159, 0.0641014, 0.00639707, 0, 0, 1.05741, 0.105222, 0.393123, 0.0140704, 4.8167, 1.06923, 1.3, 0.766667, 1.63333, 0.566667, 1.96667, 0.366667, -3.9
2132, 2064, 11, 9.69431, 6.79807, 0.0342022, 0.00558996, 0, 0, 0.96891, 0.0904908, 0.417128, 0.0158607, 0.286615, 1.07744, 0.833333, 0.366667, 1.1, 0.233333, 1.36667, 0.1, 2.63326
2204, 2200, 31, 28.6102, 5.28668, 0.030742, 0.00603836, 0, 0, 0.932604, 0.0925952, 0.390941, 0.0157213, 20.7696, 1.08532, 2.23333, 1.5, 2.63333, 1.16667, 3.03333, 0.9, -3.9
2409, 2208, 13, 6.7728, 4.17273, 0.00652104, 0.00645686, 0, 0, 0.869069, 0.0904908, 0.407152, 0.0150805, 0.111945, 1.09335, 0.633333, 0.233333, 0.833333, 0.1, 1.03333, 0.0333333, 3.2076
2615, 2610, 3, 5.69371, 3.09831, 0.0125541, 0.00612803, 0, 0, 0.839571, 0.107326, 0.401541, 0.0164251, 0.109332, 1.10253, 0.5, 0.166667, 0.7, 0.0333333, 0.9, 0, -1.15548
3560, 2620, 7, 5.48552, 2.4425, 0.0101143, 0.00630739, 0, 0, 0.803265, 0.0968041, 0.379718, 0.51426, 0.121528, 1.11102, 0.5, 0.166667, 0.7, 0.0333333, 0.9, 0, 3.16449
4880, 4500, 2, 4.32844, 1.71893, 0.0696908, 0.00556007, 0, 0, 0.787381, 0.0904908, 0.390941, 0.00897224, 0.137209, 1.11927, 0.433333, 0.1, 0.633333, 0.0333333, 0.766667, 0, 2.76618
5279.24, 5260, 5, 4.42293, 1.28832, 0.0415661, 0.0054405, 0, 0, 1.09371, 0.0652375, 0.458592, 0.00810147, 0.334094, 1.12787, 0.433333, 0.1, 0.633333, 0.0333333, 0.766667, 0, 2.77028
5317.73, 5298.48, 7, 6.3126, 0.928293, 0.0101364, 0.00558996, 0, 0, 0.673926, 0.0799686, 0.375977, 0.0086518, 3.09396, 1.1361, 0.566667, 0.233333, 0.766667, 0.1, 0.966667, 0, 3.19343
5356.21, 5336.97, 7, 2.9934, 0.53721, 0.0110902, 0.00478286, 0, 0, 0.680733, 0.0968041, 0.371612, 0.00833137, 0.139387, 1.14345, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.31187
5394.69, 5375.45, 5, 2.87196, 0.401672, 0.0737055, 0.00582911, 0, 0, 0.599045, 0.0526109, 0.380341, 0.00672918, 0.199062, 1.15296, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.30354
5433.18, 5413.93, 5, 2.73187, 0.24778, 0.00942667, 0.00591878, 0, 0, 0.608122, 0.0757597, 0.356648, 0.00874235, 0.258302, 1.16117, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.21745
5471.66, 5452.42, 5, 2.54658, 0.112242, 0.0176556, 0.00630739, 0, 0, 0.578623, 0.199921, 0.327966, 0.00897224, 0.125884, 1.16901, 0.3, 0.0333333, 0.366667, 0, 0.566667, 0, 2.13794
5510.14, 5490.9, 5, 3.9702, 0.0811815, 0.0359323, 0.00550028, 0, 0, 0.592238, 1.5636, 0.360701, 0.00993355, 0.144179, 1.17694, 0.366667, 0.1, 0.566667, 0.0333333, 0.7, 0, 2.57761
5548.63, 5529.39, 1, 2.29366, 0.0303548, 0.0116669, 0.00618782, 0, 0, 0.526434, 0.033671, 0.320484, 0.00769049, 0.172056, 1.18512, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.05872
5587.11, 5567.87, 5, 2.3929, 0.028237, 0.127937, 0.00597857, 0, 0, 0.494666, 0.0399843, 0.329214, 0.00737005, 0.166393, 1.19312, 0.233333, 0.0333333, 0.366667, 0, 0.566667, 0, 2.06773
5625.59, 5606.35, 5, 2.25682, 0.00776519, 0.0266165, 0.00642696, 0, 0, 0.469706, 0.0462976, 0.322667, 0.0118562, 0.162909, 1.20258, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.0041
5664.08, 5644.84, 4, 2.28081, 0, 0.000931577, 0.0071145, 0, 0, 0.492397, 0.0399843, 0.337631, 0.0112153, 0.181639, 1.2099, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.05752
5702.56, 5683.32, 4, 2.24736, 0, 0.000754134, 0.00597857, 0, 0, 0.4334, 0.0210444, 0.348542, 0.00993355, 0.209081, 1.21863, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.00319
5741.05, 5721.8, 1, 2.38664, 0, 0.000998118, 0.00684546, 0, 0, 0.426593, 0.0231488, 0.311443, 0.00993355, 0.380701, 1.22697, 0.233333, 0.0333333, 0.366667, 0, 0.566667, 0, 2.06718
5779.53, 5760.29, 0, 2.13525, 0, 0.00246203, 0.00684546, 0, 0, 0.363058, 0.0357754, 0.327343, 0.00897224, 0.155504, 1.23529, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.99211
5818.01, 5798.77, 0, 2.11676, 0, 0, 0.00600846, 0, 0, 0.33129, 0.048402, 0.301156, 0.0108949, 0.175105, 1.2439, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.94376
5856.5, 5837.25, 3, 2.08316, 0, 0.000199624, 0.00708461, 0, 0, 0.313137, 0.033671, 0.311132, 0.00897224, 0.155939, 1.25303, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.94025
5894.98, 5875.74, 3, 2.16535, 0, 0, 0.00762268, 0, 0, 0.394825, 0.0441932, 0.292426, 0.0128175, 0.15289, 1.26058, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.99515
5933.46, 5914.22, 2, 2.0992, 0, 0, 0.00741343, 0, 0, 0.308599, 0.0526109, 0.291491, 0.0150605, 0.154197, 1.26983, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.94193
5971.95, 5952.7, 2, 2.06446, 0, 2.21804e-05, 0.00834011, 0, 0, 0.265486, 0.0462976, 0.283385, 0.0217897, 0.159424, 1.27971, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93826
6010.43, 5991.19, 5, 3.84645, 0, 0.000155263, 0.0087885, 0, 0, 0.245064, 0.0294621, 0.297726, 0.012497, 1.96536, 1.2874, 0.366667, 0.1, 0.566667, 0.0333333, 0.7, 0, 2.57156
6048.91, 6029.67, 1, 1.98972, 0, 0, 0.00825043, 0, 0, 0.249602, 0.0441932, 0.28588, 0.0112153, 0.0940863, 1.29649, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93014
6087.4, 6068.16, 2, 2.02761, 0, 0, 0.00869882, 0, 0, 0.256409, 0.033671, 0.277774, 0.0140992, 0.132418, 1.30454, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.9343
6125.88, 6106.64, 0, 2.00249, 0, 0, 0.00872871, 0, 0, 0.270024, 0.0252532, 0.280268, 0.012497, 0.0919084, 1.31381, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93155
6164.36, 6145.12, 1, 1.95364, 0, 0, 0.00983475, 0, 0, 0.211027, 0.0441932, 0.255951, 0.00833137, 0.101056, 1.32324, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.88339
6202.85, 6183.61, 5, 7.67523, 0, 0, 0.00950593, 0, 0, 0.208758, 0.0357754, 0.243481, 0.0163423, 5.82987, 1.3315, 0.7, 0.3, 0.9, 0.166667, 1.1, 0.0333333, 3.23041
6241.33, 6222.09, 4, 4.09587, 0, 0, 0.00974507, 0, 0, 0.215565, 0.0420887, 0.264057, 0.0128175, 2.2119, 1.33969, 0.366667, 0.1, 0.566667, 0.0333333, 0.766667, 0, 2.75562
6279.82, 6260.57, 2, 1.8901, 0, 0, 0.0126148, 0, 0, 0.190605, 0.0252532, 0.255016, 0.0147401, 0.0431229, 1.34875, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87601
6318.3, 6299.06, 0, 1.91798, 0, 0, 0.0127941, 0, 0, 0.190605, 0.0357754, 0.258133, 0.0140992, 0.0487855, 1.35779, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87928
6356.78, 6337.54, 1, 1.86215, 0, 0, 0.0151557, 0, 0, 0.142954, 0.0357754, 0.228828, 0.0140992, 0.0570616, 1.36828, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.83313
6395.27, 6376.02, 0, 1.9114, 0, 0, 0.0163514, 0, 0, 0.163376, 0.0378799, 0.235687, 0.0160219, 0.0666445, 1.37544, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87851
6433.75, 6414.51, 4, 2.34993, 0, 0, 0.0177265, 0, 0, 0.15203, 0.0420887, 0.226023, 0.0189058, 0.508763, 1.38439, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.06388
6472.23, 6452.99, 0, 1.9339, 0, 0, 0.0157834, 0, 0, 0.124801, 0.0252532, 0.22914, 0.0211489, 0.122835, 1.39494, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.88113
6510.72, 6491.48, 3, 1.84242, 0, 0, 0.0145877, 0, 0, 0.108917, 0.0189399, 0.231322, 0.020508, 0.0448652, 1.40328, 0.233333, 0.0333333, 0.3, 0, 0.433333, 0, 1.83072
6549.2, 6529.96, 2, 1.8546, 0, 0, 0.0152752, 0, 0, 0.115725, 0.0231488, 0.216046, 0.0233919, 0.0496567, 1.41135, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.83221
6587.68, 6568.44, 1, 1.81755, 0, 0, 0.0151557, 0, 0, 0.0907644, 0.00841774, 0.212929, 0.0298007, 0.0383315, 1.42215, 0.233333, 0.0333333, 0.3, 0, 0.433333, 0, 1.82764
6626.17, 6606.93, 2, 1.8089, 0, 0, 0.0144084, 0, 0, 0.0771498, 0.0294621, 0.199835, 0.0249941, 0.0322333, 1.43082, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.82656
6664.65, 6645.41, 1, 1.83283, 0, 0, 0.0153948, 0, 0, 0.0953026, 0.0231488, 0.200459, 0.030762, 0.0278774, 1.43988, 0.233333, 0.0333333, 0.3, 0, 0.433333, 0, 1.82954
6703.14, 6683.89, 1, 1.80211, 0, 0, 0.0129436, 0, 0, 0.0771498, 0.0210444, 0.195159, 0.025635, 0.0217792, 1.4484, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.82571
6741.62, 6722.38, 3, 1.80431, 0, 0, 0.0124952, 0, 0, 0.0680733, 0.033671, 0.18643, 0.0221102, 0.0217792, 1.45975, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.82598
6780.1, 6760.86, 3, 3.02272, 0, 0, 0.0102532, 0, 0, 0.172452, 1.10272, 0.212929, 0.0275576, 0.028313, 1.46849, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.31382
6818.59, 6799.34, 2, 1.92061, 0, 0, 0.00938636, 0, 0, 0.0544587, 0.00420887, 0.18643, 0.0304415, 0.157246, 1.47844, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87959
6857.07, 6837.83, 6, 4.42594, 0, 0, 0.00902764, 0, 0, 0.0521895, 0.00631331, 0.163983, 0.0288393, 2.67841, 1.48717, 0.433333, 0.1, 0.633333, 0.0333333, 0.766667, 0, 2.77041
6895.55, 6876.31, 0, 1.79326, 0, 0, 0.00881839, 0, 0, 0.061266, 0.00420887, 0.179571, 0.0365298, 0.00609819, 1.49677, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.82459
6934.04, 6914.8, 4, 1.803, 0, 0, 0.00783193, 0, 0, 0.0340367, 0.00420887, 0.173024, 0.0346072, 0.0431229, 1.50617, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.82582
6972.52, 6953.28, 3, 1.97631, 0, 0, 0.184678, 0, 0, 0.0544587, 0.0105222, 0.161801, 0.0355685, 0.012632, 1.51665, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.88597
7011, 6991.76, 3, 2.1463, 0, 0, 0.368071, 0, 0, 0.0431131, 0.0105222, 0.150266, 0.0301211, 0.0182946, 1.52591, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.99323
7049.49, 7030.25, 2, 1.75109, 0, 0, 0, 0, 0, 0.0272293, 0.00420887, 0.154319, 0.0224306, 0.00653377, 1.53637, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.78228
7087.97, 7068.73, 3, 1.76262, 0, 0, 0, 0, 0, 0.0317675, 0.00631331, 0.149643, 0.022751, 0.00653377, 1.54561, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.78378
7126.45, 7107.21, 1, 1.73629, 0, 0, 0, 0, 0, 0.0136147, 0.00631331, 0.132496, 0.0221102, 0.0056626, 1.55609, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.78033
7164.94, 7145.7, 3, 1.7657, 0, 0, 0, 0, 0, 0.0317675, 0.00631331, 0.135925, 0.0192262, 0.00784053, 1.56463, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.78418
7203.42, 7184.18, 2, 1.76346, 0, 0, 0, 0, 0, 0.0294984, 0.00420887, 0.132184, 0.0163423, 0.00609819, 1.57513, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.78389
7241.91, 7222.66, 4, 1.78874, 0, 0, 2.98929e-05, 0, 0, 0.0272293, 0, 0.140913, 0.0262758, 0.00827611, 1.58602, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.82402
7280.39, 7261.15, 4, 3.50512, 0, 0, 0, 0, 0, 0.0272293, 0.00631331, 0.129067, 1.74093, 0.00479143, 1.59678, 0.366667, 0.1, 0.5, 0, 0.7, 0, 2.55366
7318.87, 7299.63, 1, 1.78183, 0, 0, 0, 0, 0, 0.0249602, 0.00210444, 0.128131, 0.0137788, 0.00784053, 1.60501, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.82314
7357.36, 7338.11, 2, 1.77403, 0, 0, 0, 0, 0, 0.0226911, 0.00420887, 0.113791, 0.0140992, 0.00392026, 1.61532, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.82214
7395.84, 7376.6, 2, 1.76689, 0, 0, 0, 0, 0, 0.0113456, 0, 0.106932, 0.0121766, 0.00914728, 1.62729, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.78433
7434.32, 7415.08, 2, 1.79259, 0, 0, 0, 0, 0, 0.0272293, 0.00210444, 0.110673, 0.0134584, 0.00217792, 1.63695, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.82451
7472.81, 7453.57, 1, 1.89434, 0, 0, 0, 0, 0, 0.0181529, 0.00420887, 0.11005, 0.0224306, 0.0919084, 1.64759, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87651
7511.29, 7492.05, 1, 1.8082, 0, 0, 0, 0, 0, 0.0226911, 0.00420887, 0.0985146, 0.0195467, 0.00479143, 1.65845, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.82647
7549.77, 7530.53, 2, 1.83673, 0, 0, 0, 0, 0, 0.00907644, 0.00841774, 0.0982029, 0.0182649, 0.0348468, 1.66792, 0.233333, 0.0333333, 0.3, 0, 0.433333, 0, 1.83002
7588.26, 7569.02, 2, 1.82082, 0, 0, 0, 0, 0, 0.00453822, 0.00841774, 0.0985146, 0.0240328, 0.00609819, 1.67921, 0.233333, 0.0333333, 0.3, 0, 0.433333, 0, 1.82805
7626.74, 7607.5, 0, 1.82859, 0, 0, 0, 0, 0, 0.020422, 0, 0.0919678, 0.0230715, 0.00304909, 1.69008, 0.233333, 0.0333333, 0.3, 0, 0.433333, 0, 1.82901
7665.23, 7645.98, 3, 1.87524, 0, 0, 0, 0, 0, 0.0181529, 0.00420887, 0.0816799, 0.0262758, 0.0444297, 1.70049, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87424
7703.71, 7684.47, 1, 1.84268, 0, 0, 0, 0, 0, 0.0113456, 0, 0.0807446, 0.0253145, 0.0139387, 1.71134, 0.233333, 0.0333333, 0.3, 0, 0.433333, 0, 1.83075
7742.19, 7722.95, 0, 1.84959, 0, 0, 0, 0, 0, 0.0136147, 0.00210444, 0.07638, 0.0326846, 0.00261351, 1.72219, 0.233333, 0.0333333, 0.3, 0, 0.433333, 0, 1.8316
7780.68, 7761.43, 1, 1.85802, 0, 0, 0, 0, 0, 0.0136147, 0, 0.075133, 0.0304415, 0.00392026, 1.73491, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.83263
7819.16, 7799.92, 3, 1.86245, 0, 0, 0, 0, 0, 0.00680733, 0.00210444, 0.0654686, 0.0349276, 0.00696936, 1.74618, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.83316
7857.64, 7838.4, 1, 1.87676, 0, 0, 0, 0, 0, 0.00680733, 0.00841774, 0.0707684, 0.0326846, 0.00217792, 1.75591, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87442
7896.13, 7876.89, 2, 1.88737, 0, 0, 0, 0, 0, 0.0113456, 0, 0.0682744, 0.0365298, 0.00392026, 1.7673, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87568
7934.61, 7915.37, 2, 1.88502, 0, 0, 0, 0, 0, 0.00680733, 0.00210444, 0.0554924, 0.0323642, 0.0087117, 1.77954, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.8754
7973.09, 7953.85, 2, 1.91317, 0, 0, 0, 0, 0, 0.00907644, 0.00420887, 0.0539337, 0.0378116, 0.0182946, 1.78985, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87872
8011.58, 7992.34, 1, 1.90395, 0, 0, 0, 0, 0, 0.00907644, 0.00420887, 0.0536219, 0.0317233, 0.00261351, 1.80271, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87764
8050.06, 8030.82, 1, 1.94051, 0, 0, 0, 0, 0, 0.00453822, 0.00420887, 0.0564277, 0.0317233, 0.0291842, 1.81443, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.88189
8088.55, 8069.3, 4, 1.92318, 0, 0, 0, 0, 0, 0.00226911, 0.00210444, 0.0492573, 0.038132, 0.00479143, 1.82663, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 1.87989
8127.03, 8107.79, 6, 1.92975, 0, 0, 0, 0, 0, 0.00226911, 0.00210444, 0.0467633, 0.0374911, 0.00348468, 1.83764, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.88065
8165.51, 8146.27, 4, 1.93703, 0, 0, 0, 0, 0, 0.00226911, 0, 0.0386576, 0.0426181, 0.00261351, 1.85087, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.88149
8204, 8184.75, 0, 1.98419, 0, 0, 0, 0, 0, 0.00453822, 0, 0.042087, 0.0397342, 0.0348468, 1.86299, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.88685
8242.48, 8223.24, 0, 1.97436, 0, 0, 0, 0, 0, 0.00453822, 0.00210444, 0.0349166, 0.0448612, 0.0130675, 1.87488, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.88575
8280.96, 8261.72, 2, 1.99221, 0, 0, 0, 0, 0, 0.00680733, 0, 0.0380341, 0.0471043, 0.012632, 1.88763, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93042
8319.45, 8300.2, 2, 1.97866, 0, 0, 0, 0, 0, 0, 0.00210444, 0.0321108, 0.0438999, 0.000435585, 1.90011, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.88623
8357.93, 8338.69, 2, 1.99297, 0, 0, 0, 0, 0, 0.00226911, 0.00210444, 0.0289932, 0.0461429, 0.000435585, 1.91302, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.9305
8396.41, 8377.17, 3, 2.04963, 0, 0, 0, 0, 0, 0.00226911, 0.00210444, 0.0277462, 0.0362094, 0.056626, 1.92468, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93668
8434.9, 8415.66, 2, 2.00972, 0, 0, 0, 0, 0, 0.00453822, 0.00420887, 0.0258757, 0.0368503, 0, 1.93825, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93235
8473.38, 8454.14, 0, 2.03312, 0, 0, 0, 0, 0, 0.00226911, 0.00420887, 0.0243169, 0.0384525, 0.0121964, 1.95167, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.9349
8511.86, 8492.62, 5, 2.03042, 0, 0, 0, 0, 0, 0, 0.00631331, 0.0243169, 0.0333255, 0.00174234, 1.96472, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.9346
8550.35, 8531.11, 4, 2.03482, 0, 0, 0, 0, 0, 0.00226911, 0.00210444, 0.0180818, 0.033005, 0, 1.97936, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93508
8588.83, 8569.59, 1, 2.06438, 0, 0, 0, 0, 0, 0.00226911, 0.00210444, 0.0187053, 0.0490269, 0, 1.99228, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93825
8627.32, 8608.07, 2, 2.0623, 0, 0, 0, 0, 0, 0.00226911, 0.00210444, 0.0202641, 0.0323642, 0.00087117, 2.00443, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93803
8665.8, 8646.56, 1, 2.06873, 0, 0, 0, 0, 0, 0.00453822, 0, 0.0115349, 0.0317233, 0.00087117, 2.02007, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93872
8704.28, 8685.04, 2, 2.07548, 0, 0, 0, 0, 0, 0, 0.00841774, 0.0102879, 0.0230715, 0, 2.03371, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93943
8742.77, 8723.52, 4, 2.16866, 0, 0, 0, 0, 0, 0.00226911, 0, 0.0121585, 0.101899, 0.00348468, 2.04885, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.99548
8781.25, 8762.01, 4, 3.00506, 0, 0, 0, 0, 0, 0.00226911, 0, 0.00966441, 0.931511, 0, 2.06162, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.31265
8819.73, 8800.49, 0, 2.09652, 0, 0, 0, 0, 0, 0, 0.00420887, 0.00810564, 0.00769049, 0, 2.07651, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.94165
8858.22, 8838.98, 0, 2.11295, 0, 0, 0, 0, 0, 0.00226911, 0.00420887, 0.00748213, 0.00769049, 0, 2.0913, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.94336
8896.7, 8877.46, 4, 2.12114, 0, 0, 0, 0, 0, 0, 0, 0.0062351, 0.00833137, 0, 2.10658, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.99067
8935.18, 8915.94, 0, 2.13915, 0, 0, 0, 0, 0, 0.00226911, 0, 0.00529984, 0.0108949, 0, 2.12069, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.99251
8973.67, 8954.43, 6, 2.15795, 0, 0, 0, 0, 0, 0.00226911, 0.00631331, 0.00467633, 0.00801093, 0, 2.13668, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.9944
9012.15, 8992.91, 3, 2.16923, 0, 0, 0, 0, 0, 0.00226911, 0, 0.00529984, 0.00961311, 0, 2.15204, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.99553
9050.64, 9031.39, 2, 2.18858, 0, 0, 0, 0, 0, 0, 0.00210444, 0.00311755, 0.0157014, 0, 2.16766, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.99746
9089.12, 9069.88, 1, 2.19967, 0, 0, 0, 0, 0, 0, 0.00210444, 0.00187053, 0.00993355, 0, 2.18576, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.99855
9127.6, 9108.36, 6, 2.22277, 0, 0, 0, 0, 0, 0.00453822, 0.00210444, 0.00218229, 0.012497, 0, 2.20145, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.00081
9166.09, 9146.84, 1, 2.22989, 0, 0, 0, 0, 0, 0, 0, 0.00124702, 0.0118562, 0, 2.21679, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.0015
9204.57, 9185.33, 2, 2.2441, 0, 0, 0, 0, 0, 0, 0.00210444, 0.000311755, 0.00833137, 0, 2.23335, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.00288
9243.05, 9223.81, 2, 2.26157, 0, 0, 0, 0, 0, 0, 0, 0.00187053, 0.00929268, 0, 2.25041, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.05571
9281.54, 9262.3, 0, 2.28052, 0, 0, 0, 0, 0, 0, 0.00420887, 0.00124702, 0.00737005, 0, 2.26769, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.05749
9320.02, 9300.78, 1, 2.2926, 0, 0, 0, 0, 0, 0, 0, 0.00062351, 0.00737005, 0, 2.2846, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.05862
9358.5, 9339.26, 0, 2.31656, 0, 0, 0, 0, 0, 0, 0.00210444, 0.00062351, 0.010254, 0, 2.30358, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.06084
9396.99, 9377.75, 3, 2.59519, 0, 0, 0, 0, 0, 0.0589969, 0.187295, 0.0208876, 0.00704962, 0, 2.32096, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.14188
9435.47, 9416.23, 1, 2.351, 0, 0, 0, 0, 0, 0, 0.00631331, 0.000311755, 0.00480656, 0, 2.33957, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 2.06398
9473.95, 9454.71, 4, 2.58972, 0, 0, 0, 0, 0, 0, 0, 0, 0.230715, 0, 2.35901, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.14144
