xunit, xunit_low, fitted_data, total_model, Nnbb_coax, Ac228_holders, Co60_cables, K40_close, K40_far, K42_close_coax, K42_far, K42_inside_ms, Th228_cables, U238_cables, alpha_high_energy_coax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
9512.44, 9493.2, 4, 2.37972, 0, 0, 0, 0, 0, 0, 0, 0, 0.00416568, 0, 2.37556, 0.233333, 0.0333333, 0.366667, 0, 0.566667, 0, 2.06656
9550.92, 9531.68, 1, 2.39701, 0, 0, 0, 0, 0, 0, 0, 0, 0.00192262, 0, 2.39509, 0.233333, 0.0333333, 0.366667, 0, 0.566667, 0, 2.0681
9589.41, 9570.16, 1, 2.42082, 0, 0, 0, 0, 0, 0, 0, 0, 0.00576787, 0, 2.41505, 0.233333, 0.0333333, 0.366667, 0, 0.566667, 0, 2.12733
9627.89, 9608.65, 1, 2.43935, 0, 0, 0, 0, 0, 0, 0, 0, 0.00384525, 0, 2.43551, 0.233333, 0.0333333, 0.366667, 0, 0.566667, 0, 2.12893
9666.37, 9647.13, 1, 2.45959, 0, 0, 0, 0, 0, 0, 0, 0, 0.00352481, 0, 2.45606, 0.3, 0.0333333, 0.366667, 0, 0.566667, 0, 2.13067
9704.86, 9685.61, 2, 2.48135, 0, 0, 0, 0, 0, 0, 0, 0, 0.00384525, 0, 2.47751, 0.3, 0.0333333, 0.366667, 0, 0.566667, 0, 2.13251
9743.34, 9724.1, 2, 2.50102, 0, 0, 0, 0, 0, 0, 0, 0, 0.00224306, 0, 2.49878, 0.3, 0.0333333, 0.366667, 0, 0.566667, 0, 2.13416
9781.82, 9762.58, 2, 2.52409, 0, 0, 0, 0, 0, 0, 0, 0, 0.00352481, 0, 2.52057, 0.3, 0.0333333, 0.366667, 0, 0.566667, 0, 2.13608
9820.31, 9801.07, 3, 2.54188, 0, 0, 0, 0, 0, 0, 0, 0, 0.000961311, 0, 2.54092, 0.3, 0.0333333, 0.366667, 0, 0.566667, 0, 2.13755
9858.79, 9839.55, 2, 2.56712, 0, 0, 0, 0, 0, 0, 0, 0, 0.00320437, 0, 2.56391, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.13961
9897.27, 9878.03, 4, 2.5889, 0, 0, 0, 0, 0, 0, 0, 0, 0.00192262, 0, 2.58698, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.14137
9935.76, 9916.52, 2, 2.61157, 0, 0, 0, 0, 0, 0, 0, 0, 0.000961311, 0, 2.61061, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.2082
9974.24, 9955, 2, 2.63617, 0, 0, 0, 0, 0, 0, 0, 0, 0.00192262, 0, 2.63425, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.21013
10012.7, 9993.48, 3, 2.66036, 0, 0, 0, 0, 0, 0, 0, 0, 0.00192262, 0, 2.65844, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.21201
10051.2, 10032, 2, 2.68547, 0, 0, 0, 0, 0, 0, 0, 0, 0.00224306, 0, 2.68323, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.21394
10089.7, 10070.5, 4, 2.74851, 0, 0, 0, 0, 0, 0, 0, 0, 0.0394138, 0, 2.7091, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.2187
10128.2, 10108.9, 1, 2.73503, 0, 0, 0, 0, 0, 0, 0, 0, 0.000640874, 0, 2.73438, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.21769
10166.7, 10147.4, 2, 2.76295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76295, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.21977
10205.1, 10185.9, 1, 2.78814, 0, 0, 0, 0, 0, 0, 0, 0, 0.000320437, 0, 2.78782, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.22163
10243.6, 10224.4, 4, 2.81551, 0, 0, 0, 0, 0, 0, 0, 0, 0.000320437, 0, 2.81519, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.22362
10282.1, 10262.9, 5, 2.84404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84404, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.30157
10320.6, 10301.4, 3, 2.87521, 0, 0, 0, 0, 0, 0, 0, 0, 0.000320437, 0, 2.87489, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.30377
10359.1, 10339.8, 2, 2.90377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90377, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.30576
10397.6, 10378.3, 0, 2.93571, 0, 0, 0, 0, 0, 0, 0, 0, 0.000320437, 0, 2.93539, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.30796
10436, 10416.8, 2, 2.96383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96383, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.30988
10474.5, 10455.3, 0, 2.99738, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99738, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.31214
10513, 10493.8, 3, 3.03293, 0, 0, 0, 0, 0, 0, 0, 0, 0.000640874, 0, 3.03228, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.3145
10551.5, 10532.3, 5, 3.06549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06549, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.31664
10590, 10570.7, 1, 3.09864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09864, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.31879
10628.5, 10609.2, 1, 3.13619, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13619, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.4132
10666.9, 10647.7, 3, 3.17123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17123, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.4154
10705.4, 10686.2, 0, 3.21085, 0, 0, 0, 0, 0, 0, 0, 0, 0.00128175, 0, 3.20957, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.41785
10743.9, 10724.7, 0, 3.25429, 0, 0, 0, 0, 0, 0, 0, 0, 0.00480656, 0, 3.24948, 0.3, 0.0333333, 0.5, 0, 0.633333, 0, 2.42049
10782.4, 10763.2, 3, 3.28931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28931, 0.3, 0.0333333, 0.5, 0, 0.633333, 0, 2.4226
10820.9, 10801.6, 5, 3.33022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33022, 0.366667, 0.1, 0.5, 0, 0.633333, 0, 2.42502
10859.4, 10840.1, 5, 3.37135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37135, 0.366667, 0.1, 0.5, 0, 0.633333, 0, 2.42743
10897.8, 10878.6, 6, 3.41578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41578, 0.366667, 0.1, 0.5, 0, 0.633333, 0, 2.42999
10936.3, 10917.1, 3, 3.46132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46132, 0.366667, 0.1, 0.5, 0, 0.7, 0, 2.43258
10974.8, 10955.6, 7, 3.50627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50627, 0.366667, 0.1, 0.5, 0, 0.7, 0, 2.55372
11013.3, 10994.1, 2, 3.55708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55708, 0.366667, 0.1, 0.5, 0, 0.7, 0, 2.55651
11051.8, 11032.5, 4, 3.60513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60513, 0.366667, 0.1, 0.5, 0, 0.7, 0, 2.5591
11090.3, 11071, 5, 3.65987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65987, 0.366667, 0.1, 0.5, 0, 0.7, 0, 2.56201
11128.8, 11109.5, 5, 3.71288, 0, 0, 0, 0, 0, 0, 0, 0, 0.000320437, 0, 3.71256, 0.366667, 0.1, 0.5, 0, 0.7, 0, 2.56478
11167.2, 11148, 3, 3.76573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76573, 0.366667, 0.1, 0.566667, 0.0333333, 0.7, 0, 2.5675
11205.7, 11186.5, 3, 3.82183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.82183, 0.366667, 0.1, 0.566667, 0.0333333, 0.7, 0, 2.57033
11244.2, 11225, 5, 3.88301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88301, 0.366667, 0.1, 0.566667, 0.0333333, 0.7, 0, 2.57337
11282.7, 11263.4, 5, 3.94258, 0, 0, 0, 0, 0, 0, 0, 0, 0.000320437, 0, 3.94226, 0.366667, 0.1, 0.566667, 0.0333333, 0.7, 0, 2.57628
11321.2, 11301.9, 4, 4.00863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00863, 0.366667, 0.1, 0.566667, 0.0333333, 0.7, 0, 2.57944
11359.7, 11340.4, 6, 4.07166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07166, 0.366667, 0.1, 0.566667, 0.0333333, 0.766667, 0, 2.75449
11398.1, 11378.9, 6, 4.14228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.14228, 0.433333, 0.1, 0.566667, 0.0333333, 0.766667, 0, 2.75779
11436.6, 11417.4, 9, 4.21161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21161, 0.433333, 0.1, 0.566667, 0.0333333, 0.766667, 0, 2.76096
11475.1, 11455.9, 4, 4.28638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.28638, 0.433333, 0.1, 0.566667, 0.0333333, 0.766667, 0, 2.76432
11513.6, 11494.3, 4, 4.36366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.36366, 0.433333, 0.1, 0.633333, 0.0333333, 0.766667, 0, 2.76772
11552.1, 11532.8, 9, 4.44856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44856, 0.433333, 0.1, 0.633333, 0.0333333, 0.766667, 0, 2.77138
11590.6, 11571.3, 2, 4.52915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.52915, 0.433333, 0.1, 0.633333, 0.0333333, 0.766667, 0, 2.77477
11629, 11609.8, 7, 4.61767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61767, 0.433333, 0.1, 0.633333, 0.0333333, 0.766667, 0, 2.77841
11667.5, 11648.3, 5, 4.70999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70999, 0.433333, 0.1, 0.633333, 0.0333333, 0.833333, 0, 2.78213
11706, 11686.8, 6, 4.80659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80659, 0.5, 0.166667, 0.633333, 0.0333333, 0.833333, 0, 2.78593
11744.5, 11725.2, 4, 4.90525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90525, 0.5, 0.166667, 0.633333, 0.0333333, 0.833333, 0, 2.78972
11783, 11763.7, 6, 5.01047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.01047, 0.5, 0.166667, 0.633333, 0.0333333, 0.833333, 0, 2.79366
11821.5, 11802.2, 4, 5.12151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12151, 0.5, 0.166667, 0.633333, 0.0333333, 0.833333, 0, 2.79772
11859.9, 11840.7, 8, 5.23913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.23913, 0.5, 0.166667, 0.7, 0.0333333, 0.833333, 0, 2.8019
11898.4, 11879.2, 3, 5.36533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36533, 0.5, 0.166667, 0.7, 0.0333333, 0.9, 0, 3.1598
11936.9, 11917.7, 6, 5.49121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49121, 0.5, 0.166667, 0.7, 0.0333333, 0.9, 0, 3.1647
11975.4, 11956.1, 11, 5.62434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.62434, 0.5, 0.166667, 0.7, 0.0333333, 0.9, 0, 3.16972
12013.9, 11994.6, 7, 5.77306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.77306, 0.5, 0.166667, 0.766667, 0.1, 0.9, 0, 3.17516
12052.4, 12033.1, 5, 5.92769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.92769, 0.566667, 0.233333, 0.766667, 0.1, 0.966667, 0, 3.18062
12090.8, 12071.6, 5, 6.09251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.09251, 0.566667, 0.233333, 0.766667, 0.1, 0.966667, 0, 3.18624
12129.3, 12110.1, 7, 6.27043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27043, 0.566667, 0.233333, 0.766667, 0.1, 0.966667, 0, 3.19208
12167.8, 12148.6, 3, 6.46226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.46226, 0.633333, 0.233333, 0.766667, 0.1, 1.03333, 0.0333333, 3.19813
12206.3, 12187, 7, 6.67621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67621, 0.633333, 0.233333, 0.833333, 0.1, 1.03333, 0.0333333, 3.20459
12244.8, 12225.5, 8, 6.92808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.92808, 0.633333, 0.233333, 0.833333, 0.1, 1.1, 0.0333333, 3.21181
12283.3, 12264, 7, 7.24892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24892, 0.633333, 0.233333, 0.833333, 0.1, 1.1, 0.0333333, 3.22036
12321.7, 12302.5, 11, 7.42629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.42629, 0.7, 0.3, 0.9, 0.166667, 1.1, 0.0333333, 3.22474
12360.2, 12341, 4, 7.58493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58493, 0.7, 0.3, 0.9, 0.166667, 1.1, 0.0333333, 3.22843
12398.7, 12379.5, 10, 7.86172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.86172, 0.7, 0.3, 0.9, 0.166667, 1.16667, 0.0333333, 3.2342
12437.2, 12418, 9, 8.18009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.18009, 0.7, 0.3, 0.966667, 0.166667, 1.16667, 0.0333333, 3.23951
12475.7, 12456.4, 7, 8.54075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.54075, 0.766667, 0.366667, 0.966667, 0.166667, 1.23333, 0.0333333, 3.24297
12514.2, 12494.9, 14, 8.94892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.94892, 0.766667, 0.366667, 1.03333, 0.233333, 1.3, 0.1, 3.24177
12552.6, 12533.4, 12, 9.41447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.41447, 0.833333, 0.366667, 1.1, 0.233333, 1.3, 0.1, 3.22977
12591.1, 12571.9, 7, 9.98881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.98881, 0.9, 0.433333, 1.1, 0.233333, 1.36667, 0.1, 3.19075
12629.6, 12610.4, 15, 10.7499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.7499, 0.9, 0.433333, 1.16667, 0.3, 1.43333, 0.1, 3.08392
12668.1, 12648.9, 6, 11.8375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.8375, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, 2.8338
12706.6, 12687.3, 13, 13.6838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13.6838, 1.16667, 0.633333, 1.43333, 0.433333, 1.7, 0.233333, 2.3127
12745.1, 12725.8, 17, 17.6565, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17.6565, 1.43333, 0.833333, 1.76667, 0.633333, 2.1, 0.433333, 1.24795
12783.5, 12764.3, 24, 17.8936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17.8936, 1.5, 0.9, 1.76667, 0.633333, 2.1, 0.433333, 1.18926
12822, 12802.8, 13, 11.5859, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.5859, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, 2.89891
12860.5, 12841.3, 10, 12.1056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.1056, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, 2.76151
12899, 12879.8, 6, 12.7212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.7212, 1.1, 0.566667, 1.36667, 0.366667, 1.63333, 0.233333, 2.58867
12937.5, 12918.2, 17, 13.3967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13.3967, 1.16667, 0.633333, 1.43333, 0.433333, 1.7, 0.233333, 2.39494
12976, 12956.7, 13, 14.1411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.1411, 1.16667, 0.633333, 1.43333, 0.433333, 1.76667, 0.233333, 2.18264
13014.4, 12995.2, 16, 14.9545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.9545, 1.23333, 0.7, 1.56667, 0.5, 1.83333, 0.3, 1.9555
13052.9, 13033.7, 17, 15.8499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15.8499, 1.3, 0.766667, 1.63333, 0.566667, 1.9, 0.3, 1.71291
13091.4, 13072.2, 16, 16.8471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16.8471, 1.43333, 0.833333, 1.7, 0.566667, 2.03333, 0.366667, 1.45232
13129.9, 13110.7, 15, 17.9512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17.9512, 1.5, 0.9, 1.76667, 0.633333, 2.1, 0.433333, 1.17509
13168.4, 13149.1, 21, 19.1917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19.1917, 1.56667, 0.966667, 1.9, 0.7, 2.23333, 0.5, 0.876689
13206.9, 13187.6, 21, 20.5754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20.5754, 1.7, 1.03333, 2.03333, 0.766667, 2.36667, 0.566667, 0.558588
13245.3, 13226.1, 28, 22.1397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22.1397, 1.76667, 1.1, 2.1, 0.833333, 2.5, 0.633333, 0.215699
13283.8, 13264.6, 20, 23.9038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23.9038, 1.9, 1.23333, 2.3, 0.966667, 2.63333, 0.7, -0.15219
13322.3, 13303.1, 32, 25.9151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.9151, 2.1, 1.36667, 2.43333, 1.03333, 2.83333, 0.766667, -0.550363
13360.8, 13341.6, 18, 28.2074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.2074, 2.23333, 1.5, 2.63333, 1.16667, 3.03333, 0.9, -0.980243
13399.3, 13380, 41, 30.8713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.8713, 2.43333, 1.63333, 2.83333, 1.3, 3.23333, 1.03333, -1.45241
13437.8, 13418.5, 31, 33.9454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.9454, 2.63333, 1.83333, 3.1, 1.5, 3.5, 1.16667, -1.96703
13476.2, 13457, 42, 37.5438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37.5438, 2.9, 2.03333, 3.36667, 1.7, 3.83333, 1.36667, -2.54029
13514.7, 13495.5, 47, 41.7898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41.7898, 3.16667, 2.3, 3.63333, 1.9, 4.16667, 1.56667, -3.23908
13553.2, 13534, 50, 46.8498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46.8498, 3.56667, 2.63333, 4.1, 2.23333, 4.56667, 1.83333, -3.9
13591.7, 13572.5, 51, 52.9566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52.9566, 4.03333, 3.03333, 4.5, 2.5, 5.03333, 2.03333, -4.11654
13630.2, 13610.9, 63, 60.3848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60.3848, 4.56667, 3.5, 5.1, 2.96667, 5.56667, 2.43333, -4.81096
13668.7, 13649.4, 62, 69.5858, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69.5858, 5.23333, 4.03333, 5.76667, 3.5, 6.3, 2.96667, -5.58462
13707.2, 13687.9, 84, 81.0731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81.0731, 6.03333, 4.76667, 6.63333, 4.16667, 7.23333, 3.56667, -6.44966
13745.6, 13726.4, 68, 93.6539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93.6539, 6.9, 5.56667, 7.56667, 4.9, 8.16667, 4.3, -7.30084
13784.1, 13764.9, 87, 98.6115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98.6115, 7.3, 5.9, 7.9, 5.23333, 8.56667, 4.56667, -7.6142
13822.6, 13803.4, 90, 88.8373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88.8373, 6.56667, 5.23333, 7.23333, 4.63333, 7.83333, 4.03333, -6.98513
13861.1, 13841.8, 80, 74.9415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74.9415, 5.63333, 4.36667, 6.16667, 3.83333, 6.76667, 3.23333, -6.00003
13899.6, 13880.3, 69, 67.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67.05, 5.03333, 3.9, 5.56667, 3.36667, 6.1, 2.83333, -5.37956
13938.1, 13918.8, 61, 60.8936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60.8936, 4.63333, 3.5, 5.1, 2.96667, 5.63333, 2.5, -4.85602
13976.5, 13957.3, 40, 37.6454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37.6454, 2.9, 2.03333, 3.36667, 1.7, 3.83333, 1.36667, -2.55625
14015, 13995.8, 15, 15.7123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15.7123, 1.3, 0.766667, 1.56667, 0.5, 1.9, 0.3, 1.74966
14053.5, 14034.3, 0, 1.00521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00521, 0.1, 0, 0.233333, 0, 0.366667, 0, 1.36681
14092, 14072.7, 1, 0.0963425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0963425, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.528247
14130.5, 14111.2, 1, 0.110996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.110996, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.562888
14169, 14149.7, 0, 0.129904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.129904, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.593484
14207.4, 14188.2, 1, 0.154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.154, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.620911
14245.9, 14226.7, 0, 0.185276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.185276, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.663852
14284.4, 14265.2, 0, 0.226953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.226953, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.728893
14322.9, 14303.6, 1, 0.284054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.284054, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.794362
14361.4, 14342.1, 1, 0.365693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.365693, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.876634
14399.9, 14380.6, 0, 0.487846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.487846, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.988784
14438.3, 14419.1, 1, 0.683564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.683564, 0.1, 0, 0.166667, 0, 0.3, 0, 1.16214
14476.8, 14457.6, 0, 1.02674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02674, 0.1, 0, 0.233333, 0, 0.366667, 0, 1.39542
14515.3, 14496.1, 1, 1.71564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71564, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.77758
14553.8, 14534.5, 1, 3.43038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43038, 0.366667, 0.1, 0.5, 0, 0.633333, 0, 2.43083
14592.3, 14573, 0, 4.36595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.36595, 0.433333, 0.1, 0.633333, 0.0333333, 0.766667, 0, 2.76782
14630.8, 14611.5, 1, 0.0809862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0809862, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.502329
14669.2, 14650, 0, 0.00720274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00720274, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.26816
14707.7, 14688.5, 0, 0.00768819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00768819, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.274407
14746.2, 14727, 0, 0.00819208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00819208, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.26751
14784.7, 14765.5, 0, 0.00876951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00876951, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.274284
14823.2, 14803.9, 1, 0.00940233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00940233, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.281444
14861.7, 14842.4, 0, 0.0101099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0101099, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.289159
14900.1, 14880.9, 0, 0.0108816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0108816, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.284047
14938.6, 14919.4, 0, 0.0117733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0117733, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.292859
14977.1, 14957.9, 0, 0.0127848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0127848, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.302461
15015.6, 14996.4, 0, 0.0139246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0139246, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.312841
15054.1, 15034.8, 0, 0.0152343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0152343, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.310776
15092.6, 15073.3, 0, 0.0167242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0167242, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.322962
15131, 15111.8, 0, 0.0184324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0184324, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.322867
