xunit, xunit_low, fitted_data, total_model, Nnbb_bege, Ac228_holders, Co60_cables, K40_close, K40_far, K42_close_coax, K42_far, K42_inside_ms, Th228_cables, U238_cables, alpha_high_energy_bege, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
4477.5, 4470, 4, 4.07731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07731, 5.5, 1.5, 8.5, 0.5, 11.5, 0, 0.0372548
4492.5, 4485, 1, 4.13609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13609, 6.5, 1.5, 8.5, 0.5, 11.5, 0, -1.74391
4507.5, 4500, 3, 4.20287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.20287, 6.5, 1.5, 8.5, 0.5, 11.5, 0, -0.533936
4522.5, 4515, 3, 4.28119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.28119, 6.5, 1.5, 8.5, 0.5, 11.5, 0, -0.570185
4537.5, 4530, 6, 4.369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.369, 6.5, 1.5, 9.5, 0.5, 11.5, 0, 0.797981
4552.5, 4545, 5, 4.4657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4657, 6.5, 1.5, 9.5, 0.5, 11.5, 0, 0.315801
4567.5, 4560, 6, 4.57177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57177, 6.5, 1.5, 9.5, 0.5, 11.5, 0, 0.697709
4582.5, 4575, 4, 4.69281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.69281, 6.5, 1.5, 9.5, 0.5, 12.5, 0, -0.253187
4597.5, 4590, 3, 4.82861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82861, 7.5, 2.5, 9.5, 0.5, 12.5, 0, -0.812671
4612.5, 4605, 9, 4.98545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98545, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 1.64569
4627.5, 4620, 2, 5.17624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17624, 7.5, 2.5, 9.5, 0.5, 12.5, 0, -1.50947
4642.5, 4635, 6, 5.40166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.40166, 7.5, 2.5, 10.5, 0.5, 13.5, 0, 0.319375
4657.5, 4650, 6, 5.60034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60034, 7.5, 2.5, 10.5, 0.5, 13.5, 0, 0.233304
4672.5, 4665, 5, 5.3962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3962, 7.5, 2.5, 10.5, 0.5, 13.5, 0, -0.100753
4687.5, 4680, 5, 5.04343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.04343, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 0.0484822
4702.5, 4695, 7, 5.08443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08443, 7.5, 2.5, 9.5, 0.5, 12.5, 0, 0.858294
4717.5, 4710, 5, 5.21162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.21162, 7.5, 2.5, 9.5, 0.5, 12.5, 0, -0.0255666
4732.5, 4725, 4, 5.34908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34908, 7.5, 2.5, 10.5, 0.5, 13.5, 0, -0.532063
4747.5, 4740, 9, 5.50162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.50162, 7.5, 2.5, 10.5, 0.5, 13.5, 0, 1.41708
4762.5, 4755, 4, 5.66528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.66528, 7.5, 2.5, 10.5, 0.5, 13.5, 0, -0.660704
4777.5, 4770, 10, 5.84164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.84164, 8.5, 3.5, 11.5, 1.5, 13.5, 0, 1.60843
4792.5, 4785, 3, 6.03356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03356, 8.5, 3.5, 11.5, 1.5, 14.5, 0, -1.28355
4807.5, 4800, 7, 6.24415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.24415, 8.5, 3.5, 11.5, 1.5, 14.5, 0, 0.358296
4822.5, 4815, 6, 6.47272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.47272, 9.5, 3.5, 11.5, 1.5, 15.5, 0.5, -0.122366
4837.5, 4830, 6, 6.72938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.72938, 9.5, 3.5, 12.5, 1.5, 15.5, 0.5, -0.220927
4852.5, 4845, 10, 7.00576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.00576, 9.5, 3.5, 12.5, 1.5, 16.5, 0.5, 1.11346
4867.5, 4860, 11, 7.31059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.31059, 10.5, 4.5, 13.5, 2.5, 16.5, 0.5, 1.31681
4882.5, 4875, 11, 7.64965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.64965, 10.5, 4.5, 13.5, 2.5, 16.5, 0.5, 1.18455
4897.5, 4890, 7, 8.02543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.02543, 10.5, 4.5, 14.5, 2.5, 17.5, 0.5, -0.309493
4912.5, 4905, 9, 8.44659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44659, 11.5, 5.5, 14.5, 2.5, 18.5, 0.5, 0.242708
4927.5, 4920, 9, 8.91788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.91788, 11.5, 5.5, 15.5, 3.5, 19.5, 1.5, 0.0816128
4942.5, 4935, 13, 9.45169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.45169, 12.5, 5.5, 16.5, 3.5, 19.5, 1.5, 1.13616
4957.5, 4950, 15, 10.0507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.0507, 13.5, 6.5, 16.5, 3.5, 20.5, 1.5, 1.49425
4972.5, 4965, 14, 10.7389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.7389, 13.5, 6.5, 17.5, 4.5, 21.5, 1.5, 0.993682
4987.5, 4980, 11, 11.5181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.5181, 14.5, 7.5, 18.5, 4.5, 22.5, 2.5, -0.104999
5002.5, 4995, 30, 12.4265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.4265, 15.5, 8.5, 19.5, 5.5, 23.5, 2.5, 3.31279
5017.5, 5010, 13, 13.4722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13.4722, 17.5, 9.5, 21.5, 6.5, 25.5, 3.5, -0.0844399
5032.5, 5025, 11, 14.6962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.6962, 18.5, 10.5, 22.5, 6.5, 27.5, 4.5, -0.962195
5047.5, 5040, 16, 16.1436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16.1436, 19.5, 11.5, 24.5, 8.5, 29.5, 5.5, 0.00485479
5062.5, 5055, 22, 17.8677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17.8677, 22.5, 13.5, 26.5, 9.5, 31.5, 6.5, 0.977786
5077.5, 5070, 14, 19.9408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19.9408, 24.5, 15.5, 29.5, 11.5, 34.5, 7.5, -1.36532
5092.5, 5085, 26, 22.4711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22.4711, 27.5, 17.5, 32.5, 13.5, 37.5, 9.5, 0.758127
5107.5, 5100, 25, 25.6024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.6024, 30.5, 19.5, 36.5, 15.5, 41.5, 11.5, -0.0870073
5122.5, 5115, 35, 29.5388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.5388, 34.5, 23.5, 40.5, 18.5, 47.5, 14.5, 1.00345
5137.5, 5130, 31, 34.5822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.5822, 40.5, 28.5, 46.5, 22.5, 53.5, 18.5, -0.591241
5152.5, 5145, 46, 40.7633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40.7633, 46.5, 33.5, 53.5, 27.5, 60.5, 22.5, 0.827529
5167.5, 5160, 38, 40.7119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40.7119, 46.5, 33.5, 53.5, 27.5, 60.5, 22.5, -0.403625
5182.5, 5175, 37, 29.864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.864, 35.5, 24.5, 41.5, 19.5, 47.5, 14.5, 1.28471
5197.5, 5190, 20, 16.4139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16.4139, 20.5, 11.5, 25.5, 8.5, 29.5, 5.5, 0.891983
5212.5, 5205, 6, 6.93831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.93831, 9.5, 3.5, 12.5, 1.5, 16.5, 0.5, -0.299354
5227.5, 5220, 1, 1.76753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76753, 2.5, 0, 4.5, 0, 6.5, 0, -0.580307
5242.5, 5235, 0, 0.177079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177079, 0.5, 0, 1.5, 0, 2.5, 0, -0.674094
5257.5, 5250, 2, 0.142262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.142262, 0.5, 0, 1.5, 0, 2.5, 0, 0.592482
5272.5, 5265, 0, 0.161916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.161916, 0.5, 0, 1.5, 0, 2.5, 0, -0.658744
5287.5, 5280, 0, 0.18615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18615, 0.5, 0, 1.5, 0, 2.5, 0, -0.689241
5302.5, 5295, 0, 0.216487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.216487, 0.5, 0, 1.5, 0, 2.5, 0, -0.718099
5317.5, 5310, 0, 0.254946, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.254946, 0.5, 0, 1.5, 0, 2.5, 0, -0.775928
5332.5, 5325, 0, 0.304943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.304943, 0.5, 0, 1.5, 0, 3.5, 0, -0.829546
5347.5, 5340, 0, 0.371562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.371562, 0.5, 0, 2.5, 0, 3.5, 0, -0.891396
5362.5, 5355, 0, 0.455245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.455245, 1.5, 0, 2.5, 0, 3.5, 0, -0.975816
5377.5, 5370, 0, 0.450472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.450472, 1.5, 0, 2.5, 0, 3.5, 0, -0.978199
5392.5, 5385, 0, 0.178061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.178061, 0.5, 0, 1.5, 0, 2.5, 0, -0.674074
5407.5, 5400, 0, 0.0202485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0202485, 0.5, 0, 0.5, 0, 1.5, 0, -0.350405
5422.5, 5415, 0, 0.0105472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0105472, 0.5, 0, 0.5, 0, 1.5, 0, -0.296285
5437.5, 5430, 0, 0.0110596, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0110596, 0.5, 0, 0.5, 0, 1.5, 0, -0.310466
5452.5, 5445, 0, 0.0116614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0116614, 0.5, 0, 0.5, 0, 1.5, 0, -0.311555
5467.5, 5460, 0, 0.0123354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0123354, 0.5, 0, 0.5, 0, 1.5, 0, -0.312706
5482.5, 5475, 0, 0.013038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013038, 0.5, 0, 0.5, 0, 1.5, 0, -0.313835
5497.5, 5490, 0, 0.0138279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0138279, 0.5, 0, 0.5, 0, 1.5, 0, -0.315027
5512.5, 5505, 1, 0.0146895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0146895, 0.5, 0, 0.5, 0, 1.5, 0, 0.298205
5527.5, 5520, 0, 0.0156055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0156055, 0.5, 0, 0.5, 0, 1.5, 0, -0.331026
5542.5, 5535, 0, 0.0166487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0166487, 0.5, 0, 0.5, 0, 1.5, 0, -0.332452
5557.5, 5550, 0, 0.0177585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0177585, 0.5, 0, 0.5, 0, 1.5, 0, -0.33386
5572.5, 5565, 0, 0.018995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.018995, 0.5, 0, 0.5, 0, 1.5, 0, -0.348894
5587.5, 5580, 0, 0.0204069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0204069, 0.5, 0, 0.5, 0, 1.5, 0, -0.350589
5602.5, 5595, 0, 0.0219428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0219428, 0.5, 0, 0.5, 0, 1.5, 0, -0.35228
5617.5, 5610, 0, 0.0236955, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0236955, 0.5, 0, 0.5, 0, 1.5, 0, -0.367736
5632.5, 5625, 0, 0.0256247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0256247, 0.5, 0, 0.5, 0, 1.5, 0, -0.369685
5647.5, 5640, 0, 0.027851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.027851, 0.5, 0, 0.5, 0, 1.5, 0, -0.385423
5662.5, 5655, 0, 0.0303069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0303069, 0.5, 0, 0.5, 0, 1.5, 0, -0.38764
5677.5, 5670, 0, 0.033172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.033172, 0.5, 0, 0.5, 0, 1.5, 0, -0.403736
5692.5, 5685, 0, 0.0364471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0364471, 0.5, 0, 0.5, 0, 1.5, 0, -0.406292
5707.5, 5700, 0, 0.0402109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0402109, 0.5, 0, 0.5, 0, 1.5, 0, -0.422816
5722.5, 5715, 0, 0.0446482, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0446482, 0.5, 0, 0.5, 0, 1.5, 0, -0.425673
5737.5, 5730, 0, 0.0497951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0497951, 0.5, 0, 1.5, 0, 1.5, 0, -0.442704
5752.5, 5745, 0, 0.0559661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0559661, 0.5, 0, 1.5, 0, 1.5, 0, -0.460039
5767.5, 5760, 0, 0.0632644, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0632644, 0.5, 0, 1.5, 0, 1.5, 0, -0.477615
5782.5, 5775, 0, 0.072171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.072171, 0.5, 0, 1.5, 0, 1.5, 0, -0.49548
5797.5, 5790, 0, 0.0830912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0830912, 0.5, 0, 1.5, 0, 2.5, 0, -0.513531
5812.5, 5805, 0, 0.0967651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0967651, 0.5, 0, 1.5, 0, 2.5, 0, -0.546326
5827.5, 5820, 0, 0.114056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.114056, 0.5, 0, 1.5, 0, 2.5, 0, -0.579255
5842.5, 5835, 0, 0.136418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.136418, 0.5, 0, 1.5, 0, 2.5, 0, -0.611952
5857.5, 5850, 0, 0.166104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.166104, 0.5, 0, 1.5, 0, 2.5, 0, -0.658825
5872.5, 5865, 0, 0.206345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.206345, 0.5, 0, 1.5, 0, 2.5, 0, -0.71908
5887.5, 5880, 0, 0.245619, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.245619, 0.5, 0, 1.5, 0, 2.5, 0, -0.761553
5902.5, 5895, 0, 0.178301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.178301, 0.5, 0, 1.5, 0, 2.5, 0, -0.674069
5917.5, 5910, 0, 0.0331179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0331179, 0.5, 0, 0.5, 0, 1.5, 0, -0.389899
5932.5, 5925, 0, 0.00104186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00104186, 0.5, 0, 0.5, 0, 0.5, 0, -0.199594
5947.5, 5940, 0, 0.000445788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000445788, 0.5, 0, 0.5, 0, 0.5, 0, -0.179659
5962.5, 5955, 0, 0.000453757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000453757, 0.5, 0, 0.5, 0, 0.5, 0, -0.1798
5977.5, 5970, 0, 0.000464288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000464288, 0.5, 0, 0.5, 0, 0.5, 0, -0.179981
5992.5, 5985, 0, 0.000470034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000470034, 0.5, 0, 0.5, 0, 0.5, 0, -0.180079
6007.5, 6000, 0, 0.000478891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000478891, 0.5, 0, 0.5, 0, 0.5, 0, -0.180227
6022.5, 6015, 0, 0.000487211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000487211, 0.5, 0, 0.5, 0, 0.5, 0, -0.180364
6037.5, 6030, 0, 0.000495393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000495393, 0.5, 0, 0.5, 0, 0.5, 0, -0.180497
6052.5, 6045, 0, 0.000505275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000505275, 0.5, 0, 0.5, 0, 0.5, 0, -0.180654
6067.5, 6060, 0, 0.000516133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000516133, 0.5, 0, 0.5, 0, 0.5, 0, -0.180824
6082.5, 6075, 0, 0.000523702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000523702, 0.5, 0, 0.5, 0, 0.5, 0, -0.18094
6097.5, 6090, 0, 0.000534841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000534841, 0.5, 0, 0.5, 0, 0.5, 0, -0.181108
6112.5, 6105, 0, 0.000546651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000546651, 0.5, 0, 0.5, 0, 0.5, 0, -0.181283
6127.5, 6120, 0, 0.000557695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000557695, 0.5, 0, 0.5, 0, 0.5, 0, -0.181443
6142.5, 6135, 0, 0.000569063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000569063, 0.5, 0, 0.5, 0, 0.5, 0, -0.181605
6157.5, 6150, 0, 0.000580079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000580079, 0.5, 0, 0.5, 0, 0.5, 0, -0.181758
6172.5, 6165, 0, 0.000589416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000589416, 0.5, 0, 0.5, 0, 0.5, 0, -0.181887
6187.5, 6180, 0, 0.000602098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000602098, 0.5, 0, 0.5, 0, 0.5, 0, -0.182058
6202.5, 6195, 0, 0.000618377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000618377, 0.5, 0, 0.5, 0, 0.5, 0, -0.182272
6217.5, 6210, 0, 0.000627806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000627806, 0.5, 0, 0.5, 0, 0.5, 0, -0.182394
6232.5, 6225, 0, 0.000644657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000644657, 0.5, 0, 0.5, 0, 0.5, 0, -0.182608
6247.5, 6240, 0, 0.000654953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000654953, 0.5, 0, 0.5, 0, 0.5, 0, -0.182736
6262.5, 6255, 0, 0.000672865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000672865, 0.5, 0, 0.5, 0, 0.5, 0, -0.182954
6277.5, 6270, 0, 0.000687264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000687264, 0.5, 0, 0.5, 0, 0.5, 0, -0.183125
6292.5, 6285, 0, 0.00070305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00070305, 0.5, 0, 0.5, 0, 0.5, 0, -0.183309
6307.5, 6300, 0, 0.000719011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000719011, 0.5, 0, 0.5, 0, 0.5, 0, -0.196057
6322.5, 6315, 0, 0.000735335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000735335, 0.5, 0, 0.5, 0, 0.5, 0, -0.196269
6337.5, 6330, 0, 0.00075238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00075238, 0.5, 0, 0.5, 0, 0.5, 0, -0.196486
6352.5, 6345, 0, 0.000768823, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000768823, 0.5, 0, 0.5, 0, 0.5, 0, -0.196691
6367.5, 6360, 0, 0.000790019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000790019, 0.5, 0, 0.5, 0, 0.5, 0, -0.196949
6382.5, 6375, 0, 0.000805984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000805984, 0.5, 0, 0.5, 0, 0.5, 0, -0.197139
6397.5, 6390, 0, 0.000829503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000829503, 0.5, 0, 0.5, 0, 0.5, 0, -0.197412
6412.5, 6405, 0, 0.000850812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000850812, 0.5, 0, 0.5, 0, 0.5, 0, -0.197654
6427.5, 6420, 0, 0.00087065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00087065, 0.5, 0, 0.5, 0, 0.5, 0, -0.197873
6442.5, 6435, 0, 0.000894893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000894893, 0.5, 0, 0.5, 0, 0.5, 0, -0.198136
6457.5, 6450, 0, 0.000915205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000915205, 0.5, 0, 0.5, 0, 0.5, 0, -0.19835
6472.5, 6465, 0, 0.000940276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000940276, 0.5, 0, 0.5, 0, 0.5, 0, -0.198609
6487.5, 6480, 0, 0.000966171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000966171, 0.5, 0, 0.5, 0, 0.5, 0, -0.198869
6502.5, 6495, 0, 0.000993346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000993346, 0.5, 0, 0.5, 0, 0.5, 0, -0.199135
6517.5, 6510, 1, 0.0010208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0010208, 0.5, 0, 0.5, 0, 0.5, 0, 0.186892
6532.5, 6525, 0, 0.00104906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00104906, 0.5, 0, 0.5, 0, 0.5, 0, -0.19966
6547.5, 6540, 0, 0.00107494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00107494, 0.5, 0, 0.5, 0, 0.5, 0, -0.199895
6562.5, 6555, 0, 0.00110686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00110686, 0.5, 0, 0.5, 0, 0.5, 0, -0.200177
6577.5, 6570, 0, 0.00114338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00114338, 0.5, 0, 0.5, 0, 0.5, 0, -0.20049
6592.5, 6585, 0, 0.00117473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00117473, 0.5, 0, 0.5, 0, 0.5, 0, -0.200752
6607.5, 6600, 0, 0.00120693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00120693, 0.5, 0, 0.5, 0, 0.5, 0, -0.201014
6622.5, 6615, 0, 0.00124221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00124221, 0.5, 0, 0.5, 0, 0.5, 0, -0.201293
6637.5, 6630, 0, 0.00128089, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00128089, 0.5, 0, 0.5, 0, 0.5, 0, -0.201591
6652.5, 6645, 1, 0.00132385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00132385, 0.5, 0, 0.5, 0, 0.5, 0, 0.199956
6667.5, 6660, 0, 0.00136384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00136384, 0.5, 0, 0.5, 0, 0.5, 0, -0.202202
6682.5, 6675, 0, 0.00140369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00140369, 0.5, 0, 0.5, 0, 0.5, 0, -0.215197
6697.5, 6690, 0, 0.00144893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00144893, 0.5, 0, 0.5, 0, 0.5, 0, -0.215554
6712.5, 6705, 0, 0.00149917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00149917, 0.5, 0, 0.5, 0, 0.5, 0, -0.215937
6727.5, 6720, 0, 0.00154846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00154846, 0.5, 0, 0.5, 0, 0.5, 0, -0.216302
6742.5, 6735, 0, 0.00160333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00160333, 0.5, 0, 0.5, 0, 0.5, 0, -0.216695
6757.5, 6750, 0, 0.00165998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00165998, 0.5, 0, 0.5, 0, 0.5, 0, -0.217087
6772.5, 6765, 0, 0.00171905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00171905, 0.5, 0, 0.5, 0, 0.5, 0, -0.217483
6787.5, 6780, 0, 0.00178116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00178116, 0.5, 0, 0.5, 0, 0.5, 0, -0.217886
6802.5, 6795, 0, 0.00184404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00184404, 0.5, 0, 0.5, 0, 0.5, 0, -0.21828
6817.5, 6810, 0, 0.00190828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00190828, 0.5, 0, 0.5, 0, 0.5, 0, -0.218669
6832.5, 6825, 0, 0.00197016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00197016, 0.5, 0, 0.5, 0, 0.5, 0, -0.219032
6847.5, 6840, 0, 0.00204772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00204772, 0.5, 0, 0.5, 0, 0.5, 0, -0.219473
