xunit, xunit_low, fitted_data, total_model, Nnbb_bege, Ac228_holders, Co60_cables, K40_close, K40_far, K42_close_coax, K42_far, K42_inside_ms, Th228_cables, U238_cables, alpha_high_energy_bege, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
6862.5, 6855, 0, 0.00212669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00212669, 0.5, 0, 0.5, 0, 0.5, 0, -0.219905
6877.5, 6870, 0, 0.00220829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00220829, 0.5, 0, 0.5, 0, 0.5, 0, -0.220335
6892.5, 6885, 0, 0.00229379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00229379, 0.5, 0, 0.5, 0, 0.5, 0, -0.22077
6907.5, 6900, 0, 0.00239375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00239375, 0.5, 0, 0.5, 0, 0.5, 0, -0.234077
6922.5, 6915, 0, 0.00248578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00248578, 0.5, 0, 0.5, 0, 0.5, 0, -0.234571
6937.5, 6930, 0, 0.00259684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00259684, 0.5, 0, 0.5, 0, 0.5, 0, -0.235143
6952.5, 6945, 0, 0.00270248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00270248, 0.5, 0, 0.5, 0, 0.5, 0, -0.235667
6967.5, 6960, 0, 0.00281458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00281458, 0.5, 0, 0.5, 0, 0.5, 0, -0.236201
6982.5, 6975, 0, 0.00294062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00294062, 0.5, 0, 0.5, 0, 0.5, 0, -0.236778
6997.5, 6990, 0, 0.00307853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00307853, 0.5, 0, 0.5, 0, 1.5, 0, -0.237381
7012.5, 7005, 0, 0.00322167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00322167, 0.5, 0, 0.5, 0, 1.5, 0, -0.237981
7027.5, 7020, 0, 0.00336642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00336642, 0.5, 0, 0.5, 0, 1.5, 0, -0.238562
7042.5, 7035, 0, 0.00353355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00353355, 0.5, 0, 0.5, 0, 1.5, 0, -0.239202
7057.5, 7050, 0, 0.00370533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00370533, 0.5, 0, 0.5, 0, 1.5, 0, -0.23983
7072.5, 7065, 0, 0.00388987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00388987, 0.5, 0, 0.5, 0, 1.5, 0, -0.253447
7087.5, 7080, 0, 0.00409187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00409187, 0.5, 0, 0.5, 0, 1.5, 0, -0.254207
7102.5, 7095, 0, 0.00430933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00430933, 0.5, 0, 0.5, 0, 1.5, 0, -0.254984
7117.5, 7110, 0, 0.00454019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00454019, 0.5, 0, 0.5, 0, 1.5, 0, -0.255768
7132.5, 7125, 0, 0.00480207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00480207, 0.5, 0, 0.5, 0, 1.5, 0, -0.256611
7147.5, 7140, 0, 0.00506498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00506498, 0.5, 0, 0.5, 0, 1.5, 0, -0.257412
7162.5, 7155, 0, 0.00537043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00537043, 0.5, 0, 0.5, 0, 1.5, 0, -0.258293
7177.5, 7170, 0, 0.00568815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00568815, 0.5, 0, 0.5, 0, 1.5, 0, -0.272212
7192.5, 7185, 0, 0.00604254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00604254, 0.5, 0, 0.5, 0, 1.5, 0, -0.273233
7207.5, 7200, 0, 0.00644167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00644167, 0.5, 0, 0.5, 0, 1.5, 0, -0.274314
7222.5, 7215, 0, 0.00686175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00686175, 0.5, 0, 0.5, 0, 1.5, 0, -0.27538
7237.5, 7230, 0, 0.00732673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00732673, 0.5, 0, 0.5, 0, 1.5, 0, -0.276486
7252.5, 7245, 0, 0.00785375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00785375, 0.5, 0, 0.5, 0, 1.5, 0, -0.277655
7267.5, 7260, 0, 0.0084292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0084292, 0.5, 0, 0.5, 0, 1.5, 0, -0.292101
7282.5, 7275, 0, 0.00907645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00907645, 0.5, 0, 0.5, 0, 1.5, 0, -0.293487
7297.5, 7290, 0, 0.00978577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00978577, 0.5, 0, 0.5, 0, 1.5, 0, -0.294892
7312.5, 7305, 0, 0.0105899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0105899, 0.5, 0, 0.5, 0, 1.5, 0, -0.29636
7327.5, 7320, 0, 0.0115114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0115114, 0.5, 0, 0.5, 0, 1.5, 0, -0.311289
7342.5, 7335, 0, 0.0125353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0125353, 0.5, 0, 0.5, 0, 1.5, 0, -0.313034
7357.5, 7350, 0, 0.0137044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0137044, 0.5, 0, 0.5, 0, 1.5, 0, -0.314846
7372.5, 7365, 0, 0.0150409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0150409, 0.5, 0, 0.5, 0, 1.5, 0, -0.330209
7387.5, 7380, 0, 0.0166066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0166066, 0.5, 0, 0.5, 0, 1.5, 0, -0.332396
7402.5, 7395, 0, 0.0183921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0183921, 0.5, 0, 0.5, 0, 1.5, 0, -0.348124
7417.5, 7410, 0, 0.0204889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0204889, 0.5, 0, 0.5, 0, 1.5, 0, -0.350683
7432.5, 7425, 0, 0.0230126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0230126, 0.5, 0, 0.5, 0, 1.5, 0, -0.366998
7447.5, 7440, 0, 0.0259977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0259977, 0.5, 0, 0.5, 0, 1.5, 0, -0.37004
7462.5, 7455, 0, 0.0296068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0296068, 0.5, 0, 0.5, 0, 1.5, 0, -0.387033
7477.5, 7470, 0, 0.034016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.034016, 0.5, 0, 0.5, 0, 1.5, 0, -0.404427
7492.5, 7485, 0, 0.0394651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0394651, 0.5, 0, 0.5, 0, 1.5, 0, -0.422288
7507.5, 7500, 0, 0.0463426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0463426, 0.5, 0, 0.5, 0, 1.5, 0, -0.440691
7522.5, 7515, 0, 0.0552314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0552314, 0.5, 0, 1.5, 0, 1.5, 0, -0.45967
7537.5, 7530, 0, 0.0669335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0669335, 0.5, 0, 1.5, 0, 1.5, 0, -0.479124
7552.5, 7545, 0, 0.0827306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0827306, 0.5, 0, 1.5, 0, 2.5, 0, -0.513425
7567.5, 7560, 0, 0.104856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.104856, 0.5, 0, 1.5, 0, 2.5, 0, -0.562783
7582.5, 7575, 0, 0.132326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.132326, 0.5, 0, 1.5, 0, 2.5, 0, -0.611536
7597.5, 7590, 0, 0.11994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11994, 0.5, 0, 1.5, 0, 2.5, 0, -0.580164
7612.5, 7605, 0, 0.0333608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0333608, 0.5, 0, 0.5, 0, 1.5, 0, -0.403893
7627.5, 7620, 0, 0.00100088, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00100088, 0.5, 0, 0.5, 0, 0.5, 0, -0.199208
7642.5, 7635, 0, 8.00872e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.00872e-07, 0.5, 0, 0.5, 0, 0.5, 0, -0.103286
7657.5, 7650, 0, 1.18123e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18123e-08, 0.5, 0, 0.5, 0, 0.5, 0, -0.0719181
7672.5, 7665, 0, 2.36245e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36245e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0699114
7687.5, 7680, 0, 7.08736e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08736e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0712724
7702.5, 7695, 0, 2.40837e-306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40837e-306, 0.5, 0, 0.5, 0, 0.5, 0, -0.00356178
7717.5, 7710, 0, 1.18123e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18123e-08, 0.5, 0, 0.5, 0, 0.5, 0, -0.0719181
7732.5, 7725, 0, 1.65372e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65372e-08, 0.5, 0, 0.5, 0, 0.5, 0, -0.072348
7747.5, 7740, 0, 9.44982e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.44982e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0716351
7762.5, 7755, 0, 1.65372e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65372e-08, 0.5, 0, 0.5, 0, 0.5, 0, -0.072348
7777.5, 7770, 0, 7.08736e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08736e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0712724
7792.5, 7785, 0, 4.72491e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72491e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0707658
7807.5, 7800, 0, 9.44982e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.44982e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0716351
7822.5, 7815, 0, 1.18123e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18123e-08, 0.5, 0, 0.5, 0, 0.5, 0, -0.0719181
7837.5, 7830, 0, 7.08736e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08736e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0712724
7852.5, 7845, 0, 9.44982e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.44982e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0716351
7867.5, 7860, 0, 1.18123e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18123e-08, 0.5, 0, 0.5, 0, 0.5, 0, -0.0719181
7882.5, 7875, 0, 4.72491e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72491e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0707658
7897.5, 7890, 0, 7.08736e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08736e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0712724
7912.5, 7905, 0, 1.18123e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18123e-08, 0.5, 0, 0.5, 0, 0.5, 0, -0.0719181
7927.5, 7920, 0, 1.18123e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18123e-08, 0.5, 0, 0.5, 0, 0.5, 0, -0.0719181
7942.5, 7935, 0, 4.72491e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72491e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0707658
7957.5, 7950, 0, 2.36245e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36245e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0699114
7972.5, 7965, 0, 7.08736e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08736e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0712724
7987.5, 7980, 0, 4.72491e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72491e-09, 0.5, 0, 0.5, 0, 0.5, 0, -0.0707658
