xunit, xunit_low, fitted_data, total_model, Ac228_holders, Co60_cables, K40_close, K40_far, K42_close_coax, K42_far, K42_inside_ms, Th228_cables, U238_cables, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
555, 535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0
595, 575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0
635, 615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0
675, 655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0
715, 695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0
755, 735, 3, 0.069631, 0.00235852, 0, 0.00275382, 0, 0, 0.0136788, 0.000311755, 0.00129556, 0.0492325, 0.0333333, 0, 0.1, 0, 0.1, 0, 0.473338
795, 775, 7, 0.348742, 0.0124654, 5.97857e-05, 0.0110153, 0.00776677, 0.00226911, 0.0652375, 0.00062351, 0.00371939, 0.245585, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.853114
835, 815, 7, 0.694898, 0.0252117, 8.96786e-05, 0.0206536, 0.00582507, 0.0124801, 0.154676, 0.00327343, 0.00814226, 0.464546, 0.1, 0, 0.166667, 0, 0.3, 0, 1.1656
875, 855, 14, 1.20655, 0.0436215, 0.00020925, 0.0309804, 0.0330088, 0.0283639, 0.252532, 0.00264992, 0.0138292, 0.801357, 0.166667, 0, 0.233333, 0, 0.366667, 0, 1.51063
915, 895, 43, 2.00216, 0.0708516, 0.000224196, 0.06678, 0.0582507, 0.030633, 0.400895, 0.00498808, 0.0227585, 1.34678, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 1.93152
955, 935, 59, 2.93754, 0.106377, 0.0004185, 0.0922528, 0.0485423, 0.0499204, 0.574511, 0.00576747, 0.0329239, 2.02682, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 2.30809
995, 975, 64, 4.00539, 0.152276, 0.000553018, 0.121168, 0.0660175, 0.0658042, 0.7355, 0.00732625, 0.0461196, 2.81062, 0.366667, 0.1, 0.566667, 0.0333333, 0.7, 0, 2.57929
1035, 1015, 75, 5.29623, 0.204185, 0.000732375, 0.144575, 0.10291, 0.091899, 0.945944, 0.0110673, 0.0618156, 3.7331, 0.5, 0.166667, 0.7, 0.0333333, 0.9, 0, 3.15705
1075, 1055, 89, 8.00227, 0.400482, 0.00100141, 0.214109, 0.133977, 0.0975718, 1.43838, 0.014029, 0.0897909, 5.61293, 0.7, 0.3, 0.966667, 0.166667, 1.16667, 0.0333333, 3.24003
1115, 1095, 133, 12.3819, 0.436555, 0.0014797, 0.328393, 0.231061, 0.170183, 2.18861, 0.0238493, 0.139842, 8.86195, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, 3.31891
1155, 1135, 136, 17.9168, 0.55573, 0.00237648, 0.500506, 0.314554, 0.209893, 3.07037, 0.0303961, 0.188734, 13.0443, 1.5, 0.9, 1.76667, 0.633333, 2.1, 0.433333, 3.38022
1195, 1175, 155, 26.1035, 0.706128, 0.00319854, 0.635443, 0.403872, 0.243929, 3.66488, 0.0366312, 0.245615, 20.1638, 2.1, 1.36667, 2.43333, 1.03333, 2.83333, 0.766667, 3.4388
1235, 1215, 144, 24.9087, 0.936827, 0.00403553, 0.777953, 0.502898, 0.283639, 4.47824, 0.0403723, 0.312797, 17.572, 1.96667, 1.3, 2.36667, 1.03333, 2.7, 0.7, 3.43169
1275, 1255, 150, 29.7369, 1.1016, 0.0044092, 0.910825, 0.555324, 0.348308, 4.89492, 0.053466, 0.40776, 21.4602, 2.3, 1.56667, 2.7, 1.23333, 3.16667, 0.966667, 3.45836
1315, 1295, 142, 66.2231, 1.25825, 0.00554512, 1.00445, 0.650467, 0.389152, 5.51994, 0.0593894, 0.874104, 56.4618, 4.96667, 3.83333, 5.5, 3.3, 6.03333, 2.76667, 2.30739
1355, 1335, 145, 29.8564, 1.48916, 0.00617287, 1.18965, 0.685417, 0.412978, 6.2165, 0.0639098, 0.372256, 19.4204, 2.36667, 1.63333, 2.76667, 1.3, 3.16667, 0.966667, 3.45896
1395, 1375, 160, 33.7635, 1.92892, 0.00745827, 1.27433, 0.813569, 0.416382, 6.36592, 0.0607923, 0.731798, 22.1643, 2.63333, 1.83333, 3.03333, 1.43333, 3.5, 1.16667, 3.47711
1435, 1415, 124, 40.4712, 5.3178, 0.00825043, 1.36589, 0.829102, 0.448149, 6.53427, 0.0637539, 0.418588, 25.4854, 3.1, 2.23333, 3.56667, 1.83333, 4.03333, 1.5, 3.50338
1460, 1455, 111, 126.069, 0.632948, 0.00826537, 1.47673, 0.877644, 0.437938, 6.62792, 0.0673391, 0.406518, 115.533, 9.16667, 7.63333, 9.9, 6.9, 10.6333, 6.16667, 30.6315
1492.5, 1465, 76, 11.4303, 0.657191, 0.00778709, 1.43061, 0.88347, 0.431131, 6.44799, 0.0731066, 0.445455, 1.05352, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, 3.30503
1525, 1520, 58, 11.5163, 0.702306, 0.00923689, 1.48224, 0.798035, 0.441342, 6.39959, 0.0668715, 0.46205, 1.15463, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, 3.30634
1765, 1530, 53, 11.7202, 0.726394, 0.00877355, 1.54076, 0.920362, 0.398229, 6.27753, 0.0590776, 0.5049, 1.28415, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, 3.3094
2500, 2000, 49, 11.7972, 0.781512, 0.00996927, 1.49601, 0.961137, 0.382345, 6.25544, 0.0604805, 0.52903, 1.32127, 0.966667, 0.5, 1.23333, 0.3, 1.56667, 0.166667, 3.31022
3044.02, 3000, 37, 11.701, 0.753668, 0.0085643, 1.53181, 0.932012, 0.364192, 6.10707, 0.0651568, 0.606064, 1.33246, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -3.06422
3132.05, 3088.04, 23, 11.6281, 0.779508, 0.00865398, 1.52837, 0.916478, 0.348308, 6.0229, 0.0601688, 0.61865, 1.34511, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -3.04011
3220.09, 3176.07, 20, 12.3352, 0.898454, 0.00955077, 1.53869, 0.935895, 0.357385, 5.85244, 0.0570512, 1.26271, 1.423, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.29891
3308.13, 3264.11, 29, 11.7807, 0.805496, 0.00916216, 1.57036, 0.920362, 0.340367, 5.59464, 0.0609481, 0.539975, 1.9394, 0.966667, 0.5, 1.23333, 0.3, 1.56667, 0.166667, -3.09106
3396.16, 3352.14, 21, 12.2876, 0.795308, 0.00946109, 1.58689, 1.02715, 0.324483, 5.62621, 0.0637539, 0.58449, 2.26981, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.27899
3484.2, 3440.18, 17, 11.0826, 0.83107, 0.00953582, 1.61029, 1.0058, 0.332425, 5.53782, 0.0581423, 0.542002, 1.15549, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -2.86892
3572.23, 3528.21, 27, 11.1924, 0.828948, 0.00937141, 1.63577, 1.00968, 0.285908, 5.56203, 0.0603246, 0.609904, 1.19045, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -2.90237
3660.27, 3616.25, 13, 12.4921, 0.8528, 0.0101337, 1.64609, 1.10482, 0.290446, 5.2411, 0.0615717, 0.614365, 2.67081, 1.1, 0.566667, 1.3, 0.366667, 1.63333, 0.233333, -3.36896
3748.3, 3704.29, 11, 11.0296, 0.897405, 0.00999916, 1.63852, 1.08541, 0.285908, 5.34842, 0.0612599, 0.685288, 1.0174, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -2.85291
3836.34, 3792.32, 12, 10.8271, 0.943769, 0.0107913, 1.62544, 0.999971, 0.255275, 5.15587, 0.0562718, 0.751465, 1.0282, 0.966667, 0.5, 1.16667, 0.3, 1.43333, 0.1, -2.79233
3924.38, 3880.36, 20, 13.6466, 0.932731, 0.0102234, 1.71563, 1.07376, 0.277966, 5.05801, 0.0545572, 2.8507, 1.67304, 1.16667, 0.633333, 1.43333, 0.433333, 1.7, 0.233333, -3.9
4012.41, 3968.39, 14, 10.8843, 0.95636, 0.0110454, 1.68396, 1.10676, 0.250737, 4.97594, 0.0551807, 0.703849, 1.14051, 0.966667, 0.5, 1.16667, 0.3, 1.43333, 0.1, -2.80937
4100.45, 4056.43, 13, 12.7061, 1.00651, 0.0109707, 1.70805, 1.10482, 0.267755, 5.05906, 0.0568953, 0.582245, 2.9098, 1.1, 0.566667, 1.36667, 0.366667, 1.63333, 0.233333, -3.4802
4188.48, 4144.46, 21, 11.0326, 1.06691, 0.0115087, 1.80719, 1.15919, 0.225776, 5.00645, 0.0634422, 0.627098, 1.06506, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -2.85382
4276.52, 4232.5, 8, 11.1393, 1.10529, 0.0113892, 1.82303, 1.21938, 0.222373, 4.85283, 0.0512837, 0.667912, 1.18582, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -2.88616
4364.55, 4320.54, 18, 11.3561, 1.1804, 0.0113294, 1.84024, 1.22132, 0.223507, 4.816, 0.0579865, 0.69566, 1.30967, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -2.95306
4452.59, 4408.57, 23, 11.5256, 1.26594, 0.0112547, 1.83748, 1.21744, 0.212162, 4.77917, 0.0567394, 0.747221, 1.39818, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -3.0068
4540.62, 4496.61, 11, 11.8387, 1.40012, 0.0130183, 1.83404, 1.3087, 0.209893, 4.7455, 0.0575188, 0.812979, 1.45693, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.11093
4628.66, 4584.64, 13, 12.2067, 1.46972, 0.0128689, 1.88292, 1.27957, 0.228046, 4.82968, 0.0551807, 0.894421, 1.55426, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.2463
4716.7, 4672.68, 11, 12.1719, 1.59573, 0.012824, 1.89118, 1.22909, 0.207624, 4.54979, 0.0500367, 1.00047, 1.63518, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.23266
4804.73, 4760.71, 11, 18.2401, 1.78419, 0.013108, 2.03025, 1.37472, 0.186067, 4.68553, 0.0550248, 6.45282, 1.65843, 1.5, 0.9, 1.76667, 0.633333, 2.16667, 0.433333, -3.9
4892.77, 4848.75, 17, 12.0878, 1.92833, 0.0132724, 1.99858, 1.34365, 0.194009, 4.68448, 0.0589217, 0.215887, 1.65065, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.20047
4980.8, 4936.79, 11, 12.4372, 2.17076, 0.0137507, 2.0275, 1.41549, 0.217835, 4.59925, 0.0526866, 0.22155, 1.7184, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.34359
5068.84, 5024.82, 22, 13.4766, 2.50536, 0.0146923, 2.10736, 1.4252, 0.170183, 4.65396, 0.0523749, 0.226662, 2.32082, 1.16667, 0.633333, 1.43333, 0.433333, 1.7, 0.233333, -3.9
5156.88, 5112.86, 12, 18.1894, 2.96284, 0.0149165, 2.14385, 1.39802, 0.187202, 4.46667, 0.0565836, 0.318162, 6.6412, 1.5, 0.9, 1.76667, 0.633333, 2.16667, 0.433333, -3.9
5244.91, 5200.89, 10, 12.3643, 2.80715, 0.0147372, 2.16794, 1.50481, 0.190605, 4.48666, 0.0579865, 0.224527, 0.909872, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.31136
5332.95, 5288.93, 11, 12.4226, 2.9222, 0.0165009, 2.16863, 1.45433, 0.186067, 4.44878, 0.0639098, 0.249765, 0.91247, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.33702
5420.98, 5376.96, 19, 16.8581, 3.63717, 0.0169044, 2.14591, 1.53976, 0.197413, 4.48561, 0.0525308, 0.249186, 4.53361, 1.43333, 0.833333, 1.7, 0.566667, 2.03333, 0.366667, -3.9
5509.02, 5465, 10, 13.3675, 3.05914, 0.017009, 2.27603, 1.66791, 0.190605, 4.47719, 0.0570512, 0.267165, 1.35539, 1.16667, 0.633333, 1.43333, 0.433333, 1.7, 0.233333, -3.9
5597.05, 5553.04, 12, 13.3466, 3.13536, 0.0192809, 2.34212, 1.65626, 0.188336, 4.62976, 0.054713, 1.00647, 0.314274, 1.16667, 0.633333, 1.43333, 0.433333, 1.7, 0.233333, -3.9
5685.09, 5641.07, 23, 12.8828, 3.47866, 0.0191314, 2.37654, 1.73587, 0.184933, 4.56347, 0.0581423, 0.161828, 0.304256, 1.1, 0.566667, 1.36667, 0.366667, 1.63333, 0.233333, -3.59633
5773.12, 5729.11, 13, 13.1386, 3.59993, 0.0203271, 2.42405, 1.72811, 0.167914, 4.63502, 0.0579865, 0.197325, 0.307958, 1.1, 0.566667, 1.36667, 0.366667, 1.7, 0.233333, -3.87475
5861.16, 5817.14, 27, 27.5174, 17.7985, 0.021194, 2.53145, 1.79606, 0.161107, 4.67185, 0.059857, 0.181131, 0.296198, 2.16667, 1.43333, 2.56667, 1.16667, 2.96667, 0.833333, -3.9
5949.2, 5905.18, 11, 11.8501, 2.05287, 0.0247812, 2.63196, 1.92616, 0.153165, 4.51296, 0.0620393, 0.164095, 0.322115, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.11489
6037.23, 5993.21, 14, 11.9498, 2.25693, 0.0258274, 2.63953, 1.765, 0.158838, 4.49718, 0.0618834, 0.168054, 0.376563, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.14995
6125.27, 6081.25, 15, 12.6191, 2.369, 0.0279498, 2.88806, 2.0679, 0.162241, 4.53401, 0.0671832, 0.189988, 0.31275, 1.1, 0.566667, 1.36667, 0.366667, 1.63333, 0.233333, -3.43214
6213.3, 6169.29, 11, 22.7379, 12.4967, 0.0303861, 2.93075, 1.998, 0.174722, 4.51296, 0.0581423, 0.172899, 0.363278, 1.83333, 1.16667, 2.16667, 0.9, 2.56667, 0.633333, -3.9
6301.34, 6257.32, 16, 11.6244, 1.11928, 0.0352885, 2.98101, 2.22518, 0.181529, 4.52033, 0.0632863, 0.167465, 0.331044, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -3.03889
6389.38, 6345.36, 12, 11.487, 0.851868, 0.0377248, 3.13591, 2.09314, 0.169049, 4.61924, 0.0634422, 0.179314, 0.33736, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -2.99445
6477.41, 6433.39, 16, 12.0515, 0.925751, 0.0415361, 3.20475, 2.26013, 0.176991, 4.85599, 0.0637539, 0.177367, 0.345201, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.18693
6565.45, 6521.43, 16, 12.1089, 0.940472, 0.0460948, 3.35002, 2.33391, 0.189471, 4.64554, 0.0676509, 0.166999, 0.368723, 1.03333, 0.566667, 1.3, 0.366667, 1.56667, 0.166667, -3.20844
6653.48, 6609.46, 13, 12.5495, 0.991686, 0.0498762, 3.44158, 2.39993, 0.198547, 4.87282, 0.0657804, 0.170969, 0.358269, 1.1, 0.566667, 1.36667, 0.366667, 1.63333, 0.233333, -3.39662
6741.52, 6697.5, 15, 13.3932, 1.41124, 0.053284, 3.71214, 2.62322, 0.171318, 4.82337, 0.0692097, 0.168921, 0.360446, 1.16667, 0.633333, 1.43333, 0.433333, 1.7, 0.233333, -3.9
6829.55, 6785.54, 22, 13.8106, 1.35879, 0.057185, 3.83882, 2.87759, 0.181529, 4.82337, 0.0703008, 0.216628, 0.386364, 1.16667, 0.633333, 1.43333, 0.433333, 1.7, 0.233333, -3.9
6917.59, 6873.57, 18, 14.0356, 0.757121, 0.0606526, 4.02746, 2.9436, 0.172452, 4.99909, 0.0709243, 0.624948, 0.379394, 1.16667, 0.633333, 1.43333, 0.433333, 1.76667, 0.233333, -3.9
7005.62, 6961.61, 17, 14.7646, 1.09741, 0.0629992, 4.46049, 3.15719, 0.200816, 5.06748, 0.0759124, 0.241364, 0.400956, 1.23333, 0.7, 1.5, 0.433333, 1.83333, 0.3, -3.9
7093.66, 7049.64, 26, 16.3536, 1.86154, 0.0671543, 4.81229, 3.36689, 0.215565, 5.04012, 0.0809005, 0.13051, 0.778608, 1.36667, 0.766667, 1.63333, 0.566667, 1.96667, 0.366667, -3.9
7181.7, 7137.68, 17, 15.567, 0.523872, 0.0743585, 5.24533, 3.5863, 0.224642, 5.32107, 0.084018, 0.124948, 0.382443, 1.3, 0.766667, 1.56667, 0.5, 1.9, 0.3, -3.9
7269.73, 7225.71, 13, 16.2924, 0.596416, 0.082848, 5.61641, 3.66203, 0.203085, 5.49468, 0.0813681, 0.128727, 0.426873, 1.36667, 0.766667, 1.63333, 0.566667, 1.96667, 0.366667, -3.9
7357.77, 7313.75, 23, 17.5528, 0.806716, 0.102428, 6.24841, 4.12027, 0.181529, 5.43892, 0.0866679, 0.127291, 0.440594, 1.43333, 0.833333, 1.76667, 0.633333, 2.1, 0.433333, -3.9
7445.8, 7401.79, 25, 19.1465, 0.473138, 0.595525, 6.92653, 4.55132, 0.224642, 5.68619, 0.0918119, 0.13822, 0.459106, 1.56667, 0.966667, 1.9, 0.7, 2.23333, 0.5, -3.9
7533.84, 7489.82, 23, 19.8655, 0.411794, 0.0395034, 7.70449, 4.84258, 0.228046, 5.93872, 0.0960206, 0.136266, 0.468036, 1.63333, 1.03333, 1.96667, 0.766667, 2.3, 0.5, -3.9
7621.88, 7577.86, 24, 21.5944, 0.418611, 0.0438379, 8.71376, 5.39402, 0.247333, 6.05446, 0.100853, 0.133838, 0.487637, 1.76667, 1.1, 2.1, 0.833333, 2.43333, 0.566667, -3.9
7709.91, 7665.89, 20, 23.5748, 0.427084, 0.050504, 9.8862, 5.82119, 0.277966, 6.33751, 0.101788, 0.140539, 0.532067, 1.9, 1.23333, 2.23333, 0.9, 2.63333, 0.7, -3.9
7797.95, 7753.93, 30, 26.5179, 0.571604, 0.053015, 11.469, 6.57651, 0.299523, 6.58899, 0.109894, 0.140078, 0.70935, 2.1, 1.36667, 2.5, 1.1, 2.9, 0.833333, -3.9
7885.98, 7841.96, 26, 29.6989, 0.669316, 0.0529701, 13.2321, 7.59784, 0.330156, 7.00356, 0.11722, 0.152543, 0.543174, 2.3, 1.56667, 2.7, 1.23333, 3.16667, 0.966667, -3.9
7974.02, 7930, 35, 32.5141, 0.415971, 0.0572896, 15.2499, 8.24054, 0.367596, 7.32975, 0.130937, 0.159097, 0.562993, 2.56667, 1.76667, 2.96667, 1.43333, 3.36667, 1.1, -3.9
8062.05, 8018.04, 35, 37.1612, 0.555139, 0.0627899, 17.9439, 9.39584, 0.375538, 7.89584, 0.142316, 0.170074, 0.619837, 2.9, 2.03333, 3.3, 1.63333, 3.76667, 1.3, -3.9
8150.09, 8106.07, 28, 41.1294, 0.414478, 0.0680511, 20.4636, 10.3628, 0.442477, 8.42616, 0.157592, 0.178139, 0.616135, 3.16667, 2.3, 3.63333, 1.9, 4.1, 1.56667, -3.9
8238.12, 8194.11, 31, 45.8145, 0.441568, 0.0732973, 23.2567, 11.4288, 0.442477, 9.14588, 0.178636, 0.189231, 0.657951, 3.5, 2.56667, 3.96667, 2.16667, 4.5, 1.76667, -3.9
8326.16, 8282.14, 34, 51.1441, 0.447357, 0.53849, 26.089, 12.3278, 0.524165, 10.1655, 0.194691, 0.190481, 0.666663, 3.9, 2.9, 4.36667, 2.43333, 4.83333, 1.96667, -6.73202
8414.2, 8370.18, 37, 54.4615, 0.552684, 0.0475894, 28.0228, 13.3802, 0.594507, 10.6958, 0.208564, 0.242335, 0.716973, 4.16667, 3.1, 4.63333, 2.63333, 5.1, 2.16667, -6.97329
8502.23, 8458.21, 50, 56.6737, 0.522297, 0.0284281, 28.8572, 13.5452, 0.663715, 11.8943, 0.236778, 0.201589, 0.72416, 4.3, 3.23333, 4.83333, 2.76667, 5.3, 2.23333, -7.12969
8590.27, 8546.25, 38, 61.4513, 1.53345, 0.0307, 28.6831, 13.6831, 0.734057, 12.9012, 0.265927, 0.217828, 3.40192, 4.63333, 3.56667, 5.16667, 3.03333, 5.7, 2.5, -7.45639
8678.3, 8634.29, 33, 58.2479, 0.453064, 0.0385618, 28.4545, 13.7239, 0.818014, 13.5294, 0.291179, 0.233681, 0.705647, 4.43333, 3.36667, 4.9, 2.83333, 5.43333, 2.36667, -7.23895
8766.34, 8722.32, 49, 60.008, 0.468827, 0.0408635, 28.6087, 14.4695, 0.903106, 14.3344, 0.313158, 0.243313, 0.626153, 4.56667, 3.43333, 5.03333, 2.96667, 5.56667, 2.43333, -7.35921
8854.38, 8810.36, 57, 61.4253, 0.499163, 0.0403105, 28.977, 14.8481, 0.865666, 14.8721, 0.310352, 0.254742, 0.757918, 4.63333, 3.56667, 5.16667, 3.03333, 5.7, 2.5, -7.45465
8942.41, 8898.39, 46, 64.9764, 0.901404, 0.0401312, 30.599, 16.2189, 0.924663, 15.133, 0.339501, 0.268327, 0.55145, 4.9, 3.76667, 5.43333, 3.23333, 5.96667, 2.7, -7.68863
9030.45, 8986.43, 57, 69.5871, 0.558835, 0.042672, 33.5828, 18.083, 0.99387, 15.1109, 0.355089, 0.291973, 0.568003, 5.23333, 4.03333, 5.76667, 3.5, 6.3, 2.96667, -7.98226
9118.48, 9074.46, 475, 513.996, 1.01072, 0.0427916, 315.861, 179.146, 1.01089, 15.6254, 0.38268, 0.303263, 0.612432, 35.8333, 32.7, 37.3, 31.2333, 38.7667, 29.7667, -22.5391
9206.52, 9162.5, 27, 19.1504, 0.754119, 0.042956, 0, 0, 1.01656, 15.9295, 0.431469, 0.33765, 0.638132, 1.56667, 0.966667, 1.9, 0.7, 2.23333, 0.5, -3.9
9294.55, 9250.54, 16, 20.6028, 0.857376, 0.0418052, 0, 0, 1.0869, 17.088, 0.477921, 0.357127, 0.693669, 1.7, 1.03333, 2.03333, 0.766667, 2.36667, 0.566667, -3.9
9382.59, 9338.57, 23, 23.7546, 0.647032, 0.0405198, 0, 0, 1.28091, 18.8852, 0.561159, 1.52431, 0.815415, 1.9, 1.23333, 2.23333, 0.9, 2.63333, 0.7, -3.9
9470.62, 9426.61, 187, 200.025, 0.44993, 0.0408635, 0, 0, 12.0705, 180.715, 5.61222, 0.342031, 0.793853, 14.3, 12.3667, 15.2333, 11.4333, 16.1667, 10.5, -13.9309
9558.66, 9514.64, 1, 2.63006, 0.554259, 0.0402059, 0, 0, 0.0589969, 0.134684, 0.047075, 0.280311, 1.51453, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 0.284465
9646.7, 9602.68, 4, 2.01025, 0.576107, 0.0456015, 0, 0, 0.0555932, 0.0568198, 0.0423987, 0.290689, 0.943041, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 0.663387
9734.73, 9690.71, 3, 1.90383, 0.487858, 0.0433297, 0, 0, 0.0476513, 0.082073, 0.0537778, 0.309909, 0.879228, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 0.728943
9822.77, 9778.75, 4, 4.24674, 2.693, 0.0433147, 0, 0, 0.0669388, 0.0810208, 0.0570512, 0.334063, 0.971354, 0.433333, 0.1, 0.566667, 0.0333333, 0.766667, 0, -0.554292
9910.8, 9866.79, 4, 2.09153, 0.417997, 0.042119, 0, 0, 0.0964372, 0.0704986, 0.061104, 0.356006, 1.04736, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 0.607356
9998.84, 9954.82, 3, 2.96732, 0.251659, 0.0392493, 0, 0, 0.104379, 0.0589242, 0.0575188, 1.35269, 1.1029, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 0.0886642
10086.9, 10042.9, 5, 5.10263, 1.43069, 0.0381433, 0, 0, 0.107783, 0.0768119, 0.054713, 2.23845, 1.15604, 0.5, 0.166667, 0.633333, 0.0333333, 0.833333, 0, -0.927685
10174.9, 10130.9, 4, 2.01485, 0.42769, 0.0386066, 0, 0, 0.116859, 0.0778641, 0.0531543, 0.0790745, 1.2216, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 0.660193
10262.9, 10218.9, 1, 2.07896, 0.0962186, 0.037112, 0, 0, 0.105514, 0.0841774, 0.0531543, 0.0906828, 1.6121, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 0.615958
10351, 10307, 0, 2.06756, 0.270985, 0.0352287, 0, 0, 0.100975, 0.091543, 0.049725, 0.249369, 1.26973, 0.233333, 0.0333333, 0.366667, 0, 0.5, 0, 0.623782
10439, 10395, 3, 1.84266, 0.10949, 0.0358864, 0, 0, 0.0975718, 0.0810208, 0.0489456, 0.154719, 1.31503, 0.233333, 0.0333333, 0.3, 0, 0.433333, 0, 0.762587
10527.1, 10483, 1, 1.78219, 0.066556, 0.0343469, 0, 0, 0.107783, 0.0747075, 0.0399047, 0.0702468, 1.38864, 0.166667, 0, 0.3, 0, 0.433333, 0, 0.80528
10615.1, 10571.1, 1, 1.91195, 0.0835536, 0.0338835, 0, 0, 0.081688, 0.0810208, 0.0385018, 0.069411, 1.52389, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 0.723235
10703.1, 10659.1, 4, 6.60663, 0.0675098, 0.0341974, 0, 0, 0.071477, 0.0894385, 0.0353842, 0.0708321, 6.23779, 0.633333, 0.233333, 0.833333, 0.1, 1.03333, 0.0333333, -1.4899
10791.2, 10747.1, 2, 1.62197, 0.0399987, 0.0332857, 0, 0, 0.0624005, 0.082073, 0.0358518, 0.0714104, 1.29695, 0.166667, 0, 0.3, 0, 0.433333, 0, 0.897115
10879.2, 10835.2, 11, 11.4025, 0.0302023, 0.0346159, 0, 0, 0.0589969, 0.0894385, 0.0406841, 0.0729461, 11.0756, 0.966667, 0.5, 1.23333, 0.3, 1.5, 0.166667, -2.96762
10967.2, 10923.2, 0, 0.660222, 0.0186168, 0.0337191, 0, 0, 0.0533241, 0.0757597, 0.0341372, 0.072458, 0.372207, 0.1, 0, 0.166667, 0, 0.3, 0, 1.06433
11055.3, 11011.2, 2, 0.692188, 0.0238218, 0.0325384, 0, 0, 0.0521895, 0.0894385, 0.0321108, 0.0879212, 0.374167, 0.1, 0, 0.166667, 0, 0.3, 0, 1.0884
11143.3, 11099.3, 0, 1.26867, 0.0206352, 0.0338985, 0, 0, 0.0601314, 0.0946996, 0.0335137, 0.61917, 0.406618, 0.166667, 0, 0.233333, 0, 0.366667, 0, 1.0787
11231.3, 11187.3, 1, 0.713483, 0.0474143, 0.0329868, 0, 0, 0.0499204, 0.0768119, 0.0346048, 0.036596, 0.435149, 0.1, 0, 0.166667, 0, 0.3, 0, 1.09095
11319.4, 11275.4, 2, 1.26953, 0.0443165, 0.0331811, 0, 0, 0.190605, 0.219914, 0.1021, 0.0375817, 0.641834, 0.166667, 0, 0.233333, 0, 0.366667, 0, 1.07818
11407.4, 11363.4, 6, 3.02592, 0.0196001, 0.0350494, 0, 0, 0.0385749, 0.0768119, 0.0247845, 0.0411762, 2.78992, 0.3, 0.0333333, 0.433333, 0, 0.633333, 0, 0.0549969
11495.4, 11451.4, 2, 0.48075, 0.019955, 0.0340181, 0, 0, 0.0249602, 0.0641853, 0.0264992, 0.0425937, 0.268538, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.968093
