bin_low_edge, bin_center, best, 0p5, 0p6, 0p7, 0p8, 0p9, 1p1, 1p2, 1p3, 1p4, 1p5
95265, 95272.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95280, 95287.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95295, 95302.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95310, 95317.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95325, 95332.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95340, 95347.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95355, 95362.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95370, 95377.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95385, 95392.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95400, 95407.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95415, 95422.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95430, 95437.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95445, 95452.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95460, 95467.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95475, 95482.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95490, 95497.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95505, 95512.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95520, 95527.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95535, 95542.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95550, 95557.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95565, 95572.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95580, 95587.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95595, 95602.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95610, 95617.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95625, 95632.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95640, 95647.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95655, 95662.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95670, 95677.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95685, 95692.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95700, 95707.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95715, 95722.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95730, 95737.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95745, 95752.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95760, 95767.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95775, 95782.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95790, 95797.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95805, 95812.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95820, 95827.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95835, 95842.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95850, 95857.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95865, 95872.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95880, 95887.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95895, 95902.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95910, 95917.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95925, 95932.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95940, 95947.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95955, 95962.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95970, 95977.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95985, 95992.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96000, 96007.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96015, 96022.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96030, 96037.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96045, 96052.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96060, 96067.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96075, 96082.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96090, 96097.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96105, 96112.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96120, 96127.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96135, 96142.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96150, 96157.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96165, 96172.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96180, 96187.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96195, 96202.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96210, 96217.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96225, 96232.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96240, 96247.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96255, 96262.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96270, 96277.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96285, 96292.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96300, 96307.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96315, 96322.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96330, 96337.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96345, 96352.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96360, 96367.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96375, 96382.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96390, 96397.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96405, 96412.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96420, 96427.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96435, 96442.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96450, 96457.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96465, 96472.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96480, 96487.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96495, 96502.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96510, 96517.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96525, 96532.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96540, 96547.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96555, 96562.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96570, 96577.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96585, 96592.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96600, 96607.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96615, 96622.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96630, 96637.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96645, 96652.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96660, 96667.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96675, 96682.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96690, 96697.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96705, 96712.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96720, 96727.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96735, 96742.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96750, 96757.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96765, 96772.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96780, 96787.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96795, 96802.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96810, 96817.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96825, 96832.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96840, 96847.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96855, 96862.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96870, 96877.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96885, 96892.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96900, 96907.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96915, 96922.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96930, 96937.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96945, 96952.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96960, 96967.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96975, 96982.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96990, 96997.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97005, 97012.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97020, 97027.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97035, 97042.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97050, 97057.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97065, 97072.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97080, 97087.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97095, 97102.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97110, 97117.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97125, 97132.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97140, 97147.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97155, 97162.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97170, 97177.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97185, 97192.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97200, 97207.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97215, 97222.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97230, 97237.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97245, 97252.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97260, 97267.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97275, 97282.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97290, 97297.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97305, 97312.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97320, 97327.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97335, 97342.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97350, 97357.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97365, 97372.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97380, 97387.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97395, 97402.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97410, 97417.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97425, 97432.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97440, 97447.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97455, 97462.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97470, 97477.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97485, 97492.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97500, 97507.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97515, 97522.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97530, 97537.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97545, 97552.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97560, 97567.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97575, 97582.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97590, 97597.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97605, 97612.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97620, 97627.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97635, 97642.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97650, 97657.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97665, 97672.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97680, 97687.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97695, 97702.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97710, 97717.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97725, 97732.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97740, 97747.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97755, 97762.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97770, 97777.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97785, 97792.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97800, 97807.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97815, 97822.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97830, 97837.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97845, 97852.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97860, 97867.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97875, 97882.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97890, 97897.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97905, 97912.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97920, 97927.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97935, 97942.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97950, 97957.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97965, 97972.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97980, 97987.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97995, 98002.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98010, 98017.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98025, 98032.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98040, 98047.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98055, 98062.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98070, 98077.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98085, 98092.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98100, 98107.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98115, 98122.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98130, 98137.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98145, 98152.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98160, 98167.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98175, 98182.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98190, 98197.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98205, 98212.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98220, 98227.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98235, 98242.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98250, 98257.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98265, 98272.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98280, 98287.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98295, 98302.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98310, 98317.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98325, 98332.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98340, 98347.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98355, 98362.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98370, 98377.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98385, 98392.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98400, 98407.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98415, 98422.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98430, 98437.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98445, 98452.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98460, 98467.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98475, 98482.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98490, 98497.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98505, 98512.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98520, 98527.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98535, 98542.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98550, 98557.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98565, 98572.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98580, 98587.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98595, 98602.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98610, 98617.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98625, 98632.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98640, 98647.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98655, 98662.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98670, 98677.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98685, 98692.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98700, 98707.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98715, 98722.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98730, 98737.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98745, 98752.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98760, 98767.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98775, 98782.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98790, 98797.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98805, 98812.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98820, 98827.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98835, 98842.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98850, 98857.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98865, 98872.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98880, 98887.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98895, 98902.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98910, 98917.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98925, 98932.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98940, 98947.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98955, 98962.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98970, 98977.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98985, 98992.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99000, 99007.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99015, 99022.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99030, 99037.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99045, 99052.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99060, 99067.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99075, 99082.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99090, 99097.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99105, 99112.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99120, 99127.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99135, 99142.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99150, 99157.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99165, 99172.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99180, 99187.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99195, 99202.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99210, 99217.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99225, 99232.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99240, 99247.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99255, 99262.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99270, 99277.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99285, 99292.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99300, 99307.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99315, 99322.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99330, 99337.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99345, 99352.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99360, 99367.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99375, 99382.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99390, 99397.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99405, 99412.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99420, 99427.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99435, 99442.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99450, 99457.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99465, 99472.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99480, 99487.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99495, 99502.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99510, 99517.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99525, 99532.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99540, 99547.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99555, 99562.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99570, 99577.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99585, 99592.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99600, 99607.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99615, 99622.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99630, 99637.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99645, 99652.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99660, 99667.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99675, 99682.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99690, 99697.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99705, 99712.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99720, 99727.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99735, 99742.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99750, 99757.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99765, 99772.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99780, 99787.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99795, 99802.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99810, 99817.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99825, 99832.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99840, 99847.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99855, 99862.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99870, 99877.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99885, 99892.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99900, 99907.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99915, 99922.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99930, 99937.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99945, 99952.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99960, 99967.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99975, 99982.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99990, 99997.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100005, 100012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100020, 100028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100035, 100042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100050, 100058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100065, 100072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100080, 100088, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100095, 100102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100110, 100118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100125, 100132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100140, 100148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100155, 100162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100170, 100178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100185, 100192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100200, 100208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100215, 100222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100230, 100238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
